Key,Text,Tooltip,English,Source,OverrideByKey,MappedByPattern,MappedByText,Vanilla,Leiwai,Procrastinator,PikaMan,Mtu,File
ceo_nodes_description_3k_mtu_ceo_node_career_historical_gao_shun_01,仲氏大将军张勋号令三军谁敢不从？,True,"As the leading general of the Kingdom of Zhong, Zhang Xun commands the formidable army of the Yuan family.",Mtu,,,,,仲氏大将军张勋号令三军谁敢不从？,仲氏大将军张勋号令三军谁敢不从？,,仲氏大将军张勋号令三军谁敢不从？,[01]__MTU_generals__Earth_commander.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_hua_xin_01,「华歆清纯德素，诚一时之俊伟也。」,True,"A man of measured approach, but also a keen opportunist that does not let go by a chance to climb higher.",Mtu,,,,,「华歆清纯德素，诚一时之俊伟也。」,「华歆清纯德素，诚一时之俊伟也。」,,「华歆清纯德素，诚一时之俊伟也。」,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_huang_zu_01,「祖宿狡猾，为表腹心，出作爪牙，表之鸱张，以祖气息。」,True,"Famed for setting the ambush that killed Sun Jian, Huang Zu guards the Yangtze, lying in wait and striking at the most opportune moment.",Mtu,,,,,「祖宿狡猾，为表腹心，出作爪牙，表之鸱张，以祖气息。」,「祖宿狡猾，为表腹心，出作爪牙，表之鸱张，以祖气息。」,,「祖宿狡猾，为表腹心，出作爪牙，表之鸱张，以祖气息。」,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_jian_yong_01,简雍擅于辩论、议事，但也闲暇自得，行为不检。,True,"A childhood friend of Liu Bei, Jian Yong is carefree and informal, but also a superior orator.",Mtu,,,,,简雍擅于辩论、议事，但也闲暇自得，行为不检。,简雍擅于辩论、议事，但也闲暇自得，行为不检。,,简雍擅于辩论、议事，但也闲暇自得，行为不检。,[01]__MTU_generals__Metal_sentienl.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_bian_huilan_01,「妻无子，下城，乞纳宜禄妻。」,True,"Her elegance, determination, and beauty made her coveted by all the heroes of the age.",Leiwai,,,,,「妻无子，下城，乞纳宜禄妻。」,「袁尚母刘氏之妒，其酷烈也甚矣。乃城破之后，不能死节，而献甄氏于曹丕，以图苟全，又何其无烈性至此乎！可见妇之贞者必不妒，妇之妒者必不贞。」,,「妻无子，下城，乞纳宜禄妻。」,hv_TEXT_ceo_career.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_cai_yan_01,「婉娩淑女，与士并列。至柔动刚，彤管炜节。」,True,She never gave up in life - her art and her will were passed on from generation to generation.,Mtu,,,,,「婉娩淑女，与士并列。至柔动刚，彤管炜节。」,「婉娩淑女，与士并列。至柔动刚，彤管炜节。」,,「婉娩淑女，与士并列。至柔动刚，彤管炜节。」,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_da_qiao_01,冯氏不仅天姿国色，还因胸怀大志而深受袁术宠爱。,True,"Jealous of Lady Feng’s preferential treatment and beauty, the concubines have made her cry in front of Yuan Shu numerous times.",Mtu,,,,,冯氏不仅天姿国色，还因胸怀大志而深受袁术宠爱。,冯氏不仅天姿国色，还因胸怀大志而深受袁术宠爱。,,冯氏不仅天姿国色，还因胸怀大志而深受袁术宠爱。,[01]__MTU_generals__Earth_commander.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_dong_bai_01,董卓遍封其宗族，董白尚未及笄，便被封为渭阳君，在郿城东起坛。,True,"At an early age, Dong Zhuo gave Dong Bai his land to her. For some reason, her personality and reputation are not very good, but no one has been treated recklessly because of Dong Zhuo who takes care of her.",Mtu,,,,,董卓遍封其宗族，董白尚未及笄，便被封为渭阳君，在郿城东起坛。,董卓遍封其宗族，董白尚未及笄，便被封为渭阳君，在郿城东起坛。,,董卓遍封其宗族，董白尚未及笄，便被封为渭阳君，在郿城东起坛。,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_dong_peishan_01,董卓发妻，卓封郿侯。不仅生性贪婪，且行事作风十分谨慎狡猾。,True,"Dong Peishan is greedy, but ever cautious in her conduct. If it’s Dong Zhou you’re after, you must outwit the cunning Dong Peishan first.",Mtu,,,,,董卓发妻，卓封郿侯。不仅生性贪婪，且行事作风十分谨慎狡猾。,董卓发妻，卓封郿侯。不仅生性贪婪，且行事作风十分谨慎狡猾。,,董卓发妻，卓封郿侯。不仅生性贪婪，且行事作风十分谨慎狡猾。,[01]__MTU_generals__Earth_commander.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_gongsun_jinting_01,公孙瓒常年征战在外，侯氏依靠着她的贤明与机警守护着家族的未来。,True,The stakes are raised on the fringes of the empire; Hou Jinting’s keen senses and vigilance safeguard the future of her family.,Mtu,,,,,公孙瓒常年征战在外，侯氏依靠着她的贤明与机警守护着家族的未来。,公孙瓒常年征战在外，侯氏依靠着她的贤明与机警守护着家族的未来。,,公孙瓒常年征战在外，侯氏依靠着她的贤明与机警守护着家族的未来。,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_guan_yinping_01,「虎女安能配犬子乎？」,True,"A tiger does not father nor marry a dog. The Silver Treasure of the prideful Guan Yu is a tigress, and must be treated accordingly. ",Mtu,,,,,「虎女安能配犬子乎？」,「虎女安能配犬子乎？」,,「虎女安能配犬子乎？」,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_lu_ji_01,虎父无犬女，吕布之女不仅美艳，也是战场豪杰。,True,"Much is expected from the Warrior Without Equal’s daughter, but the ravishing Lü Ji fights with both the skill and ferocity to live up to the Lü name.",Mtu,,,,,虎父无犬女，吕布之女不仅美艳，也是战场豪杰。,虎父无犬女，吕布之女不仅美艳，也是战场豪杰。,,虎父无犬女，吕布之女不仅美艳，也是战场豪杰。,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_lu_zheng_01,狡黠之徒，矢不虚发，乃魁首之腕。,True,She transforms the sound of her bow and movement of her troops into a violent and beautiful song and dance.,Mtu,,,,,狡黠之徒，矢不虚发，乃魁首之腕。,狡黠之徒，矢不虚发，乃魁首之腕。,,狡黠之徒，矢不虚发，乃魁首之腕。,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_ma_lanli_01,羌族女杰华氏精于骑射，武艺不在其夫之下。,True,"Hua Lanli’s archery skills are outstanding - drawing comparisons to the ancient hero Hou Yi, the Lord Archer himself.",Mtu,,,,,羌族女杰华氏精于骑射，武艺不在其夫之下。,羌族女杰华氏精于骑射，武艺不在其夫之下。,,羌族女杰华氏精于骑射，武艺不在其夫之下。,[01]__MTU_generals__Metal_sentienl.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_ma_yunlu_01,马云禄深知兵在精而不在多，为了部队执锐披坚她总是不惜血本。,True,"Ma Yunlu selects only elite units of soldiers to fight alongside her. For these well-equipped and highly skilled troops, she spares no expense.",Mtu,,,,,马云禄深知兵在精而不在多，为了部队执锐披坚她总是不惜血本。,马云禄深知兵在精而不在多，为了部队执锐披坚她总是不惜血本。,,马云禄深知兵在精而不在多，为了部队执锐披坚她总是不惜血本。,[01]__MTU_generals__Metal_sentienl.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_trieu_01,「横戈当虎易，对面婆王难。」,True,An untamable woman of the Trieu Dynasty who fights to see her people free.,Mtu,,,,,「横戈当虎易，对面婆王难。」,「横戈当虎易，对面婆王难。」,,「横戈当虎易，对面婆王难。」,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_wang_liting_01,伊健丽婷眼观六路，耳听八方，对她的敌人了如指掌。,True,Yijian Liting’s eyes never rest. She is always aware of her enemy’s movements.,Mtu,,,,,伊健丽婷眼观六路，耳听八方，对她的敌人了如指掌。,伊健丽婷眼观六路，耳听八方，对她的敌人了如指掌。,,伊健丽婷眼观六路，耳听八方，对她的敌人了如指掌。,[01]__MTU_generals__Metal_sentienl.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_wu_minyu_01,气质高雅，心胸宽广。,True,"No matter how brave the warrior, they cannot hope to match the power of her dignity and generosity.",Mtu,,,,,气质高雅，心胸宽广。,气质高雅，心胸宽广。,,气质高雅，心胸宽广。,[01]__MTU_generals__Earth_commander.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_xiao_qiao_01,仲氏公主袁氏的美貌与贤良人尽皆知。,True,"The beauty and qualities of Yuan Anyang, a princess of the Kingdom of Zhong, are known throughout the land.",Mtu,,,,,仲氏公主袁氏的美貌与贤良人尽皆知。,仲氏公主袁氏的美貌与贤良人尽皆知。,,仲氏公主袁氏的美貌与贤良人尽皆知。,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_zhang_jinglan_01,虽为女贼，其鸿鹄之志却比肩世间枭雄。,True,"An ambitious woman, whose reasons to marry Zhang Yan are as mysterious as herself.",Mtu,,,,,虽为女贼，其鸿鹄之志却比肩世间枭雄。,虽为女贼，其鸿鹄之志却比肩世间枭雄。,,虽为女贼，其鸿鹄之志却比肩世间枭雄。,[01]__MTU_generals__Metal_sentienl.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_zhang_xingcai_01,继其父虎将之勇及其母之貌，唯有行帝王之道者方可驾驭此女。,True,"Of energetic and bright personality, she inherited her mother’s feminine charms but her father’s resilience and constitution. With a tiger for a father, only an Emperor will be a worthy husband.",Mtu,,,,,继其父虎将之勇及其母之貌，唯有行帝王之道者方可驾驭此女。,继其父虎将之勇及其母之貌，唯有行帝王之道者方可驾驭此女。,,继其父虎将之勇及其母之貌，唯有行帝王之道者方可驾驭此女。,[01]__MTU_generals__Fire_vanguard.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_zou_yuan_01,蔡氏乃是荆州名门望族。蔡夫人亦甚有权势。,False,The house of Cai is the most famous noble family in Jingzhou. Lady Cai is willing to use the power.,MappedByText,,,蔡氏乃是荆州名门望族。蔡夫人亦甚有权势。,,「吾为夫人故，特纳张绣之降；不然灭族矣。」,「吾为夫人故，特纳张绣之降；不然灭族矣。」,,「吾为夫人故，特纳张绣之降；不然灭族矣。」,hv_TEXT_ceo_career.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_luo_jun_01,「施压于民，绝无益处。水能载舟，亦能覆舟。」,True,"There is nothing to be gained from oppressing the people; they, ultimately, will decide our legacy.",Mtu,,,,,「施压于民，绝无益处。水能载舟，亦能覆舟。」,「施压于民，绝无益处。水能载舟，亦能覆舟。」,,「施压于民，绝无益处。水能载舟，亦能覆舟。」,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_qu_gong_01,只有一只眼睛都可以如此为非作歹，难道还需要另外一只不成？,True,"When your eye for banditry and mischief is this good, you don’t need both eyes.",Mtu,,,,,只有一只眼睛都可以如此为非作歹，难道还需要另外一只不成？,只有一只眼睛都可以如此为非作歹，难道还需要另外一只不成？,,只有一只眼睛都可以如此为非作歹，难道还需要另外一只不成？,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_wu_anguo_01,虽然武安国痛失一臂，但却是少数几个与吕布决斗后幸存下来的人之一。,True,"Although he lost one hand, he was one of the few who survived from duel with Lubu.",Leiwai,,,,,虽然武安国痛失一臂，但却是少数几个与吕布决斗后幸存下来的人之一。,,,,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_yan_xiang_01,阎象深图远虑，总是危机到来之前就做好了准备。,True,"Blessed with prodigious foresight, Yan Xiang forsees perils and pitfalls long before they arise.",Mtu,,,,,阎象深图远虑，总是危机到来之前就做好了准备。,阎象深图远虑，总是危机到来之前就做好了准备。,,阎象深图远虑，总是危机到来之前就做好了准备。,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_zhang_bao_01,「虎父无犬子也！」,True,"Inheriting his father’s spirit and ferocity, Zhang Bao revels in the rush of the battlefield, again and again proving himself to be worthy of his father’s legacy.",Mtu,,,,,「虎父无犬子也！」,「虎父无犬子也！」,,「虎父无犬子也！」,[01]__MTU_generals__Fire_vanguard.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_zhu_beng_01,「二逆不诛，乱臣贼子，行将接踵于天下矣！」,True,"Thirsting for vengeance, she rebelled against the Bandit Queen.",Mtu,,,,,「二逆不诛，乱臣贼子，行将接踵于天下矣！」,「二逆不诛，乱臣贼子，行将接踵于天下矣！」,,「二逆不诛，乱臣贼子，行将接踵于天下矣！」,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_hv_ancillary_accessory_danyang_military_talisman,持此令牌者可以指挥丹阳部队。,True,Proof that the bearer has the authority to command Danyang troops.,MappedByPattern,,持此令牌者可以指挥丹阳部队。,,,,持此令牌者可以指挥丹阳部队。,,,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_accessory_jingchou_military_talisman,持此令牌者可以指挥荆楚部队。,True,Proof that the bearer has the authority to command Jingchu troops.,MappedByPattern,,持此令牌者可以指挥荆楚部队。,,,,持此令牌者可以指挥荆楚部队。,,,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_accessory_lu_bu_legacy_military_talisman,持此令牌者可以指挥捕掾队部队。,False,Proof that the bearer has the authority to command Enforcer troops.,MappedByPattern,,持此令牌者可以指挥捕掾队部队。,,,,持此令牌者可以指挥捕掾队。,,,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_accessory_yuan_shu_legacy_military_talisman,持此令牌者可以指挥隐蛇兵与虎捷军。,False,Proof that the bearer has the authority to command Hidden Snakes and Rapid Tigers.,MappedByPattern,,持此令牌者可以指挥隐蛇兵与虎捷军。,,,,持此令牌者可以指挥隐蛇兵与虎捷军。,,,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_danyang_officer,指挥丹阳部队的士官。,True,The officer in charge of Danyang units.,MappedByText,,,指挥丹阳部队的士官。,,,指挥丹阳部队的士官。,,,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_follower_sogd_army_captain,指挥粟特部队的士官。,True,The officer in charge of Sogdian mercenary units.,MappedByText,,,指挥粟特部队的士官。,,,粟特雇佣军为你效命！每一位校尉都忠于自己所属之人，誓死不离其侧！,,,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_follower_xiliang_army_captain,西凉军为你效命！每一位伯长都忠于自己所属之人，誓死不离其侧！,True,"The Xiliang Army is yours to command! Each colonel is loyal to whom they have been assigned, vowing never to leave their side!",MappedByText,,,西凉军为你效命！每一位伯长都忠于自己所属之人，誓死不离其侧！,,,西凉军为你效命！每一位校尉都忠于自己所属之人，誓死不离其侧！,,,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_liu_limin_huilans_armour_unique,这身华服适合那些无需在疆场厮杀的人。,True,"Luxurious robes, fit for those who do not tread the battlefield.",Vanilla,,,,这身华服适合那些无需在疆场厮杀的人。,,此甲轻重得当，宽紧合身，非名将不可披戴。,,,z_dummy_hv_TEXT_non_deployable.loc.tsv
ceo_nodes_description_hv_ancillary_sogd_officer,指挥粟特部队的士官。,True,The officer in charge of Sogdian mercenary units.,MappedByText,,,指挥粟特部队的士官。,,,指挥粟特部队的士官。,,,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_weapon_khanda,西域而来的神秘宝剑。,True,A mysterious sword from the West. ,MappedByText,,,西域而来的神秘宝剑。,,,源自西域的神秘宝剑。,,,hv_TEXT_ceo_weapon.loc.tsv
ceo_nodes_description_hv_ancillary_white_horse_fellows_officer,指挥白马部队的士官。,True,The officer in charge of White Horse units.,MappedByText,,,指挥白马部队的士官。,,,指挥白马部队的士官。,,,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_yuan_officer,指挥袁氏部队的士官。,True,The officer in charge of house Yuan units.,MappedByText,,,指挥袁氏部队的士官。,,,指挥袁氏部队的士官。,,,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ceo_node_career_historical_chen_deng_01,偶尔，仅仅是偶尔，权力并未堕落至腐败，而是结出了有利他人和普罗慈善的果实。,True,"Sometimes, just sometimes, power fails to corrupt, and instead leads to altruism and charity.",Vanilla,,,,偶尔，仅仅是偶尔，权力并未堕落至腐败，而是结出了有利他人和普罗慈善的果实。,,,,,hv_TEXT_ceo_career.loc.tsv
ceo_nodes_description_hv_ceo_node_career_historical_jiang_qin_01,「钦折节好学，以公灭私。」,True,He was also a bandit once.,MappedByText,,,「钦折节好学，以公灭私。」,,,「钦折节好学，以公灭私。」,,,hv_TEXT_ceo_career.loc.tsv
ceo_nodes_description_hv_ceo_node_career_historical_yuan_yao_01,饱读诗书，人见人爱。,True,He was loved by everyone.,MappedByText,,,饱读诗书，人见人爱。,,,饱读诗书，人见人爱。,,,hv_TEXT_ceo_career.loc.tsv
ceo_nodes_description_hv_ceo_node_career_non_deployable_liu_limin,「袁尚母刘氏之妒，其酷烈也甚矣。乃城破之后，不能死节，而献甄氏于曹丕，以图苟全，又何其无烈性至此乎！可见妇之贞者必不妒，妇之妒者必不贞。」,True,Lady Liu always cares about her family.,MappedByText,,,「袁尚母刘氏之妒，其酷烈也甚矣。乃城破之后，不能死节，而献甄氏于曹丕，以图苟全，又何其无烈性至此乎！可见妇之贞者必不妒，妇之妒者必不贞。」,,,「袁尚母刘氏之妒，其酷烈也甚矣。乃城破之后，不能死节，而献甄氏于曹丕，以图苟全，又何其无烈性至此乎！可见妇之贞者必不妒，妇之妒者必不贞。」,,,z_dummy_hv_TEXT_non_deployable.loc.tsv
ceo_nodes_description_hv_ceo_node_career_non_deployable_type_1,安静但热情的支持者。,True,A quiet but enthusiastic supporter.,MappedByText,,,安静但热情的支持者。,,,安静但热情的支持者。,,,z_dummy_hv_TEXT_non_deployable.loc.tsv
ceo_nodes_description_hv_ceo_node_career_non_deployable_type_2,好辩又烦人的学者。,True,Argumentative and annoying scholars.,MappedByText,,,好辩又烦人的学者。,,,好辩又烦人的学者。,,,z_dummy_hv_TEXT_non_deployable.loc.tsv
ceo_nodes_description_hv_ceo_node_career_non_deployable_type_3,对佃户来说，他们的地位比皇帝还高。,True,"For farmers, they are higher than the emperor.",MappedByText,,,对佃户来说，他们的地位比皇帝还高。,,,对佃户来说，他们的地位比皇帝还高。,,,z_dummy_hv_TEXT_non_deployable.loc.tsv
ceo_nodes_description_hv_ceo_node_career_non_deployable_type_4,这些人代替主公处理事务。,True,Those who intervene instead of the lord.,MappedByText,,,这些人代替主公处理事务。,,,这些人代替主公处理事务。,,,z_dummy_hv_TEXT_non_deployable.loc.tsv
ceo_nodes_description_hv_ceo_node_career_non_deployable_type_5,周围总是很多人。,True,Always surrounded by people.,MappedByText,,,周围总是很多人。,,,周围总是很多人。,,,z_dummy_hv_TEXT_non_deployable.loc.tsv
ceo_nodes_description_hv_ceo_node_career_non_deployable_type_6,他们会记录一切事务。,True,They get everything down to a note.,MappedByText,,,他们会记录一切事务。,,,他们会记录一切事务。,,,z_dummy_hv_TEXT_non_deployable.loc.tsv
ceo_nodes_title_3k_dlc04_ceo_node_career_historical_lady_cai_yan_wenji_01,悲愤才女,False,Tragic Writer,Mtu,,,,,悲愤才女,悲愤才女,,悲愤才女,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_title_3k_main_ancillary_lady_diao_chans_armour_unique,貂蝉的絲服,True,Diao Chan's Silk Raiment,MappedByPattern,,貂蝉的絲服,,,,,,,[dummy]__MTU_dummy.loc.tsv
ceo_nodes_title_3k_main_ceo_node_career_historical_lady_diao_chan_01,倾国美人,False,Femme Fatale,MappedByText,,,倾国美人,,,,,,[dummy]__MTU_dummy.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_accessory_eight_principles_of_yong,《述行赋》,True,Flying White,Mtu,,,,,《述行赋》,《述行赋》,,《述行赋》,[02]__MTU_items__Accessory.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_accessory_poem_of_sorrow_and_anger,《悲愤诗》,True,Poem of Sorrow and Anger,Mtu,,,,,《悲愤诗》,《悲愤诗》,,《悲愤诗》,[02]__MTU_items__Accessory.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_armour_jian_yongs_armour_unique,简雍的护甲,True,Jian Yong's Armour,MappedByPattern,,简雍的护甲,,,简雍的护甲,简雍的护甲,,简雍的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_armour_lady_cai_yans_armour_unique,蔡琰的綉服,True,Cai Yan's Embroidered Garments,MappedByPattern,,蔡琰的綉服,,,蔡琰的护甲,蔡琰的护甲,,蔡琰的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_armour_zhao_yuns_armour_unique,虎威将军的护甲,True,Zhao Yun’s Mighty Tiger Armour,Mtu,,,,,虎威将军的护甲,虎威将军的护甲,,虎威将军的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_chen_jius_armour_unique,庞德的护甲,True,Pang De's Armour,MappedByPattern,,庞德的护甲,,,庞德的护甲,庞德的护甲,,庞德的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_chunyu_qiongs_armour_unique,淳于琼的护甲,True,Chunyu Qiong's Armour,MappedByPattern,,淳于琼的护甲,,,淳于琼的护甲,淳于琼的护甲,,淳于琼的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_dong_mins_armour_unique,董旻的护甲,True,Dong Min's Armour,MappedByPattern,,董旻的护甲,,,董旻的护甲,董旻的护甲,,董旻的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_eminent_calligrapher_armour_water_unique,靛蓝官衣,True,Eminent Calligrapher,Mtu,,,,,靛蓝官衣,靛蓝官衣,,靛蓝官衣,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_empty_lunchpail,紫檀食盒,True,Empty Lunchpail,Mtu,,,,,紫檀食盒,紫檀食盒,,紫檀食盒,[02]__MTU_items__Accessory.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_gao_shuns_armour_unique,张勋的护甲,True,Zhang Xun's Armour,MappedByPattern,,张勋的护甲,,,张勋的护甲,张勋的护甲,,张勋的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_hidden_flow,伏波剑,True,Hidden Flow,Mtu,,,,,伏波剑,伏波剑,,伏波剑,[02]__MTU_items__Weapons.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_hua_xins_armour_unique,华歆的華服,True,Hua Xin’s Embroidered Suit,MappedByPattern,,华歆的華服,,,华歆的护甲,华歆的护甲,,华歆的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_huang_zus_armour_unique,黄祖的护甲,True,Huang Zu's Armour,Mtu,,,,,黄祖的护甲,黄祖的护甲,,黄祖的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_bian_huilans_armour_unique,刘氏的綉服,True,Lady Liu’s Embroidered Garment,MappedByPattern,,刘氏的綉服,,,杜氏的护甲,刘氏的护甲,,杜氏的护甲,hv_TEXT_ceo_armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_da_qiaos_armour_unique,冯氏的金色綉服,True,Lady Feng's Gold Embroidered Garments,MappedByPattern,,冯氏的金色綉服,,,冯氏的护甲,冯氏的护甲,,冯氏的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_dong_bais_armour_unique,董白的黑色綉服,True,Dong Bai's Onyx Emroidered Garment,MappedByPattern,,董白的黑色綉服,,,董白的护甲,董白的护甲,,董白的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_dong_peishans_armour_unique,董氏的护甲,True,Dong Peishan’s Onyx Emroidered Garment,Mtu,,,,,董氏的护甲,董氏的护甲,,董氏的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_gongsun_jintings_armour_unique,侯氏的綉服,True,Hou Jinting's Embroidered Garment,MappedByPattern,,侯氏的綉服,,,侯氏的护甲,侯氏的护甲,,侯氏的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_guan_yinpings_armour_unique,关嫣的护甲,True,Guan Yinping's Armour,Mtu,,,,,关嫣的护甲,关嫣的护甲,,关嫣的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_lu_jis_armour_unique,吕姬的护甲,True,Lü Ji’s Armour,Mtu,,,,,吕姬的护甲,吕姬的护甲,,吕姬的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_lu_zhengs_armour_unique,陆政的皮甲,True,Lu Zheng's Leather Armour,MappedByPattern,,陆政的皮甲,,,陆政的护甲,陆政的护甲,,陆政的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_ma_lanlis_armour_unique,华氏的皮甲,True,Hua Lanli's Leather Armour,MappedByPattern,,华氏的皮甲,,,华氏的护甲,华氏的护甲,,华氏的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_ma_yunlus_armour_unique,马云禄的皮甲,True,Ma Yunlu's Leather Armour,MappedByPattern,,马云禄的皮甲,,,马云禄的护甲,马云禄的护甲,,马云禄的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_trieus_armour_unique,赵妪的护甲,True,Lady Trieu's Armour,MappedByPattern,,赵妪的护甲,,,赵妪的护甲,赵妪的护甲,,赵妪的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_wang_litings_armour_unique,伊健丽婷的护甲,True,Yijan Liting's Armour,Mtu,,,,,伊健丽婷的护甲,伊健丽婷的护甲,,伊健丽婷的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_wu_minyus_armour_unique,吴氏的护甲,True,Lady Wu's Armour,MappedByPattern,,吴氏的护甲,,,吴氏的护甲,吴氏的护甲,,吴氏的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_xiao_qiaos_armour_unique,袁氏的銀色綉服,True,Yuan Anyang's Silver Embroidered Garments,MappedByPattern,,袁氏的銀色綉服,,,袁氏的护甲,袁氏的护甲,,袁氏的护甲,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_title_3k_mtu_ancillary_lady_zhang_jinglans_armour_unique,郑兰的护甲,True,Zheng Lan's Armour,MappedByPattern,,郑兰的护甲,,,郑兰的护甲,郑兰的护甲,,郑兰的护甲,[02]__MTU_items__Armour.loc.tsv
