Text,Count,Mapped by text,Mapped by pattern,File
Hafted Weapon Cavalry (Militia),7,,持斧骑兵（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Hafted Weapon Infantry (Buqu),17,,持斧步兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Hafted Weapon Infantry (Captain),1,,持斧步兵（伯长）,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
Hafted Weapon Infantry (Elite),16,,持斧步兵（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Hafted Weapon Infantry (Militia),16,,持斧步兵（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Hafted Weapon Infantry (Royal Guard),2,,持斧步兵（禁卫）,text/_hvo/hv_TEXT_unit_ui_group_ytr.loc
Hail of Arrows,2,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"Hailing from Taishan, these women have coated their arrow points in a special ointment, made from poisonous herbs native to the region. In battle, A volley from these archers will soon leave the enemy gasping for air as the poison very quickly spreads through their veins. A wise commander will use these soldiers to spread terror through the enemy ranks, yet keep them well-protected: they are vulnerable to cavalry, as their range is limited.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
Halberd Infantry (Buqu),1,,持戟步兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Halberd Infantry (Elite),2,,持戟步兵（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Halberd Infantry (Militia),1,,持戟步兵（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Half Barded,3,,,text/_hvo/hv_TEXT_unit_abilities.loc
Hamstring,4,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Han Provincial Repeating Crossbowmen,1,,州属连弩手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Han Provincial Spearmen,1,,州属矛兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Han Sui,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Hand-Ji Infantry (Buqu),2,,手戟步兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Hand-Ji Infantry (Elite),2,,手戟步兵（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Hand-Ji Infantry (Militia),2,,手戟步兵（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Handmaid Guards,1,护卫侍女,,text/_hvo/hv_TEXT_unit_text_replacements.loc
"Hardened Xiliang soldies, these elite spearmen will hold the line against all comers.",1,这些精锐矛兵是百经锤炼的西凉战士，会坚守阵地对抗所有来敌。 ,,text/_hvo/hv_TEXT_unit_desc.loc
"Having defended their home for long enough, even militia may grow to rival professional soldiers.",1,长久保卫家园之后，即使是民兵也可能成长为职业士兵的对手。 ,,text/_hvo/hv_TEXT_unit_desc.loc
"Having fled from their homes, these craftsmen and artisans turn their skills to the defence of their new home and master. \\n\\n Having been selected as the brightest from the many refugees flooding his lands, these engineers serve Tao Qian to the best of their ability. Wielding crossbows, they provide support from afar and will deploy smoke bombs and caltrops when an enemy strays too close. However, these men are not proper soldiers and should not be relied upon to hold the line in melee.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
He Man,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
He Yi,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
He was also a bandit once.,1,平定江东之功臣。,,text/_hvo/hv_TEXT_ceo_career.loc
He was loved by everyone.,1,受衆人喜愛。,,text/_hvo/hv_TEXT_ceo_career.loc
Heart Seeker,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Heavenly Grace,2,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Heavenly Presence,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Heavily-armoured troops carrying iron bows that requires very strong tension. ,1,重装部队，携带张力很强的铁弓。,,text/_hvo/hv_TEXT_unit_desc.loc
Heavy Cavalry,2,,,text/_hvo/hv_TEXT_unit_ground_type.loc
Heavy Infantry,1,,,text/_hvo/hv_TEXT_unit_ground_type.loc
Heavy bow,1,,,text/_hvo/hv_TEXT_unit_ui_bullet.loc
Hebei Spearmen,1,,河北矛兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Hebei Sword Cavalry,1,,河北剑骑兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
"Heirs of the old dynasty of Chu, the soldiers bred by this land share its temperament: fierce in battle and loyal to the end. They are a fitting fighting force for any warlord or would-be emperor. \\n\\n Long axes are intimidating to behold, especially in the hand of such a warlike people. Rending shields and armor alike, they are known to be good shock infantry that echo the glory of their ancient dynasty. ",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"Heirs of the old dynasty of Chu, the soldiers bred by this land share its temperament: fierce in battle and loyal to the end. They are a fitting fighting force for any warlord or would-be emperor. \\n\\n Skilled archers, these men provide covering fire for their army as they maneuver nimbly into the most advantageous positions. They should be protected from cavalry however, as they are lightly armoured.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"Heirs of the old dynasty of Chu, the soldiers bred by this land share its temperament: fierce in battle and loyal to the end. They are a fitting fighting force for any warlord or would-be emperor. \\n\\n These warriors bring caltrops to battle, stunting any enemy advance as the foe perishes on the unseen traps. Any survivors are quickly dealt with by the blades these warriors wield. A skilled general would be wary of archers though: they are lightly armored and carry no shield.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"Heirs of the old dynasty of Chu, the soldiers bred by this land share its temperament: fierce in battle and loyal to the end. They are a fitting fighting force for any warlord or would-be emperor. \\n\\n Wielding spear and shield, these soldiers form a defensive screen for their army against calvary charges. Their armor is lighter than most other armies, but this makes them more mobile: many horsemen have been taken off-guard by a sudden rush of Jingchu Spearmen!",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"Her elegance, determination, and beauty made her coveted by all the heroes of the age.",1,她的优雅、决心和美貌使她受到当时所有英雄的垂涎。,,text/_hvo/hv_TEXT_ceo_career.loc
Herald,1,先驱,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Heroic Outlaws,1,英勇匪徒,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Hidden Assaults,1,隐秘突击兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Hidden Snakes,1,隐蛇兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Hidden Snakes and Rapid Tigers Tally,1,隐蛇兵与虎捷军虎符,,text/_hvo/hv_TEXT_effects_ceo.loc
Hidden Spear Assaults,1,隐枪突击兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
"High Hit Rate, Average Armour-Piercing Damage",29,命中率高，穿甲伤害一般,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
"High Hit Rate, High Armour-Piercing Damage",9,命中率高，穿甲伤害高,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Hire the Sogdian mercenaries,1,雇佣粟特佣兵,,text/_hvo/hv_TEXT_events.loc
His relentless attack makes foes cower before him!,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
His spirit is like a tiger. It takes great courage to face him.,3,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Hit Bonus,1,命中率加成,,text/_hvo/hv_TEXT_etc.loc
Hollowed Square (Ranged),3,中空方阵（远程）,,text/_hvo/hv_TEXT_unit_abilities.loc
Home region of the Danyang army,1,丹阳军起源地,,text/_hvo/hv_TEXT_region_army.loc
Home region of the Ironfist cavalry,1,铁拳骑兵起源地,,text/_hvo/hv_TEXT_region_army.loc
Home region of the Jingchu army,1,荆楚军起源地,,text/_hvo/hv_TEXT_region_army.loc
Home region of the Xiliang army,1,西凉军起源地,,text/_hvo/hv_TEXT_region_army.loc
Hooves of Rage,3,怒蹄,,text/_hvo/hv_TEXT_unit_abilities.loc
Horse Breeding,1,养马,,text/_hvo/hv_TEXT_pooled_resource.loc
Horse Breeding / Foraging & Supplies,1,养马 / 自行觅食与补给,,text/_hvo/hv_TEXT_frontend_features.loc
Horse Breeding: Abundant,1,养马：充裕,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Horse Breeding: Heavenly,1,养马：天助,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Horse Breeding: Inadequate,1,养马：不足,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Horse Breeding: Ordinary,1,养马：普通,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Horse Breeding: Sufficient,1,养马：有余,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Horseback Huntsmen,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Hostess,1,女主人,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
House Servant Archers,1,,家仆弓手,text/_hvo/hv_TEXT_unit_text_replacements.loc
House Servant Axemen,1,,家仆斧手,text/_hvo/hv_TEXT_unit_text_replacements.loc
House Servant Long Spearmen,1,,家仆长枪兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
House Servant Riders,1,,家仆掠骑兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
House Yuan's Officer,1,袁氏士官,,text/_hvo/hv_TEXT_effects_ceo.loc
Household Ji Guards of Yuan,1,袁氏家族戟卫,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Hua Lanli,1,华兰丽,,text/_hvo/hv_TEXT_cb_loadout.loc
Huang Shao,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Huang Zhong,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Huanglao's Paragons,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Hunting Area,3,狩猎区,,text/_hvo/hv_TEXT_building.loc
Hurl a bundle of explosive fire bombs to knock down the enemy.,3,扔掷爆裂火油弹来击倒敌人。,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
I have no choice but to pretend that I am a warrior who knows no fear.,1,我别无选择，只能假装自己是一个无畏战士,,text/_hvo/hv_TEXT_unit_abilities.loc
"If only strength can rule, then strength must be displayed often and in great abundance. And it must be used to make an example of fools who would believe otherwise. \\n\\n Trained in the Xiliang style of warfare, these disciplined warriors form the backbone of the ironfisted rule that Dong Zhuo and Lu Bu impose upon the Han. Skilled with both the bow and the sword, they habitually patrol the streets to put down any unrest. ",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"If only strength can rule, then strength must be displayed often and in great abundance. And it must be used to make example of fools who would believe otherwise. \\n\\n Trained in the Xiliang style of warfare, these disciplined warriors form the backbone of the ironfisted rule that Dong Zhuo and Lu Bu impose upon the Han. Atop their steeds, they patrol the countryside, putting down any opposition with bow and sword. ",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"If the year is beyond 195 CE and the emperor token is still in play, then the Imperial Intrigue panel will become unlocked.",1,如果年份已超过公元195年，而汉朝天子依然存在，则朝廷权谋面板将会解锁。,,text/_ifo/ifo_text_TWEAK.loc
If you can conquer the mind of the enemy then half the battle is won.,2,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Ignore,2,,,text/_hvo/hv_TEXT_events.loc
Ignore them,1,,,text/_hvo/hv_TEXT_events.loc
Immature but passionate.,1,不经世故但斗志昂扬。,,text/_hvo/hv_TEXT_unit_abilities.loc
Impenetrable Redoubt,2,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Imperial Favour: A Gift from the Emperor,1,,,text/_ifo/ifo_text_TWEAK.loc
Imperial Favour: Ancestral Rite,1,天子宠信：祭祀仪式,,text/_ifo/ifo_text_TWEAK.loc
Imperial Favour: Banquet,1,天子宠信：皇家宴会,,text/_ifo/ifo_text_TWEAK.loc
Imperial Sword Guards,1,禁军佩剑守卫,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Imperial ancestral rite ended,3,皇家祭祀仪式结束,,text/_ifo/ifo_text_TWEAK.loc
Imperial banquet ended without incident,1,皇家宴会结束，并无意外发生,,text/_ifo/ifo_text_TWEAK.loc
Impetuous Charge,3,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Importunity,3,坚韧不屈,,text/_hvo/hv_TEXT_unit_abilities.loc
"In an [[b]]ambush[[/b]], the defending force is attacked from both sides while marching in column, leaving the attacker to choose the best time to strike.",1,,,text/_hvo/hv_TEXT_frontend_features.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. Armed with the two-handed zhanmadao, these warriors can bring any cavalry charge to a brutal standstill and make short work of their foes afterwards.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These crossbowmen are anti-cavalry specialists. Even the powerful nomadic cataphracts shun them.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These spearmen, clad in iron armor and wielding great shields, will hold the frontline of any army and drive the enemy back. ",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These warriors, clad in heavy armor and riding equally armoured steeds, are the best the Xiliang have to offer. Though slow in maneuvers, almost none can oppose them as they charge into enemy ranks, trampling and goring their enemies on their spears.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. After having thrown a spare hand-ji, these men will charge the enemy line, swinging their dagger-axes in one hand while the other holds a shield to parry retaliatory blows.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. Skilled horsemen such as these will ride the enemy down in a devastating charge and retreat before the enemy can launch a counterattack, or pepper them with arrows.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Armed with crossbows, these soldiers rain down a hail of armour-piercing missiles on their foes. A wise general will support them with spearmen, as they are a prime target for enemy horsemen.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Imitating the tactics of the tribes they often face, these horse archers are proficient hit-and-run combatants. They will strike where the enemies are weakest, while remaining out of reach of all weapons, save arrows or crossbow bolts.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Swift horsemen, they can easily catch any enemy left out in the open, while their swords and shields will allow them to stay in melee for a while before having to retreat.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n These soldiers, armed with the long Ji, will brace and hold against cavalry charges, letting the horse impale itself on their blades. Wearing iron armour, they will wade into the melee confidently and take on all comers.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n These spearmen protect the flanks by pre-empting charges and bracing their qiang spears at an angle, so only the most foolish or brave cavalry dare charge them. This makes them a target for missile attacks, so they are outfitted in leather armour and carry large shields to protect themselves from the expected rain of arrows.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In the face of adversity, those left standing will close ranks and bolster their resolve.",1,面对逆境，所剩兵士只能集结起来坚定决心。,,text/_hvo/hv_TEXT_unit_abilities.loc
"In the hills and mountains of the Southlands, the desperate will lay down their lives to escape the Han.",1,,,text/_hvo/hv_TEXT_unit_desc.loc
"In the midst of a bloodbath, it's nice to know that someone has your back.",1,在腥风血雨中你仍有所依靠。,,text/_hvo/hv_TEXT_unit_abilities.loc
Increase,5,,,text/_hvo/hv_TEXT_pooled_resource.loc
"Increase your [[b]]fortitude[[/b]] through [[b]]winning battles[[/b]], and by inflicting greater [[b]]casualties[[/b]] upon [[b]]enemy forces[[/b]] than they inflict upon yours.",1,,,text/_hvo/hv_TEXT_frontend_features.loc
"Indeed, the goods brought by the western merchants are diverse, with many rare and valuable items. Furthermore, the mercenaries escorting them look like natural warriors.",1,的确，西域商人带来的货物种类繁多，其中不乏珍惜名贵之物。而且，护送他们的佣兵看起来就像是天生的战士。,,text/_hvo/hv_TEXT_events.loc
Indomitable Warrior,5,无畏之士,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Infill Development ,1,填地开发,,text/_hvo/hv_TEXT_building.loc
Inflicts less damage and has reduced accuracy but suppresses targets.,1,造成伤害较低，准确率也降低，但可压制目标。,,text/_hvo/hv_TEXT_etc.loc
Ingenuity and craftsmanship can turn even a lowly militiaman into a daunting foe.,1,,,text/_hvo/hv_TEXT_unit_desc.loc
Inner Fire,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Inner Vitality,9,内在活力,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Inspection,1,审查,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Inspirational deeds spur forces to swifter action!,2,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Inspiring Surge,4,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Inspiring Words,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Instinct,2,本能,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Internal Blaze,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Into the Breach,10,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Investigate,1,调查,,text/_hvo/hv_TEXT_events.loc
Inward Focus,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Iron Walls,1,铁壁兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Ironfist Cavalry can be recruited when occupied,1,占据时可获得铁拳骑兵,,text/_hvo/hv_TEXT_region_army.loc
Ironfist Lancer Cataphracts,1,,铁拳长枪铁骑,text/_hvo/hv_TEXT_unit_text_replacements.loc
Is heaven helping him?,1,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
It causes fear.,1,引发恐慌。,,text/_hvo/hv_TEXT_unit_abilities_hit_effects.loc
"It is a central tenet of Taoism that the land must be revered and nurtured; it, in turn, will return to us its bounties. Those chosen warriors who receive of nature's boons must use its gifts to pursue those who have contributed to the corruption and destruction plaguing the land. \\n\\n From the boughs of the trees, arrows and crossbows are fashioned and handled by warriors who wield them with greater expertise than most of their contemporaries.",1,,,text/_hvo/hv_TEXT_unit_desc.loc
"It is not always the command that motivates, but the way it is given.",2,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
It is the bear's teeth that the salmon faces at the end of the falls.,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
It must be bullshit.,1,无稽之谈。,,text/_hvo/hv_TEXT_events.loc
It seems you've offended the imperial court...,2,看来你得罪了朝廷……,,text/_ifo/ifo_text_TWEAK.loc
It's best to ignore these annoying preachers.,1,不应理睬这些烦人的布道僧侣。,,text/_hvo/hv_TEXT_events.loc
It's getting harder to find anyone who isn't a Black Mountain bandit.,1,四海之内，莫非黑山。,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
"It's hard to believe, but it might be worth investigating personally.",1,难以置信，但不妨亲自调查一番。,,text/_hvo/hv_TEXT_events.loc
It's not a good place for a beautiful woman to stay.,6,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Jade Dragons,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jaizi Raiders,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Javelin Throwers (Buqu),4,,投枪手（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Javelin Throwers (Elite),4,,投枪手（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Javelin Throwers (Militia),4,,投枪手（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Jei Fan Infantry,1,解烦兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Ji Cavalry (Buqu),5,,持戟骑兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Ji Cavalry (Captain),1,,持戟骑兵（伯长）,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
Ji Cavalry (Elite),5,,持戟骑兵（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Ji Cavalry (Militia),5,,持戟骑兵（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Ji Guards of the Eight Talents,1,八才戟卫,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Ji Infantry (Buqu),7,,持戟步兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Ji Infantry (Captain),1,,持戟步兵（伯长）,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
Ji Infantry (Elite),8,,持戟步兵（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Ji Infantry (Militia),7,,持戟步兵（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Jia Xu,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Jianan Vigilante Archers,1,,建安巡守弓手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jianan Vigilante Crossbowmen,1,,建安巡守弩兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jianan Vigilante Crossbowmen Cavalry,1,,建安巡守弩骑兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jianan Vigilante Hand-Ji Infantry,1,,建安巡守手戟兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jianan Vigilante Repeating Crossbowmen,1,,建安巡守连弩手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jiang Qin's Armour,1,蒋钦的护甲,,text/_hvo/hv_TEXT_ceo_career.loc
Jingchu Buqu Archers,1,,荆楚部曲弓手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Buqu Axemen,1,,荆楚部曲斧手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Buqu Caltrop Throwers,1,,荆楚部曲蒺藜手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Buqu Lancer Cavalry,1,,荆楚部曲戟骑兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Buqu Long Axemen,1,,荆楚部曲长斧手,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Buqu Sabre Cavalry,1,,荆楚部曲刀骑兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Buqu Spearmen,1,,荆楚部曲矛兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Troop Tally,1,荆楚虎符,,text/_hvo/hv_TEXT_effects_ceo.loc
Jingchu troop tally can be earned when occupied,1,占据时可获得荆楚虎符,,text/_hvo/hv_TEXT_region_army.loc
Judgement,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Juggernaut,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Juggernaut (Buqu),1,,木兽（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2_VM.loc
Juggernaut (Elite),1,,木兽（精锐）,text/_hvo/hv_TEXT_unit_ui_group_t3_VM.loc
Juggernaut (Militia),1,,木兽（民兵）,text/_hvo/hv_TEXT_unit_ui_group_t1_VM.loc
Khanda,1,坎达直剑,,text/_hvo/hv_TEXT_ceo_weapon.loc
King Duosi,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King Duosi [[img:unit_elephant]][[/img]],1,朵思大王[[img:unit_elephant]][[/img]],,text/_hvo/hv_TEXT_cb_loadout.loc
King Meng Huo,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King Meng Huo [[img:unit_elephant]][[/img]],1,孟获大王[[img:unit_elephant]][[/img]],,text/_hvo/hv_TEXT_cb_loadout.loc
King Mulu,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King Mulu [[img:unit_elephant]][[/img]],1,木鹿大王[[img:unit_elephant]][[/img]],,text/_hvo/hv_TEXT_cb_loadout.loc
King Shamoke,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King Shamoke [[img:unit_elephant]][[/img]],1,沙摩柯大王[[img:unit_elephant]][[/img]],,text/_hvo/hv_TEXT_cb_loadout.loc
King Wutugu,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King Wutugu [[img:unit_elephant]][[/img]],1,兀突骨大王[[img:unit_elephant]][[/img]],,text/_hvo/hv_TEXT_cb_loadout.loc
King of Chen,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King of Shu,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King of Wei,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King of the Black Mountain,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Kingmaker,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Knowing when best to shoot is most effective when you are the one being shot at.,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Knowledge of the Body,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Knowledge of the Mind,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Knowledge of the Spirit,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Knowledge of the enemy weakens their defences.,3,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Knowledge that your comrades will never abandon you brings tremendous comfort.,4,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Lady Liu,1,刘氏,,text/_hvo/hv_TEXT_ceo_career.loc
Lady Liu always cares about her family.,1,刘夫人总是关心她的家人。,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Lady Liu's Robes,1,刘夫人的长袍,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Lady Liu’s Embroidered Garment,1,刘夫人绣衣,,text/_hvo/hv_TEXT_ceo_armour.loc
Lady Zhurong,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Lady Zhurong [[img:unit_elephant]][[/img]],1,祝融夫人[[img:unit_elephant]][[/img]],,text/_hvo/hv_TEXT_cb_loadout.loc
Landlord,1,地主,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Large Warehouse,1,大型仓库,,text/_hvo/hv_TEXT_building.loc
"Lead the Fight, Encourage, Support",9,身先士卒，鼓舞军心,,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
Leads and commands the retinues.,1,领导及指挥随从。,,text/_hvo/hv_TEXT_unit_desc.loc
Legacy of Lu Bu,1,吕布余部,,text/_hvo/hv_TEXT_etc.loc
