,Key,Short Key,Text,Tooltip,Unnamed: 4,Unnamed: 5,Unnamed: 6
1470,character_skills_localised_description_hv_skill_ability_god_of_war,,關羽一擊便能讓敵人手足異處！,True,,,
1471,character_skills_localised_name_hv_skill_ability_god_of_war,,武聖,True,,,
1472,effects_description_hv_effect_unlock_god_of_war,,技能：武聖,True,,,
1473,special_ability_phases_onscreen_name_hv_ability_god_of_war,,武聖,True,,,
1474,unit_abilities_onscreen_name_hv_ability_god_of_war,,武聖,True,,,
1475,unit_abilities_tooltip_text_hv_ability_god_of_war,,關羽一擊便能讓敵人手足異處！,True,,,
1476,unit_ability_types_localised_description_hv_ability_god_of_war,,武聖,True,,,
1477,unit_ability_types_onscreen_name_hv_ability_god_of_war,,近戰攻擊,True,,,
1478,character_skills_localised_description_hv_skill_ability_unstoppable,,他無止息的瘋狂攻勢令敵人心驚膽寒！,True,,,
1479,character_skills_localised_name_hv_skill_ability_unstoppable,,無人可擋,True,,,
1480,effects_description_hv_effect_unlock_unstoppable,,技能：無人可擋,True,,,
1481,special_ability_phases_onscreen_name_hv_ability_unstoppable,,無人可擋,True,,,
1482,unit_abilities_onscreen_name_hv_ability_unstoppable,,無人可擋,True,,,
1483,unit_abilities_tooltip_text_hv_ability_unstoppable,,他無止息的瘋狂攻勢令敵人心驚膽寒！,True,,,
1484,unit_ability_types_localised_description_hv_ability_unstoppable,,無人可擋,True,,,
1485,unit_ability_types_onscreen_name_hv_ability_unstoppable,,被動增強效果,True,,,
1486,character_skills_localised_description_hv_skill_ability_condemned_howl,,許褚挾滔天怒火奮戰，攻勢狂暴猛烈！,True,,,
1487,character_skills_localised_name_hv_skill_ability_condemned_howl,,天譴之嘯,True,,,
1488,effects_description_hv_effect_unlock_condemned_howl,,技能：天譴之嘯,True,,,
1489,special_ability_phases_onscreen_name_hv_ability_condemned_howl,,天譴之嘯,True,,,
1490,unit_abilities_onscreen_name_hv_ability_condemned_howl,,天譴之嘯,True,,,
1491,unit_abilities_tooltip_text_hv_ability_condemned_howl,,許褚挾滔天怒火奮戰，攻勢狂暴猛烈！,True,,,
1492,unit_ability_types_localised_description_hv_ability_condemned_howl,,天譴之嘯,True,,,
1493,unit_ability_types_onscreen_name_hv_ability_condemned_howl,,被動削弱效果,True,,,
1494,character_skills_localised_description_hv_skill_ability_crash,,飽含怒火的一擊，令周遭敵人無不搖晃欲倒。,True,,,
1495,character_skills_localised_name_hv_skill_ability_crash,,天崩地裂,True,,,
1496,effects_description_hv_effect_unlock_crash,,技能：天崩地裂,True,,,
1497,special_ability_phases_onscreen_name_hv_ability_crash,,天崩地裂,True,,,
1498,unit_abilities_onscreen_name_hv_ability_crash,,天崩地裂,True,,,
1499,unit_abilities_tooltip_text_hv_ability_crash,,飽含怒火的一擊，令周遭敵人無不搖晃欲倒。,True,,,
1500,unit_ability_types_localised_description_hv_ability_crash,,天崩地裂,True,,,
1501,unit_ability_types_onscreen_name_hv_ability_crash,,近戰攻擊,True,,,
1502,character_skills_localised_description_hv_skill_ability_stalwart_defender,,此人是天生的護衛將才，所有攻擊對他來說都不痛不癢！,True,,,
1503,character_skills_localised_name_hv_skill_ability_stalwart_defender,,步步為營,True,,,
1504,effects_description_hv_effect_unlock_stalwart_defender,,技能：步步為營,True,,,
1505,special_ability_phases_onscreen_name_hv_ability_stalwart_defender,,步步為營,True,,,
1506,unit_abilities_onscreen_name_hv_ability_stalwart_defender,,步步為營,True,,,
1507,unit_abilities_tooltip_text_hv_ability_stalwart_defender,,此人是天生的護衛將才，所有攻擊對他來說都不痛不癢！,True,,,
1508,unit_ability_types_localised_description_hv_ability_stalwart_defender,,步步為營,True,,,
1509,unit_ability_types_onscreen_name_hv_ability_stalwart_defender,,被動增強效果,True,,,
1510,character_skills_localised_description_hv_skill_ability_cry_of_the_forest,,英雄在傷得最重時，才會顯露出真正的實力！,True,,,
1511,character_skills_localised_name_hv_skill_ability_cry_of_the_forest,,森林戰嚎,True,,,
1512,effects_description_hv_effect_unlock_cry_of_the_forest,,技能：森林戰嚎,True,,,
1513,special_ability_phases_onscreen_name_hv_ability_cry_of_the_forest,,森林戰嚎,True,,,
1514,unit_abilities_onscreen_name_hv_ability_cry_of_the_forest,,森林戰嚎,True,,,
1515,unit_abilities_tooltip_text_hv_ability_cry_of_the_forest,,英雄在傷得最重時，才會顯露出真正的實力！,True,,,
1516,unit_ability_types_localised_description_hv_ability_cry_of_the_forest,,森林戰嚎,True,,,
1517,unit_ability_types_onscreen_name_hv_ability_cry_of_the_forest,,被動增強效果,True,,,
1518,character_skills_localised_description_hv_skill_ability_vengeance,,夏侯惇在情況危急時反而能發揮最強實力，不過他也容易因此失去理智。,True,,,
1519,character_skills_localised_name_hv_skill_ability_vengeance,,報仇雪恨,True,,,
1520,effects_description_hv_effect_unlock_vengeance,,技能：報仇雪恨,True,,,
1521,special_ability_phases_onscreen_name_hv_ability_vengeance,,報仇雪恨,True,,,
1522,unit_abilities_onscreen_name_hv_ability_vengeance,,報仇雪恨,True,,,
1523,unit_abilities_tooltip_text_hv_ability_vengeance,,夏侯惇在情況危急時反而能發揮最強實力，不過他也容易因此失去理智。,True,,,
1524,unit_ability_types_localised_description_hv_ability_vengeance,,報仇雪恨,True,,,
1525,unit_ability_types_onscreen_name_hv_ability_vengeance,,被動增強效果,True,,,
1526,character_skills_localised_description_hv_skill_ability_poisioned_blade,,毒性使戰士步履蹣跚，生命力逐漸耗盡。,True,,,
1527,character_skills_localised_name_hv_skill_ability_poisioned_blade,,淬毒刀刃,True,,,
1528,effects_description_hv_effect_unlock_poisioned_blade,,技能：淬毒刀刃,True,,,
1529,special_ability_phases_onscreen_name_hv_ability_poisioned_blade,,淬毒刀刃,True,,,
1530,unit_abilities_onscreen_name_hv_ability_poisioned_blade,,淬毒刀刃,True,,,
1531,unit_abilities_tooltip_text_hv_ability_poisioned_blade,,毒性使戰士步履蹣跚，生命力逐漸耗盡。,True,,,
1532,unit_ability_types_localised_description_hv_ability_poisioned_blade,,淬毒刀刃,True,,,
1533,unit_ability_types_onscreen_name_hv_ability_poisioned_blade,,遠程攻擊,True,,,
1534,character_skills_localised_description_hv_skill_ability_wolf,,謹慎向前，緊咬其咽喉。,True,,,
1535,character_skills_localised_name_hv_skill_ability_wolf,,戰狼,True,,,
1536,effects_description_hv_effect_unlock_wolf,,技能：戰狼,True,,,
1537,special_ability_phases_onscreen_name_hv_ability_wolf,,戰狼,True,,,
1538,unit_abilities_onscreen_name_hv_ability_wolf,,戰狼,True,,,
1539,unit_abilities_tooltip_text_hv_ability_wolf,,謹慎向前，緊咬其咽喉。,True,,,
1540,unit_ability_types_localised_description_hv_ability_wolf,,戰狼,True,,,
1541,unit_ability_types_onscreen_name_hv_ability_wolf,,被動增強效果,True,,,
1542,character_skills_localised_description_hv_skill_ability_sparrow,,無人能快過這吞嚥的速度。,True,,,
1543,character_skills_localised_name_hv_skill_ability_sparrow,,吞噬,True,,,
1544,effects_description_hv_effect_unlock_sparrow,,技能：吞噬,True,,,
1545,special_ability_phases_onscreen_name_hv_ability_sparrow,,吞噬,True,,,
1546,unit_abilities_onscreen_name_hv_ability_sparrow,,吞噬,True,,,
1547,unit_abilities_tooltip_text_hv_ability_sparrow,,無人能快過這吞嚥的速度。,True,,,
1548,unit_ability_types_localised_description_hv_ability_sparrow,,吞噬,True,,,
1549,unit_ability_types_onscreen_name_hv_ability_sparrow,,被動削弱效果,True,,,
1550,character_skills_localised_description_hv_skill_ability_inner_vitality,,在戰鬥中找到生活的方式。,True,,,
1551,character_skills_localised_name_hv_skill_ability_inner_vitality,,內在活力,True,,,
1552,effects_description_hv_effect_unlock_inner_vitality,,技能：內在活力,True,,,
1553,special_ability_phases_onscreen_name_hv_ability_inner_vitality_1,,內在活力,True,,,
1554,special_ability_phases_onscreen_name_hv_ability_inner_vitality_2,,內在活力,True,,,
1555,unit_abilities_onscreen_name_hv_ability_inner_vitality,,內在活力,True,,,
1556,unit_abilities_tooltip_text_hv_ability_inner_vitality,,在戰鬥中找到生活的方式。,True,,,
1557,unit_ability_types_localised_description_hv_ability_inner_vitality,,內在活力,True,,,
1558,unit_ability_types_onscreen_name_hv_ability_inner_vitality,,被動增強效果,True,,,
1559,character_skills_localised_description_hv_skill_ability_binding_fury,,集結全森林之力對付一個敵人。,True,,,
1560,character_skills_localised_name_hv_skill_ability_binding_fury,,怒不可抑,True,,,
1561,effects_description_hv_effect_unlock_binding_fury,,技能：怒不可抑,True,,,
1562,special_ability_phases_onscreen_name_hv_ability_binding_fury,,怒不可抑,True,,,
1563,unit_abilities_onscreen_name_hv_ability_binding_fury,,怒不可抑,True,,,
1564,unit_abilities_tooltip_text_hv_ability_binding_fury,,集結全森林之力對付一個敵人。,True,,,
1565,unit_ability_types_localised_description_hv_ability_binding_fury,,怒不可抑,True,,,
1566,unit_ability_types_onscreen_name_hv_ability_binding_fury,,近戰攻擊,True,,,
1567,character_skills_localised_description_hv_skill_ability_hamstring,,精心策劃的襲擊，讓不幸的敵人措手不及。,True,,,
1568,character_skills_localised_name_hv_skill_ability_hamstring,,削斷腿筋,True,,,
1569,effects_description_hv_effect_unlock_hamstring,,技能：削斷腿筋,True,,,
1570,special_ability_phases_onscreen_name_hv_ability_hamstring,,削斷腿筋,True,,,
1571,unit_abilities_onscreen_name_hv_ability_hamstring,,削斷腿筋,True,,,
1572,unit_abilities_tooltip_text_hv_ability_hamstring,,精心策劃的襲擊，讓不幸的敵人措手不及。,True,,,
1573,unit_ability_types_localised_description_hv_ability_hamstring,,削斷腿筋,True,,,
1574,unit_ability_types_onscreen_name_hv_ability_hamstring,,近戰攻擊,True,,,
1575,character_skills_localised_description_hv_skill_ability_sandback,,此人如木造障礙。,True,,,
1576,character_skills_localised_name_hv_skill_ability_sandback,,硬皮,True,,,
1577,effects_description_hv_effect_unlock_sandback,,技能：硬皮,True,,,
1578,special_ability_phases_onscreen_name_hv_ability_sandback,,硬皮,True,,,
1579,unit_abilities_onscreen_name_hv_ability_sandback,,硬皮,True,,,
1580,unit_abilities_tooltip_text_hv_ability_sandback,,此人如木造障礙。,True,,,
1581,unit_ability_types_localised_description_hv_ability_sandback,,硬皮,True,,,
1582,unit_ability_types_onscreen_name_hv_ability_sandback,,被動增強效果,True,,,
1583,character_skills_localised_description_hv_skill_ability_lightbomb,,製造大噪音分散敵人的注意力。,True,,,
1584,character_skills_localised_name_hv_skill_ability_lightbomb,,閃光彈,True,,,
1585,effects_description_hv_effect_unlock_lightbomb,,技能：閃光彈,True,,,
1586,special_ability_phases_onscreen_name_hv_ability_lightbomb,,閃光彈,True,,,
1587,unit_abilities_onscreen_name_hv_ability_lightbomb,,閃光彈,True,,,
1588,unit_abilities_tooltip_text_hv_ability_lightbomb,,製造大噪音分散敵人的注意力。,True,,,
1589,unit_ability_types_localised_description_hv_ability_lightbomb,,閃光彈,True,,,
1590,unit_ability_types_onscreen_name_hv_ability_lightbomb,,遠程攻擊,True,,,
1591,character_skills_localised_description_hv_skill_ability_indomitable_warrior,,此人屢敗屢戰。,True,,,
1592,character_skills_localised_name_hv_skill_ability_indomitable_warrior,,百折不撓,True,,,
1593,effects_description_hv_effect_unlock_indomitable_warrior,,技能：百折不撓,True,,,
1594,special_ability_phases_onscreen_name_hv_ability_indomitable_warrior,,百折不撓,True,,,
1595,unit_abilities_onscreen_name_hv_ability_indomitable_warrior,,百折不撓,True,,,
1596,unit_abilities_tooltip_text_hv_ability_indomitable_warrior,,此人屢敗屢戰。,True,,,
1597,unit_ability_types_localised_description_hv_ability_indomitable_warrior,,百折不撓,True,,,
1598,unit_ability_types_onscreen_name_hv_ability_indomitable_warrior,,被動增強效果,True,,,
1599,character_skills_localised_description_hv_skill_ability_indomitable_warrior_instinct,,此人屢敗屢戰。,True,,,
1600,character_skills_localised_name_hv_skill_ability_indomitable_warrior_instinct,,百折不撓,True,,,
1601,character_skills_localised_description_hv_skill_ability_wolf_cunning,,謹慎向前，緊咬其咽喉。,True,,,
1602,character_skills_localised_name_hv_skill_ability_wolf_cunning,,戰狼,True,,,
1603,character_skills_localised_description_hv_skill_ability_into_the_breach,,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,True,,,
1604,character_skills_localised_name_hv_skill_ability_into_the_breach,,乘隙而入,True,,,
1605,effects_description_hv_effect_unlock_into_the_breach,,技能：乘隙而入,True,,,
1606,special_ability_phases_onscreen_name_hv_ability_into_the_breach,,乘隙而入,True,,,
1607,unit_abilities_onscreen_name_hv_ability_into_the_breach,,乘隙而入,True,,,
1608,unit_abilities_tooltip_text_hv_ability_into_the_breach,,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,True,,,
1609,unit_ability_types_localised_description_hv_ability_into_the_breach,,乘隙而入,True,,,
1610,unit_ability_types_onscreen_name_hv_ability_into_the_breach,,主動增強效果,True,,,
1611,character_skills_localised_description_hv_skill_ability_mending,,大多時候，易壞的東西可以修補到跟新品一樣，而人就不行了。,True,,,
1612,character_skills_localised_name_hv_skill_ability_mending,,修補,True,,,
1613,effects_description_hv_effect_unlock_mending,,技能：修補,True,,,
1614,special_ability_phases_onscreen_name_hv_ability_mending,,修補,True,,,
1615,unit_abilities_onscreen_name_hv_ability_mending,,修補,True,,,
1616,unit_abilities_tooltip_text_hv_ability_mending,,大多時候，易壞的東西可以修補到跟新品一樣，而人就不行了。,True,,,
1617,unit_ability_types_localised_description_hv_ability_mending,,修補,True,,,
1618,unit_ability_types_onscreen_name_hv_ability_mending,,主動增強效果,True,,,
1619,character_skills_localised_description_hv_skill_ability_bleed,,當受害者有所意識，情勢早已難以挽回。,True,,,
1620,character_skills_localised_name_hv_skill_ability_bleed,,剔骨,True,,,
1621,effects_description_hv_effect_unlock_bleed,,技能：剔骨,True,,,
1622,special_ability_phases_onscreen_name_hv_ability_bleed,,剔骨,True,,,
1623,unit_abilities_onscreen_name_hv_ability_bleed,,剔骨,True,,,
1624,unit_abilities_tooltip_text_hv_ability_bleed,,當受害者有所意識，情勢早已難以挽回。,True,,,
1625,unit_ability_types_localised_description_hv_ability_bleed,,剔骨,True,,,
1626,unit_ability_types_onscreen_name_hv_ability_bleed,,近戰攻擊,True,,,
1627,character_skills_localised_description_hv_skill_ability_tiger,,此人精神如猛虎，在沒有偉大的勇氣支持下無人膽敢面對此人。,False,,,
1628,character_skills_localised_name_hv_skill_ability_tiger,,白虎,False,,,
1629,effects_description_hv_effect_unlock_tiger,,技能：白虎,False,,,
1630,special_ability_phases_onscreen_name_hv_ability_tiger,,白虎,False,,,
1631,unit_abilities_onscreen_name_hv_ability_tiger,,白虎,False,,,
1632,unit_abilities_tooltip_text_hv_ability_tiger,,此人精神如猛虎，在沒有偉大的勇氣支持下無人膽敢面對此人。,False,,,
1633,unit_ability_types_localised_description_hv_ability_tiger,,白虎,False,,,
1634,unit_ability_types_onscreen_name_hv_ability_tiger,,被動削弱效果,False,,,
1635,character_skills_localised_description_hv_skill_ability_into_the_breach_instinct,,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,False,,,
1636,character_skills_localised_name_hv_skill_ability_into_the_breach_instinct,,乘隙而入,False,,,
1637,character_skills_localised_description_hv_skill_ability_into_the_breach_authority,,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,False,,,
1638,character_skills_localised_name_hv_skill_ability_into_the_breach_authority,,乘隙而入,False,,,
1639,character_skills_localised_description_hv_skill_ability_mending_cunning,,大多時候，易壞的東西可以修補到跟新品一樣，而人就不行了。,False,,,
1640,character_skills_localised_name_hv_skill_ability_mending_cunning,,修補,False,,,
1641,character_skills_localised_description_hv_skill_ability_bleed_instinct,,當受害者有所意識，情勢早已難以挽回。,True,,,
1642,character_skills_localised_name_hv_skill_ability_bleed_instinct,,剔骨,True,,,
1643,character_skills_localised_description_hv_skill_ability_binding_fury_scholar,,集結全森林之力對付一個敵人。,True,,,
1644,character_skills_localised_name_hv_skill_ability_binding_fury_scholar,,怒不可抑,True,,,
1645,character_skills_localised_description_hv_skill_ability_crash_veteran,,飽含怒火的一擊，令周遭敵人無不搖晃欲倒。,True,,,
1646,character_skills_localised_name_hv_skill_ability_crash_veteran,,天崩地裂,True,,,
1647,character_skills_localised_description_hv_skill_ability_hamstring_veteran,,精心策劃的襲擊，讓不幸的敵人措手不及。,True,,,
1648,character_skills_localised_name_hv_skill_ability_hamstring_veteran,,削斷腿筋,True,,,
1649,character_skills_localised_description_hv_skill_ability_lightbomb_veteran,,製造大噪音分散敵人的注意力。,True,,,
1650,character_skills_localised_name_hv_skill_ability_lightbomb_veteran,,閃光彈,True,,,
1651,character_skills_localised_description_hv_skill_ability_sandback_veteran,,此人如木造障礙。,True,,,
1652,character_skills_localised_name_hv_skill_ability_sandback_veteran,,硬皮,True,,,
1653,character_skills_localised_description_hv_skill_ability_tiger_expertise,,此人精神如猛虎，在沒有偉大的勇氣支持下無人膽敢面對此人。,False,,,
1654,character_skills_localised_name_hv_skill_ability_tiger_expertise,,白虎,False,,,
1655,character_skills_localised_description_hv_skill_ability_commanding_shout,,從一名戰士傳達到另一名戰士的戰鬥口號。,True,,,
1656,character_skills_localised_name_hv_skill_ability_commanding_shout,,號令吶喊,True,,,
1657,effects_description_hv_effect_unlock_commanding_shout,,技能：號令吶喊,True,,,
1658,special_ability_phases_onscreen_name_hv_ability_commanding_shout,,號令吶喊,True,,,
1659,unit_abilities_onscreen_name_hv_ability_commanding_shout,,號令吶喊,True,,,
1660,unit_abilities_tooltip_text_hv_ability_commanding_shout,,從一名戰士傳達到另一名戰士的戰鬥口號。,True,,,
1661,unit_ability_types_localised_description_hv_ability_commanding_shout,,號令吶喊,True,,,
1662,unit_ability_types_onscreen_name_hv_ability_commanding_shout,,主動增強效果,True,,,
1663,character_skills_localised_description_hv_skill_ability_condemn,,這樣的話語會帶來羞愧與恥辱。,True,,,
1664,character_skills_localised_name_hv_skill_ability_condemn,,譴責,True,,,
1665,effects_description_hv_effect_unlock_condemn,,技能：譴責,True,,,
1666,special_ability_phases_onscreen_name_hv_ability_condemn,,譴責,True,,,
1667,unit_abilities_onscreen_name_hv_ability_condemn,,譴責,True,,,
1668,unit_abilities_tooltip_text_hv_ability_condemn,,這樣的話語會帶來羞愧與恥辱。,True,,,
1669,unit_ability_types_localised_description_hv_ability_condemn,,譴責,True,,,
1670,unit_ability_types_onscreen_name_hv_ability_condemn,,近戰攻擊,True,,,
1671,character_skills_localised_description_hv_skill_ability_desperate_cry,,能激勵人的不見得是命令的內容，也可能是發號施令的方法。,True,,,
1672,character_skills_localised_name_hv_skill_ability_desperate_cry,,慘烈呼喊,True,,,
1673,effects_description_hv_effect_unlock_desperate_cry,,技能：慘烈呼喊,True,,,
1674,special_ability_phases_onscreen_name_hv_ability_desperate_cry,,慘烈呼喊,True,,,
1675,unit_abilities_onscreen_name_hv_ability_desperate_cry,,慘烈呼喊,True,,,
1676,unit_abilities_tooltip_text_hv_ability_desperate_cry,,能激勵人的不見得是命令的內容，也可能是發號施令的方法。,True,,,
1677,unit_ability_types_localised_description_hv_ability_desperate_cry,,慘烈呼喊,True,,,
1678,unit_ability_types_onscreen_name_hv_ability_desperate_cry,,主動增強效果,True,,,
1679,character_skills_localised_description_hv_skill_ability_disorientate,,熟知戰場的人即使面對最有把握的士兵，也能動搖他們的自信。,True,,,
1680,character_skills_localised_name_hv_skill_ability_disorientate,,打亂方向,True,,,
1681,effects_description_hv_effect_unlock_disorientate,,技能：打亂方向,True,,,
1682,special_ability_phases_onscreen_name_hv_ability_disorientate,,打亂方向,True,,,
1683,unit_abilities_onscreen_name_hv_ability_disorientate,,打亂方向,True,,,
1684,unit_abilities_tooltip_text_hv_ability_disorientate,,熟知戰場的人即使面對最有把握的士兵，也能動搖他們的自信。,True,,,
1685,unit_ability_types_localised_description_hv_ability_disorientate,,打亂方向,True,,,
1686,unit_ability_types_onscreen_name_hv_ability_disorientate,,主動削弱效果,True,,,
1687,character_skills_localised_description_hv_skill_ability_favourable_skies,,瞭解最佳的放箭時機，在輪到自己挨箭時便能收到奇效。,True,,,
1688,character_skills_localised_name_hv_skill_ability_favourable_skies,,有利天候,True,,,
1689,effects_description_hv_effect_unlock_favourable_skies,,技能：有利天候,True,,,
1690,special_ability_phases_onscreen_name_hv_ability_favourable_skies,,有利天候,True,,,
1691,unit_abilities_onscreen_name_hv_ability_favourable_skies,,有利天候,True,,,
1692,unit_abilities_tooltip_text_hv_ability_favourable_skies,,瞭解最佳的放箭時機，在輪到自己挨箭時便能收到奇效。,True,,,
1693,unit_ability_types_localised_description_hv_ability_favourable_skies,,有利天候,True,,,
1694,unit_ability_types_onscreen_name_hv_ability_favourable_skies,,被動增強效果,True,,,
1695,character_skills_localised_description_hv_skill_ability_inner_fire,,畢生學習天道，便能將想法化為信念。,True,,,
1696,character_skills_localised_name_hv_skill_ability_inner_fire,,心中真火,True,,,
1697,effects_description_hv_effect_unlock_inner_fire,,技能：心中真火,True,,,
1698,special_ability_phases_onscreen_name_hv_ability_inner_fire,,心中真火,True,,,
1699,unit_abilities_onscreen_name_hv_ability_inner_fire,,心中真火,True,,,
1700,unit_abilities_tooltip_text_hv_ability_inner_fire,,畢生學習天道，便能將想法化為信念。,True,,,
1701,unit_ability_types_localised_description_hv_ability_inner_fire,,心中真火,True,,,
1702,unit_ability_types_onscreen_name_hv_ability_inner_fire,,主動增強效果,True,,,
1703,character_skills_localised_description_hv_skill_ability_judgement,,對自己有信心，戰士才能完全發揮實力。,True,,,
1704,character_skills_localised_name_hv_skill_ability_judgement,,判斷精準,True,,,
1705,effects_description_hv_effect_unlock_judgement,,技能：判斷精準,True,,,
1706,special_ability_phases_onscreen_name_hv_ability_judgement,,判斷精準,True,,,
1707,unit_abilities_onscreen_name_hv_ability_judgement,,判斷精準,True,,,
1708,unit_abilities_tooltip_text_hv_ability_judgement,,對自己有信心，戰士才能完全發揮實力。,True,,,
1709,unit_ability_types_localised_description_hv_ability_judgement,,判斷精準,True,,,
1710,unit_ability_types_onscreen_name_hv_ability_judgement,,近戰攻擊,True,,,
1711,character_skills_localised_description_hv_skill_ability_knowledge_of_the_body,,有時重點不在打中了什麼、打得多用力，而是打在哪裡。,True,,,
1712,character_skills_localised_name_hv_skill_ability_knowledge_of_the_body,,身之識見,True,,,
1713,effects_description_hv_effect_unlock_knowledge_of_the_body,,技能：身之識見,True,,,
1714,special_ability_phases_onscreen_name_hv_ability_knowledge_of_the_body,,身之識見,True,,,
1715,unit_abilities_onscreen_name_hv_ability_knowledge_of_the_body,,身之識見,True,,,
1716,unit_abilities_tooltip_text_hv_ability_knowledge_of_the_body,,有時重點不在打中了什麼、打得多用力，而是打在哪裡。,True,,,
1717,unit_ability_types_localised_description_hv_ability_knowledge_of_the_body,,身之識見,True,,,
1718,unit_ability_types_onscreen_name_hv_ability_knowledge_of_the_body,,主動增強效果,True,,,
1719,character_skills_localised_description_hv_skill_ability_knowledge_of_the_mind,,若能征服敵軍的軍心，戰鬥便贏了一半。,True,,,
1720,character_skills_localised_name_hv_skill_ability_knowledge_of_the_mind,,心之識見,True,,,
1721,effects_description_hv_effect_unlock_knowledge_of_the_mind,,技能：心之識見,True,,,
1722,special_ability_phases_onscreen_name_hv_ability_knowledge_of_the_mind,,心之識見,True,,,
1723,unit_abilities_onscreen_name_hv_ability_knowledge_of_the_mind,,心之識見,True,,,
1724,unit_abilities_tooltip_text_hv_ability_knowledge_of_the_mind,,若能征服敵軍的軍心，戰鬥便贏了一半。,True,,,
1725,unit_ability_types_localised_description_hv_ability_knowledge_of_the_mind,,心之識見,True,,,
1726,unit_ability_types_onscreen_name_hv_ability_knowledge_of_the_mind,,主動增強效果,True,,,
1727,character_skills_localised_description_hv_skill_ability_knowledge_of_the_spirit,,真正的力量不在身體也不在心思，而是在靈魂中。,True,,,
1728,character_skills_localised_name_hv_skill_ability_knowledge_of_the_spirit,,靈之識見,True,,,
1729,effects_description_hv_effect_unlock_knowledge_of_the_spirit,,技能：靈之識見,True,,,
1730,special_ability_phases_onscreen_name_hv_ability_knowledge_of_the_spirit,,靈之識見,True,,,
1731,unit_abilities_onscreen_name_hv_ability_knowledge_of_the_spirit,,靈之識見,True,,,
1732,unit_abilities_tooltip_text_hv_ability_knowledge_of_the_spirit,,真正的力量不在身體也不在心思，而是在靈魂中。,True,,,
1733,unit_ability_types_localised_description_hv_ability_knowledge_of_the_spirit,,靈之識見,True,,,
1734,unit_ability_types_onscreen_name_hv_ability_knowledge_of_the_spirit,,主動增強效果,True,,,
1735,character_skills_localised_description_hv_skill_ability_one_with_heaven,,往頭上看，看到的是天空，往心裡看，看到的便是黃天。,True,,,
1736,character_skills_localised_name_hv_skill_ability_one_with_heaven,,與天合一,True,,,
1737,effects_description_hv_effect_unlock_one_with_heaven,,技能：與天合一,True,,,
1738,special_ability_phases_onscreen_name_hv_ability_one_with_heaven,,與天合一,True,,,
1739,unit_abilities_onscreen_name_hv_ability_one_with_heaven,,與天合一,True,,,
1740,unit_abilities_tooltip_text_hv_ability_one_with_heaven,,往頭上看，看到的是天空，往心裡看，看到的便是黃天。,True,,,
1741,unit_ability_types_localised_description_hv_ability_one_with_heaven,,與天合一,True,,,
1742,unit_ability_types_onscreen_name_hv_ability_one_with_heaven,,主動增強效果,True,,,
1743,character_skills_localised_description_hv_skill_ability_one_with_the_land,,世世代代在土地上生息能使人培養出與土地的密切情誼。,True,,,
1744,character_skills_localised_name_hv_skill_ability_one_with_the_land,,與地合一,True,,,
1745,effects_description_hv_effect_unlock_one_with_the_land,,技能：與地合一,True,,,
1746,special_ability_phases_onscreen_name_hv_ability_one_with_the_land,,與地合一,True,,,
1747,unit_abilities_onscreen_name_hv_ability_one_with_the_land,,與地合一,True,,,
1748,unit_abilities_tooltip_text_hv_ability_one_with_the_land,,世世代代在土地上生息能使人培養出與土地的密切情誼。,True,,,
1749,unit_ability_types_localised_description_hv_ability_one_with_the_land,,與地合一,True,,,
1750,unit_ability_types_onscreen_name_hv_ability_one_with_the_land,,主動增強效果,True,,,
1751,character_skills_localised_description_hv_skill_ability_one_with_the_people,,知道同胞絕不會捨自己而去，能讓人大感安心。,True,,,
1752,character_skills_localised_name_hv_skill_ability_one_with_the_people,,與人合一,True,,,
1753,effects_description_hv_effect_unlock_one_with_the_people,,技能：與人合一,True,,,
1754,special_ability_phases_onscreen_name_hv_ability_one_with_the_people,,與人合一,True,,,
1755,unit_abilities_onscreen_name_hv_ability_one_with_the_people,,與人合一,True,,,
1756,unit_abilities_tooltip_text_hv_ability_one_with_the_people,,知道同胞絕不會捨自己而去，能讓人大感安心。,True,,,
1757,unit_ability_types_localised_description_hv_ability_one_with_the_people,,與人合一,True,,,
1758,unit_ability_types_onscreen_name_hv_ability_one_with_the_people,,主動增強效果,True,,,
1759,character_skills_localised_description_hv_skill_ability_preach,,這樣的話語能強化心靈。,True,,,
1760,character_skills_localised_name_hv_skill_ability_preach,,講道,True,,,
1761,effects_description_hv_effect_unlock_preach,,技能：講道,True,,,
1762,special_ability_phases_onscreen_name_hv_ability_preach,,講道,True,,,
1763,unit_abilities_onscreen_name_hv_ability_preach,,講道,True,,,
1764,unit_abilities_tooltip_text_hv_ability_preach,,這樣的話語能強化心靈。,True,,,
1765,unit_ability_types_localised_description_hv_ability_preach,,講道,True,,,
1766,unit_ability_types_onscreen_name_hv_ability_preach,,被動增強效果,True,,,
1767,character_skills_localised_description_hv_skill_ability_strength_of_the_land,,土地不只是土，亦有森林和山脈，與隱蔽的，上古之地。,True,,,
1768,character_skills_localised_name_hv_skill_ability_strength_of_the_land,,深化地方,True,,,
1769,effects_description_hv_effect_unlock_strength_of_the_land,,技能：深化地方,True,,,
