Text,Mapped,Count,Override (manual),Override (pattern),C1,Unit type,Unit name,Unit key,Old,File,Duplicated,zhtw
{{tr:hv_unit_chen_crossbow_defenders}},{{tr:hv_unit_chen_crossbow_defenders}},0,,{{tr:hv_unit_chen_crossbow_defenders}},,,,,,,False,True
{{tr:hv_unit_chen_peacekeepers_crossbowmen}},{{tr:hv_unit_chen_peacekeepers_crossbowmen}},0,,{{tr:hv_unit_chen_peacekeepers_crossbowmen}},,,,,,,False,True
{{tr:hv_unit_chen_peacekeepers_crossbowmen}} for recruitment: %+n,{{tr:hv_unit_chen_peacekeepers_crossbowmen}}部署量：%+n,0,,{{tr:hv_unit_chen_peacekeepers_crossbowmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_chen_peacekeepers_halberd_infantry}},{{tr:hv_unit_chen_peacekeepers_halberd_infantry}},0,,{{tr:hv_unit_chen_peacekeepers_halberd_infantry}},,,,,,,False,True
{{tr:hv_unit_chen_peacekeepers_halberd_infantry}} for recruitment: %+n,{{tr:hv_unit_chen_peacekeepers_halberd_infantry}}部署量：%+n,0,,{{tr:hv_unit_chen_peacekeepers_halberd_infantry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_chen_rep_crossbow_defenders}},{{tr:hv_unit_chen_rep_crossbow_defenders}},0,,{{tr:hv_unit_chen_rep_crossbow_defenders}},,,,,,,False,True
{{tr:hv_unit_chen_royal_guard_cavalry}},{{tr:hv_unit_chen_royal_guard_cavalry}},0,,{{tr:hv_unit_chen_royal_guard_cavalry}},,,,,,,False,True
{{tr:hv_unit_chen_royal_guard_cavalry}} for recruitment: %+n,{{tr:hv_unit_chen_royal_guard_cavalry}}部署量：%+n,0,,{{tr:hv_unit_chen_royal_guard_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_chen_spear_defenders}},{{tr:hv_unit_chen_spear_defenders}},0,,{{tr:hv_unit_chen_spear_defenders}},,,,,,,False,True
{{tr:hv_unit_dan_yang_archers}},{{tr:hv_unit_dan_yang_archers}},0,,{{tr:hv_unit_dan_yang_archers}},,,,,,,False,True
{{tr:hv_unit_dan_yang_archers}} for recruitment: %+n,{{tr:hv_unit_dan_yang_archers}}部署量：%+n,0,,{{tr:hv_unit_dan_yang_archers}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_dan_yang_infantry}},{{tr:hv_unit_dan_yang_infantry}},0,,{{tr:hv_unit_dan_yang_infantry}},,,,,,,False,True
{{tr:hv_unit_dan_yang_infantry}} for recruitment: %+n,{{tr:hv_unit_dan_yang_infantry}}部署量：%+n,0,,{{tr:hv_unit_dan_yang_infantry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_dan_yang_spearmen}},{{tr:hv_unit_dan_yang_spearmen}},0,,{{tr:hv_unit_dan_yang_spearmen}},,,,,,,False,True
{{tr:hv_unit_dan_yang_spearmen}} for recruitment: %+n,{{tr:hv_unit_dan_yang_spearmen}}部署量：%+n,0,,{{tr:hv_unit_dan_yang_spearmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_defenders_of_earth_might}},{{tr:hv_unit_defenders_of_earth_might}},0,,{{tr:hv_unit_defenders_of_earth_might}},,,,,,,False,True
{{tr:hv_unit_defenders_of_earth_might}} for recruitment: %+n,{{tr:hv_unit_defenders_of_earth_might}}部署量：%+n,0,,{{tr:hv_unit_defenders_of_earth_might}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_defenders_of_earth}},{{tr:hv_unit_defenders_of_earth}},0,,{{tr:hv_unit_defenders_of_earth}},,,,,,,False,True
{{tr:hv_unit_defenders_of_earth}} for recruitment: %+n,{{tr:hv_unit_defenders_of_earth}}部署量：%+n,0,,{{tr:hv_unit_defenders_of_earth}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_elite_2h_axemen}},{{tr:hv_unit_elite_2h_axemen}},0,,{{tr:hv_unit_elite_2h_axemen}},,,,,,,False,True
{{tr:hv_unit_elite_2h_axemen}} for recruitment: %+n,{{tr:hv_unit_elite_2h_axemen}}部署量：%+n,0,,{{tr:hv_unit_elite_2h_axemen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_elite_2h_spear_cavalry}},{{tr:hv_unit_elite_2h_spear_cavalry}},0,,{{tr:hv_unit_elite_2h_spear_cavalry}},,,,,,,False,True
{{tr:hv_unit_elite_2h_spear_cavalry}} for recruitment: %+n,{{tr:hv_unit_elite_2h_spear_cavalry}}部署量：%+n,0,,{{tr:hv_unit_elite_2h_spear_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_elite_2h_spearmen}},{{tr:hv_unit_elite_2h_spearmen}},0,,{{tr:hv_unit_elite_2h_spearmen}},,,,,,,False,True
{{tr:hv_unit_elite_2h_spearmen}} for recruitment: %+n,{{tr:hv_unit_elite_2h_spearmen}}部署量：%+n,0,,{{tr:hv_unit_elite_2h_spearmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_elite_2h_swordsmen}},{{tr:hv_unit_elite_2h_swordsmen}},0,,{{tr:hv_unit_elite_2h_swordsmen}},,,,,,,False,True
{{tr:hv_unit_elite_2h_swordsmen}} for recruitment: %+n,{{tr:hv_unit_elite_2h_swordsmen}}部署量：%+n,0,,{{tr:hv_unit_elite_2h_swordsmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_elite_barded_2h_spear_cavalry}},{{tr:hv_unit_elite_barded_2h_spear_cavalry}},0,,{{tr:hv_unit_elite_barded_2h_spear_cavalry}},,,,,,,False,True
{{tr:hv_unit_elite_barded_2h_spear_cavalry}} for recruitment: %+n,{{tr:hv_unit_elite_barded_2h_spear_cavalry}}部署量：%+n,0,,{{tr:hv_unit_elite_barded_2h_spear_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_elite_crossbowmen}},{{tr:hv_unit_elite_crossbowmen}},0,,{{tr:hv_unit_elite_crossbowmen}},,,,,,,False,True
{{tr:hv_unit_elite_crossbowmen}} for recruitment: %+n,{{tr:hv_unit_elite_crossbowmen}}部署量：%+n,0,,{{tr:hv_unit_elite_crossbowmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_elite_heavy_bow_archers}},{{tr:hv_unit_elite_heavy_bow_archers}},0,,{{tr:hv_unit_elite_heavy_bow_archers}},,,,,,,False,True
{{tr:hv_unit_elite_heavy_bow_archers}} for recruitment: %+n,{{tr:hv_unit_elite_heavy_bow_archers}}部署量：%+n,0,,{{tr:hv_unit_elite_heavy_bow_archers}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_elite_ji_infantry}},{{tr:hv_unit_elite_ji_infantry}},0,,{{tr:hv_unit_elite_ji_infantry}},,,,,,,False,True
{{tr:hv_unit_elite_ji_infantry}} for recruitment: %+n,{{tr:hv_unit_elite_ji_infantry}}部署量：%+n,0,,{{tr:hv_unit_elite_ji_infantry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_elite_rep_crossbowmen}},{{tr:hv_unit_elite_rep_crossbowmen}},0,,{{tr:hv_unit_elite_rep_crossbowmen}},,,,,,,False,True
{{tr:hv_unit_elite_rep_crossbowmen}} for recruitment: %+n,{{tr:hv_unit_elite_rep_crossbowmen}}部署量：%+n,0,,{{tr:hv_unit_elite_rep_crossbowmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_elite_spearmen}},{{tr:hv_unit_elite_spearmen}},0,,{{tr:hv_unit_elite_spearmen}},,,,,,,False,True
{{tr:hv_unit_elite_spearmen}} for recruitment: %+n,{{tr:hv_unit_elite_spearmen}}部署量：%+n,0,,{{tr:hv_unit_elite_spearmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_elite_sword_cavalry}},{{tr:hv_unit_elite_sword_cavalry}},0,,{{tr:hv_unit_elite_sword_cavalry}},,,,,,,False,True
{{tr:hv_unit_elite_sword_cavalry}} for recruitment: %+n,{{tr:hv_unit_elite_sword_cavalry}}部署量：%+n,0,,{{tr:hv_unit_elite_sword_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_elite_swordsmen}},{{tr:hv_unit_elite_swordsmen}},0,,{{tr:hv_unit_elite_swordsmen}},,,,,,,False,True
{{tr:hv_unit_elite_swordsmen}} for recruitment: %+n,{{tr:hv_unit_elite_swordsmen}}部署量：%+n,0,,{{tr:hv_unit_elite_swordsmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_enforcer_archer_cavalry}},{{tr:hv_unit_enforcer_archer_cavalry}},0,,{{tr:hv_unit_enforcer_archer_cavalry}},,,,,,,False,True
{{tr:hv_unit_enforcer_archer_cavalry}} for recruitment: %+n,{{tr:hv_unit_enforcer_archer_cavalry}}部署量：%+n,0,,{{tr:hv_unit_enforcer_archer_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_fellows_of_the_oath}},{{tr:hv_unit_fellows_of_the_oath}},0,,{{tr:hv_unit_fellows_of_the_oath}},,,,,,,False,True
{{tr:hv_unit_fellows_of_the_oath}} for recruitment: %+n,{{tr:hv_unit_fellows_of_the_oath}}部署量：%+n,0,,{{tr:hv_unit_fellows_of_the_oath}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_goshawk_cavalry}},{{tr:hv_unit_goshawk_cavalry}},0,,{{tr:hv_unit_goshawk_cavalry}},,,,,,,False,True
{{tr:hv_unit_goshawk_cavalry}} for recruitment: %+n,{{tr:hv_unit_goshawk_cavalry}}部署量：%+n,0,,{{tr:hv_unit_goshawk_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_guanxibing_spearmen}},{{tr:hv_unit_guanxibing_spearmen}},0,,{{tr:hv_unit_guanxibing_spearmen}},,,,,,,False,True
{{tr:hv_unit_guanxibing_swordsmen}},{{tr:hv_unit_guanxibing_swordsmen}},0,,{{tr:hv_unit_guanxibing_swordsmen}},,,,,,,False,True
{{tr:hv_unit_han_captain}},{{tr:hv_unit_han_captain}},0,,{{tr:hv_unit_han_captain}},,,,,,,False,True
{{tr:hv_unit_han_volunteer_rep_crossbowmen}},{{tr:hv_unit_han_volunteer_rep_crossbowmen}},0,,{{tr:hv_unit_han_volunteer_rep_crossbowmen}},,,,,,,False,True
{{tr:hv_unit_han_volunteer_rep_crossbowmen}} for recruitment: %+n,{{tr:hv_unit_han_volunteer_rep_crossbowmen}}部署量：%+n,0,,{{tr:hv_unit_han_volunteer_rep_crossbowmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_han_volunteer_spearmen}},{{tr:hv_unit_han_volunteer_spearmen}},0,,{{tr:hv_unit_han_volunteer_spearmen}},,,,,,,False,True
{{tr:hv_unit_han_volunteer_spearmen}} for recruitment: %+n,{{tr:hv_unit_han_volunteer_spearmen}}部署量：%+n,0,,{{tr:hv_unit_han_volunteer_spearmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_handmaid_guard}},{{tr:hv_unit_handmaid_guard}},0,,{{tr:hv_unit_handmaid_guard}},,,,,,,False,True
{{tr:hv_unit_handmaid_guard}} for recruitment: %+n,{{tr:hv_unit_handmaid_guard}}部署量：%+n,0,,{{tr:hv_unit_handmaid_guard}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_hebei_spearmen}},{{tr:hv_unit_hebei_spearmen}},0,,{{tr:hv_unit_hebei_spearmen}},,,,,,,False,True
{{tr:hv_unit_hebei_spearmen}} for recruitment: %+n,{{tr:hv_unit_hebei_spearmen}}部署量：%+n,0,,{{tr:hv_unit_hebei_spearmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_hebei_sword_cavalry}},{{tr:hv_unit_hebei_sword_cavalry}},0,,{{tr:hv_unit_hebei_sword_cavalry}},,,,,,,False,True
{{tr:hv_unit_hebei_sword_cavalry}} for recruitment: %+n,{{tr:hv_unit_hebei_sword_cavalry}}部署量：%+n,0,,{{tr:hv_unit_hebei_sword_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_hidden_2h_spearmen}},{{tr:hv_unit_hidden_2h_spearmen}},0,,{{tr:hv_unit_hidden_2h_spearmen}},,,,,,,False,True
{{tr:hv_unit_hidden_2h_spearmen}} for recruitment: %+n,{{tr:hv_unit_hidden_2h_spearmen}}部署量：%+n,0,,{{tr:hv_unit_hidden_2h_spearmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_hidden_assault_infantry}},{{tr:hv_unit_hidden_assault_infantry}},0,,{{tr:hv_unit_hidden_assault_infantry}},,,,,,,False,True
{{tr:hv_unit_hidden_assault_infantry}} for recruitment: %+n,{{tr:hv_unit_hidden_assault_infantry}}部署量：%+n,0,,{{tr:hv_unit_hidden_assault_infantry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_hidden_snakes}},{{tr:hv_unit_hidden_snakes}},0,,{{tr:hv_unit_hidden_snakes}},,,,,,,False,True
{{tr:hv_unit_hidden_snakes}} for recruitment: %+n,{{tr:hv_unit_hidden_snakes}}部署量：%+n,0,,{{tr:hv_unit_hidden_snakes}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_imperial_guards}},{{tr:hv_unit_imperial_guards}},0,,{{tr:hv_unit_imperial_guards}},,,,,,,False,True
{{tr:hv_unit_iron_fists_of_the_bandit_queen}},{{tr:hv_unit_iron_fists_of_the_bandit_queen}},0,,{{tr:hv_unit_iron_fists_of_the_bandit_queen}},,,,,,,False,True
{{tr:hv_unit_iron_fists_of_the_bandit_queen}} for recruitment: %+n,{{tr:hv_unit_iron_fists_of_the_bandit_queen}}部署量：%+n,0,,{{tr:hv_unit_iron_fists_of_the_bandit_queen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_ironfist_barded_2h_spear_cavalry}},{{tr:hv_unit_ironfist_barded_2h_spear_cavalry}},0,,{{tr:hv_unit_ironfist_barded_2h_spear_cavalry}},,,,,,,False,True
{{tr:hv_unit_ironfist_barded_2h_spear_cavalry}} for recruitment: %+n,{{tr:hv_unit_ironfist_barded_2h_spear_cavalry}}部署量：%+n,0,,{{tr:hv_unit_ironfist_barded_2h_spear_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_jade_dragons}},{{tr:hv_unit_jade_dragons}},0,,{{tr:hv_unit_jade_dragons}},,,,,,,False,True
{{tr:hv_unit_jade_dragons}} for recruitment: %+n,{{tr:hv_unit_jade_dragons}}部署量：%+n,0,,{{tr:hv_unit_jade_dragons}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_jei_fan_infantry}},{{tr:hv_unit_jei_fan_infantry}},0,,{{tr:hv_unit_jei_fan_infantry}},,,,,,,False,True
{{tr:hv_unit_jei_fan_infantry}} for recruitment: %+n,{{tr:hv_unit_jei_fan_infantry}}部署量：%+n,0,,{{tr:hv_unit_jei_fan_infantry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_ji_guards_of_the_eight_talents}},{{tr:hv_unit_ji_guards_of_the_eight_talents}},0,,{{tr:hv_unit_ji_guards_of_the_eight_talents}},,,,,,,False,True
{{tr:hv_unit_jianan_archers}},{{tr:hv_unit_jianan_archers}},0,,{{tr:hv_unit_jianan_archers}},,,,,,,False,True
{{tr:hv_unit_jianan_archers}} for recruitment: %+n,{{tr:hv_unit_jianan_archers}}部署量：%+n,0,,{{tr:hv_unit_jianan_archers}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_jianan_crossbowmen_cavalry}},{{tr:hv_unit_jianan_crossbowmen_cavalry}},0,,{{tr:hv_unit_jianan_crossbowmen_cavalry}},,,,,,,False,True
{{tr:hv_unit_jianan_crossbowmen_cavalry}} for recruitment: %+n,{{tr:hv_unit_jianan_crossbowmen_cavalry}}部署量：%+n,0,,{{tr:hv_unit_jianan_crossbowmen_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_jianan_crossbowmen}},{{tr:hv_unit_jianan_crossbowmen}},0,,{{tr:hv_unit_jianan_crossbowmen}},,,,,,,False,True
{{tr:hv_unit_jianan_crossbowmen}} for recruitment: %+n,{{tr:hv_unit_jianan_crossbowmen}}部署量：%+n,0,,{{tr:hv_unit_jianan_crossbowmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_jianan_hand_ji_infantry}},{{tr:hv_unit_jianan_hand_ji_infantry}},0,,{{tr:hv_unit_jianan_hand_ji_infantry}},,,,,,,False,True
{{tr:hv_unit_jianan_hand_ji_infantry}} for recruitment: %+n,{{tr:hv_unit_jianan_hand_ji_infantry}}部署量：%+n,0,,{{tr:hv_unit_jianan_hand_ji_infantry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_jianan_rep_crossbowmen}},{{tr:hv_unit_jianan_rep_crossbowmen}},0,,{{tr:hv_unit_jianan_rep_crossbowmen}},,,,,,,False,True
{{tr:hv_unit_jianan_rep_crossbowmen}} for recruitment: %+n,{{tr:hv_unit_jianan_rep_crossbowmen}}部署量：%+n,0,,{{tr:hv_unit_jianan_rep_crossbowmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_2h_axemen}},{{tr:hv_unit_jingchou_buqu_2h_axemen}},0,,{{tr:hv_unit_jingchou_buqu_2h_axemen}},,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_2h_axemen}} for recruitment: %+n,{{tr:hv_unit_jingchou_buqu_2h_axemen}}部署量：%+n,0,,{{tr:hv_unit_jingchou_buqu_2h_axemen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_2h_spear_cavalry}},{{tr:hv_unit_jingchou_buqu_2h_spear_cavalry}},0,,{{tr:hv_unit_jingchou_buqu_2h_spear_cavalry}},,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_2h_spear_cavalry}} for recruitment: %+n,{{tr:hv_unit_jingchou_buqu_2h_spear_cavalry}}部署量：%+n,0,,{{tr:hv_unit_jingchou_buqu_2h_spear_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_2h_spearmen}},{{tr:hv_unit_jingchou_buqu_2h_spearmen}},0,,{{tr:hv_unit_jingchou_buqu_2h_spearmen}},,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_2h_spearmen}} for recruitment: %+n,{{tr:hv_unit_jingchou_buqu_2h_spearmen}}部署量：%+n,0,,{{tr:hv_unit_jingchou_buqu_2h_spearmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_archers}},{{tr:hv_unit_jingchou_buqu_archers}},0,,{{tr:hv_unit_jingchou_buqu_archers}},,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_archers}} for recruitment: %+n,{{tr:hv_unit_jingchou_buqu_archers}}部署量：%+n,0,,{{tr:hv_unit_jingchou_buqu_archers}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_axemen}},{{tr:hv_unit_jingchou_buqu_axemen}},0,,{{tr:hv_unit_jingchou_buqu_axemen}},,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_axemen}} for recruitment: %+n,{{tr:hv_unit_jingchou_buqu_axemen}}部署量：%+n,0,,{{tr:hv_unit_jingchou_buqu_axemen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_caltrop_infantry}},{{tr:hv_unit_jingchou_buqu_caltrop_infantry}},0,,{{tr:hv_unit_jingchou_buqu_caltrop_infantry}},,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_caltrop_infantry}} for recruitment: %+n,{{tr:hv_unit_jingchou_buqu_caltrop_infantry}}部署量：%+n,0,,{{tr:hv_unit_jingchou_buqu_caltrop_infantry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_sabre_cavalry}},{{tr:hv_unit_jingchou_buqu_sabre_cavalry}},0,,{{tr:hv_unit_jingchou_buqu_sabre_cavalry}},,,,,,,False,True
{{tr:hv_unit_jingchou_buqu_sabre_cavalry}} for recruitment: %+n,{{tr:hv_unit_jingchou_buqu_sabre_cavalry}}部署量：%+n,0,,{{tr:hv_unit_jingchou_buqu_sabre_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_juggernaut}},{{tr:hv_unit_juggernaut}},0,,{{tr:hv_unit_juggernaut}},,,,,,,False,True
{{tr:hv_unit_juggernaut}} for recruitment: %+n,{{tr:hv_unit_juggernaut}}部署量：%+n,0,,{{tr:hv_unit_juggernaut}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_local_noble_buqu_archers}},{{tr:hv_unit_local_noble_buqu_archers}},0,,{{tr:hv_unit_local_noble_buqu_archers}},,,,,,,False,True
{{tr:hv_unit_local_noble_buqu_archers}} for recruitment: %+n,{{tr:hv_unit_local_noble_buqu_archers}}部署量：%+n,0,,{{tr:hv_unit_local_noble_buqu_archers}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_local_noble_buqu_infantry}},{{tr:hv_unit_local_noble_buqu_infantry}},0,,{{tr:hv_unit_local_noble_buqu_infantry}},,,,,,,False,True
{{tr:hv_unit_local_noble_buqu_infantry}} for recruitment: %+n,{{tr:hv_unit_local_noble_buqu_infantry}}部署量：%+n,0,,{{tr:hv_unit_local_noble_buqu_infantry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_local_noble_buqu_raider_cavalry}},{{tr:hv_unit_local_noble_buqu_raider_cavalry}},0,,{{tr:hv_unit_local_noble_buqu_raider_cavalry}},,,,,,,False,True
{{tr:hv_unit_local_noble_buqu_raider_cavalry}} for recruitment: %+n,{{tr:hv_unit_local_noble_buqu_raider_cavalry}}部署量：%+n,0,,{{tr:hv_unit_local_noble_buqu_raider_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_local_noble_buqu_spearmen}},{{tr:hv_unit_local_noble_buqu_spearmen}},0,,{{tr:hv_unit_local_noble_buqu_spearmen}},,,,,,,False,True
{{tr:hv_unit_local_noble_buqu_spearmen}} for recruitment: %+n,{{tr:hv_unit_local_noble_buqu_spearmen}}部署量：%+n,0,,{{tr:hv_unit_local_noble_buqu_spearmen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_local_noble_elite_archers}},{{tr:hv_unit_local_noble_elite_archers}},0,,{{tr:hv_unit_local_noble_elite_archers}},,,,,,,False,True
{{tr:hv_unit_local_noble_elite_archers}} for recruitment: %+n,{{tr:hv_unit_local_noble_elite_archers}}部署量：%+n,0,,{{tr:hv_unit_local_noble_elite_archers}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_mercenary_archers}},{{tr:hv_unit_mercenary_archers}},0,,{{tr:hv_unit_mercenary_archers}},,,,,,,False,True
{{tr:hv_unit_mercenary_archers}} for recruitment: %+n,{{tr:hv_unit_mercenary_archers}}部署量：%+n,0,,{{tr:hv_unit_mercenary_archers}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_mercenary_captain}},{{tr:hv_unit_mercenary_captain}},0,,{{tr:hv_unit_mercenary_captain}},,,,,,,False,True
{{tr:hv_unit_mercenary_cavalry}},{{tr:hv_unit_mercenary_cavalry}},0,,{{tr:hv_unit_mercenary_cavalry}},,,,,,,False,True
{{tr:hv_unit_mercenary_cavalry}} for recruitment: %+n,{{tr:hv_unit_mercenary_cavalry}}部署量：%+n,0,,{{tr:hv_unit_mercenary_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_mercenary_infantry}},{{tr:hv_unit_mercenary_infantry}},0,,{{tr:hv_unit_mercenary_infantry}},,,,,,,False,True
{{tr:hv_unit_mercenary_infantry}} for recruitment: %+n,{{tr:hv_unit_mercenary_infantry}}部署量：%+n,0,,{{tr:hv_unit_mercenary_infantry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_militia_2h_axemen}},{{tr:hv_unit_militia_2h_axemen}},0,,{{tr:hv_unit_militia_2h_axemen}},,,,,,,False,True
{{tr:hv_unit_militia_2h_axemen}} for recruitment: %+n,{{tr:hv_unit_militia_2h_axemen}}部署量：%+n,0,,{{tr:hv_unit_militia_2h_axemen}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_militia_archers}},{{tr:hv_unit_militia_archers}},0,,{{tr:hv_unit_militia_archers}},,,,,,,False,True
{{tr:hv_unit_militia_archers}} for recruitment: %+n,{{tr:hv_unit_militia_archers}}部署量：%+n,0,,{{tr:hv_unit_militia_archers}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_militia_black_mountain_outlaws}},{{tr:hv_unit_militia_black_mountain_outlaws}},0,,{{tr:hv_unit_militia_black_mountain_outlaws}},,,,,,,False,True
{{tr:hv_unit_militia_black_mountain_outlaws}} for recruitment: %+n,{{tr:hv_unit_militia_black_mountain_outlaws}}部署量：%+n,0,,{{tr:hv_unit_militia_black_mountain_outlaws}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_militia_ji_infantry}},{{tr:hv_unit_militia_ji_infantry}},0,,{{tr:hv_unit_militia_ji_infantry}},,,,,,,False,True
{{tr:hv_unit_militia_ji_infantry}} for recruitment: %+n,{{tr:hv_unit_militia_ji_infantry}}部署量：%+n,0,,{{tr:hv_unit_militia_ji_infantry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_militia_sabre_infantry}},{{tr:hv_unit_militia_sabre_infantry}},0,,{{tr:hv_unit_militia_sabre_infantry}},,,,,,,False,True
{{tr:hv_unit_militia_sabre_infantry}} for recruitment: %+n,{{tr:hv_unit_militia_sabre_infantry}}部署量：%+n,0,,{{tr:hv_unit_militia_sabre_infantry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_militia_scout_cavalry}},{{tr:hv_unit_militia_scout_cavalry}},0,,{{tr:hv_unit_militia_scout_cavalry}},,,,,,,False,True
{{tr:hv_unit_militia_scout_cavalry}} for recruitment: %+n,{{tr:hv_unit_militia_scout_cavalry}}部署量：%+n,0,,{{tr:hv_unit_militia_scout_cavalry}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_militia_taishan_outlaws}},{{tr:hv_unit_militia_taishan_outlaws}},0,,{{tr:hv_unit_militia_taishan_outlaws}},,,,,,,False,True
{{tr:hv_unit_militia_taishan_outlaws}} for recruitment: %+n,{{tr:hv_unit_militia_taishan_outlaws}}部署量：%+n,0,,{{tr:hv_unit_militia_taishan_outlaws}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_militia_white_tiger_outlaws}},{{tr:hv_unit_militia_white_tiger_outlaws}},0,,{{tr:hv_unit_militia_white_tiger_outlaws}},,,,,,,False,True
{{tr:hv_unit_militia_white_tiger_outlaws}} for recruitment: %+n,{{tr:hv_unit_militia_white_tiger_outlaws}}部署量：%+n,0,,{{tr:hv_unit_militia_white_tiger_outlaws}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_multiple_bolt_crossbow}},{{tr:hv_unit_multiple_bolt_crossbow}},0,,{{tr:hv_unit_multiple_bolt_crossbow}},,,,,,,False,True
{{tr:hv_unit_multiple_bolt_crossbow}} for recruitment: %+n,{{tr:hv_unit_multiple_bolt_crossbow}}部署量：%+n,0,,{{tr:hv_unit_multiple_bolt_crossbow}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_nanman_axe_defectors}},{{tr:hv_unit_nanman_axe_defectors}},0,,{{tr:hv_unit_nanman_axe_defectors}},,,,,,,False,True
{{tr:hv_unit_nanman_axe_defectors}} for recruitment: %+n,{{tr:hv_unit_nanman_axe_defectors}}部署量：%+n,0,,{{tr:hv_unit_nanman_axe_defectors}}部署量：%+n,,,,,,,False,True
{{tr:hv_unit_nanman_cavalry_defectors}},{{tr:hv_unit_nanman_cavalry_defectors}},0,,{{tr:hv_unit_nanman_cavalry_defectors}},,,,,,,False,True
{{tr:hv_unit_nanman_cavalry_defectors}} for recruitment: %+n,{{tr:hv_unit_nanman_cavalry_defectors}}部署量：%+n,0,,{{tr:hv_unit_nanman_cavalry_defectors}}部署量：%+n,,,,,,,False,True
