Key,Text,Tooltip,English,Override by key,Mapped by text,Vanilla,Exact,Eng-short,Source,Short Key,File
character_skills_localised_description_hv_skill_add_talent_zhang_xun_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_zhang_xun,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_zhang_xun_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_zhang_xun,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_lady_bian_huilan_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_lady_bian_huilan,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_lady_bian_huilan_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_lady_bian_huilan,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_lady_bian_huilan_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_lady_bian_huilan,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_yuan_shu_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_yuan_shu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_yuan_shu_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_yuan_shu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_yuan_shu_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_yuan_shu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_cao_cao_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_cao_cao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_cao_cao_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_cao_cao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_cao_cao_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_cao_cao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_yuan_shao_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_yuan_shao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_yuan_shao_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_yuan_shao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_yuan_shao_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_yuan_shao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_liu_bei_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_liu_bei,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_liu_bei_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_liu_bei,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_liu_bei_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_liu_bei,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_prince_liu_chong_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_prince_liu_chong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_prince_liu_chong_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_prince_liu_chong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_prince_liu_chong_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_prince_liu_chong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_da_qiao_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_da_qiao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_da_qiao_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_da_qiao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_da_qiao_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_da_qiao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_gao_shun_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_gao_shun,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_gao_shun_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_gao_shun,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_gao_shun_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_gao_shun,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_yan_liang_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_yan_liang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_yan_liang_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_yan_liang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_yan_liang_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_yan_liang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_xiahou_yuan_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_xiahou_yuan,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_xiahou_yuan_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_xiahou_yuan,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_xiahou_yuan_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_xiahou_yuan,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_gan_ning_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_gan_ning,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_gan_ning_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_gan_ning,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_gan_ning_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_gan_ning,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_ma_teng_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_ma_teng,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_ma_teng_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_ma_teng,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_ma_teng_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_ma_teng,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_sun_ce_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_sun_ce,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_sun_ce_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_sun_ce,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_sun_ce_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_sun_ce,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_dong_zhuo_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_dong_zhuo,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_dong_zhuo_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_dong_zhuo,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_dong_zhuo_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_dong_zhuo,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_huang_gai_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_huang_gai,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_huang_gai_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_huang_gai,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_huang_gai_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_huang_gai,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_lady_sun_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_lady_sun,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_lady_sun_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_lady_sun,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_lady_sun_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_lady_sun,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_ma_chao_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_ma_chao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_ma_chao_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_ma_chao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_ma_chao_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_ma_chao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_zhou_tai_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_zhou_tai,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_zhou_tai_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_zhou_tai,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_zhou_tai_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_zhou_tai,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_lu_bu_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_lu_bu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_lu_bu_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_lu_bu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_lu_bu_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_lu_bu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_zhang_fei_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_zhang_fei,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_zhang_fei_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_zhang_fei,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_zhang_fei_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_zhang_fei,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_li_jue_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_li_jue,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_li_jue_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_li_jue,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_li_jue_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_li_jue,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_gongsun_zan_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_gongsun_zan,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_gongsun_zan_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_gongsun_zan,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_gongsun_zan_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_gongsun_zan,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_sun_jian_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_sun_jian,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_sun_jian_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_sun_jian,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_sun_jian_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_sun_jian,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_yue_jin_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_yue_jin,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_yue_jin_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_yue_jin,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_yue_jin_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_yue_jin,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_han_sui_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_han_sui,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_han_sui_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_han_sui,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_han_sui_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_han_sui,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_lady_ma_lanli_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_lady_ma_lanli,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_lady_ma_lanli_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_lady_ma_lanli,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_lady_ma_lanli_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_lady_ma_lanli,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_cheng_pu_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_cheng_pu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_cheng_pu_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_cheng_pu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_cheng_pu_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_cheng_pu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_taishi_ci_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_taishi_ci,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_taishi_ci_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_taishi_ci,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_taishi_ci_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_taishi_ci,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_cao_bao_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_cao_bao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_cao_bao_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_cao_bao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_cao_bao_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_cao_bao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_yuan_shang_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_yuan_shang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_yuan_shang_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_yuan_shang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_yuan_shang_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_yuan_shang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_cao_ren_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_cao_ren,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_cao_ren_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_cao_ren,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_cao_ren_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_cao_ren,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_yan_baihu_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_yan_baihu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_yan_baihu_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_yan_baihu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_yan_baihu_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_yan_baihu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_lady_wang_liting_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_lady_wang_liting,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_lady_wang_liting_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_lady_wang_liting,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_lady_wang_liting_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_lady_wang_liting,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_zhao_yun_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_zhao_yun,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_zhao_yun_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_zhao_yun,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_zhao_yun_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_zhao_yun,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_jian_yong_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_jian_yong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_jian_yong_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_jian_yong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_jian_yong_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_jian_yong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_zhang_liao_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_zhang_liao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_zhang_liao_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_zhang_liao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_zhang_liao_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_zhang_liao,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_huangfu_song_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_huangfu_song,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_huangfu_song_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_huangfu_song,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_huangfu_song_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_huangfu_song,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_lady_ma_yunlu_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_lady_ma_yunlu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_lady_ma_yunlu_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_lady_ma_yunlu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_lady_ma_yunlu_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_lady_ma_yunlu,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_huang_zhong_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_huang_zhong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_huang_zhong_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_huang_zhong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_huang_zhong_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_huang_zhong,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_individuality_xu_huang_4A,超凡脫俗,True,Someone who stands out among the people.,,超凡脫俗,,,,Mapped by text,character_skills_localised_description_hv_skill_add_individuality_xu_huang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_talent_xu_huang_4B,才華橫溢,True,A remarkable talent.,,才華橫溢,,,,Mapped by text,character_skills_localised_description_hv_skill_add_talent_xu_huang,hv_TEXT_skills_additional.loc
character_skills_localised_description_hv_skill_add_mastership_xu_huang_4C,各行其道,True,Every person has their own path.,,各行其道,,,,Mapped by text,character_skills_localised_description_hv_skill_add_mastership_xu_huang,hv_TEXT_skills_additional.loc
