,Short Key,Key,Text,Tooltip,File
985,,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_lu_bu,[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_xiliang_elite_enforcers}}\\n• {{tr:hv_unit_enforcer_archer_cavalry}}\\n\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],False,text/_hvo/hv_TEXT_frontend_features.loc
986,,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_shi_xie,[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_spice_guard}}\\n\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],False,text/_hvo/hv_TEXT_frontend_features.loc
987,,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_zheng_jiang,"[[b]]Bandits[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_militia_taishan_outlaws}}\\n• {{tr:hv_unit_taishan_phantoms}}\\n• {{tr:hv_unit_taishan_poison_wind}}\\n\\n[[col:flavour]][[i]]When China fell into chaos, peasants and deserters fled to the mountains and returned as bandits.[[/col]][[/i]]",False,text/_hvo/hv_TEXT_frontend_features.loc
988,,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_zhang_yan,"[[b]]Bandits[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_militia_black_mountain_outlaws}}\\n• {{tr:hv_unit_black_mountain_bandits}}\\n• {{tr:hv_unit_black_mountain_bandits_javelineer}}\\n\\n[[col:flavour]][[i]]When China fell into chaos, peasants and deserters fled to the mountains and returned as bandits.[[/col]][[/i]]",False,text/_hvo/hv_TEXT_frontend_features.loc
989,,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_white_tiger_yan,"[[b]]Bandits[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:hv_unit_militia_white_tiger_outlaws}}\\n• {{tr:hv_unit_white_tiger_bandits}}\\n• {{tr:hv_unit_white_tiger_warriors}}\\n\\n[[col:flavour]][[i]]When China fell into chaos, peasants and deserters fled to the mountains and returned as bandits.[[/col]][[/i]]",False,text/_hvo/hv_TEXT_frontend_features.loc
990,,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_yellow_turban_he_yi,[[b]]Yellow Turbans[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• {{tr:hv_unit_ytr_youxia}}\\n\\n[[col:flavour]][[i]]The wind of change that will transform China![[/col]][[/i]],False,text/_hvo/hv_TEXT_frontend_features.loc
991,,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_yellow_turban_gong_du,[[b]]Yellow Turbans[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• {{tr:hv_unit_ytr_guardians_of_the_land}}\\n\\n[[col:flavour]][[i]]The wind of change that will transform China![[/col]][[/i]],False,text/_hvo/hv_TEXT_frontend_features.loc
992,,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_yellow_turban_huang_shao,[[b]]Yellow Turbans[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• {{tr:hv_unit_ytr_archery_masters}}\\n\\n[[col:flavour]][[i]]The wind of change that will transform China![[/col]][[/i]],False,text/_hvo/hv_TEXT_frontend_features.loc
993,,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_nanman_meng_huo,"[[b]]Nanman[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• Nanzhong Spearmen\\n• Nanzhong Champions\\n• Nanzhong Elephants\\n\\n[[col:flavour]][[i]]Finally, the courageous warriors of Southern China are ready to carve out a their place in the world.[[/col]][[/i]]",False,text/_hvo/hv_TEXT_frontend_features.loc
994,,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_nanman_mulu,[[b]]Nanman[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• Ravine Warriors\\n• Southern Elephants\\n• War Elephants\\n\\n[[col:flavour]][[i]]The courageous warriors of Southern China are finally ready to carve out their place in the world.[[/col]][[/i]],False,text/_hvo/hv_TEXT_frontend_features.loc
995,,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_nanman_shamoke,[[b]]Nanman[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• Wuling Fighters\\n• Wuling Slingers\\n• Might of the Valley\\n\\n[[col:flavour]][[i]]The courageous warriors of Southern China are finally ready to carve out their place in the world.[[/col]][[/i]],False,text/_hvo/hv_TEXT_frontend_features.loc
996,,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_nanman_zhurong,[[b]]Nanman[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• Followers of the Flame\\n• Tiger Slingers\\n• Tiger Warriors\\n\\n[[col:flavour]][[i]]The courageous warriors of Southern China are finally ready to carve out their place in the world.[[/col]][[/i]],False,text/_hvo/hv_TEXT_frontend_features.loc
997,,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_liu_yan,[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:3k_dlc07_unit_wood_dongzhoubing_defenders}}\\n• {{tr:3k_dlc07_unit_water_dongzhoubing_marksmen}}\\n\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],False,text/_hvo/hv_TEXT_frontend_features.loc
998,#VALUE!,,,False,text/_hvo/hv_TEXT_frontend_features.loc
999,,frontend_faction_leader_unique_features_localised_description_hv_frontend_sun_jian_local_nobles,[[b]]Local Nobles[[/b]]\\n[[col:scope_description]]Add-on building[[/col]]\\n\\n[[col:green]]+[[/col]] Available Local Noble units \\n [[col:green]]+[[/col]] Replenishment \\n [[col:red]]+[[/col]] Corruption \\n\\n [[col:flavour]][[i]]The local elites. They can be helpful or harmful to you.[[/col]][[/i]],True,text/_hvo/hv_TEXT_frontend_features.loc
1000,,frontend_faction_leader_unique_features_localised_description_3k_main_unique_features_sun_jian_fealty,"[[b]]Mercenary Outpost[[/b]]\\n[[col:scope_description]]Add-on building[[/col]]\\n\\n[[col:yellow]]Grants access to Mercenaries[[/col]]\\n[[col:green]]+[[/col]] Income from commerce\\n[[col:green]]+[[/col]] Replenishment\\n\\n[[col:flavour]][[i]]Without inheriting authority, wealth's greatest use is for attaining power, so the brave can serve China regardless of their heritage.[[/col]][[/i]]",False,text/_hvo/hv_TEXT_frontend_features.loc
1001,,frontend_faction_leader_unique_features_localised_description_hv_frontend_yuan_shao_captain,"[[b]]Captain Retinues[[/b]]\\n\\nInstead of heroic characters, House of Yuan can employ lower-ranked officers and captains who lead retinues of various unit compositions.\\n\\n[[col:flavour]][[i]]Leading their men as first amongst equals, captains will follow your orders without hesitation.[[/col]][[/i]]",True,text/_hvo/hv_TEXT_frontend_features.loc
1002,,frontend_faction_leader_unique_features_localised_description_hv_frontend_qiang,[[b]]Friendly with Qiang tribe[[/b]]\\n\\n [[col:flavour]][[i]]This faction is friendly with the Qiang. The negative effects of Qiang settlements are mitigated.[[/col]][[/i]] ,True,text/_hvo/hv_TEXT_frontend_features.loc
1003,,frontend_faction_leader_unique_features_localised_description_hv_frontend_shan_yue,[[b]]Friendly with Shan Yue Tribes[[/b]]\\n\\n [[col:flavour]][[i]]This faction is friendly with the Shanyue. The negative effects of Shanyue settlements are mitigated.[[/col]][[/i]] ,True,text/_hvo/hv_TEXT_frontend_features.loc
1004,,frontend_faction_leader_unique_features_localised_description_hv_frontend_ambush_attack,[[b]]Can ambush when attacking[[/b]]\\n\\n [[col:flavour]][[i]]This faction can ambush when attacking.[[/col]][[/i]] ,True,text/_hvo/hv_TEXT_frontend_features.loc
1005,#VALUE!,,,False,text/_hvo/hv_TEXT_frontend_features.loc
1006,,effect_bundles_localised_title_hv_frontend_leader_gongsun_zan_specialisation,Stratocracy / Military Government,False,text/_hvo/hv_TEXT_frontend_features.loc
1007,,effect_bundles_localised_description_hv_frontend_leader_gongsun_zan_specialisation,[[b]]Stratocracy[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] An inevitable rule to stabilize the turmoil. [[/col]],False,text/_hvo/hv_TEXT_frontend_features.loc
1008,,effects_description_hv_frontend_description_specialisation_gongsun_zan_1,Gain military benefits at the expense of the relations with other factions.,False,text/_hvo/hv_TEXT_frontend_features.loc
1009,,effects_description_hv_frontend_description_specialisation_gongsun_zan_2,The [[b]]court[[/b]] consists of characters in special government posts that have important effects on your faction.,False,text/_hvo/hv_TEXT_frontend_features.loc
1010,,effects_description_hv_frontend_description_specialisation_gongsun_zan_3,[[b]]Administrator[[/b]] is a position within your government. An administrator oversees the local government in a commandery and provides certain bonuses to these lands.,False,text/_hvo/hv_TEXT_frontend_features.loc
1011,,effects_description_hv_frontend_description_specialisation_gongsun_zan_4,[[b]]Garrisoned armies[[/b]] are armies stationed in a settlement. These will be defending the city in case of an attack and join the local garrison.,False,text/_hvo/hv_TEXT_frontend_features.loc
1012,,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_gongsun_zan_1,• Military Improvements,False,text/_hvo/hv_TEXT_frontend_features.loc
1013,,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_gongsun_zan_2,• Unique military inspector court positions,False,text/_hvo/hv_TEXT_frontend_features.loc
1014,,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_gongsun_zan_3,• Limits the availability of administrators,False,text/_hvo/hv_TEXT_frontend_features.loc
1015,,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_gongsun_zan_4,• Garrisoned armies provide construction bonus and income bonus,False,text/_hvo/hv_TEXT_frontend_features.loc
1016,,effects_description_3k_dlc05_frontend_description_specialisation_white_tiger_yan_4,Yan Baihu can recruit generic [[b]]Han units[[/b]] with Bandit Network.,False,text/_hvo/hv_TEXT_frontend_features.loc
1017,,effects_generalised_descriptions_localised_description_3k_dlc05_frontend_generalised_description_specialisation_white_tiger_yan_4,• Can recruit generic Han units,False,text/_hvo/hv_TEXT_frontend_features.loc
1018,#VALUE!,,,False,text/_hvo/hv_TEXT_frontend_features.loc
1019,,effect_bundles_localised_title_hv_frontend_leader_liu_chong_specialisation,Fortitude / Trophy Cabinet,False,text/_hvo/hv_TEXT_frontend_features.loc
1020,,effect_bundles_localised_description_hv_frontend_leader_liu_chong_specialisation,"[[b]]Fortitude[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] With bravery and discipline, Liu Chong inspires his men and puts fear into the enemies of the imperial palace. [[/col]][[/i]] \\n\\n",False,text/_hvo/hv_TEXT_frontend_features.loc
1021,,effects_description_hv_frontend_description_specialisation_liu_chong_1,"Increase your [[b]]fortitude[[/b]] through [[b]]winning battles[[/b]], and by inflicting greater [[b]]casualties[[/b]] upon [[b]]enemy forces[[/b]] than they inflict upon yours.",False,text/_hvo/hv_TEXT_frontend_features.loc
1022,,effects_description_hv_frontend_description_specialisation_liu_chong_2,"Whether from the bodies of fallen enemies, or awarded for gallant behaviour, these [[b]]trophies[[/b]] reward an [[b]]aggressive approach[[/b]] to this faction.",False,text/_hvo/hv_TEXT_frontend_features.loc
1023,,effects_description_hv_frontend_description_specialisation_liu_chong_3,[[b]]Trophies[[/b]] can be displayed in the [[b]]trophy cabinet[[/b]]. Each [[b]]trophy[[/b]] provides a bonus whilst it is on display.,False,text/_hvo/hv_TEXT_frontend_features.loc
1024,,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_liu_chong_1,• Increases unit morale and Decreases enemy unit morale,False,text/_hvo/hv_TEXT_frontend_features.loc
1025,,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_liu_chong_2,• Acquires trophies from achievements,False,text/_hvo/hv_TEXT_frontend_features.loc
1026,,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_liu_chong_3,• Can place trophies on display for unique effects ,False,text/_hvo/hv_TEXT_frontend_features.loc
1027,,campaign_post_battle_captive_options_description_enslavehv_campaign_group_captive_option_recruit_zhang_yan,"Many of the enemy troops would gladly join our forces; those who refuse will be put to the sword. This will replenish our troops, but may impact our relations with the enemy faction.",False,text/_hvo/hv_TEXT_pooled_resource.loc
1028,,campaign_post_battle_captive_options_onscreen_name_enslavehv_campaign_group_captive_option_recruit_zhang_yan,Recruit,False,text/_hvo/hv_TEXT_pooled_resource.loc
1029,#VALUE!,,,False,text/_hvo/hv_TEXT_pooled_resource.loc
1030,,pooled_resource_factors_display_name_positive_hv_pooled_factor_ma_teng,Increase,False,text/_hvo/hv_TEXT_pooled_resource.loc
1031,,pooled_resource_factors_display_name_positive_hv_pooled_factor_ma_teng_assignments,Assignments,False,text/_hvo/hv_TEXT_pooled_resource.loc
1032,,pooled_resource_factors_display_name_positive_hv_pooled_factor_ma_teng_buildings,Buildings,False,text/_hvo/hv_TEXT_pooled_resource.loc
1033,,pooled_resource_factors_display_name_positive_hv_pooled_factor_ma_teng_decay,Decay,False,text/_hvo/hv_TEXT_pooled_resource.loc
1034,#VALUE!,,,False,text/_hvo/hv_TEXT_pooled_resource.loc
1035,,pooled_resource_factors_display_name_positive_hv_pooled_factor_zhang_yan,Increase,False,text/_hvo/hv_TEXT_pooled_resource.loc
1036,,pooled_resource_factors_display_name_positive_hv_pooled_factor_zhang_yan_buildings,Buildings,False,text/_hvo/hv_TEXT_pooled_resource.loc
1037,,pooled_resource_factors_display_name_positive_hv_pooled_factor_zhang_yan_decay,Decay,False,text/_hvo/hv_TEXT_pooled_resource.loc
1038,#VALUE!,,,False,text/_hvo/hv_TEXT_pooled_resource.loc
1039,,pooled_resource_factors_display_name_negative_hv_pooled_factor_ma_teng,Decrease,False,text/_hvo/hv_TEXT_pooled_resource.loc
1040,,pooled_resource_factors_display_name_negative_hv_pooled_factor_ma_teng_assignments,Assignments,False,text/_hvo/hv_TEXT_pooled_resource.loc
1041,,pooled_resource_factors_display_name_negative_hv_pooled_factor_ma_teng_buildings,Buildings,False,text/_hvo/hv_TEXT_pooled_resource.loc
1042,,pooled_resource_factors_display_name_negative_hv_pooled_factor_ma_teng_decay,Decay,False,text/_hvo/hv_TEXT_pooled_resource.loc
1043,#VALUE!,,,False,text/_hvo/hv_TEXT_pooled_resource.loc
1044,,pooled_resource_factors_display_name_negative_hv_pooled_factor_zhang_yan,Decrease,False,text/_hvo/hv_TEXT_pooled_resource.loc
1045,,pooled_resource_factors_display_name_negative_hv_pooled_factor_zhang_yan_buildings,Buildings,False,text/_hvo/hv_TEXT_pooled_resource.loc
1046,,pooled_resource_factors_display_name_negative_hv_pooled_factor_zhang_yan_decay,Decay,False,text/_hvo/hv_TEXT_pooled_resource.loc
1047,#VALUE!,,,False,text/_hvo/hv_TEXT_pooled_resource.loc
1048,,pooled_resources_positive_factors_display_name_hv_pooled_resource_ma_teng,Increase,False,text/_hvo/hv_TEXT_pooled_resource.loc
1049,,pooled_resources_negative_factors_display_name_hv_pooled_resource_ma_teng,Decrease,False,text/_hvo/hv_TEXT_pooled_resource.loc
1050,,pooled_resources_description_hv_pooled_resource_ma_teng,Ferghana horses are bred to equip cavalry forces.,False,text/_hvo/hv_TEXT_pooled_resource.loc
1051,,pooled_resources_display_name_hv_pooled_resource_ma_teng,Horse Breeding,False,text/_hvo/hv_TEXT_pooled_resource.loc
1052,,pooled_resources_foreign_diplomacy_view_tooltip_hv_pooled_resource_ma_teng,Ferghana horses are bred to equip cavalry forces.,False,text/_hvo/hv_TEXT_pooled_resource.loc
1053,#VALUE!,,,False,text/_hvo/hv_TEXT_pooled_resource.loc
1054,,pooled_resources_positive_factors_display_name_hv_pooled_resource_zhang_yan,Increase,False,text/_hvo/hv_TEXT_pooled_resource.loc
1055,,pooled_resources_negative_factors_display_name_hv_pooled_resource_zhang_yan,Decrease,False,text/_hvo/hv_TEXT_pooled_resource.loc
1056,,pooled_resources_description_hv_pooled_resource_zhang_yan,Black Mountain bandits exploit the chaos to bolster their numbers.,False,text/_hvo/hv_TEXT_pooled_resource.loc
1057,,pooled_resources_display_name_hv_pooled_resource_zhang_yan,Black Mountain,False,text/_hvo/hv_TEXT_pooled_resource.loc
1058,,pooled_resources_foreign_diplomacy_view_tooltip_hv_pooled_resource_zhang_yan,Black Mountain bandits exploit the chaos to bolster their numbers.,False,text/_hvo/hv_TEXT_pooled_resource.loc
1059,#VALUE!,,,False,text/_hvo/hv_TEXT_pooled_resource.loc
1060,,ui_character_assignments_localised_title_hv_ui_info_assignment_ma_teng_sell_horses,Sell Horses,True,text/_hvo/hv_TEXT_pooled_resource.loc
1061,,ui_character_assignments_localised_description_hv_ui_info_assignment_ma_teng_sell_horses,"Your attendant will sell the horses you've bred, for a fine sum.",True,text/_hvo/hv_TEXT_pooled_resource.loc
1062,#VALUE!,,,False,text/_hvo/hv_TEXT_pooled_resource.loc
1063,,pooled_resource_factors_display_name_positive_hv_pooled_factor_gongsun_zan,Increase,False,text/_hvo/hv_TEXT_pooled_resource.loc
1064,,pooled_resource_factors_display_name_negative_hv_pooled_factor_gongsun_zan,Decrease,False,text/_hvo/hv_TEXT_pooled_resource.loc
1065,,pooled_resource_factors_display_name_positive_hv_pooled_factor_gongsun_zan_buildings,Buildings,False,text/_hvo/hv_TEXT_pooled_resource.loc
1066,,pooled_resource_factors_display_name_negative_hv_pooled_factor_gongsun_zan_buildings,Buildings,False,text/_hvo/hv_TEXT_pooled_resource.loc
1067,,pooled_resource_factors_display_name_positive_hv_pooled_factor_gongsun_zan_decay,Decay,False,text/_hvo/hv_TEXT_pooled_resource.loc
1068,,pooled_resource_factors_display_name_negative_hv_pooled_factor_gongsun_zan_decay,Decay,False,text/_hvo/hv_TEXT_pooled_resource.loc
1069,,pooled_resource_factors_display_name_positive_hv_pooled_factor_gongsun_zan_garrison,Army,False,text/_hvo/hv_TEXT_pooled_resource.loc
1070,,pooled_resource_factors_display_name_negative_hv_pooled_factor_gongsun_zan_garrison,Army,False,text/_hvo/hv_TEXT_pooled_resource.loc
1071,#VALUE!,,,False,text/_hvo/hv_TEXT_pooled_resource.loc
1072,,pooled_resources_description_hv_pooled_resource_gongsun_zan,An inevitable rule to stabilize the turmoil.,False,text/_hvo/hv_TEXT_pooled_resource.loc
1073,,pooled_resources_display_name_hv_pooled_resource_gongsun_zan,Stratocracy,False,text/_hvo/hv_TEXT_pooled_resource.loc
1074,,pooled_resources_foreign_diplomacy_view_tooltip_hv_pooled_resource_gongsun_zan,An inevitable rule to stabilize the turmoil.,False,text/_hvo/hv_TEXT_pooled_resource.loc
1075,,pooled_resource_factors_display_name_positive_hv_pooled_factor_gongsun_zan_defeat,Defeat,False,text/_hvo/hv_TEXT_pooled_resource.loc
1076,,pooled_resource_factors_display_name_negative_hv_pooled_factor_gongsun_zan_defeat,Defeat,False,text/_hvo/hv_TEXT_pooled_resource.loc
1077,,effect_bundles_localised_title_hv_effect_bundle_xiliang_army_region,Home region of the Xiliang army,True,text/_hvo/hv_TEXT_region_army.loc
1078,,effect_bundles_localised_title_hv_effect_bundle_jingchou_army_region,Home region of the Jingchu army,True,text/_hvo/hv_TEXT_region_army.loc
1079,,effect_bundles_localised_title_hv_effect_bundle_danyang_army_region,Home region of the Danyang army,True,text/_hvo/hv_TEXT_region_army.loc
1080,,effect_bundles_localised_title_hv_effect_bundle_ironfist_army_region,Home region of the Ironfist cavalry,True,text/_hvo/hv_TEXT_region_army.loc
1081,,effects_description_hv_effect_dummy_xiliang_army_region,Colonel of the Xiliang Army can be earned when occupied,True,text/_hvo/hv_TEXT_region_army.loc
1082,,effects_description_hv_effect_replenishment_xiliang_army,[[b]]%+n%[[/b]] replenishment for Xiliang units,True,text/_hvo/hv_TEXT_region_army.loc
1083,,effects_description_hv_effect_dummy_jingchou_army_region,Jingchu troop tally can be earned when occupied,True,text/_hvo/hv_TEXT_region_army.loc
1084,,effects_description_hv_effect_replenishment_jingchou_army,[[b]]%+n%[[/b]] replenishment for Jingchu units,True,text/_hvo/hv_TEXT_region_army.loc
1085,,effects_description_hv_effect_dummy_danyang_army_region,Danyang troop tally can be earned when occupied,True,text/_hvo/hv_TEXT_region_army.loc
1086,,effects_description_hv_effect_replenishment_danyang_army,[[b]]%+n%[[/b]] replenishment for Danyang units,True,text/_hvo/hv_TEXT_region_army.loc
1087,,effects_description_hv_effect_dummy_ironfist_army_region,Ironfist Cavalry can be recruited when occupied,True,text/_hvo/hv_TEXT_region_army.loc
1088,,effects_description_hv_effect_replenishment_ironfist_army,[[b]]%+n%[[/b]] replenishment for Ironfist Cavalry,True,text/_hvo/hv_TEXT_region_army.loc
1089,,effect_bundles_localised_title_hv_dlc07_zheng_jiang_bundle,Survival Instinct ,True,text/_hvo/hv_TEXT_region_army.loc
1090,,character_skills_localised_name_hv_skill_add_unlock_metal,First Characteristic,True,text/_hvo/hv_TEXT_skills_additional.loc
1091,,character_skills_localised_name_hv_skill_add_unlock_earth,First Characteristic,True,text/_hvo/hv_TEXT_skills_additional.loc
1092,,character_skills_localised_name_hv_skill_add_unlock_wood,First Characteristic,True,text/_hvo/hv_TEXT_skills_additional.loc
1093,,character_skills_localised_name_hv_skill_add_unlock_fire,First Characteristic,True,text/_hvo/hv_TEXT_skills_additional.loc
1094,,character_skills_localised_name_hv_skill_add_unlock_water,First Characteristic,True,text/_hvo/hv_TEXT_skills_additional.loc
1095,,character_skills_localised_description_hv_skill_add_unlock_metal,Someone who stands out among the people.,True,text/_hvo/hv_TEXT_skills_additional.loc
1096,,character_skills_localised_description_hv_skill_add_unlock_earth,Someone who stands out among the people.,True,text/_hvo/hv_TEXT_skills_additional.loc
1097,,character_skills_localised_description_hv_skill_add_unlock_wood,Someone who stands out among the people.,True,text/_hvo/hv_TEXT_skills_additional.loc
1098,,character_skills_localised_description_hv_skill_add_unlock_fire,Someone who stands out among the people.,True,text/_hvo/hv_TEXT_skills_additional.loc
1099,,character_skills_localised_description_hv_skill_add_unlock_water,Someone who stands out among the people.,True,text/_hvo/hv_TEXT_skills_additional.loc
1100,,effects_description_hv_effects_skill_add_unlock_metal,Unlocks unit: {{tr:hv_tr_metal}} units,True,text/_hvo/hv_TEXT_skills_additional.loc
1101,,effects_description_hv_effects_skill_add_unlock_earth,Unlocks unit: {{tr:hv_tr_earth}} units,True,text/_hvo/hv_TEXT_skills_additional.loc
1102,,effects_description_hv_effects_skill_add_unlock_wood,Unlocks unit: {{tr:hv_tr_wood}} units,True,text/_hvo/hv_TEXT_skills_additional.loc
1103,,effects_description_hv_effects_skill_add_unlock_fire,Unlocks unit: {{tr:hv_tr_fire}} units,True,text/_hvo/hv_TEXT_skills_additional.loc
1104,,effects_description_hv_effects_skill_add_unlock_water,Unlocks unit: {{tr:hv_tr_water}} units,True,text/_hvo/hv_TEXT_skills_additional.loc
1105,#VALUE!,,,False,text/_hvo/hv_TEXT_skills_additional.loc
1106,,effects_description_hv_effect_dummy_unlock_unit_militia_2h_axemen,Unlocks unit: {{tr:hv_unit_militia_2h_axemen}},True,text/_hvo/hv_TEXT_skills_additional.loc
1107,,effects_description_hv_effect_dummy_unlock_unit_hidden_2h_spearmen,Unlocks unit: {{tr:hv_unit_hidden_2h_spearmen}},True,text/_hvo/hv_TEXT_skills_additional.loc
1108,,effects_description_hv_effect_dummy_unlock_unit_militia_scout_cavalry,Unlocks unit: {{tr:hv_unit_militia_scout_cavalry}},True,text/_hvo/hv_TEXT_skills_additional.loc
1109,,effects_description_hv_effect_dummy_unlock_unit_buqu_of_the_left,Unlocks unit: {{tr:hv_unit_buqu_of_the_left}},True,text/_hvo/hv_TEXT_skills_additional.loc
1110,,effects_description_hv_effect_dummy_unlock_unit_fellows_of_the_oath,Unlocks unit: {{tr:hv_unit_fellows_of_the_oath}},True,text/_hvo/hv_TEXT_skills_additional.loc
1111,,effects_description_hv_effect_dummy_unlock_unit_handmaid_guard,Unlocks unit: {{tr:hv_unit_handmaid_guard}},True,text/_hvo/hv_TEXT_skills_additional.loc
1112,,effects_description_hv_effect_dummy_unlock_unit_hidden_assault_infantry,Unlocks unit: {{tr:hv_unit_hidden_assault_infantry}},True,text/_hvo/hv_TEXT_skills_additional.loc
1113,,effects_description_hv_effect_dummy_unlock_unit_xian_chen_ying,Unlocks unit: {{tr:hv_unit_xian_chen_ying}},True,text/_hvo/hv_TEXT_skills_additional.loc
1114,,effects_description_hv_effect_dummy_unlock_unit_white_horse_fellows,Unlocks unit: {{tr:hv_unit_white_horse_fellows}},True,text/_hvo/hv_TEXT_skills_additional.loc
1115,,effects_description_hv_effect_dummy_unlock_unit_goshawk_cavalry,Unlocks unit: {{tr:hv_unit_goshawk_cavalry}},True,text/_hvo/hv_TEXT_skills_additional.loc
1116,,effects_description_hv_effect_dummy_unlock_unit_white_tiger_guardsmen,Unlocks unit: {{tr:hv_unit_white_tiger_guardsmen}},True,text/_hvo/hv_TEXT_skills_additional.loc
1117,,effects_description_hv_effect_dummy_unlock_unit_juggernaut,Unlocks unit: {{tr:hv_unit_juggernaut}},True,text/_hvo/hv_TEXT_skills_additional.loc
1118,,effects_description_hv_effect_dummy_unlock_unit_bomb_thrower,Unlocks unit: {{tr:hv_unit_bomb_thrower}},True,text/_hvo/hv_TEXT_skills_additional.loc
1119,,effects_description_hv_effect_dummy_unlock_unit_iron_fists_of_the_bandit_queen,Unlocks unit: {{tr:hv_unit_iron_fists_of_the_bandit_queen}},True,text/_hvo/hv_TEXT_skills_additional.loc
1120,,effects_description_hv_effect_dummy_unlock_unit_swallow_cavalry,Unlocks unit: {{tr:hv_unit_swallow_cavalry}},True,text/_hvo/hv_TEXT_skills_additional.loc
1121,,effects_description_hv_effect_dummy_unlock_unit_yuan_swordsmen,Unlocks unit: {{tr:hv_unit_yuan_sword_infantry}},True,text/_hvo/hv_TEXT_skills_additional.loc
1122,,effects_description_hv_effect_dummy_unlock_unit_yuan_ji_guards,Unlocks unit: {{tr:hv_unit_yuan_ji_guards}},True,text/_hvo/hv_TEXT_skills_additional.loc
1123,,effects_description_hv_effect_dummy_unlock_unit_buqu_archer_cavalry,Unlocks unit: {{tr:hv_unit_buqu_archer_cavalry}},True,text/_hvo/hv_TEXT_skills_additional.loc
1124,#VALUE!,,,False,text/_hvo/hv_TEXT_skills_additional.loc
1125,,ui_character_assignments_localised_title_hv_ui_info_assignment_replenishment_garrison,Garrison Reinforcement,True,text/_hvo/hv_TEXT_skills_additional.loc
1126,,ui_character_assignments_localised_title_hv_ui_info_assignment_more_build_slot,City Expansion,True,text/_hvo/hv_TEXT_skills_additional.loc
1127,,ui_character_assignments_localised_title_hv_ui_info_assignment_military_disturbance,Disturbance,True,text/_hvo/hv_TEXT_skills_additional.loc
1128,,ui_character_assignments_localised_title_hv_ui_info_assignment_satisfaction_and_gdp,Court Management,True,text/_hvo/hv_TEXT_skills_additional.loc
1129,,ui_character_assignments_localised_title_hv_ui_info_assignment_reserve_replenishment,Gathering Volunteers,True,text/_hvo/hv_TEXT_skills_additional.loc
