Key,Text,Tooltip,English,OverrideByKey,MappedByText,MappedByPattern,Vanilla,PikaMan,Source,File
character_skills_localised_description_hv_skill_add_individuality_wood_envoy_4A,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_wood_general_4A,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_wood_governor_4A,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_wood_minister_4A,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_wood_villager_4A,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_wu_anguo_4A,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_xiahou_dun_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_xiahou_yuan_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_xiao_qiao_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_xu_chu_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_xu_huang_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_xu_shu_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_xun_you_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_xun_yu_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_yan_baihu_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_yan_baihu_4A_dlc07,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_yan_liang_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_yan_xiang_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_yan_xiang_4A_dlc07,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_yan_yu_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_ytr_healer_01_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_ytr_scholar_01_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_ytr_veteran_01_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_yu_jin_4A,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_yuan_generic_earth_4A,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_yuan_shang_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_yuan_shao_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_yuan_shu_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_yue_jin_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhang_bao_4A,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhang_fang_4A,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhang_fei_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhang_he_4A,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhang_hong_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhang_liao_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhang_lu_4A,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhang_xun_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhang_xun_4A_dlc07,超凡脱俗,False,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhang_yan_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhang_zhao_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhao_yun_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zheng_jiang_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhou_tai_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhou_yu_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_individuality_zhuge_liang_4A,超凡脱俗,True,Someone who stands out among the people.,,,超凡脱俗,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_cao_ang_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_cao_bao_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_cao_cao_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_cao_pi_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_cao_ren_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_chen_deng_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_chen_gong_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_cheng_pu_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_chunyu_qiong_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_da_qiao_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_dian_wei_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_diao_chan_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_dong_min_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_dong_zhuo_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_earth_01_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_earth_02_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_earth_03_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_emperor_xian_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_fire_01_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_fire_02_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_fire_03_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_gan_ning_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_gao_gan_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_gao_shun_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_gongsun_zan_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_guan_xing_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_guan_yinping_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_guan_yu_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_guo_jia_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_guo_si_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_han_sui_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_hua_xin_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_huang_gai_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_huang_zhong_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_huang_zu_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_huangfu_song_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_ji_ling_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_jia_xu_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_jian_yong_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_jiang_qin_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_kong_rong_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_bian_huilan_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_cai_yan_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_dong_bai_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_dong_peishan_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_du_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_feng_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_gongsun_jinting_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_lu_ji_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_lu_zheng_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_ma_lanli_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_ma_yunlu_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_mi_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_sun_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_trieu_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_wang_liting_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_wu_minyu_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_yuan_anyang_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_zhang_jinglan_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_zhang_xingcai_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_zhen_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lady_zou_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_li_jue_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_li_ru_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_liu_bei_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_liu_biao_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_liu_yan_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_liu_yao_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_liu_zhang_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lu_bu_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_lu_zhi_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_luo_jun_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_ma_chao_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_ma_teng_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_metal_01_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_metal_02_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_metal_03_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_pang_de_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_pang_tong_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_prince_liu_chong_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_qu_gong_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_shen_pei_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_shi_xie_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_sima_yi_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_sun_ce_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_sun_jian_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_sun_quan_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_taishi_ci_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_tao_qian_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_wang_lang_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_water_01_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_water_02_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_water_03_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_wei_yan_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_wen_chou_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_wood_01_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_wood_02_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_wood_03_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_wu_anguo_4C,各行其道,False,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_xiahou_dun_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_xiahou_yuan_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_xiao_qiao_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_xu_chu_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_xu_huang_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_xu_shu_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_xun_you_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_xun_yu_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_yan_baihu_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_yan_liang_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_yan_xiang_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_yan_yu_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
character_skills_localised_description_hv_skill_add_mastership_ytr_healer_01_4C,各行其道,True,Every person has their own path.,,,各行其道,,,MappedByPattern,hv_TEXT_skills_additional.loc.tsv
