Key,English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,DiffZhcn,DiffZhtw,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw,Skill
character_skills_localised_description_hv_skill_emperor_reach,"With no knowledge of what cannot be done, you will accomplish great things.",心怀克服万难之决意，方可成就大事,Vanilla,心怀克服万难之决意，方可成就大事,心怀克服万难之决意，方可成就大事,心怀克服万难之决意，方可成就大事,False,True,不知其不可為而為者，當能成就大事。,Vanilla,不知其不可為而為者，當能成就大事。,不知其不可為而為者，當能成就大事。,心懷克服萬難之決意，方可成就大事,hv_skill_emperor_reach
character_skills_localised_name_hv_skill_emperor_reach,Reach,志远,Vanilla,志远,志远,志远,False,True,有志竟成,Vanilla,有志竟成,有志竟成,志遠,hv_skill_emperor_reach
character_skills_localised_description_hv_skill_emperor_stability,The pillar is strongest at its base.,柱石不倒，在其根基厚实,Vanilla,柱石不倒，在其根基厚实,柱石不倒，在其根基厚实,柱石不倒，在其根基厚实,False,True,柱之堅韌，以根基為最。,Vanilla,柱之堅韌，以根基為最。,柱之堅韌，以根基為最。,柱石不倒，在其根基厚實,hv_skill_emperor_stability
character_skills_localised_name_hv_skill_emperor_stability,Stability,坚定,Vanilla,坚定,坚定,坚定,False,True,穩重如山,Vanilla,穩重如山,穩重如山,堅定,hv_skill_emperor_stability
character_skills_localised_description_hv_skill_emperor_understanding,"What you do not wish upon yourself, extend not to others.",己所不欲，勿施于人,Vanilla,己所不欲，勿施于人,己所不欲，勿施于人,己所不欲，勿施于人,False,True,己所不欲，勿施於人。,Vanilla,己所不欲，勿施於人。,己所不欲，勿施於人。,己所不欲，勿施於人,hv_skill_emperor_understanding
character_skills_localised_name_hv_skill_emperor_understanding,Understanding,理解,MappedByPattern,,理解,理解,False,True,將心比心,MappedByPattern,,將心比心,理解,hv_skill_emperor_understanding
character_skills_localised_description_hv_skill_wood_mobilization,Motivating men to fight is the essense of leadership.,激发部卒斗志乃是为将的精髓。,Procrastinator,,激发斗志乃是领军的精髓。,激发部卒斗志乃是为将的精髓。,False,False,激發部卒鬥志乃是爲將的精髓。,Procrastinator,,激發鬥志乃是領軍的精髓。,激發部卒鬥志乃是爲將的精髓。,hv_skill_wood_mobilization
character_skills_localised_name_hv_skill_wood_mobilization,Mobilisation,动员,PikaMan,,动员,动员,False,False,動員,PikaMan,,動員,動員,hv_skill_wood_mobilization
character_skills_localised_name_hv_historical_skill_ability_earth_01,A Storm of Swords,舞爪,Procrastinator,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_historical_ability_earth_01
character_skills_localised_name_hv_skill_ability_storm_of_swords_authority,A Storm of Swords,舞爪,Procrastinator,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_historical_ability_earth_01
character_skills_localised_name_hv_skill_ability_storm_of_swords_expertise,A Storm of Swords,舞爪,Procrastinator,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_historical_ability_earth_01
character_skills_localised_name_hv_skill_ability_storm_of_swords_instinct,A Storm of Swords,舞爪,Procrastinator,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_historical_ability_earth_01
special_ability_phases_onscreen_name_hv_ability_storm_of_swords_1,A Storm of Swords,舞爪,Procrastinator,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_historical_ability_earth_01
special_ability_phases_onscreen_name_hv_ability_storm_of_swords_2,A Storm of Swords,舞爪,Procrastinator,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_historical_ability_earth_01
special_ability_phases_onscreen_name_hv_historical_ability_earth_01,A Storm of Swords,舞爪,Procrastinator,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_historical_ability_earth_01
unit_abilities_onscreen_name_hv_ability_storm_of_swords,A Storm of Swords,舞爪,Procrastinator,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_historical_ability_earth_01
unit_abilities_onscreen_name_hv_historical_ability_earth_01,A Storm of Swords,舞爪,Procrastinator,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_historical_ability_earth_01
unit_ability_types_localised_description_hv_ability_storm_of_swords,A Storm of Swords,舞爪,Procrastinator,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_historical_ability_earth_01
unit_ability_types_localised_description_hv_historical_ability_earth_01,A Storm of Swords,舞爪,Procrastinator,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_historical_ability_earth_01
character_skills_localised_description_hv_historical_skill_ability_earth_01,A clash is inevitable.,冲突无法避免。,MappedByPattern,,冲突无法避免。,冲突无法避免。,False,False,衝突無法避免。,MappedByPattern,,衝突無法避免。,衝突無法避免。,hv_historical_ability_earth_01
character_skills_localised_description_hv_skill_ability_storm_of_swords_authority,A clash is inevitable.,冲突无法避免。,MappedByPattern,,冲突无法避免。,冲突无法避免。,False,False,衝突無法避免。,MappedByPattern,,衝突無法避免。,衝突無法避免。,hv_historical_ability_earth_01
character_skills_localised_description_hv_skill_ability_storm_of_swords_expertise,A clash is inevitable.,冲突无法避免。,MappedByPattern,,冲突无法避免。,冲突无法避免。,False,False,衝突無法避免。,MappedByPattern,,衝突無法避免。,衝突無法避免。,hv_historical_ability_earth_01
character_skills_localised_description_hv_skill_ability_storm_of_swords_instinct,A clash is inevitable.,冲突无法避免。,MappedByPattern,,冲突无法避免。,冲突无法避免。,False,False,衝突無法避免。,MappedByPattern,,衝突無法避免。,衝突無法避免。,hv_historical_ability_earth_01
unit_abilities_tooltip_text_hv_ability_storm_of_swords,A clash is inevitable.,冲突无法避免。,MappedByPattern,,冲突无法避免。,冲突无法避免。,False,False,衝突無法避免。,MappedByPattern,,衝突無法避免。,衝突無法避免。,hv_historical_ability_earth_01
unit_abilities_tooltip_text_hv_historical_ability_earth_01,A clash is inevitable.,冲突无法避免。,MappedByPattern,,冲突无法避免。,冲突无法避免。,False,False,衝突無法避免。,MappedByPattern,,衝突無法避免。,衝突無法避免。,hv_historical_ability_earth_01
character_skills_localised_name_hv_historical_skill_ability_earth_02,Stone Bulwark,磐石,Vanilla,磐石,磐石,磐石,False,True,堅若磐石,Vanilla,堅若磐石,堅若磐石,磐石,hv_historical_ability_earth_02
character_skills_localised_name_hv_historical_skill_ability_scholar_02,Stone Bulwark,磐石,Vanilla,磐石,磐石,磐石,False,True,堅若磐石,Vanilla,堅若磐石,堅若磐石,磐石,hv_historical_ability_earth_02
character_skills_localised_name_hv_skill_ability_stone_bulwark_authority,Stone Bulwark,磐石,Vanilla,磐石,磐石,磐石,False,True,堅若磐石,Vanilla,堅若磐石,堅若磐石,磐石,hv_historical_ability_earth_02
character_skills_localised_name_hv_skill_ability_stone_bulwark_cunning,Stone Bulwark,磐石,Vanilla,磐石,磐石,磐石,False,True,堅若磐石,Vanilla,堅若磐石,堅若磐石,磐石,hv_historical_ability_earth_02
special_ability_phases_onscreen_name_hv_historical_ability_earth_02,Stone Bulwark,磐石,Vanilla,磐石,磐石,磐石,False,True,堅若磐石,Vanilla,堅若磐石,堅若磐石,磐石,hv_historical_ability_earth_02
special_ability_phases_onscreen_name_hv_historical_ability_scholar_02,Stone Bulwark,磐石,Vanilla,磐石,磐石,磐石,False,True,堅若磐石,Vanilla,堅若磐石,堅若磐石,磐石,hv_historical_ability_earth_02
unit_abilities_onscreen_name_hv_historical_ability_earth_02,Stone Bulwark,磐石,Vanilla,磐石,磐石,磐石,False,True,堅若磐石,Vanilla,堅若磐石,堅若磐石,磐石,hv_historical_ability_earth_02
unit_abilities_onscreen_name_hv_historical_ability_scholar_02,Stone Bulwark,磐石,Vanilla,磐石,磐石,磐石,False,True,堅若磐石,Vanilla,堅若磐石,堅若磐石,磐石,hv_historical_ability_earth_02
unit_ability_types_localised_description_hv_historical_ability_earth_02,Stone Bulwark,磐石,Vanilla,磐石,磐石,磐石,False,True,堅若磐石,Vanilla,堅若磐石,堅若磐石,磐石,hv_historical_ability_earth_02
unit_ability_types_localised_description_hv_historical_ability_scholar_02,Stone Bulwark,磐石,Vanilla,磐石,磐石,磐石,False,True,堅若磐石,Vanilla,堅若磐石,堅若磐石,磐石,hv_historical_ability_earth_02
character_skills_localised_description_hv_historical_skill_ability_earth_02,"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物。,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,True,True,皮若堅石，箭矢觸及皆反彈無傷。,Vanilla,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物,hv_historical_ability_earth_02
character_skills_localised_description_hv_historical_skill_ability_scholar_02,"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物。,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,True,True,皮若堅石，箭矢觸及皆反彈無傷。,Vanilla,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物,hv_historical_ability_earth_02
character_skills_localised_description_hv_skill_ability_stone_bulwark_authority,"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物。,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物。,False,True,皮若堅石，箭矢觸及皆反彈無傷。,Vanilla,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物。,hv_historical_ability_earth_02
character_skills_localised_description_hv_skill_ability_stone_bulwark_cunning,"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物。,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物。,False,True,皮若堅石，箭矢觸及皆反彈無傷。,Vanilla,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物。,hv_historical_ability_earth_02
unit_abilities_tooltip_text_hv_historical_ability_earth_02,"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物。,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,True,True,皮若堅石，箭矢觸及皆反彈無傷。,Vanilla,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物,hv_historical_ability_earth_02
unit_abilities_tooltip_text_hv_historical_ability_scholar_02,"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物。,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,True,True,皮若堅石，箭矢觸及皆反彈無傷。,Vanilla,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物,hv_historical_ability_earth_02
character_skills_localised_name_hv_historical_skill_ability_earth_03,Assemble,齐心,Procrastinator,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_historical_ability_earth_03
character_skills_localised_name_hv_skill_ability_assemble_authority,Assemble,齐心,Procrastinator,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_historical_ability_earth_03
character_skills_localised_name_hv_skill_ability_assemble_expertise,Assemble,齐心,Procrastinator,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_historical_ability_earth_03
character_skills_localised_name_hv_skill_ability_assemble_instinct,Assemble,齐心,Procrastinator,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_historical_ability_earth_03
character_skills_localised_name_hv_skill_ability_assemble_resolve,Assemble,齐心,Procrastinator,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_historical_ability_earth_03
character_skills_localised_name_hv_skill_ability_assemble_scholar,Assemble,齐心,Procrastinator,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_historical_ability_earth_03
character_skills_localised_name_hv_skill_ability_assemble_veteran,Assemble,齐心,MappedByPattern,,,,True,True,集結,MappedByPattern,,,,hv_historical_ability_earth_03
special_ability_phases_onscreen_name_hv_ability_assemble,Assemble,齐心,Procrastinator,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_historical_ability_earth_03
special_ability_phases_onscreen_name_hv_historical_ability_earth_03,Assemble,齐心,Procrastinator,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_historical_ability_earth_03
unit_abilities_onscreen_name_hv_ability_assemble,Assemble,齐心,Procrastinator,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_historical_ability_earth_03
unit_abilities_onscreen_name_hv_historical_ability_earth_03,Assemble,齐心,Procrastinator,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_historical_ability_earth_03
unit_ability_types_localised_description_hv_ability_assemble,Assemble,齐心,Procrastinator,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_historical_ability_earth_03
unit_ability_types_localised_description_hv_historical_ability_earth_03,Assemble,齐心,Procrastinator,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_historical_ability_earth_03
character_skills_localised_description_hv_historical_skill_ability_earth_03,Soldiers gather under the banner of this hero.,英雄大志者必能凝聚人心。,Procrastinator,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,False,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_historical_ability_earth_03
character_skills_localised_description_hv_skill_ability_assemble_authority,Soldiers gather under the banner of this hero.,英雄大志者必能凝聚人心。,Procrastinator,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,False,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_historical_ability_earth_03
character_skills_localised_description_hv_skill_ability_assemble_expertise,Soldiers gather under the banner of this hero.,英雄大志者必能凝聚人心。,Procrastinator,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,False,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_historical_ability_earth_03
character_skills_localised_description_hv_skill_ability_assemble_instinct,Soldiers gather under the banner of this hero.,英雄大志者必能凝聚人心。,Procrastinator,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,False,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_historical_ability_earth_03
character_skills_localised_description_hv_skill_ability_assemble_resolve,Soldiers gather under the banner of this hero.,英雄大志者必能凝聚人心。,Procrastinator,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,False,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_historical_ability_earth_03
character_skills_localised_description_hv_skill_ability_assemble_scholar,Soldiers gather under the banner of this hero.,英雄大志者必能凝聚人心。,Procrastinator,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,False,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_historical_ability_earth_03
character_skills_localised_description_hv_skill_ability_assemble_veteran,Soldiers gather under the banner of this hero.,英雄大志者必能凝聚人心。,MappedByPattern,,,,True,True,军士聚于此英雄之旗下。,MappedByPattern,,,,hv_historical_ability_earth_03
unit_abilities_tooltip_text_hv_ability_assemble,Soldiers gather under the banner of this hero.,英雄大志者必能凝聚人心。,Procrastinator,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,False,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_historical_ability_earth_03
unit_abilities_tooltip_text_hv_historical_ability_earth_03,Soldiers gather under the banner of this hero.,英雄大志者必能凝聚人心。,Procrastinator,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,False,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_historical_ability_earth_03
character_skills_localised_name_hv_historical_skill_ability_fire_01,Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_historical_ability_fire_01
character_skills_localised_name_hv_historical_skill_ability_healer_02,Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_historical_ability_fire_01
character_skills_localised_name_hv_skill_ability_into_the_breach_instinct,Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_historical_ability_fire_01
character_skills_localised_name_hv_skill_ability_into_the_breach_resolve,Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_historical_ability_fire_01
special_ability_phases_onscreen_name_hv_historical_ability_fire_01,Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_historical_ability_fire_01
special_ability_phases_onscreen_name_hv_historical_ability_healer_02,Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_historical_ability_fire_01
unit_abilities_onscreen_name_hv_historical_ability_fire_01,Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_historical_ability_fire_01
unit_abilities_onscreen_name_hv_historical_ability_healer_02,Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_historical_ability_fire_01
unit_ability_types_localised_description_hv_historical_ability_fire_01,Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_historical_ability_fire_01
unit_ability_types_localised_description_hv_historical_ability_healer_02,Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_historical_ability_fire_01
character_skills_localised_description_hv_historical_skill_ability_fire_01,"A charge, fuelled by stern hearts and sterner blades, will rip enemy lines apart.",坚定之心，锋利宝刃，足以撕破敌阵,MappedByPattern,,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锐利宝刃，足矣！,True,True,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,MappedByPattern,,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,堅定之心，銳利寶刃，足矣！,hv_historical_ability_fire_01
character_skills_localised_description_hv_skill_ability_into_the_breach_instinct,"A charge, fuelled by stern hearts and sterner blades, will rip enemy lines apart.",坚定之心，锋利宝刃，足以撕破敌阵,MappedByPattern,,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锐利宝刃，足矣！,True,True,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,MappedByPattern,,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,堅定之心，銳利寶刃，足矣！,hv_historical_ability_fire_01
character_skills_localised_description_hv_skill_ability_into_the_breach_resolve,"A charge, fuelled by stern hearts and sterner blades, will rip enemy lines apart.",坚定之心，锋利宝刃，足以撕破敌阵,MappedByPattern,,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锐利宝刃，足矣！,True,True,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,MappedByPattern,,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,堅定之心，銳利寶刃，足矣！,hv_historical_ability_fire_01
unit_abilities_tooltip_text_hv_historical_ability_fire_01,"A charge, fuelled by stern hearts and sterner blades, will rip enemy lines apart.",坚定之心，锋利宝刃，足以撕破敌阵,MappedByPattern,,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锐利宝刃，足矣！,True,True,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,MappedByPattern,,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,堅定之心，銳利寶刃，足矣！,hv_historical_ability_fire_01
character_skills_localised_name_hv_historical_skill_ability_fire_02,Flames of the Phoenix,炎凤,Vanilla,炎凤,炎凤,炎凤,False,True,鳳凰之火,Vanilla,鳳凰之火,鳳凰之火,炎鳳,hv_historical_ability_fire_02
character_skills_localised_name_hv_skill_ability_flames_of_the_phoenix_authority,Flames of the Phoenix,炎凤,Vanilla,炎凤,炎凤,炎凤,False,True,鳳凰之火,Vanilla,鳳凰之火,鳳凰之火,炎鳳,hv_historical_ability_fire_02
character_skills_localised_name_hv_skill_ability_flames_of_the_phoenix_instinct,Flames of the Phoenix,炎凤,Vanilla,炎凤,炎凤,炎凤,False,True,鳳凰之火,Vanilla,鳳凰之火,鳳凰之火,炎鳳,hv_historical_ability_fire_02
character_skills_localised_name_hv_skill_ability_flames_of_the_phoenix_resolve,Flames of the Phoenix,炎凤,Vanilla,炎凤,炎凤,炎凤,False,True,鳳凰之火,Vanilla,鳳凰之火,鳳凰之火,炎鳳,hv_historical_ability_fire_02
special_ability_phases_onscreen_name_hv_historical_ability_fire_02,Flames of the Phoenix,炎凤,Vanilla,炎凤,炎凤,炎凤,False,True,鳳凰之火,Vanilla,鳳凰之火,鳳凰之火,炎鳳,hv_historical_ability_fire_02
unit_abilities_onscreen_name_hv_historical_ability_fire_02,Flames of the Phoenix,炎凤,Vanilla,炎凤,炎凤,炎凤,False,True,鳳凰之火,Vanilla,鳳凰之火,鳳凰之火,炎鳳,hv_historical_ability_fire_02
unit_ability_types_localised_description_hv_historical_ability_fire_02,Flames of the Phoenix,炎凤,Vanilla,炎凤,炎凤,炎凤,False,True,鳳凰之火,Vanilla,鳳凰之火,鳳凰之火,炎鳳,hv_historical_ability_fire_02
character_skills_localised_description_hv_historical_skill_ability_fire_02,A devastating swing with the power of the risen inferno!,凤怒炎涛，摧枯拉朽！,Vanilla,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,False,True,挾帶竄升烈火之力的毀滅一擊！,Vanilla,挾帶竄升烈火之力的毀滅一擊！,挾帶竄升烈火之力的毀滅一擊！,鳳怒炎濤，摧枯拉朽！,hv_historical_ability_fire_02
character_skills_localised_description_hv_skill_ability_flames_of_the_phoenix_authority,A devastating swing with the power of the risen inferno!,凤怒炎涛，摧枯拉朽！,Vanilla,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,False,True,挾帶竄升烈火之力的毀滅一擊！,Vanilla,挾帶竄升烈火之力的毀滅一擊！,挾帶竄升烈火之力的毀滅一擊！,鳳怒炎濤，摧枯拉朽！,hv_historical_ability_fire_02
character_skills_localised_description_hv_skill_ability_flames_of_the_phoenix_instinct,A devastating swing with the power of the risen inferno!,凤怒炎涛，摧枯拉朽！,Vanilla,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,False,True,挾帶竄升烈火之力的毀滅一擊！,Vanilla,挾帶竄升烈火之力的毀滅一擊！,挾帶竄升烈火之力的毀滅一擊！,鳳怒炎濤，摧枯拉朽！,hv_historical_ability_fire_02
character_skills_localised_description_hv_skill_ability_flames_of_the_phoenix_resolve,A devastating swing with the power of the risen inferno!,凤怒炎涛，摧枯拉朽！,Vanilla,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,False,True,挾帶竄升烈火之力的毀滅一擊！,Vanilla,挾帶竄升烈火之力的毀滅一擊！,挾帶竄升烈火之力的毀滅一擊！,鳳怒炎濤，摧枯拉朽！,hv_historical_ability_fire_02
unit_abilities_tooltip_text_hv_historical_ability_fire_02,A devastating swing with the power of the risen inferno!,凤怒炎涛，摧枯拉朽！,Vanilla,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,False,True,挾帶竄升烈火之力的毀滅一擊！,Vanilla,挾帶竄升烈火之力的毀滅一擊！,挾帶竄升烈火之力的毀滅一擊！,鳳怒炎濤，摧枯拉朽！,hv_historical_ability_fire_02
character_skills_localised_name_hv_historical_skill_ability_fire_03,Tracker,追踪,MappedByPattern,,追踪,追踪,False,False,追蹤,MappedByPattern,,追蹤,追蹤,hv_historical_ability_fire_03
special_ability_phases_onscreen_name_hv_historical_ability_fire_03,Tracker,追踪,MappedByPattern,,追踪,追踪,False,False,追蹤,MappedByPattern,,追蹤,追蹤,hv_historical_ability_fire_03
unit_abilities_onscreen_name_hv_historical_ability_fire_03,Tracker,追踪,MappedByPattern,,追踪,追踪,False,False,追蹤,MappedByPattern,,追蹤,追蹤,hv_historical_ability_fire_03
unit_ability_types_localised_description_hv_historical_ability_fire_03,Tracker,追踪,MappedByPattern,,追踪,追踪,False,False,追蹤,MappedByPattern,,追蹤,追蹤,hv_historical_ability_fire_03
character_skills_localised_description_hv_historical_skill_ability_fire_03,Few can escape this warrior's pursuit.,很少有人能逃过这位勇士的追杀。,MappedByPattern,,很少有人能逃过这位勇士的追杀。,很少有人能逃过这位勇士的追杀。,False,False,很少有人能逃過這位勇士的追殺。,MappedByPattern,,很少有人能逃過這位勇士的追殺。,很少有人能逃過這位勇士的追殺。,hv_historical_ability_fire_03
unit_abilities_tooltip_text_hv_historical_ability_fire_03,Few can escape this warrior's pursuit.,很少有人能逃过这位勇士的追杀。,MappedByPattern,,很少有人能逃过这位勇士的追杀。,很少有人能逃过这位勇士的追杀。,False,False,很少有人能逃過這位勇士的追殺。,MappedByPattern,,很少有人能逃過這位勇士的追殺。,很少有人能逃過這位勇士的追殺。,hv_historical_ability_fire_03
character_skills_localised_name_hv_historical_skill_ability_healer_01,Fleet-footed,疾行,Vanilla,疾行,疾行,疾行,False,True,腳步迅捷,Vanilla,腳步迅捷,腳步迅捷,疾行,hv_historical_ability_healer_01
character_skills_localised_name_hv_historical_skill_ability_metal_02,Fleet-footed,疾行,Vanilla,疾行,疾行,疾行,False,True,腳步迅捷,Vanilla,腳步迅捷,腳步迅捷,疾行,hv_historical_ability_healer_01
character_skills_localised_name_hv_skill_ability_fleet_footed_authority,Fleet-footed,疾行,Vanilla,疾行,疾行,疾行,False,True,腳步迅捷,Vanilla,腳步迅捷,腳步迅捷,疾行,hv_historical_ability_healer_01
character_skills_localised_name_hv_skill_ability_fleet_footed_expertise,Fleet-footed,疾行,Vanilla,疾行,疾行,疾行,False,True,腳步迅捷,Vanilla,腳步迅捷,腳步迅捷,疾行,hv_historical_ability_healer_01
special_ability_phases_onscreen_name_hv_historical_ability_healer_01,Fleet-footed,疾行,Vanilla,疾行,疾行,疾行,False,True,腳步迅捷,Vanilla,腳步迅捷,腳步迅捷,疾行,hv_historical_ability_healer_01
special_ability_phases_onscreen_name_hv_historical_ability_metal_02,Fleet-footed,疾行,Vanilla,疾行,疾行,疾行,False,True,腳步迅捷,Vanilla,腳步迅捷,腳步迅捷,疾行,hv_historical_ability_healer_01
