Key,English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,DiffZhcn,DiffZhtw,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw
dilemmas_localised_description_hv_dilemma_white_tiger_02,"A few days after you and your men began searching the mountains, you come across an incredible sight. The den of a large white tiger and its family. The men are intimidated by its size and implore you to go back. You feel as if the massive tiger is staring at you.",在您与部下开始搜山几天后，您遇到了一个不可思议的景象：一只巨型白虎的巢穴。您的部下被老虎体型吓到，恳求您回去。您感觉好像那只巨大的老虎正在盯着你。,MappedByText,,在您与部下开始搜山几天后，您遇到了一个不可思议的景象：一只巨型白虎的巢穴。您的部下被老虎体型吓到，恳求您回去。您感觉好像那只巨大的老虎正在盯着你。,经过了几天的搜寻后，你偶然发现了一个不可思议的景象：一只巨型白虎与它的巢穴。你的部下被老虎的体型吓到，恳求你回去。你感觉那只巨大的老虎似乎正在盯着你。,True,True,在您與部下開始搜山幾天後，您遇到了一個不可思議的景象：一隻巨型白虎的巢穴。您的部下被老虎體型嚇到，懇求您回去。您感覺好像那隻巨大的老虎正在盯著你。,MappedByText,,在您與部下開始搜山幾天後，您遇到了一個不可思議的景象：一隻巨型白虎的巢穴。您的部下被老虎體型嚇到，懇求您回去。您感覺好像那隻巨大的老虎正在盯著你。,經過了幾天的搜尋後，你偶然發現了一個不可思議的景象：一隻巨型白虎與它的巢穴。你的部下被老虎的體型嚇到，懇求你回去。你感覺那隻巨大的老虎似乎正在盯着你。
dilemmas_localised_title_3k_mtu_leader_concubine_lady_du_dilemma,"The Natural Beauty, Lady Du",沛王太妃，杜氏,Leiwai,,,忌害美妇\\n，刘氏,True,True,沛王太妃，杜氏,Leiwai,,,忌害美婦\\n，劉氏
dilemmas_localised_title_hv_dilemma_empire_rules,"A New Era, A New Ruler.",新时代，新主公。,MappedByText,,新时代，新主公。,改朝换代,True,True,新時代，新主公。,MappedByText,,新時代，新主公。,改朝換代
dilemmas_localised_title_hv_dilemma_northern_army_intro,Army of the Great Banner,集兵练卒,MappedByText,,集兵练卒,问鼎天下,True,True,集兵練卒,MappedByText,,集兵練卒,問鼎天下
dilemmas_localised_title_hv_dilemma_white_tiger_01,Rumors about a monster,怪兽传言,MappedByText,,怪兽传言,巨兽传闻,True,True,怪獸傳言,MappedByText,,怪獸傳言,巨獸傳聞
effect_bundles_localised_description_hv_effect_bundle_coin_confuse_1,The markets have been thrown into chaos as townsfolk and merchants scramble to adopt the new currency.,由于镇民和商人争相采用新货币，市场已陷入混乱。,MappedByText,,由于镇民和商人争相采用新货币，市场已陷入混乱。,由于镇民和商人争相采用新货币，市场陷入了混乱。,True,True,由於鎮民和商人正向采用新貨幣，市場已陷入混亂。,MappedByText,,由於鎮民和商人正向采用新貨幣，市場已陷入混亂。,由於鎮民和商人爭相採用新貨幣，市場陷入了混亂。
effect_bundles_localised_description_hv_effect_bundle_coin_confuse_2,The markets have been thrown into chaos as townsfolk and merchants scramble to adopt the new currency.,由于镇民和商人争相采用新货币，市场已陷入混乱。,MappedByText,,由于镇民和商人争相采用新货币，市场已陷入混乱。,由于镇民和商人争相采用新货币，市场陷入了混乱。,True,True,由於鎮民和商人正向采用新貨幣，市場已陷入混亂。,MappedByText,,由於鎮民和商人正向采用新貨幣，市場已陷入混亂。,由於鎮民和商人爭相採用新貨幣，市場陷入了混亂。
effect_bundles_localised_description_hv_effect_bundle_coin_confuse_3,The markets have been thrown into chaos as townsfolk and merchants scramble to adopt the new currency.,由于镇民和商人争相采用新货币，市场已陷入混乱。,MappedByText,,由于镇民和商人争相采用新货币，市场已陷入混乱。,由于镇民和商人争相采用新货币，市场陷入了混乱。,True,True,由於鎮民和商人正向采用新貨幣，市場已陷入混亂。,MappedByText,,由於鎮民和商人正向采用新貨幣，市場已陷入混亂。,由於鎮民和商人爭相採用新貨幣，市場陷入了混亂。
effect_bundles_localised_description_hv_effect_bundle_garrison_construction_gongsun_zan,Garrisoned armies will support the administration of the local county.,驻防军队将会支持当地郡县的管理。,MappedByText,,驻防军队将会支持当地郡县的管理。,驻防军队将会帮助当地郡县的管理。,True,True,駐軍會協助縣內行政事宜。,MappedByText,,駐軍會協助縣內行政事宜。,駐防軍隊將會幫助當地郡縣的管理。
effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_gongsun_zan_0,You have barely any influence.,没有多少影响力。,MappedByText,,没有多少影响力。,影响力不足。,True,True,沒有多少影響力。,MappedByText,,沒有多少影響力。,影響力不足。
effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_gongsun_zan_1,A new regime is coming into power.,新政权开始建立。,MappedByText,,新政权开始建立。,新政权开始实施。,True,True,新政權開始建立。,MappedByText,,新政權開始建立。,新政權開始實施。
effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_gongsun_zan_2,You rule your domain with military efficiency.,以军队的效率治理领地。,MappedByText,,以军队的效率治理领地。,军事级别的治理。,True,True,以軍隊的效率治理領地。,MappedByText,,以軍隊的效率治理領地。,軍事級別的治理。
effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ma_teng_1,We're barely keeping our cavalry supplied. ,勉强能供应我们的骑兵。,MappedByText,,勉强能供应我们的骑兵。,现有的马匹勉强能供应我们的骑兵部队。,True,True,勉强能供應我們的騎兵。,MappedByText,,勉强能供應我們的騎兵。,現有的馬匹勉強能供應我們的騎兵部隊。
effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ma_teng_2,There's a sufficient number of horses.,有足够多的马匹。,MappedByText,,有足够多的马匹。,现有的马匹足以维持一支可观的骑兵部队。,True,True,有足夠多的馬匹。,MappedByText,,有足夠多的馬匹。,現有的馬匹足以維持一支可觀的騎兵部隊。
effect_bundles_localised_description_hv_effect_bundle_pooled_reosource_ma_teng_3,There's no shortage of good horses.,不缺好馬。,MappedByText,,不缺好馬。,好马的数量十分充足。,True,True,不缺好马。,MappedByText,,不缺好马。,好馬的數量十分充足。
effect_bundles_localised_description_hv_script_effect_bundle_white_tiger_cap,Powerful white tigers are with us. ,强大的白虎与我们同在。,MappedByText,,强大的白虎与我们同在。,强大的江东白虎与我们同在。,True,True,强大的白虎與我們同在。,MappedByText,,强大的白虎與我們同在。,強大的江東白虎與我們同在。
effect_bundles_localised_description_hv_script_effect_bundle_yuan_northern,Unlocks elite Northern Army Captain Retinues,解锁精锐北军伯长随从,MappedByText,,解锁精锐北军校尉随从,解锁精锐北军校尉随从,True,False,解鎖精銳北軍校尉隨從,MappedByText,,解鎖精銳北軍校尉隨從,解鎖精銳北軍校尉隨從
effect_bundles_localised_title_3k_mtu_effect_bundle_inc_public_order_5,Kindness,亲善,Vanilla,亲善,,仁德,True,True,慈悲為懷,Vanilla,慈悲為懷,,仁德
effect_bundles_localised_title_3k_mtu_effect_bundle_inc_public_order_6,Patience,耐心,Vanilla,耐心,,稳重,True,True,富有耐心,Vanilla,富有耐心,,穩重
effect_bundles_localised_title_hv_effect_bundle_coin_confuse_1,Economic and social upheaval casued by the minting of a new coin.,铸造新币引起了经济和社会的动荡。,MappedByText,,铸造新币引起了经济和社会的动荡。,铸造新币引起了经济和社会上的动荡。,True,True,鑄造新幣引起了經濟和社會的動蕩。,MappedByText,,鑄造新幣引起了經濟和社會的動蕩。,鑄造新幣引起了經濟和社會上的動盪。
effect_bundles_localised_title_hv_effect_bundle_coin_confuse_2,Economic and social upheaval casued by the minting of a new coin.,铸造新币引起了经济和社会的动荡。,MappedByText,,铸造新币引起了经济和社会的动荡。,铸造新币引起了经济和社会上的动荡。,True,True,鑄造新幣引起了經濟和社會的動蕩。,MappedByText,,鑄造新幣引起了經濟和社會的動蕩。,鑄造新幣引起了經濟和社會上的動盪。
effect_bundles_localised_title_hv_effect_bundle_coin_confuse_3,Economic and social upheaval casued by the minting of a new coin.,铸造新币引起了经济和社会的动荡。,MappedByText,,铸造新币引起了经济和社会的动荡。,铸造新币引起了经济和社会上的动荡。,True,True,鑄造新幣引起了經濟和社會的動蕩。,MappedByText,,鑄造新幣引起了經濟和社會的動蕩。,鑄造新幣引起了經濟和社會上的動盪。
effect_bundles_localised_title_hv_effect_bundle_danyang_army_region,Home region of the Danyang army,丹阳军起源地,MappedByText,,丹阳军起源地,丹阳兵起源地,True,True,丹陽軍起源地,MappedByText,,丹陽軍起源地,丹陽兵起源地
effect_bundles_localised_title_hv_effect_bundle_jingchou_army_region,Home region of the Jingchu army,荆楚军起源地,MappedByText,,荆楚军起源地,荆楚兵起源地,True,True,荊楚軍起源地,MappedByText,,荊楚軍起源地,荊楚兵起源地
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ma_teng_0,Horse Breeding: Inadequate,养马：不足,MappedByText,,养马：不足,骏马：不足,True,True,養馬：不足,MappedByText,,養馬：不足,駿馬：不足
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ma_teng_1,Horse Breeding: Ordinary,养马：普通,MappedByText,,养马：普通,骏马：普通,True,True,養馬：普通,MappedByText,,養馬：普通,駿馬：普通
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ma_teng_2,Horse Breeding: Sufficient,养马：有余,MappedByText,,养马：有余,骏马：有余,True,True,養馬：有餘,MappedByText,,養馬：有餘,駿馬：有餘
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ma_teng_3,Horse Breeding: Abundant,养马：充裕,MappedByText,,养马：充裕,骏马：充裕,True,True,養馬：充裕,MappedByText,,養馬：充裕,駿馬：充裕
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_ma_teng_4,Horse Breeding: Heavenly,养马：天助,MappedByText,,养马：天助,骏马：天助,True,True,養馬：天助,MappedByText,,養馬：天助,駿馬：天助
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_zhang_yan_0,Black Mountain: Scattered,黑山：四散而逃,MappedByText,,黑山：四散而逃,凝聚：四散而逃,True,True,黑山：四散而逃,MappedByText,,黑山：四散而逃,凝聚：四散而逃
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_zhang_yan_1,Black Mountain: Few,黑山：量小力微,MappedByText,,黑山：量小力微,凝聚：量小力微,True,True,黑山：量小力微,MappedByText,,黑山：量小力微,凝聚：量小力微
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_zhang_yan_2,Black Mountain: Organised,黑山：同心协力,MappedByText,,黑山：同心协力,凝聚：同心协力,True,True,黑山：同心協力,MappedByText,,黑山：同心協力,凝聚：同心協力
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_zhang_yan_3,Black Mountain: Formidable,黑山：望而生畏,MappedByText,,黑山：望而生畏,凝聚：望而生畏,True,True,黑山：望而生畏,MappedByText,,黑山：望而生畏,凝聚：望而生畏
effect_bundles_localised_title_hv_effect_bundle_pooled_reosource_zhang_yan_4,Black Mountain: Overwhelming,黑山：势不可遏,MappedByText,,黑山：势不可遏,凝聚：势不可遏,True,True,黑山：勢不可遏,MappedByText,,黑山：勢不可遏,凝聚：勢不可遏
effect_bundles_localised_title_hv_frontend_leader_liu_chong_specialisation,Fortitude / Trophy Cabinet,坚韧度 / 战利品宝库,MappedByText,,坚韧度 / 战利品宝库,坚韧 / 战利品宝库,True,True,堅韌度 / 戰利品櫃,MappedByText,,堅韌度 / 戰利品櫃,堅韌 / 戰利品寶庫
effect_bundles_localised_title_hv_frontend_leader_ma_teng_specialisation,Horse Breeding / Foraging & Supplies,养马 / 自行觅食与补给,MappedByText,,养马 / 自行觅食与补给,骏马 / 自行觅食与补给,True,True,養馬 / 自行覓食與補給,MappedByText,,養馬 / 自行覓食與補給,駿馬 / 自行覓食與補給
effect_bundles_localised_title_hv_frontend_leader_zhang_yan_specialisation,Black Mountain / Opportunistic Alignment,黑山/趋利之盟,MappedByText,,黑山/趋利之盟,凝聚/趋利之盟,True,True,黑山 / 趨利之盟,MappedByText,,黑山 / 趨利之盟,凝聚/趨利之盟
effect_bundles_localised_title_hv_script_effect_bundle_white_tiger_cap,Training White Tigers,训练白虎,MappedByText,,训练白虎,白虎援兵,True,True,訓練白虎,MappedByText,,訓練白虎,白虎援兵
effects_description_3k_dlc05_frontend_description_specialisation_white_tiger_yan_4,Yan Baihu can recruit generic [[b]]Han units[[/b]] with Bandit Network.,严白虎可通过匪盗网招募普通[[b]]汉兵种部队[[/b]]。,MappedByText,,严白虎可通过匪盗网招募普通[[b]]汉兵种单位[[/b]]。,严白虎可通过匪盗网招募普通[[b]]汉兵种单位[[/b]]。,True,True,嚴白虎可通過盜賊人脈招募普通 [[b]]漢軍單位[[/b]]。,MappedByText,,嚴白虎可通過盜賊人脈招募普通 [[b]]漢軍單位[[/b]]。,嚴白虎可通過匪盜網招募普通[[b]]漢兵種單位[[/b]]。
effects_description_3k_main_effect_character_stat_mod_melee_attack,[[b]]%+n%[[/b]] additional melee hit bonus,近战命中加成[[b]]%+n%[[/b]],MappedByPattern,,近战命中加成 [[b]]%+n%[[/b]],近战命中加成 [[b]]%+n%[[/b]],True,True,近戰命中加成[[b]]%+n%[[/b]],MappedByPattern,,近戰命中加成 [[b]]%+n%[[/b]],近戰命中加成 [[b]]%+n%[[/b]]
effects_description_3k_main_effect_enable_projectile_fire_artillery,Enables: Flaming Shot (Trebuchet),可使用：燃烧弹（投石机）,MappedByText,,可使用：燃烧弹（投石机）,可使用：燃烧弹（霹雳车与床弩）,True,True,可使用：燃燒彈（投石機）,MappedByText,,可使用：燃燒彈（投石機）,可使用：燃燒彈（霹靂車與牀弩）
effects_description_3k_main_effect_unit_stats_unit_hit_chance,[[b]]%+n%[[/b]] additional melee hit bonus,近战命中加成[[b]]%+n%[[/b]],MappedByPattern,,近战命中加成 [[b]]%+n%[[/b]],近战命中加成 [[b]]%+n%[[/b]],True,True,近戰命中加成[[b]]%+n%[[/b]],MappedByPattern,,近戰命中加成 [[b]]%+n%[[/b]],近戰命中加成 [[b]]%+n%[[/b]]
effects_description_hv_assignment_effect_dummy_disturbance,Unlocks assignment: Disturbance,解锁任务：扰乱,MappedByPattern,,解锁任务：扰乱,解锁任务：助长骚乱,True,True,解鎖任務：擾亂,MappedByPattern,,解鎖任務：擾亂,解鎖任務：助長騷亂
effects_description_hv_building_effect_liu_bei_unity,[[b]]%+n[[/b]] unity,齐心[[b]]%+n[[/b]],Vanilla,齐心[[b]]%+n[[/b]],齐心 [[b]]%+n[[/b]],齐心 [[b]]%+n[[/b]],True,True,團結度[[b]]%+n[[/b]],Vanilla,團結度[[b]]%+n[[/b]],團結度 [[b]]%+n[[/b]],齊心 [[b]]%+n[[/b]]
effects_description_hv_building_effect_province_mercenary_access,Provides [[b]]Danyang Troop Captain[[/b]] recruitment charges,提供[[b]]丹阳部队伯长[[/b]]招募次数,MappedByText,,提供[[b]]丹阳部队校尉[[/b]]招募次数,提供[[b]]丹阳部队校尉[[/b]]招募次数,True,False,提供[[b]]丹陽部隊校尉[[/b]]招募次數,MappedByText,,提供[[b]]丹陽部隊校尉[[/b]]招募次數,提供[[b]]丹陽部隊校尉[[/b]]招募次數
effects_description_hv_building_effect_replenishment_danyang,[[b]]%+n%[[/b]] replenishment for Danyang units,丹阳部队补员速率[[b]]%+n%[[/b]],MappedByPattern,,丹阳部队补员速率 [[b]]%+n%[[/b]],丹阳部队补员速率 [[b]]%+n%[[/b]],True,True,丹陽單位補員速率[[b]]%+n%[[/b]],MappedByPattern,,丹陽單位補員速率 [[b]]%+n%[[/b]],丹陽部隊補員速率 [[b]]%+n%[[/b]]
effects_description_hv_dummy_effect_white_tiger_warriors_unlock,Unlocks unit for Yan Baihu: {{tr:hv_unit_white_tiger_warriors}},为严白虎解锁部队：{{tr:hv_unit_white_tiger_warriors}},MappedByText,,为严白虎解锁单位：{{tr:hv_unit_white_tiger_warriors}},为严白虎解锁单位：{{tr:hv_unit_white_tiger_warriors}},True,True,為嚴白虎解鎖單位：{{tr:hv_unit_white_tiger_warriors}},MappedByText,,為嚴白虎解鎖單位：{{tr:hv_unit_white_tiger_warriors}},爲嚴白虎解鎖單位：{{tr:hv_unit_white_tiger_warriors}}
effects_description_hv_effect_army_stockpiles,[[b]]%+n[[/b]] reserves ,储备[[b]]%+n[[/b]] ,Vanilla,储备[[b]]%+n[[/b]] ,储备 [[b]]%+n[[/b]],储备 [[b]]%+n[[/b]],True,True,存糧[[b]]%+n[[/b]] ,Vanilla,存糧[[b]]%+n[[/b]] ,儲備 [[b]]%+n[[/b]],儲備 [[b]]%+n[[/b]]
effects_description_hv_effect_black_mountain_charge_bonus_mod,[[b]]%+n%[[/b]] charge bonus for black mountain bandit units,黑山匪徒部队冲锋加成[[b]]%+n%[[/b]],MappedByPattern,,黑山匪徒单位冲锋加成 [[b]]%+n%[[/b]],黑山匪徒单位冲锋加成 [[b]]%+n%[[/b]],True,True,黑山匪徒單位衝鋒加成[[b]]%+n%[[/b]],MappedByPattern,,黑山匪徒單位衝鋒加成 [[b]]%+n%[[/b]],黑山匪徒單位衝鋒加成 [[b]]%+n%[[/b]]
effects_description_hv_effect_black_mountain_melee_attack_speed,[[b]]%+n%[[/b]] melee attack rate for black mountain bandit units,黑山匪徒部队近战攻击速率[[b]]%+n%[[/b]],MappedByPattern,,黑山匪徒近战攻击速率 [[b]]%+n%[[/b]],黑山匪徒近战攻击速率 [[b]]%+n%[[/b]],True,True,黑山匪徒單位近戰攻擊速率[[b]]%+n%[[/b]],MappedByPattern,,黑山匪徒近戰攻擊速率 [[b]]%+n%[[/b]],黑山匪徒近戰攻擊速率 [[b]]%+n%[[/b]]
effects_description_hv_effect_black_mountain_morale,[[b]]%+n[[/b]] morale for black mountain bandit units,黑山匪徒部队士气[[b]]%+n[[/b]],MappedByPattern,,黑山匪徒部队士气 [[b]]%+n[[/b]],黑山匪徒部队士气 [[b]]%+n[[/b]],True,True,黑山匪徒單位士氣[[b]]%+n[[/b]],MappedByPattern,,黑山匪徒單位士氣 [[b]]%+n[[/b]],黑山匪徒部隊士氣 [[b]]%+n[[/b]]
effects_description_hv_effect_black_mountain_replenishment,[[b]]%+n%[[/b]] replenishment for black mountain bandit units,黑山匪徒部队补员速率[[b]]%+n%[[/b]],MappedByPattern,,黑山匪徒部队补员速率 [[b]]%+n%[[/b]],黑山匪徒部队补员速率 [[b]]%+n%[[/b]],True,True,黑山匪徒單位補員速率[[b]]%+n%[[/b]],MappedByPattern,,黑山匪徒單位補員速率 [[b]]%+n%[[/b]],黑山匪徒部隊補員速率 [[b]]%+n%[[/b]]
effects_description_hv_effect_black_mountain_unique_ability,Unlocks special abilities for black mountain bandit units,解锁黑山匪徒部队特殊能力,MappedByText,,解锁黑山匪徒单位特殊能力,解锁黑山匪徒单位独有能力,True,True,解鎖黑山匪徒單位特殊能力,MappedByText,,解鎖黑山匪徒單位特殊能力,解鎖黑山匪徒單位獨有能力
effects_description_hv_effect_black_mountain_upkeep,[[b]]%+n%[[/b]] upkeep for black mountain bandit units,黑山匪徒部队维持费[[b]]%+n%[[/b]],MappedByPattern,,黑山匪徒部队维持费 [[b]]%+n%[[/b]],黑山匪徒部队维持费 [[b]]%+n%[[/b]],True,True,黑山匪徒單位維持費[[b]]%+n%[[/b]],MappedByPattern,,黑山匪徒單位維持費 [[b]]%+n%[[/b]],黑山匪徒部隊維持費 [[b]]%+n%[[/b]]
effects_description_hv_effect_dan_yang_charge_bonus,[[b]]%+n[[/b]] charge bonus for Danyang units,丹阳部队冲锋加成[[b]]%+n[[/b]],MappedByPattern,,丹阳冲锋加成 [[b]]%+n[[/b]],丹阳部队冲锋加成 [[b]]%+n[[/b]],True,True,丹陽單位衝鋒加成[[b]]%+n[[/b]],MappedByPattern,,丹陽衝鋒加成 [[b]]%+n[[/b]],丹陽部隊衝鋒加成 [[b]]%+n[[/b]]
effects_description_hv_effect_dan_yang_upkeep,[[b]]%+n%[[/b]] upkeep for Danyang units,丹阳部队维持费[[b]]%+n%[[/b]],MappedByPattern,,丹阳部队维持费 [[b]]%+n%[[/b]],丹阳部队维持费 [[b]]%+n%[[/b]],True,True,丹陽單位維持費[[b]]%+n%[[/b]],MappedByPattern,,丹陽單位維持費 [[b]]%+n%[[/b]],丹陽部隊維持費 [[b]]%+n%[[/b]]
effects_description_hv_effect_dummy_accessory_warning,"Once equipped, this item can't be unequipped until it is destroyed in 20 turns!",装备此饰物后，须等到20回合后才能解除。之后此饰物即会消失。,MappedByText,,装备此饰物后，须等到10回合后才能解除。之后此饰物即会消失。,装备此饰物后，须等到10回合后才能解除。之后此饰物即会消失。,True,True,裝備此飾物後，須等到20回合後才能解除。之後此飾物即會消失。,MappedByText,,裝備此飾物後，須等到20回合後才能解除。之後此飾物即會消失。,裝備此飾物後，須等到10回合後才能解除。之後此飾物即會消失。
effects_description_hv_effect_dummy_danyang_unlock,Unlocks Danyang units [[col:scope_description]](own retinue)[[/col]],解锁丹阳单位[[col:scope_description]]（我方部曲）[[/col]],MappedByPattern,,解锁丹阳部队 [[col:scope_description]]（本部曲）[[/col]],解锁丹阳部队 [[col:scope_description]]（本部曲）[[/col]],True,True,解除丹陽單位的鎖定[[col:scope_description]]（我方部曲）[[/col]],MappedByPattern,,解鎖丹陽單位 [[col:scope_description]]（本部曲）[[/col]],解鎖丹陽部隊 [[col:scope_description]]（本部曲）[[/col]]
effects_description_hv_effect_dummy_ironfist_army_region,Ironfist Cavalry can be recruited when occupied,占据时可获得铁拳骑兵,MappedByText,,占据时可获得铁拳骑兵,占据时可解锁：铁拳骑兵,True,True,占據時可獲得鐵拳騎兵,MappedByText,,占據時可獲得鐵拳騎兵,佔據時可解鎖：鐵拳騎兵
effects_description_hv_effect_dummy_jingchou_unlock,Unlocks Jingchu units [[col:scope_description]](own retinue)[[/col]],解锁荆楚单位[[col:scope_description]]（我方部曲）[[/col]],MappedByPattern,,解锁荆楚部队 [[col:scope_description]]（本部曲）[[/col]],解锁荆楚部队 [[col:scope_description]]（本部曲）[[/col]],True,True,解除荊楚單位的鎖定[[col:scope_description]]（我方部曲）[[/col]],MappedByPattern,,解鎖荊楚單位 [[col:scope_description]]（本部曲）[[/col]],解鎖荊楚部隊 [[col:scope_description]]（本部曲）[[/col]]
effects_description_hv_effect_dummy_lu_bu_legacy_unlock,Unlocks Enforcer units [[col:scope_description]](own retinue)[[/col]],解锁捕掾队单位[[col:scope_description]]（我方部曲）[[/col]],MappedByPattern,,解锁捕掾队 [[col:scope_description]]（本部曲）[[/col]],解锁捕掾队 [[col:scope_description]]（本部曲）[[/col]],True,True,解除捕掾隊單位的鎖定[[col:scope_description]]（我方部曲）[[/col]],MappedByPattern,,解鎖捕掾隊 [[col:scope_description]]（本部曲）[[/col]],解鎖捕掾隊 [[col:scope_description]]（本部曲）[[/col]]
effects_description_hv_effect_dummy_ma_teng_pooled_resource_recurring_cost,[[b]]%+n[[/b]] horse breeding per turn,每回合养马[[b]]%+n[[/b]],MappedByPattern,,每回合养马 [[b]]%+n[[/b]],每回合骏马 [[b]]%+n[[/b]],True,True,每回合養馬[[b]]%+n[[/b]],MappedByPattern,,每回合養馬 [[b]]%+n[[/b]],每回合駿馬 [[b]]%+n[[/b]]
effects_description_hv_effect_dummy_officer_penalty_alarm,"When unequipped, the upkeep cost of the units unlocked by this follower will increase.",未装备时，该随从解锁的部队的维护费用会增加。,MappedByText,,未装备时，该随从解锁的单位的维护费用会增加。,未装备时，该随从解锁的单位的维护费用会增加。,True,False,未裝備時，該隨從解鎖的單位的維護費用會增加。,MappedByText,,未裝備時，該隨從解鎖的單位的維護費用會增加。,未裝備時，該隨從解鎖的單位的維護費用會增加。
effects_description_hv_effect_dummy_officer_warning,"Once equipped, this item can't be unequipped until it is destroyed in 20 turns!",装备此饰物后，须等到20回合后才能解除。之后此饰物即会消失。,MappedByText,,装备此饰物后，须等到10回合后才能解除。之后此饰物即会消失。,装备此饰物后，须等到10回合后才能解除。之后此饰物即会消失。,True,True,裝備此飾物後，須等到20回合後才能解除。之後此飾物即會消失。,MappedByText,,裝備此飾物後，須等到20回合後才能解除。之後此飾物即會消失。,裝備此飾物後，須等到10回合後才能解除。之後此飾物即會消失。
effects_description_hv_effect_dummy_sogd_unlock,Unlocks Sogd units [[col:scope_description]](own retinue)[[/col]],解锁粟特单位[[col:scope_description]]（我方部曲）[[/col]],MappedByPattern,,解锁粟特部队 [[col:scope_description]]（本部曲）[[/col]],解锁粟特部队 [[col:scope_description]]（本部曲）[[/col]],True,True,解除粟特單位的鎖定[[col:scope_description]]（我方部曲）[[/col]],MappedByPattern,,解鎖粟特單位 [[col:scope_description]]（本部曲）[[/col]],解鎖粟特部隊 [[col:scope_description]]（本部曲）[[/col]]
effects_description_hv_effect_dummy_unlock_duelist_expert_ui,This hero gets a great bonus in duels. ,此英雄在单挑中有强大加成。,MappedByText,,此英雄在单挑中有强大加成。 ,此英雄在单挑中有强大加成。 ,True,True,此英雄在單挑中有强大加成。,MappedByText,,此英雄在單挑中有强大加成。,此英雄在單挑中有強大加成。 
effects_description_hv_effect_dummy_xiliang_army_region,Colonel of the Xiliang Army can be earned when occupied,占据时可获得西凉军伯长,MappedByText,,占据时可获得西凉军校尉,占据时可获得西凉军校尉,True,True,占據時可獲得西涼軍校尉,MappedByText,,占據時可獲得西涼軍校尉,佔據時可獲得西涼軍校尉
effects_description_hv_effect_dummy_yuan_shu_legacy_unlock,"Unlocks Hidden Sankes, Rapid Tigers [[col:scope_description]](own retinue)[[/col]]",解锁隐蛇兵与虎捷军[[col:scope_description]]（我方部曲）[[/col]],MappedByPattern,,解锁隐蛇兵与虎捷军 [[col:scope_description]]（本部曲）[[/col]],解锁隐蛇兵与虎捷军 [[col:scope_description]]（本部曲）[[/col]],True,True,解除隱蛇兵與虎賁軍的鎖定[[col:scope_description]]（我方部曲）[[/col]],MappedByPattern,,解鎖隱蛇兵與虎賁軍 [[col:scope_description]]（本部曲）[[/col]],解鎖隱蛇兵與虎捷軍 [[col:scope_description]]（本部曲）[[/col]]
effects_description_hv_effect_elemental_authority_cavalry_missile_resistance,[[b]]%+n%[[/b]] missile resistance for cavalry,骑兵远程抗性[[b]]%+n%[[/b]],MappedByPattern,,骑兵远程抗性 [[b]]%+n%[[/b]],骑兵远程抗性 [[b]]%+n%[[/b]],True,True,騎兵遠程阻擋[[b]]%+n%[[/b]],MappedByPattern,,騎兵遠程阻擋機率 [[b]]%+n%[[/b]],騎兵遠程抗性 [[b]]%+n%[[/b]]
effects_description_hv_effect_elemental_authority_satisfaction,[[b]]%+n[[/b]] satisfaction for all characters,所有人物满意度[[b]]%+n[[/b]],Vanilla,所有人物满意度[[b]]%+n[[/b]],所有人物满意度 [[b]]%+n[[/b]],所有人物满意度 [[b]]%+n[[/b]],True,True,所有人物滿意度[[b]]%+n[[/b]],Vanilla,所有人物滿意度[[b]]%+n[[/b]],所有人物滿意度 [[b]]%+n[[/b]],所有人物滿意度 [[b]]%+n[[/b]]
effects_description_hv_effect_elemental_characters_experience_bonus,[[b]]%+n%[[/b]] character experience,人物经验[[b]]%+n%[[/b]],Vanilla,人物经验[[b]]%+n%[[/b]],人物经验 [[b]]%+n%[[/b]],人物经验 [[b]]%+n%[[/b]],True,True,人物經驗[[b]]%+n%[[/b]],Vanilla,人物經驗[[b]]%+n%[[/b]],人物經驗 [[b]]%+n%[[/b]],人物經驗 [[b]]%+n%[[/b]]
effects_description_hv_effect_elemental_cunning_ranged_ammo,[[b]]%+n%[[/b]] ammunition for ranged units,远程部队箭矢[[b]]%+n%[[/b]],Vanilla,远程部队箭矢[[b]]%+n%[[/b]],远程箭矢量 [[b]]%+n%[[/b]],远程箭矢量 [[b]]%+n%[[/b]],True,True,遠程單位矢石量[[b]]%+n%[[/b]],Vanilla,遠程單位矢石量[[b]]%+n%[[/b]],遠程矢石量 [[b]]%+n%[[/b]],遠程箭矢量 [[b]]%+n%[[/b]]
