,Key,Short Key,Text,Tooltip
684,unit_ability_types_onscreen_name_hv_ability_distant_courage,,被动增益,True
685,character_skills_localised_description_hv_skill_ability_order_of_tyrant,,傲慢即信心所在,True
686,character_skills_localised_name_hv_skill_ability_order_of_tyrant,,棈神抖擞,True
687,effects_description_hv_effect_unlock_order_of_tyrant,,技能：棈神抖擞,True
688,special_ability_phases_onscreen_name_hv_ability_order_of_tyrant,,棈神抖擞,True
689,unit_abilities_onscreen_name_hv_ability_order_of_tyrant,,棈神抖擞,True
690,unit_abilities_tooltip_text_hv_ability_order_of_tyrant,,傲慢即信心所在,True
691,unit_ability_types_localised_description_hv_ability_order_of_tyrant,,棈神抖擞,True
692,unit_ability_types_onscreen_name_hv_ability_order_of_tyrant,,被动增益,True
693,character_skills_localised_description_hv_skill_ability_cruel_lord,,命令不易实行但也不可不从。,True
694,character_skills_localised_name_hv_skill_ability_cruel_lord,,酷令,True
695,effects_description_hv_effect_unlock_cruel_lord,,技能：酷令,True
696,special_ability_phases_onscreen_name_hv_ability_cruel_lord_1,,酷令,True
697,special_ability_phases_onscreen_name_hv_ability_cruel_lord_2,,酷令 (疲劳),True
698,unit_abilities_onscreen_name_hv_ability_cruel_lord,,酷令,True
699,unit_abilities_tooltip_text_hv_ability_cruel_lord,,命令不易实行但也不可不从。,True
700,unit_ability_types_localised_description_hv_ability_cruel_lord,,酷令,True
701,unit_ability_types_onscreen_name_hv_ability_cruel_lord,,主动增益,True
702,character_skills_localised_description_hv_skill_ability_defence_mastery,,组成无隙可乘的防御阵行。,True
703,character_skills_localised_name_hv_skill_ability_defence_mastery,,山阵,True
704,effects_description_hv_effect_unlock_defence_mastery,,技能：山阵,True
705,special_ability_phases_onscreen_name_hv_ability_defence_mastery,,山阵,True
706,unit_abilities_onscreen_name_hv_ability_defence_mastery,,山阵,True
707,unit_abilities_tooltip_text_hv_ability_defence_mastery,,组成无隙可乘的防御阵行。,True
708,unit_ability_types_localised_description_hv_ability_defence_mastery,,山阵,True
709,unit_ability_types_onscreen_name_hv_ability_defence_mastery,,主动增益,True
710,character_skills_localised_description_hv_skill_ability_show_of_force,,远程范围目标减益降低敌对单位士气。,True
711,character_skills_localised_name_hv_skill_ability_show_of_force,,耀武,True
712,effects_description_hv_effect_unlock_show_of_force,,技能：耀武,True
713,special_ability_phases_onscreen_name_hv_ability_show_of_force,,耀武,True
714,unit_abilities_onscreen_name_hv_ability_show_of_force,,耀武,True
715,unit_abilities_tooltip_text_hv_ability_show_of_force,,远程范围目标减益降低敌对单位士气。,True
716,unit_ability_types_localised_description_hv_ability_show_of_force,,耀武,True
717,unit_ability_types_onscreen_name_hv_ability_show_of_force,,远程攻击,True
718,character_skills_localised_description_hv_skill_ability_nature_s_ally,,敬爱森林者，森林将为其提供据点与前路,True
719,character_skills_localised_name_hv_skill_ability_nature_s_ally,,天侣,True
720,effects_description_hv_effect_unlock_nature_s_ally,,技能：天侣,True
721,special_ability_phases_onscreen_name_hv_ability_nature_s_ally,,天侣,True
722,unit_abilities_onscreen_name_hv_ability_nature_s_ally,,天侣,True
723,unit_abilities_tooltip_text_hv_ability_nature_s_ally,,敬爱森林者，森林将为其提供据点与前路,True
724,unit_ability_types_localised_description_hv_ability_nature_s_ally,,天侣,True
725,unit_ability_types_onscreen_name_hv_ability_nature_s_ally,,被动增益,True
726,character_skills_localised_description_hv_skill_ability_the_weight_on_the_shoulders,,总有人要付诸行动，就算没有人愿意处理。,True
727,character_skills_localised_name_hv_skill_ability_the_weight_on_the_shoulders,,身负重担,True
728,effects_description_hv_effect_unlock_the_weight_on_the_shoulders,,技能：身负重担,True
729,special_ability_phases_onscreen_name_hv_ability_the_weight_on_the_shoulders,,身负重担,True
730,unit_abilities_onscreen_name_hv_ability_the_weight_on_the_shoulders,,身负重担,True
731,unit_abilities_tooltip_text_hv_ability_the_weight_on_the_shoulders,,总有人要付诸行动，就算没有人愿意处理。,True
732,unit_ability_types_localised_description_hv_ability_the_weight_on_the_shoulders,,身负重担,True
733,unit_ability_types_onscreen_name_hv_ability_the_weight_on_the_shoulders,,被动增益,True
734,character_skills_localised_description_hv_skill_ability_burn_their_bridge,,兵士将会尽其所能图其存亡。,True
735,character_skills_localised_name_hv_skill_ability_burn_their_bridge,,拆桥,True
736,effects_description_hv_effect_unlock_burn_their_bridge,,技能：拆桥,True
737,special_ability_phases_onscreen_name_hv_ability_burn_their_bridge,,拆桥,True
738,unit_abilities_onscreen_name_hv_ability_burn_their_bridge,,拆桥,True
739,unit_abilities_tooltip_text_hv_ability_burn_their_bridge,,兵士将会尽其所能图其存亡。,True
740,unit_ability_types_localised_description_hv_ability_burn_their_bridge,,被动增益,True
741,unit_ability_types_onscreen_name_hv_ability_burn_their_bridge,,被动增益,True
742,character_skills_localised_description_hv_skill_ability_stone_bulwark,,大地的坚甲会弹开箭矢，令其无法造成伤害,True
743,character_skills_localised_name_hv_skill_ability_stone_bulwark,,磐石,True
744,effects_description_hv_effect_unlock_stone_bulwark,,技能：磐石,True
745,special_ability_phases_onscreen_name_hv_ability_stone_bulwark,,磐石,True
746,unit_abilities_onscreen_name_hv_ability_stone_bulwark,,磐石,True
747,unit_abilities_tooltip_text_hv_ability_stone_bulwark,,大地的坚甲会弹开箭矢，令其无法造成伤害,True
748,unit_ability_types_localised_description_hv_ability_stone_bulwark,,磐石,True
749,unit_ability_types_onscreen_name_hv_ability_stone_bulwark,,主动增益,True
750,character_skills_localised_description_hv_skill_ability_unyielding_earth,,大自然以自身的力量为勇士提供了一道盾牌,True
751,character_skills_localised_name_hv_skill_ability_unyielding_earth,,坚土,True
752,effects_description_hv_effect_unlock_unyielding_earth,,技能：坚土,True
753,special_ability_phases_onscreen_name_hv_ability_unyielding_earth,,坚土,True
754,unit_abilities_onscreen_name_hv_ability_unyielding_earth,,坚土,True
755,unit_abilities_tooltip_text_hv_ability_unyielding_earth,,大自然以自身的力量为勇士提供了一道盾牌,True
756,unit_ability_types_localised_description_hv_ability_unyielding_earth,,坚土,True
757,unit_ability_types_onscreen_name_hv_ability_unyielding_earth,,主动增益,True
758,character_skills_localised_description_hv_skill_ability_storm_of_swords,,这是场冲突。,True
759,character_skills_localised_name_hv_skill_ability_storm_of_swords,,剑风暴,True
760,effects_description_hv_effect_unlock_storm_of_swords,,技能：剑风暴,True
761,special_ability_phases_onscreen_name_hv_ability_storm_of_swords_1,,剑风暴,True
762,special_ability_phases_onscreen_name_hv_ability_storm_of_swords_2,,剑风暴 (疲劳),True
763,unit_abilities_onscreen_name_hv_ability_storm_of_swords,,剑风暴,True
764,unit_abilities_tooltip_text_hv_ability_storm_of_swords,,这是场冲突。,True
765,unit_ability_types_localised_description_hv_ability_storm_of_swords,,剑风暴,True
766,unit_ability_types_onscreen_name_hv_ability_storm_of_swords,,主动增益,True
767,character_skills_localised_description_hv_skill_ability_mission,,虽使部队犯险，但乃要紧任务。,True
768,character_skills_localised_name_hv_skill_ability_mission,,强袭任务,True
769,effects_description_hv_effect_unlock_mission,,技能：强袭任务,True
770,special_ability_phases_onscreen_name_hv_ability_mission,,强袭任务,True
771,unit_abilities_onscreen_name_hv_ability_mission,,强袭任务,True
772,unit_abilities_tooltip_text_hv_ability_mission,,虽使部队犯险，但乃要紧任务。,True
773,unit_ability_types_localised_description_hv_ability_mission,,强袭任务,True
774,unit_ability_types_onscreen_name_hv_ability_mission,,主动增益,True
775,character_skills_localised_description_hv_skill_ability_lead_the_way,,为将者率先士卒，其兵士行动莫不迟疑。,True
776,character_skills_localised_name_hv_skill_ability_lead_the_way,,开道,True
777,effects_description_hv_effect_unlock_lead_the_way,,技能：开道,True
778,special_ability_phases_onscreen_name_hv_ability_lead_the_way,,开道,True
779,unit_abilities_onscreen_name_hv_ability_lead_the_way,,开道,True
780,unit_abilities_tooltip_text_hv_ability_lead_the_way,,为将者率先士卒，其兵士行动莫不迟疑。,True
781,unit_ability_types_localised_description_hv_ability_lead_the_way,,开道,True
782,unit_ability_types_onscreen_name_hv_ability_lead_the_way,,被动增益,True
783,character_skills_localised_description_hv_skill_ability_guide,,振奋兵士，如他们可承受。,True
784,character_skills_localised_name_hv_skill_ability_guide,,训话,True
785,effects_description_hv_effect_unlock_guide,,技能：训话,True
786,special_ability_phases_onscreen_name_hv_ability_guide,,训话,True
787,unit_abilities_onscreen_name_hv_ability_guide,,训话,True
788,unit_abilities_tooltip_text_hv_ability_guide,,振奋兵士，如他们可承受。,True
789,unit_ability_types_localised_description_hv_ability_guide,,训话,True
790,unit_ability_types_onscreen_name_hv_ability_guide,,被动增益,True
791,character_skills_localised_description_hv_skill_ability_mark_target,,选定目标集中射击。,True
792,character_skills_localised_name_hv_skill_ability_mark_target,,瞄定,True
793,effects_description_hv_effect_unlock_mark_target,,技能：瞄定,True
794,special_ability_phases_onscreen_name_hv_ability_mark_target,,瞄定,True
795,unit_abilities_onscreen_name_hv_ability_mark_target,,瞄定,True
796,unit_abilities_tooltip_text_hv_ability_mark_target,,选定目标集中射击。,True
797,unit_ability_types_localised_description_hv_ability_mark_target,,瞄定,True
798,unit_ability_types_onscreen_name_hv_ability_mark_target,,主动减益,True
799,character_skills_localised_description_hv_skill_ability_flower_of_battlefield_cunning,,此处不宜美人久留。,True
800,character_skills_localised_name_hv_skill_ability_flower_of_battlefield_cunning,,战场之花,True
801,character_skills_localised_description_hv_skill_ability_storm_of_swords_expertise,,这是场冲突。,True
802,character_skills_localised_name_hv_skill_ability_storm_of_swords_expertise,,剑风暴,True
803,character_skills_localised_description_hv_skill_ability_mark_target_cunning,,选定目标集中射击。,True
804,character_skills_localised_name_hv_skill_ability_mark_target_cunning,,瞄定,True
805,character_skills_localised_description_hv_skill_ability_royal_blood_resolve,,如果以弓箭射伤此人，弓箭手将遭受全中国的谴责。,True
806,character_skills_localised_name_hv_skill_ability_royal_blood_resolve,,皇室贵胄,True
807,character_skills_localised_description_hv_skill_ability_royal_blood_instinct,,如果以弓箭射伤此人，弓箭手将遭受全中国的谴责。,True
808,character_skills_localised_name_hv_skill_ability_royal_blood_instinct,,皇室贵胄,True
809,character_skills_localised_description_hv_skill_ability_royal_blood_expertise,,如果以弓箭射伤此人，弓箭手将遭受全中国的谴责。,True
810,character_skills_localised_name_hv_skill_ability_royal_blood_expertise,,皇室贵胄,True
811,character_skills_localised_description_hv_skill_ability_royal_blood_cunning,,如果以弓箭射伤此人，弓箭手将遭受全中国的谴责。,True
812,character_skills_localised_name_hv_skill_ability_royal_blood_cunning,,皇室贵胄,True
813,character_skills_localised_description_hv_skill_ability_order_of_tyrant_instinct,,傲慢即信心所在,True
814,character_skills_localised_name_hv_skill_ability_order_of_tyrant_instinct,,棈神抖擞,True
815,character_skills_localised_description_hv_skill_ability_lead_the_way_instinct,,为将者率先士卒，其兵士行动莫不迟疑。,True
816,character_skills_localised_name_hv_skill_ability_lead_the_way_instinct,,开道,True
817,character_skills_localised_description_hv_skill_ability_rage_of_lu_bu,,画戟猛烈地横扫，打击吕布周围的所有敌人,True
818,character_skills_localised_name_hv_skill_ability_rage_of_lu_bu,,人中吕布,True
819,effects_description_hv_effect_unlock_rage_of_lu_bu,,技能：人中吕布,True
820,special_ability_phases_onscreen_name_hv_ability_rage_of_lu_bu,,人中吕布,True
821,unit_abilities_onscreen_name_hv_ability_rage_of_lu_bu,,人中吕布,True
822,unit_abilities_tooltip_text_hv_ability_rage_of_lu_bu,,画戟猛烈地横扫，打击吕布周围的所有敌人,True
823,unit_ability_types_localised_description_hv_ability_rage_of_lu_bu,,人中吕布,True
824,unit_ability_types_onscreen_name_hv_ability_rage_of_lu_bu,,近战杀伤,True
825,character_skills_localised_description_hv_skill_ability_smouldering_fury,,敌人越多，吕布就会越强大！,True
826,character_skills_localised_name_hv_skill_ability_smouldering_fury,,愤懑,True
827,effects_description_hv_effect_unlock_smouldering_fury,,技能：愤懑,True
828,special_ability_phases_onscreen_name_hv_ability_smouldering_fury_1,,愤懑,True
829,special_ability_phases_onscreen_name_hv_ability_smouldering_fury_2,,愤懑,True
830,special_ability_phases_onscreen_name_hv_ability_smouldering_fury_3,,愤懑,True
831,special_ability_phases_onscreen_name_hv_ability_smouldering_fury_4,,愤懑,True
832,special_ability_phases_onscreen_name_hv_ability_smouldering_fury_5,,愤懑,True
833,unit_abilities_onscreen_name_hv_ability_smouldering_fury,,愤懑,True
834,unit_abilities_tooltip_text_hv_ability_smouldering_fury,,敌人越多，吕布就会越强大！,True
835,unit_ability_types_localised_description_hv_ability_smouldering_fury,,愤懑,True
836,unit_ability_types_onscreen_name_hv_ability_smouldering_fury,,被动增益,True
837,character_skills_localised_description_hv_skill_ability_the_dragon_s_gaze,,吕布的狂怒凝视，足以让所有人都畏缩不前！,True
838,character_skills_localised_name_hv_skill_ability_the_dragon_s_gaze,,龙视,True
839,effects_description_hv_effect_unlock_the_dragon_s_gaze,,技能：龙视,True
840,special_ability_phases_onscreen_name_hv_ability_the_dragon_s_gaze,,龙视,True
841,unit_abilities_onscreen_name_hv_ability_the_dragon_s_gaze,,龙视,True
842,unit_abilities_tooltip_text_hv_ability_the_dragon_s_gaze,,吕布的狂怒凝视，足以让所有人都畏缩不前！,True
843,unit_ability_types_localised_description_hv_ability_the_dragon_s_gaze,,龙视,True
844,unit_ability_types_onscreen_name_hv_ability_the_dragon_s_gaze,,主动减益,True
845,character_skills_localised_description_hv_skill_ability_reign_of_terror,,暴君震怒，属下瑟瑟发抖,True
846,character_skills_localised_name_hv_skill_ability_reign_of_terror,,怖惧,True
847,effects_description_hv_effect_unlock_reign_of_terror,,技能：怖惧,True
848,special_ability_phases_onscreen_name_hv_ability_reign_of_terror,,怖惧,True
849,unit_abilities_onscreen_name_hv_ability_reign_of_terror,,怖惧,True
850,unit_abilities_tooltip_text_hv_ability_reign_of_terror,,暴君震怒，属下瑟瑟发抖,True
851,unit_ability_types_localised_description_hv_ability_reign_of_terror,,怖惧,True
852,unit_ability_types_onscreen_name_hv_ability_reign_of_terror,,被动增益,True
853,character_skills_localised_description_hv_skill_ability_dong_command,,严苛高压的命令。,True
854,character_skills_localised_name_hv_skill_ability_dong_command,,董卓之令,True
855,effects_description_hv_effect_unlock_dong_command,,技能：董卓之令,True
856,special_ability_phases_onscreen_name_hv_ability_dong_command_1,,董卓之令,True
857,special_ability_phases_onscreen_name_hv_ability_dong_command_2,,董卓之令,True
858,unit_abilities_onscreen_name_hv_ability_dong_command,,董卓之令,True
859,unit_abilities_tooltip_text_hv_ability_dong_command,,严苛高压的命令。,True
860,unit_ability_types_localised_description_hv_ability_dong_command,,董卓之令,True
861,unit_ability_types_onscreen_name_hv_ability_dong_command,,主动增益,True
862,character_skills_localised_description_hv_skill_ability_blade_breaker,,望着刀刃徒劳地划过铠甲，暴君不禁朗声大笑,True
863,character_skills_localised_name_hv_skill_ability_blade_breaker,,断刃,True
864,effects_description_hv_effect_unlock_blade_breaker,,技能：断刃,True
865,special_ability_phases_onscreen_name_hv_ability_blade_breaker,,断刃,True
866,unit_abilities_onscreen_name_hv_ability_blade_breaker,,断刃,True
867,unit_abilities_tooltip_text_hv_ability_blade_breaker,,望着刀刃徒劳地划过铠甲，暴君不禁朗声大笑,True
868,unit_ability_types_localised_description_hv_ability_blade_breaker,,断刃,True
869,unit_ability_types_onscreen_name_hv_ability_blade_breaker,,被动增益,True
870,character_skills_localised_description_hv_skill_ability_blood_fury,,孙策的力量增强，同时其自控力也在减弱…,True
871,character_skills_localised_name_hv_skill_ability_blood_fury,,血怒,True
872,effects_description_hv_effect_unlock_blood_fury,,技能：血怒,True
873,special_ability_phases_onscreen_name_hv_ability_blood_fury,,血怒,True
874,unit_abilities_onscreen_name_hv_ability_blood_fury,,血怒,True
875,unit_abilities_tooltip_text_hv_ability_blood_fury,,孙策的力量增强，同时其自控力也在减弱…,True
876,unit_ability_types_localised_description_hv_ability_blood_fury,,血怒,True
877,unit_ability_types_onscreen_name_hv_ability_blood_fury,,被动增益,True
878,character_skills_localised_description_hv_skill_ability_devastating_roar,,以愤怒的怒吼压制敌人士气！,True
879,character_skills_localised_name_hv_skill_ability_devastating_roar,,狂号,True
880,effects_description_hv_effect_unlock_devastating_roar,,技能：狂号,True
881,special_ability_phases_onscreen_name_hv_ability_devastating_roar,,狂号,True
882,unit_abilities_onscreen_name_hv_ability_devastating_roar,,狂号,True
883,unit_abilities_tooltip_text_hv_ability_devastating_roar,,以愤怒的怒吼压制敌人士气！,True
884,unit_ability_types_localised_description_hv_ability_devastating_roar,,狂号,True
885,unit_ability_types_onscreen_name_hv_ability_devastating_roar,,主动减益,True
886,character_skills_localised_description_hv_skill_ability_heart_seeker,,孙仁仅需一击便可致敌于死地,True
887,character_skills_localised_name_hv_skill_ability_heart_seeker,,觅心,True
888,effects_description_hv_effect_unlock_heart_seeker,,技能：觅心,True
889,special_ability_phases_onscreen_name_hv_ability_heart_seeker,,觅心,True
890,unit_abilities_onscreen_name_hv_ability_heart_seeker,,觅心,True
891,unit_abilities_tooltip_text_hv_ability_heart_seeker,,孙仁仅需一击便可致敌于死地,True
892,unit_ability_types_localised_description_hv_ability_heart_seeker,,觅心,True
893,unit_ability_types_onscreen_name_hv_ability_heart_seeker,,远程杀伤,True
894,character_skills_localised_description_hv_skill_ability_sundering_strike,,张飞奋力一击，敌军防御土崩瓦解,True
895,character_skills_localised_name_hv_skill_ability_sundering_strike,,裂斩,True
896,effects_description_hv_effect_unlock_sundering_strike,,技能：,True
897,special_ability_phases_onscreen_name_hv_ability_sundering_strike,,裂斩,True
898,unit_abilities_onscreen_name_hv_ability_sundering_strike,,裂斩,True
899,unit_abilities_tooltip_text_hv_ability_sundering_strike,,张飞奋力一击，敌军防御土崩瓦解,True
900,unit_ability_types_localised_description_hv_ability_sundering_strike,,裂斩,True
901,unit_ability_types_onscreen_name_hv_ability_sundering_strike,,远程杀伤,True
902,character_skills_localised_description_hv_skill_ability_blazing_roar,,张飞仰天怒吼，敌军士气溃散！,True
903,character_skills_localised_name_hv_skill_ability_blazing_roar,,怒吼,True
904,effects_description_hv_effect_unlock_blazing_roar,,技能：怒吼,True
905,special_ability_phases_onscreen_name_hv_ability_blazing_roar,,怒吼,True
906,unit_abilities_onscreen_name_hv_ability_blazing_roar,,怒吼,True
907,unit_abilities_tooltip_text_hv_ability_blazing_roar,,张飞仰天怒吼，敌军士气溃散！,True
908,unit_ability_types_localised_description_hv_ability_blazing_roar,,怒吼,True
909,unit_ability_types_onscreen_name_hv_ability_blazing_roar,,主动减益,True
910,character_skills_localised_description_hv_skill_ability_internal_blaze,,马超心中烈火化作无穷暴怒，奋勇冲锋不能自己！,True
911,character_skills_localised_name_hv_skill_ability_internal_blaze,,心火,True
912,effects_description_hv_effect_unlock_internal_blaze,,技能：心火,True
913,special_ability_phases_onscreen_name_hv_ability_internal_blaze,,心火,True
914,unit_abilities_onscreen_name_hv_ability_internal_blaze,,心火,True
915,unit_abilities_tooltip_text_hv_ability_internal_blaze,,马超心中烈火化作无穷暴怒，奋勇冲锋不能自己！,True
916,unit_ability_types_localised_description_hv_ability_internal_blaze,,心火,True
917,unit_ability_types_onscreen_name_hv_ability_internal_blaze,,被动增益,True
918,character_skills_localised_description_hv_skill_ability_blazing_saddles,,强大力量的冲击，会消耗夏侯渊的注意力,True
919,character_skills_localised_name_hv_skill_ability_blazing_saddles,,绝尘,True
920,effects_description_hv_effect_unlock_blazing_saddles,,技能：绝尘,True
921,special_ability_phases_onscreen_name_hv_ability_blazing_saddles,,绝尘,True
922,unit_abilities_onscreen_name_hv_ability_blazing_saddles,,绝尘,True
923,unit_abilities_tooltip_text_hv_ability_blazing_saddles,,强大力量的冲击，会消耗夏侯渊的注意力,True
924,unit_ability_types_localised_description_hv_ability_blazing_saddles,,绝尘,True
925,unit_ability_types_onscreen_name_hv_ability_blazing_saddles,,被动增益,True
926,character_skills_localised_description_hv_skill_ability_wildfire,,甘宁疾冲之势，如野火飞掠林梢,True
927,character_skills_localised_name_hv_skill_ability_wildfire,,猛火袭掠,True
928,effects_description_hv_effect_unlock_wildfire,,技能：猛火袭掠,True
929,special_ability_phases_onscreen_name_hv_ability_wildfire_1,,猛火袭掠,True
930,special_ability_phases_onscreen_name_hv_ability_wildfire_2,,猛火袭掠,True
931,special_ability_phases_onscreen_name_hv_ability_wildfire_3,,猛火袭掠,True
932,special_ability_phases_onscreen_name_hv_ability_wildfire_4,,猛火袭掠,True
933,special_ability_phases_onscreen_name_hv_ability_wildfire_5,,猛火袭掠,True
934,unit_abilities_onscreen_name_hv_ability_wildfire,,猛火袭掠,True
935,unit_abilities_tooltip_text_hv_ability_wildfire,,甘宁疾冲之势，如野火飞掠林梢,True
936,unit_ability_types_localised_description_hv_ability_wildfire,,猛火袭掠,True
937,unit_ability_types_onscreen_name_hv_ability_wildfire,,被动增益,True
938,character_skills_localised_description_hv_skill_ability_burning,,火势越猛，持烧之时越短。,True
939,character_skills_localised_name_hv_skill_ability_burning,,魂烧,True
940,effects_description_hv_effect_unlock_burning,,技能：魂烧,True
941,special_ability_phases_onscreen_name_hv_ability_burning,,魂烧,True
942,unit_abilities_onscreen_name_hv_ability_burning,,魂烧,True
943,unit_abilities_tooltip_text_hv_ability_burning,,火势越猛，持烧之时越短。,True
944,unit_ability_types_localised_description_hv_ability_burning,,魂烧,True
945,unit_ability_types_onscreen_name_hv_ability_burning,,主动增益,True
946,character_skills_localised_description_hv_skill_ability_flames_of_the_phoenix,,以强大的破坏力掀起毁灭性的怒涛！,True
947,character_skills_localised_name_hv_skill_ability_flames_of_the_phoenix,,炎凤,True
948,effects_description_hv_effect_unlock_flames_of_the_phoenix,,技能：炎凤,True
949,special_ability_phases_onscreen_name_hv_ability_flames_of_the_phoenix,,炎凤,True
950,unit_abilities_onscreen_name_hv_ability_flames_of_the_phoenix,,炎凤,True
951,unit_abilities_tooltip_text_hv_ability_flames_of_the_phoenix,,以强大的破坏力掀起毁灭性的怒涛！,True
952,unit_ability_types_localised_description_hv_ability_flames_of_the_phoenix,,炎凤,True
953,unit_ability_types_onscreen_name_hv_ability_flames_of_the_phoenix,,近战杀伤,True
954,character_skills_localised_description_hv_skill_ability_fire_bomb,,向目标区域投掷一枚毁灭性的爆弹,True
955,character_skills_localised_name_hv_skill_ability_fire_bomb,,火焰弹,True
956,effects_description_hv_effect_unlock_fire_bomb,,技能：火焰弹,True
957,special_ability_phases_onscreen_name_hv_ability_fire_bomb,,火焰弹,True
958,unit_abilities_onscreen_name_hv_ability_fire_bomb,,火焰弹,True
959,unit_abilities_tooltip_text_hv_ability_fire_bomb,,向目标区域投掷一枚毁灭性的爆弹,True
960,unit_ability_types_localised_description_hv_ability_fire_bomb,,火焰弹,True
961,unit_ability_types_onscreen_name_hv_ability_fire_bomb,,远程杀伤,True
962,character_skills_localised_description_hv_skill_ability_aggressive anger,,此乃怒不可抑。,True
963,character_skills_localised_name_hv_skill_ability_aggressive anger,,洪荒之力,True
964,effects_description_hv_effect_unlock_aggressive anger,,技能：洪荒之力,True
965,special_ability_phases_onscreen_name_hv_ability_aggressive anger_1,,洪荒之力,True
966,special_ability_phases_onscreen_name_hv_ability_aggressive anger_2,,洪荒之力,True
967,special_ability_phases_onscreen_name_hv_ability_aggressive anger_3,,洪荒之力,True
968,special_ability_phases_onscreen_name_hv_ability_aggressive anger_4,,洪荒之力,True
969,special_ability_phases_onscreen_name_hv_ability_aggressive anger_5,,洪荒之力,True
970,unit_abilities_onscreen_name_hv_ability_aggressive anger,,洪荒之力,True
971,unit_abilities_tooltip_text_hv_ability_aggressive anger,,此乃怒不可抑。,True
972,unit_ability_types_localised_description_hv_ability_aggressive anger,,洪荒之力,True
973,unit_ability_types_onscreen_name_hv_ability_aggressive anger,,被动增益,True
974,character_skills_localised_description_hv_skill_ability_roar_of_the_beast,,百胜之将的怒火，将何等的可怕！,True
975,character_skills_localised_name_hv_skill_ability_roar_of_the_beast,,虎啸,True
976,effects_description_hv_effect_unlock_roar_of_the_beast,,技能：虎啸,True
977,special_ability_phases_onscreen_name_hv_ability_roar_of_the_beast,,虎啸,True
978,unit_abilities_onscreen_name_hv_ability_roar_of_the_beast,,虎啸,True
979,unit_abilities_tooltip_text_hv_ability_roar_of_the_beast,,百胜之将的怒火，将何等的可怕！,True
980,unit_ability_types_localised_description_hv_ability_roar_of_the_beast,,虎啸,True
981,unit_ability_types_onscreen_name_hv_ability_roar_of_the_beast,,主动减益,True
982,character_skills_localised_description_hv_skill_ability_tracking,,仅少数人可逃过此人的追猎。,True
983,character_skills_localised_name_hv_skill_ability_tracking,,追猎,True
984,effects_description_hv_effect_unlock_tracking,,技能：追猎,True
985,special_ability_phases_onscreen_name_hv_ability_tracking,,追猎,True
986,unit_abilities_onscreen_name_hv_ability_tracking,,追猎,True
987,unit_abilities_tooltip_text_hv_ability_tracking,,仅少数人可逃过此人的追猎。,True
988,unit_ability_types_localised_description_hv_ability_tracking,,追猎,True
989,unit_ability_types_onscreen_name_hv_ability_tracking,,被动增益,True
990,character_skills_localised_description_hv_skill_ability_meteor_hammer,,使敌人无法动弹的投掷武器。,True
991,character_skills_localised_name_hv_skill_ability_meteor_hammer,,流星锤,True
992,effects_description_hv_effect_unlock_meteor_hammer,,技能：流星锤,True
993,special_ability_phases_onscreen_name_hv_ability_meteor_hammer,,流星锤,True
994,unit_abilities_onscreen_name_hv_ability_meteor_hammer,,流星锤,True
995,unit_abilities_tooltip_text_hv_ability_meteor_hammer,,使敌人无法动弹的投掷武器。,True
996,unit_ability_types_localised_description_hv_ability_meteor_hammer,,流星锤,True
997,unit_ability_types_onscreen_name_hv_ability_meteor_hammer,,远程杀伤,True
998,character_skills_localised_description_hv_skill_ability_contempt_for_the_weak,,眨眼间就令敌人溃逃。,True
999,character_skills_localised_name_hv_skill_ability_contempt_for_the_weak,,横扫,True
1000,effects_description_hv_effect_unlock_contempt_for_the_weak,,技能：横扫,True
1001,special_ability_phases_onscreen_name_hv_ability_contempt_for_the_weak,,横扫,True
1002,unit_abilities_onscreen_name_hv_ability_contempt_for_the_weak,,横扫,True
1003,unit_abilities_tooltip_text_hv_ability_contempt_for_the_weak,,眨眼间就令敌人溃逃。,True
1004,unit_ability_types_localised_description_hv_ability_contempt_for_the_weak,,横扫,True
1005,unit_ability_types_onscreen_name_hv_ability_contempt_for_the_weak,,远程杀伤,True
1006,character_skills_localised_description_hv_skill_ability_breakthrough,,没有任何枪阵可挡下此人的冲锋。,True
1007,character_skills_localised_name_hv_skill_ability_breakthrough,,特点冲锋,True
1008,effects_description_hv_effect_unlock_breakthrough,,技能：特点冲锋,True
1009,special_ability_phases_onscreen_name_hv_ability_breakthrough,,特点冲锋,True
1010,unit_abilities_onscreen_name_hv_ability_breakthrough,,特点冲锋,True
1011,unit_abilities_tooltip_text_hv_ability_breakthrough,,没有任何枪阵可挡下此人的冲锋。,True
1012,unit_ability_types_localised_description_hv_ability_breakthrough,,特点冲锋,True
1013,unit_ability_types_onscreen_name_hv_ability_breakthrough,,被动增强效果,True
1014,character_skills_localised_description_hv_skill_ability_breakthrough_resolve,,没有任何枪阵可挡下此人的冲锋。,True
1015,character_skills_localised_name_hv_skill_ability_breakthrough_resolve,,特点冲锋,True
1016,character_skills_localised_description_hv_skill_ability_scattering_blows,,迅猛而一致的攻击，如狂风暴雨般席卷敌军。,True
1017,character_skills_localised_name_hv_skill_ability_scattering_blows,,诛荡,True
1018,effects_description_hv_effect_unlock_scattering_blows,,技能：诛荡,True
1019,special_ability_phases_onscreen_name_hv_ability_scattering_blows,,诛荡,True
1020,unit_abilities_onscreen_name_hv_ability_scattering_blows,,诛荡,True
1021,unit_abilities_tooltip_text_hv_ability_scattering_blows,,迅猛而一致的攻击，如狂风暴雨般席卷敌军。,True
