Text,Count,MappedByText,MappedByPattern,File
Flying White,1,,,[02]__MTU_items__Accessory.loc.tsv
Follow Heaven’s Will,1,,,[04]__MTU_events__Common.loc.tsv
Follower,1,随从,,[01]__MTU_generals__Metal_sentienl.loc.tsv
Followers of the Flame: for recruitment: %+n,1,,可招募的火神信徒：%+n,hv_TEXT_effects_unit_cap.loc.tsv
"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",16,随着你近期的丰功伟业，督掌北军的中尉前来宣誓效忠于你，他所指挥的整支精良军队也一同前来，加入你的麾下。,,hv_TEXT_events.loc.tsv
"For farmers, they are higher than the emperor.",1,对佃户来说，他们的地位比皇帝还高。,,z_dummy_hv_TEXT_non_deployable.loc.tsv
Forced March,4,,兴师,[03]__MTU_skills__Passive_buff.loc.tsv
Foresight,4,,远见,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Forest Strategy,3,,林战,hv_TEXT_unit_abilities.loc.tsv
Forest Strider,3,,琼林,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"Forged in the crucible of conflict with the nomads, their discipline and courage bloom in battle.",2,,在与游牧民族的烈火锻炼中，他们的纪律和勇气在战斗中绽放。,hv_TEXT_unit_abilities.loc.tsv
Forgive him,1,不計前嫌,,[dummy]__MTU_dummy.loc.tsv
Form an air-tight defence.,3,,稳如泰山，无隙可乘。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Fortification Tactics,7,,坚壁,hv_TEXT_unit_abilities.loc.tsv
Fortitude / Trophy Cabinet,1,坚韧度 / 战利品宝库,,hv_TEXT_frontend_features.loc.tsv
"Fortunately, nothing of note happened during the banquet.",1,幸运的是，宴会中没发生什么大事。,,ifo_text_TWEAK.loc.tsv
"Fortune has smiled upon us today! Long have you heard the rumors of a maiden hailing from Hebei, enchanting in both appearance and nature. Now, this Lady Zhen has come to join our worthy cause. Rarely are rumors more than partial truth, but even the rumors did not do Lady Zhen justice. Fate has brought you together and, by your own will, you can ensure that it remains so.",1,,,[04]__MTU_events___Concubine.loc.tsv
Fortune is with them.,1,,正是鸿运当头之时。,hv_TEXT_unit_abilities.loc.tsv
Foul Wits,4,,远瞩,[03]__MTU_skills__Passive_debuff.loc.tsv
Free-spirited Heroine,2,,,[01]__MTU_generals__Wood_champion.loc.tsv
Frenzy,7,,狂暴,[03]__MTU_skills__Passive_buff.loc.tsv
Friend,1,,,[01]__MTU_generals__Metal_sentienl.loc.tsv
From the Ashes,1,,涅槃重生,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Frontier Assault Cavalry,1,,北疆突击骑兵,hv_TEXT_unit_text_replacements.loc.tsv
Frontier Lancer Cavalry,1,,北疆戟骑兵,hv_TEXT_unit_text_replacements.loc.tsv
Frontline Observation,7,,鹰视,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Fury of Beihai Assaults,1,,北海之怒冲锋手,hv_TEXT_unit_text_replacements.loc.tsv
Fury of Beihai Marksmen,1,,北海之怒射声士,hv_TEXT_unit_text_replacements.loc.tsv
Gain military benefits at the expense of the relations with other factions.,1,获得军事增益，但也会恶化与其他派系的关系。,,hv_TEXT_frontend_features.loc.tsv
Gallants of the People,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Gan Ning,1,,,hv_TEXT_cb_loadout.loc.tsv
"Gan Ning moves ever faster, as fire spreads through the forest.",1,,甘宁疾冲之势，如野火飞掠林梢,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Gao Gan's Armour,1,,高干的护甲,hv_TEXT_ceo_career.loc.tsv
Gao Shun,1,,,hv_TEXT_cb_loadout.loc.tsv
Garrison Reinforcement,1,驻军补员,,hv_TEXT_skills_additional.loc.tsv
Garrisoned armies will support the administration of the local county.,1,驻防军队将会支持当地郡县的管理。,,hv_TEXT_effects_pooled_resource.loc.tsv
Gathering Volunteers,1,召集义勇,,hv_TEXT_skills_additional.loc.tsv
"Gaun Xing drives his men without mercy, yet it always proves effective.",2,,关兴对他的手下也从不手下留情，这令他的部曲令人生畏。,[03]__MTU_skills__Passive_buff.loc.tsv
General,8,将领,,[01]__MTU_generals__Earth_commander.loc.tsv
General-in-Chief of Zhong,2,,,[01]__MTU_generals__Earth_commander.loc.tsv
Generations working the land will breed a kinship with it.,4,,劳于地者必亲之,hv_TEXT_skills_skill_ability__historical.loc.tsv
Geographic Mastery,2,,巧变,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Ghost of the woods,4,,林鬼,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Give a man a fish and you feed him for a day. Teach him to fish and you feed him for a lifetime.,1,,授人以鱼，不如授人以渔,hv_TEXT_skills_basic.loc.tsv
Glaive & Bow Infantry (Buqu),5,,刀弓兵（部曲）,hv_TEXT_unit_ui_group_t2.loc.tsv
Glaive & Bow Infantry (Elite),5,,刀弓兵（精锐）,hv_TEXT_unit_ui_group_t3.loc.tsv
Glaive & Bow Infantry (Militia),5,,刀弓兵（民兵）,hv_TEXT_unit_ui_group_t1.loc.tsv
Glaive Infantry (Buqu),8,,大刀步兵（部曲）,hv_TEXT_unit_ui_group_t2_VM.loc.tsv
Glaive Infantry (Elite),7,,大刀步兵（精锐）,hv_TEXT_unit_ui_group_t3_VM.loc.tsv
Glaive Infantry (Militia),7,,大刀步兵（民兵）,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
God of War,1,,武圣,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"Goddess of Fire, Lady Zhurong",1,,,[04]__MTU_events___Concubine.loc.tsv
Gong Du,1,,,hv_TEXT_cb_loadout.loc.tsv
Gongsun Zan,1,,,hv_TEXT_cb_loadout.loc.tsv
Good against armour,1,,,hv_TEXT_unit_ui_bullet.loc.tsv
Good against shields,1,,,hv_TEXT_unit_ui_bullet.loc.tsv
Goshawk,1,,,[02]__MTU_items__Bow.loc.tsv
Goshawk Cavalry,1,苍鹰突骑,,hv_TEXT_unit_text_replacements.loc.tsv
Governor,2,州牧,,hv_TEXT_cb_loadout.loc.tsv
"Great danger hides in the early mist of day. Phantoms that will maim their prey, or whose choking gass leaves them gasping for air.",1,,,hv_TEXT_unit_desc.loc.tsv
Greedy Tyrant,3,,,[01]__MTU_generals__Earth_commander.loc.tsv
Grenade!,2,,爆弹,hv_TEXT_unit_abilities.loc.tsv
"Guan Yinping tried to swing her father's Green Dragon Crescent Blade secretly, but accidentally broke the bookshelf that her father had cherished. Guan Yu came into the room late at night to read a book and found this ridiculous situation. Guan Yu was worried about how to talk.",1,,,[04]__MTU_events___daughter.loc.tsv
Guan Yinping's Armour,1,,,[02]__MTU_items__Armour.loc.tsv
"Guan Yinping, the precious daughter of peerless Guan Yu, now calls our faction home. Her charm is undeniable, but the apple did not fall far from the tree in the matters of the battlefield, she’s both stoic beauty and a force to be reckoned with. Thus, it’s no surprise that men across the realm desperately seek her hand, but few had the courage or fitting status to dare to approach her legendary father. As for you ...",1,,,[04]__MTU_events___Concubine.loc.tsv
Guan Yu,1,,,hv_TEXT_cb_loadout.loc.tsv
"Guan Yu's face, which seems to have nothing to turn redder, burned redder. But rather than getting angry, he's not gonna know what she did wrong.\\nhe wanted Yinping to feel it for herself.  So Guan Yu instructed Guan Yinping to take care of the mess herself.",1,,,[04]__MTU_events___daughter.loc.tsv
Guanxibing Spearmen,1,,关西矛兵,hv_TEXT_unit_text_replacements.loc.tsv
Guanxibing Swordsmen,1,,关西剑兵,hv_TEXT_unit_text_replacements.loc.tsv
Guardian,7,,卫足,[03]__MTU_skills__Active_buff.loc.tsv
Guardian of the People,2,,,[01]__MTU_generals__Wood_champion.loc.tsv
Guardians of Jing,3,,能武,hv_TEXT_unit_abilities.loc.tsv
Guardians of the Land,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Gunpowder,1,,,hv_TEXT_unit_ui_bullet.loc.tsv
Gunpowder Infantry (Buqu),3,,火器步兵（部曲）,hv_TEXT_unit_ui_group_t2.loc.tsv
Gunpowder Infantry (Elite),3,,火器步兵（精锐）,hv_TEXT_unit_ui_group_t3.loc.tsv
Gunpowder Infantry (Militia),3,,火器步兵（民兵）,hv_TEXT_unit_ui_group_t1.loc.tsv
Guo Jia,1,,,hv_TEXT_cb_loadout.loc.tsv
Guo Si's Armour,1,,郭汜的护甲,hv_TEXT_ceo_career.loc.tsv
Guoda,1,,,[05]__MTU_sys__Names.loc.tsv
Hafted Weapon Cavalry (Buqu),7,,持斧骑兵（部曲）,hv_TEXT_unit_ui_group_t2_VM.loc.tsv
Hafted Weapon Cavalry (Elite),7,,持斧骑兵（精锐）,hv_TEXT_unit_ui_group_t3_VM.loc.tsv
Hafted Weapon Cavalry (Militia),7,,持斧骑兵（民兵）,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
Hafted Weapon Infantry (Buqu),17,,持斧步兵（部曲）,hv_TEXT_unit_ui_group_t2_VM.loc.tsv
Hafted Weapon Infantry (Captain),1,,持斧步兵（伯长）,hv_TEXT_unit_ui_group_VM.loc.tsv
Hafted Weapon Infantry (Elite),19,,持斧步兵（精锐）,hv_TEXT_unit_ui_group_t3_VM.loc.tsv
Hafted Weapon Infantry (Militia),16,,持斧步兵（民兵）,hv_TEXT_unit_ui_group_t1_VM.loc.tsv
Hail of Arrows,2,,箭雨,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"Hailing from Taishan, these women have coated their arrow points in a special ointment, made from poisonous herbs native to the region. In battle, A volley from these archers will soon leave the enemy gasping for air as the poison very quickly spreads through their veins. A wise commander will use these soldiers to spread terror through the enemy ranks, yet keep them well-protected: they are vulnerable to cavalry, as their range is limited.",1,这些女弓手源自泰山，在箭头上涂抹了一种由该地区特有的毒草制成的特殊膏剂。在战斗中，这些弓手的箭雨很快会让敌人因毒素快速传播而窒息。明智的领军会利用这些士兵在敌军中播撒恐怖，但也要保护好她们：她们的射程有限，无法应对骑兵。,,hv_TEXT_unit_long_desc.loc.tsv
Halberd Infantry (Buqu),1,,持戟步兵（部曲）,hv_TEXT_unit_ui_group_t2.loc.tsv
Halberd Infantry (Elite),2,,持戟步兵（精锐）,hv_TEXT_unit_ui_group_t3.loc.tsv
Halberd Infantry (Militia),1,,持戟步兵（民兵）,hv_TEXT_unit_ui_group_t1.loc.tsv
Half Barded,3,,轻马铠,hv_TEXT_unit_abilities.loc.tsv
Hamstring,4,,断筋,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Han Provincial Repeating Crossbowmen,1,,州属连弩兵,hv_TEXT_unit_text_replacements.loc.tsv
Han Provincial Spearmen,1,,州属矛兵,hv_TEXT_unit_text_replacements.loc.tsv
Han Sui,1,,,hv_TEXT_cb_loadout.loc.tsv
Hand-Ji Infantry (Buqu),2,,手戟步兵（部曲）,hv_TEXT_unit_ui_group_t2.loc.tsv
Hand-Ji Infantry (Elite),2,,手戟步兵（精锐）,hv_TEXT_unit_ui_group_t3.loc.tsv
Hand-Ji Infantry (Militia),2,,手戟步兵（民兵）,hv_TEXT_unit_ui_group_t1.loc.tsv
Handmaid Guards,1,护卫侍女,,hv_TEXT_unit_text_replacements.loc.tsv
"Hardened Xiliang soldies, these elite spearmen will hold the line against all comers.",1,这些精锐矛兵是百经锤炼的西凉战士，会坚守阵地对抗所有来敌。,,hv_TEXT_unit_desc.loc.tsv
"Having defended their home for long enough, even militia may grow to rival professional soldiers.",1,,,hv_TEXT_unit_desc.loc.tsv
"Having fled from their homes, these craftsmen and artisans turn their skills to the defence of their new home and master. \\n\\n Having been selected as the brightest from the many refugees flooding his lands, these engineers serve Tao Qian to the best of their ability. Wielding crossbows, they provide support from afar and will deploy smoke bombs and caltrops when an enemy strays too close. However, these men are not proper soldiers and should not be relied upon to hold the line in melee.",1,这些工匠逃离了家园，用他们的技能来保卫新家和新主公。\\n\\n陶谦从众多涌入他领地的难民中挑选出最杰出的工匠，全力为他效力。他们从远处用弩提供支援。当敌人接近时，他们会使用烟雾弹和铁蒺藜。然而，这些人并非正规士兵，在近战中无法坚守阵线。,,hv_TEXT_unit_long_desc.loc.tsv
He Man,1,,,hv_TEXT_cb_loadout.loc.tsv
He Yi,1,,,hv_TEXT_cb_loadout.loc.tsv
He was also a bandit once.,1,,,hv_TEXT_ceo_career.loc.tsv
He was loved by everyone.,1,,,hv_TEXT_ceo_career.loc.tsv
Heart Seeker,1,,觅心,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"Heaven decides the victor, but Chunyu Qiong will not surrender. As death approaches, he redoubles his efforts in a desperate last stand.",2,,奋不顾身，得失难记。,[03]__MTU_skills__Passive_buff.loc.tsv
Heavenly Color,2,,国色,[03]__MTU_skills___Court.loc.tsv
Heavenly Grace,2,,天人之姿,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Heavenly Presence,1,,威临,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"Heavily armored crossbowmen of Beihai, capable of delivering enhanced ranged support in coordination with Buqu units.",1,北海重甲弩兵，配合部曲能提供增强的远程支援。,,hv_TEXT_unit_desc.loc.tsv
Heavily-armoured troops carrying iron bows that requires very strong tension. ,1,重装部队，携带张力很强的铁弓。,,hv_TEXT_unit_desc.loc.tsv
Heavy Cavalry,2,,,hv_TEXT_unit_ground_type.loc.tsv
Heavy Infantry,1,,,hv_TEXT_unit_ground_type.loc.tsv
Heavy bow,1,,,hv_TEXT_unit_ui_bullet.loc.tsv
Hebei Spearmen,1,,河北矛兵,hv_TEXT_unit_text_replacements.loc.tsv
Hebei Sword Cavalry,1,,河北剑骑兵,hv_TEXT_unit_text_replacements.loc.tsv
Hegemon's Aide,1,,,[dummy]__MTU_dummy.loc.tsv
"Heirs of the old dynasty of Chu, the soldiers bred by this land share its temperament: fierce in battle and loyal to the end. They are a fitting fighting force for any warlord or would-be emperor. \\n\\n Long axes are intimidating to behold, especially in the hand of such a warlike people. Rending shields and armor alike, they are known to be good shock infantry that echo the glory of their ancient dynasty. ",1,在这片土地上培养出来的士兵是楚国旧王朝的继承人，他们有着共同的气质：斗志昂扬，忠贞不渝。他们是使任何军阀或皇帝适意的战斗力量。\\n\\n长斧令人望而生畏，尤其是在这样一个好战的民族手中。他们被认为是优秀的突击步兵，轻易砍裂盾牌和盔甲，重振他们的古代王朝的荣耀。,,hv_TEXT_unit_long_desc.loc.tsv
"Heirs of the old dynasty of Chu, the soldiers bred by this land share its temperament: fierce in battle and loyal to the end. They are a fitting fighting force for any warlord or would-be emperor. \\n\\n Skilled archers, these men provide covering fire for their army as they maneuver nimbly into the most advantageous positions. They should be protected from cavalry however, as they are lightly armoured.",1,在这片土地上培养出来的士兵是楚国旧王朝的继承人，他们有着共同的气质：斗志昂扬，忠贞不渝。他们是使任何军阀或皇帝适意的战斗力量。\\n\\n这些人是熟练的弓箭手，可以灵活地移动到最有利的位置为他们的军队提供掩护火力。然而他们需要保护免受骑兵攻击，因为他们只有轻护甲。,,hv_TEXT_unit_long_desc.loc.tsv
"Heirs of the old dynasty of Chu, the soldiers bred by this land share its temperament: fierce in battle and loyal to the end. They are a fitting fighting force for any warlord or would-be emperor. \\n\\n These warriors bring caltrops to battle, stunting any enemy advance as the foe perishes on the unseen traps. Any survivors are quickly dealt with by the blades these warriors wield. A skilled general would be wary of archers though: they are lightly armored and carry no shield.",1,在这片土地上培养出来的士兵是楚国旧王朝的继承人，他们有着共同的气质：斗志昂扬，忠贞不渝。他们是使任何军阀或皇帝适意的战斗力量。\\n\\n这些战士携带蒺藜，设下看不见的陷井来阻碍敌人前进。任何幸存者都会很快被这些战士的利刃处理掉。一个熟练的将军会小心防备弓箭手：他们的盔甲很轻，没有盾牌。,,hv_TEXT_unit_long_desc.loc.tsv
"Heirs of the old dynasty of Chu, the soldiers bred by this land share its temperament: fierce in battle and loyal to the end. They are a fitting fighting force for any warlord or would-be emperor. \\n\\n Wielding spear and shield, these soldiers form a defensive screen for their army against calvary charges. Their armor is lighter than most other armies, but this makes them more mobile: many horsemen have been taken off-guard by a sudden rush of Jingchu Spearmen!",1,在这片土地上培养出来的士兵是楚国旧王朝的继承人，他们有着共同的气质：斗志昂扬，忠贞不渝。他们是使任何军阀或皇帝适意的战斗力量。\\n\\n这些士兵使用长矛和盾牌，为他们的军队形成一道防御屏障，抵御骑兵冲锋。他们的盔甲比其他大多数军队都轻，但这使他们更加机动：许多骑兵被突如其来的荆楚矛兵打了个措手不及！,,hv_TEXT_unit_long_desc.loc.tsv
Her cultured and considerate approach boosts the army’s fighting skill and spirit.,2,,,[03]__MTU_skills__Active_buff.loc.tsv
Her dignity and wisdom are already renown near and far.,1,,孙吴国太为人刚强正直，德才兼备。,[03]__MTU_skills___Court.loc.tsv
"Her elegance, determination, and beauty made her coveted by all the heroes of the age.",1,,,hv_TEXT_ceo_career.loc.tsv
Her knowledge spreads to fellow generals around her like the veins of a stream.,2,,没人能不被蔡文姬浑身上下都散发着的学识所影响。,[03]__MTU_skills__Passive_buff.loc.tsv
Her swords are fast and unpredictable like two rogue waves sweeping across the ocean.,1,,,[02]__MTU_items__Weapons.loc.tsv
Herald,1,,先驱,z_dummy_hv_TEXT_non_deployable.loc.tsv
Heroic Outlaws,1,英勇匪徒,,hv_TEXT_unit_text_replacements.loc.tsv
Hidden Assaults,1,隐秘突击兵,,hv_TEXT_unit_text_replacements.loc.tsv
Hidden Flow,1,,,[02]__MTU_items__Weapons.loc.tsv
Hidden Snakes,1,隐蛇兵,,hv_TEXT_unit_text_replacements.loc.tsv
Hidden Snakes and Rapid Tigers Tally,1,隐蛇兵与虎捷军虎符,,hv_TEXT_effects_ceo.loc.tsv
Hidden Spear Assaults,1,隐枪突击兵,,hv_TEXT_unit_text_replacements.loc.tsv
"High Hit Rate, Average Armour-Piercing Damage",29,命中率高，穿甲伤害一般,,hv_TEXT_unit_ui_group_t1.loc.tsv
"High Hit Rate, High Armour-Piercing Damage",13,命中率高，穿甲伤害高,,hv_TEXT_unit_ui_group_t1.loc.tsv
"High morale unlocks their true potential, enhancing their prowess in the heat of battle.",2,,士气高昂解锁其真正潜力，在激烈战斗中提升其战力。,hv_TEXT_unit_abilities.loc.tsv
Hire the Sogdian mercenaries,1,雇佣粟特佣兵,,hv_TEXT_events.loc.tsv
His relentless attack makes foes cower before him!,1,,他武艺天下绝伦，敌众闻之胆战心惊,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
His spirit is like a tiger. It takes great courage to face him.,3,,勇武如猛虎，胆敢与此人对峙之人可称之为有万夫不当之勇。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Hit Bonus,1,命中率加成,,hv_TEXT_etc.loc.tsv
Hold the Ceremony to Heaven,1,,,[04]__MTU_events__Common.loc.tsv
Hollowed Square (Ranged),3,,中空方阵（远程）,hv_TEXT_unit_abilities.loc.tsv
Home region of the Danyang army,1,丹阳军起源地,,hv_TEXT_region_army.loc.tsv
Home region of the Ironfist cavalry,1,铁拳骑兵起源地,,hv_TEXT_region_army.loc.tsv
Home region of the Jingchu army,1,荆楚军起源地,,hv_TEXT_region_army.loc.tsv
Home region of the Xiliang army,1,西凉军起源地,,hv_TEXT_region_army.loc.tsv
Hometown Bow,1,,,[02]__MTU_items__Bow.loc.tsv
Hooves of Rage,3,,怒蹄,hv_TEXT_unit_abilities.loc.tsv
Hope of Nam Viet,4,,民意,[03]__MTU_skills__Active_buff.loc.tsv
Horse Breeding,1,养马,,hv_TEXT_pooled_resource.loc.tsv
Horse Breeding / Foraging & Supplies,1,养马 / 自行觅食与补给,,hv_TEXT_frontend_features.loc.tsv
Horse Breeding: Abundant,1,养马：充裕,,hv_TEXT_effects_pooled_resource.loc.tsv
Horse Breeding: Heavenly,1,养马：天助,,hv_TEXT_effects_pooled_resource.loc.tsv
Horse Breeding: Inadequate,1,养马：不足,,hv_TEXT_effects_pooled_resource.loc.tsv
Horse Breeding: Ordinary,1,养马：普通,,hv_TEXT_effects_pooled_resource.loc.tsv
Horse Breeding: Sufficient,1,养马：有余,,hv_TEXT_effects_pooled_resource.loc.tsv
Horseback Huntsmen,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Hostess,1,女主人,,z_dummy_hv_TEXT_non_deployable.loc.tsv
Hou Jinting,2,,侯氏,[01]__MTU_generals__Water_strategist.loc.tsv
Hou Jinting's Embroidered Garment,1,,侯氏的綉服,[02]__MTU_items__Armour.loc.tsv
"Hou Jinting, matriarch of Gongsun Zan’s family, has joined us. It takes an intelligent and hardy woman to survive at the far reaches of the empire - Huo Jinting is no exception. She’s known for a sharp political mind and a guiding hand in civil affairs. In her time at court, you find her to be quite insightful. A woman like this could be useful in the turbulent times that lie ahead.",1,,,[04]__MTU_events___Concubine.loc.tsv
House Servant Archers,1,,家仆弓箭手,hv_TEXT_unit_text_replacements.loc.tsv
"House Servant Archers are key to efficient estate defense, using bows to effectively hold and secure territory.",1,家仆弓手是庄园防御的关键，使用弓箭有效地守护领地。,,hv_TEXT_unit_desc.loc.tsv
House Servant Axemen,1,,家仆斧手,hv_TEXT_unit_text_replacements.loc.tsv
"House Servant Axemen are pragmatic defenders within the service of Jing Province's noble families. Familiar with the surrounding lands and adept at utilizing their knowledge for strategic advantages, these axemen are not celebrated heroes but essential cogs in the defense of their lords' estates. Their one-handed axes, while simple, are effectively wielded to secure and protect territory. Their value lies in their efficiency and the ease with which they can be supplied, leveraging their intimate understanding of local geography to hold ground against intruders with minimal resources.",1,家仆斧手是荆州士族属下务实的防御者。他们熟悉周边土地，善于利用地形获取优势。这些斧兵并非备受颂扬的英雄，但却是其主人领地防御中不可或缺的关键。他们手中的单手斧头虽然简单，但却能有效地保护领地。他们的价值在于容易补给，利用对当地地形的了解就能以最少的资源抵御入侵者。,,hv_TEXT_unit_long_desc.loc.tsv
"House Servant Axemen provide cost-effective defense for noble estates, leveraging simple axes for territorial control.",1,家仆斧手为士族庄园提供廉价的防御，以简单的斧头控制领地。,,hv_TEXT_unit_desc.loc.tsv
House Servant Long Spearmen,1,,家仆长矛兵,hv_TEXT_unit_text_replacements.loc.tsv
"House Servant Long Spearmen excel in line defense and anti-cavalry roles, wielding two-handed spears to maintain order on the battlefield.",1,家仆长矛兵擅长列阵防御，反制骑兵，手持双手长矛在战场上稳固阵脚。,,hv_TEXT_unit_desc.loc.tsv
"House Servant Long Spearmen stand as the bulwark of noble estates' defenses, utilizing their two-handed spears with proficiency to form impenetrable lines against enemy advances. Primarily tasked with the crucial roles of holding territory and repelling cavalry charges, their disciplined formations and effective reach make them a formidable force against mounted foes. Trained to maximize the advantages of their spears, these servants are essential for maintaining the strategic integrity of the territories they guard, ensuring that even the most audacious cavalry assault is met with steadfast resistance.",1,家仆长矛兵负责守护士族庄园，手握双手长矛组成不可逾越的防线。他们的主要任务是守护阵地，防止骑兵突袭，以严整队形和长矛有力对抗骑兵，是领地防御中不可或缺的一环。经过训练，他们精通长矛，即便敌军骑兵铺天盖地而来，他们也能坚定抵抗。,,hv_TEXT_unit_long_desc.loc.tsv
House Servant Riders,1,,家仆骑手,hv_TEXT_unit_text_replacements.loc.tsv
House Yuan's Officer,1,袁氏士官,,hv_TEXT_effects_ceo.loc.tsv
Household Ji Guards of Yuan,1,袁氏家族戟卫,,hv_TEXT_unit_text_replacements.loc.tsv
How did the state of affairs end up so dire...,2,,梨花带雨，我见犹怜。,[03]__MTU_skills__Active_buff.loc.tsv
Hua Lanli,3,,华氏,hv_TEXT_cb_loadout.loc.tsv
Hua Lanli's Leather Armour,1,,华氏的皮甲,[02]__MTU_items__Armour.loc.tsv
"Hua Lanli, renowned for her archery skill, joined the faction. Like many warrior women of Liang Province, her face and hands are a bit rough, but fetching and formidable all the same. You gift to her several fine silk garments, rare gems, and provide exquisite meals. In your mind, the designs to make her your concubine have already taken flight like an arrow from her Goshawk bow.",1,,,[04]__MTU_events___Concubine.loc.tsv
"Hua Lanli’s archery skills are outstanding - drawing comparisons to the ancient hero Hou Yi, the Lord Archer himself.",1,,,[01]__MTU_generals__Metal_sentienl.loc.tsv
Hua Lanli’s pinpoint accuracy strikes fear in the enemy.,2,,,[03]__MTU_skills___Projectile.loc.tsv
Hua Xin,2,,华歆,[01]__MTU_generals__Water_strategist.loc.tsv
Hua Xin knows and accepts that terrible acts must be committed to preserve his status within the hierarchy.,2,,高瞻之论还需配上愿听忠言之明主。,[03]__MTU_skills__Passive_debuff.loc.tsv
Hua Xin’s Embroidered Suit,1,,华歆的華服,[02]__MTU_items__Armour.loc.tsv
Huang Shao,1,,,hv_TEXT_cb_loadout.loc.tsv
Huang Zhong,1,,,hv_TEXT_cb_loadout.loc.tsv
Huang Zu,2,,,[01]__MTU_generals__Wood_champion.loc.tsv
"Huang Zu feigns retreat, only to rapidly re-engage the unsuspecting enemy and give his men the upperhand.",2,,即使是逆境之下，黄祖也不会退缩。,[03]__MTU_skills__Passive_buff.loc.tsv
Huang Zu is famed to have placed the tiger of Jiangdong in his coffin,1,,黄祖最善于百步之外阴袭敌军。,[03]__MTU_skills___Projectile.loc.tsv
Huang Zu is famed to have put the Tiger of Jiangdong in his coffin.,1,,黄祖最善于百步之外阴袭敌军。,[03]__MTU_skills___Projectile.loc.tsv
Huang Zu's Armour,1,,,[02]__MTU_items__Armour.loc.tsv
Huanglao's Paragons,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Hunting Area,3,,,hv_TEXT_building.loc.tsv
Hurl a bundle of explosive fire bombs to knock down the enemy.,3,,扔掷爆裂火油弹来击倒敌人。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
I have no choice but to pretend that I am a warrior who knows no fear.,1,,我别无选择，只能假装自己是一个无畏战士,hv_TEXT_unit_abilities.loc.tsv
"If only strength can rule, then strength must be displayed often and in great abundance. And it must be used to make an example of fools who would believe otherwise. \\n\\n Trained in the Xiliang style of warfare, these disciplined warriors form the backbone of the ironfisted rule that Dong Zhuo and Lu Bu impose upon the Han. Skilled with both the bow and the sword, they habitually patrol the streets to put down any unrest. ",1,如果只有力量才能统治，那么就必须经常充分地展现这样的力量。必须用那些不信的傻瓜们来罚一儆百。\\n\\n这些经过西凉训练的战士，是董卓与吕布强加于汉朝的铁腕统治的中坚力量。\\n\\n他们弓剑娴熟，经常上街巡逻，平息骚乱。,,hv_TEXT_unit_long_desc.loc.tsv
"If only strength can rule, then strength must be displayed often and in great abundance. And it must be used to make example of fools who would believe otherwise. \\n\\n Trained in the Xiliang style of warfare, these disciplined warriors form the backbone of the ironfisted rule that Dong Zhuo and Lu Bu impose upon the Han. Atop their steeds, they patrol the countryside, putting down any opposition with bow and sword. ",1,如果只有力量才能统治，那么就必须经常充分地展现这样的力量。必须用那些不信的傻瓜们来罚一儆百。\\n\\n这些经过西凉训练的战士，是董卓与吕布强加于汉朝的铁腕统治的中坚力量。\\n\\n他们骑马在乡间巡逻，用弓剑击倒任何敌人。,,hv_TEXT_unit_long_desc.loc.tsv
"If the year is beyond 195 CE and the emperor token is still in play, then the Imperial Intrigue panel will become unlocked.",1,如果年份已超过公元195年，而汉朝天子依然存在，则朝廷权谋面板将会解锁。,,ifo_text_TWEAK.loc.tsv
If you can conquer the mind of the enemy then half the battle is won.,2,,用兵之道，攻心为上,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"If you hit them first, they may not hit you.",1,,先下手为强。,hv_TEXT_unit_abilities.loc.tsv
"If you know the enemy and know yourself, you will be formidable in battle.",2,,知己知彼，百战不殆。,[03]__MTU_skills__Active_buff.loc.tsv
"If you survive the battle, I'll treat you to dinner!",2,,设下酒宴，待将军得胜归来！,[03]__MTU_skills__Active_buff.loc.tsv
Ignoble Opportunist,2,,,[01]__MTU_generals__Water_strategist.loc.tsv
Ignore,2,隔岸观火,,ifo_text_TWEAK.loc.tsv
Ignore the Barbarian's Demands,1,,,[04]__MTU_events___Cai_family.loc.tsv
