Text,Count,Mapped by text,Mapped by pattern,File
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These warriors, clad in heavy armor and riding equally armoured steeds, are the best the Xiliang have to offer. Though slow in maneuvers, almost none can oppose them as they charge into enemy ranks, trampling and goring their enemies on their spears.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. After having thrown a spare hand-ji, these men will charge the enemy line, swinging their dagger-axes in one hand while the other holds a shield to parry retaliatory blows.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. Skilled horsemen such as these will ride the enemy down in a devastating charge and retreat before the enemy can launch a counterattack, or pepper them with arrows.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Armed with crossbows, these soldiers rain down a hail of armour-piercing missiles on their foes. A wise general will support them with spearmen, as they are a prime target for enemy horsemen.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Imitating the tactics of the tribes they often face, these horse archers are proficient hit-and-run combatants. They will strike where the enemies are weakest, while remaining out of reach of all weapons, save arrows or crossbow bolts.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Swift horsemen, they can easily catch any enemy left out in the open, while their swords and shields will allow them to stay in melee for a while before having to retreat.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n These soldiers, armed with the long Ji, will brace and hold against cavalry charges, letting the horse impale itself on their blades. Wearing iron armour, they will wade into the melee confidently and take on all comers.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n These spearmen protect the flanks by pre-empting charges and bracing their qiang spears at an angle, so only the most foolish or brave cavalry dare charge them. This makes them a target for missile attacks, so they are outfitted in leather armour and carry large shields to protect themselves from the expected rain of arrows.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
"In the face of adversity, those left standing will close ranks and bolster their resolve.",1,面對逆境，所剩兵士只能集結起來坚定决心。,,text/_hvo/hv_TEXT_unit_abilities.loc
"In the hills and mountains of the Southlands, the desperate will lay down their lives to escape the Han.",1,,,text/_hvo/hv_TEXT_unit_desc.loc
"In the midst of a bloodbath, it's nice to know that someone has your back.",1,在腥風血雨中你仍有所依靠。,,text/_hvo/hv_TEXT_unit_abilities.loc
Increase,5,,,text/_hvo/hv_TEXT_pooled_resource.loc
"Increase your [[b]]fortitude[[/b]] through [[b]]winning battles[[/b]], and by inflicting greater [[b]]casualties[[/b]] upon [[b]]enemy forces[[/b]] than they inflict upon yours.",1,,,text/_hvo/hv_TEXT_frontend_features.loc
"Indeed, the goods brought by the western merchants are diverse, with many rare and valuable items. Furthermore, the mercenaries escorting them look like natural warriors.",1,的確，西域商人帶來的貨物種類繁多，其中不乏珍惜名貴之物。而且，護送他們的傭兵看起來就像是天生的戰士。,,text/_hvo/hv_TEXT_events.loc
Indomitable Warrior,5,無畏之士,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Infill Development ,1,填地開發,,text/_hvo/hv_TEXT_building.loc
Inflicts less damage and has reduced accuracy but suppresses targets.,1,造成傷害較低，準確率也降低，但可壓制目標。,,text/_hvo/hv_TEXT_etc.loc
Ingenuity and craftsmanship can turn even a lowly militiaman into a daunting foe.,1,,,text/_hvo/hv_TEXT_unit_desc.loc
Inner Fire,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Inner Vitality,9,内在活力,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Inspection,1,審查,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Inspirational deeds spur forces to swifter action!,2,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Inspiring Surge,4,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Inspiring Words,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Instinct,2,本能,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Internal Blaze,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Into the Breach,10,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Investigate,1,調查,,text/_hvo/hv_TEXT_events.loc
Inward Focus,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Iron Walls,1,鐵壁兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Ironfist Cavalry can be recruited when occupied,1,占據時可獲得鐵拳騎兵,,text/_hvo/hv_TEXT_region_army.loc
Ironfist Lancer Cataphracts,1,,鐵拳長槍鐵甲騎兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Is heaven helping him?,1,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
It causes fear.,1,引發恐慌。,,text/_hvo/hv_TEXT_unit_abilities_hit_effects.loc
"It is a central tenet of Taoism that the land must be revered and nurtured; it, in turn, will return to us its bounties. Those chosen warriors who receive of nature's boons must use its gifts to pursue those who have contributed to the corruption and destruction plaguing the land. \\n\\n From the boughs of the trees, arrows and crossbows are fashioned and handled by warriors who wield them with greater expertise than most of their contemporaries.",1,,,text/_hvo/hv_TEXT_unit_desc.loc
"It is not always the command that motivates, but the way it is given.",2,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
It is the bear's teeth that the salmon faces at the end of the falls.,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
It must be bullshit.,1,無稽之談。,,text/_hvo/hv_TEXT_events.loc
It seems you've offended the imperial court...,2,看來你得罪了朝廷…… ,,text/_ifo/ifo_text_TWEAK.loc
It's best to ignore these annoying preachers.,1,不應理睬這些煩人的佈道僧侶。,,text/_hvo/hv_TEXT_events.loc
It's getting harder to find anyone who isn't a Black Mountain bandit.,1,四海之内，莫非黑山。,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
"It's hard to believe, but it might be worth investigating personally.",1,難以置信，但不妨親自調查一番。,,text/_hvo/hv_TEXT_events.loc
It's not a good place for a beautiful woman to stay.,6,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Jade Dragons,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jaizi Raiders,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Javelin Throwers (Buqu),4,,擲鋋兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Javelin Throwers (Elite),4,,擲鋋兵（精銳）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Javelin Throwers (Militia),4,,擲鋋兵（義勇）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Jei Fan Infantry,1,解煩兵,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Ji Cavalry (Buqu),5,,持戟騎兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Ji Cavalry (Captain),1,,持戟騎兵（校尉）,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
Ji Cavalry (Elite),5,,持戟騎兵（精銳）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Ji Cavalry (Militia),5,,持戟騎兵（義勇）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Ji Guards of the Eight Talents,1,八才戟衛,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Ji Infantry (Buqu),7,,持戟步兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Ji Infantry (Captain),1,,持戟步兵（校尉）,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
Ji Infantry (Elite),8,,持戟步兵（精銳）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Ji Infantry (Militia),7,,持戟步兵（義勇）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Jia Xu,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Jianan Vigilante Archers,1,,建安巡守弓兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jianan Vigilante Crossbowmen,1,,建安巡守弩兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jianan Vigilante Crossbowmen Cavalry,1,,建安巡守弩騎兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jianan Vigilante Hand-Ji Infantry,1,,建安巡守手戟兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jianan Vigilante Repeating Crossbowmen,1,,建安巡守連弩兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jiang Qin's Armour,1,蔣欽的護甲,,text/_hvo/hv_TEXT_ceo_career.loc
Jingchu Buqu Archers,1,,荊楚部曲弓兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Buqu Axemen,1,,荊楚部曲斧兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Buqu Caltrop Throwers,1,,荊楚部曲蒺藜兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Buqu Lancer Cavalry,1,,荊楚部曲槍騎,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Buqu Long Axemen,1,,荊楚部曲長斧兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Buqu Sabre Cavalry,1,,荊楚部曲刀騎兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Buqu Spearmen,1,,荊楚部曲長槍兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Jingchu Troop Tally,1,荊楚虎符,,text/_hvo/hv_TEXT_effects_ceo.loc
Jingchu troop tally can be earned when occupied,1,占據時可獲得荊楚虎符,,text/_hvo/hv_TEXT_region_army.loc
Judgement,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Juggernaut,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Juggernaut (Buqu),1,,火獸車（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2_VM.loc
Juggernaut (Elite),1,,火獸車（精銳）,text/_hvo/hv_TEXT_unit_ui_group_t3_VM.loc
Juggernaut (Militia),1,,火獸車（義勇）,text/_hvo/hv_TEXT_unit_ui_group_t1_VM.loc
Khanda,1,坎達直劍,,text/_hvo/hv_TEXT_ceo_weapon.loc
King Duosi,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King Duosi [[img:unit_elephant]][[/img]],1,朵思大王 [[img:unit_elephant]][[/img]],,text/_hvo/hv_TEXT_cb_loadout.loc
King Meng Huo,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King Meng Huo [[img:unit_elephant]][[/img]],1,孟獲大王 [[img:unit_elephant]][[/img]],,text/_hvo/hv_TEXT_cb_loadout.loc
King Mulu,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King Mulu [[img:unit_elephant]][[/img]],1,木鹿大王 [[img:unit_elephant]][[/img]],,text/_hvo/hv_TEXT_cb_loadout.loc
King Shamoke,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King Shamoke [[img:unit_elephant]][[/img]],1,沙摩柯大王 [[img:unit_elephant]][[/img]],,text/_hvo/hv_TEXT_cb_loadout.loc
King Wutugu,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King Wutugu [[img:unit_elephant]][[/img]],1,兀突骨大王 [[img:unit_elephant]][[/img]],,text/_hvo/hv_TEXT_cb_loadout.loc
King of Chen,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King of Shu,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King of Wei,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
King of the Black Mountain,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Kingmaker,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Knowing when best to shoot is most effective when you are the one being shot at.,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Knowledge of the Body,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Knowledge of the Mind,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Knowledge of the Spirit,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Knowledge of the enemy weakens their defences.,3,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Knowledge that your comrades will never abandon you brings tremendous comfort.,4,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Lady Liu,1,劉氏,,text/_hvo/hv_TEXT_ceo_career.loc
Lady Liu always cares about her family.,1,劉夫人總是關心他的家人。,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Lady Liu's Robes,1,劉夫人的長袍 ,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Lady Liu’s Embroidered Garment,1,劉夫人繡衣 ,,text/_hvo/hv_TEXT_ceo_armour.loc
Lady Zhurong,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Lady Zhurong [[img:unit_elephant]][[/img]],1,祝融夫人 [[img:unit_elephant]][[/img]],,text/_hvo/hv_TEXT_cb_loadout.loc
Landlord,1,地主,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Large Warehouse,1,大型倉庫,,text/_hvo/hv_TEXT_building.loc
"Lead the Fight, Encourage, Support",9,身先士卒，鼓舞軍心,,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
Leads and commands the retinues.,1,領導及指揮隨從。,,text/_hvo/hv_TEXT_unit_desc.loc
Legacy of Lu Bu,1,呂布餘部,,text/_hvo/hv_TEXT_etc.loc
Legacy of Tao Qian,1,陶謙餘部,,text/_hvo/hv_TEXT_etc.loc
Legacy of Yuan Shu,1,袁術餘部,,text/_hvo/hv_TEXT_etc.loc
Li Ru,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Light Infantry,1,,,text/_hvo/hv_TEXT_unit_ground_type.loc
"Like the weather, one's fortune may change by the evening.",1,,,text/_hvo/hv_TEXT_skills_basic.loc
Little Conqueror,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Liu Bei,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Liu Bei's words drive his men to greatness!,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Liu Biao,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Liu Chong,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
"Liu Zhang calls a ceasefire for all nearby units, delaying the enemy while his allies work on a counter-attack.",1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Local Celebrity,1,名士,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Local Noble Archers,1,,地方豪强弓兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Local Noble's Estate,1,地方豪强莊園,,text/_hvo/hv_TEXT_building.loc
Local Noble's Household,1,,,text/_hvo/hv_TEXT_building.loc
Local Noble's Manor,1,,,text/_hvo/hv_TEXT_building.loc
Locks Might Royal Guard units,1,,,text/_hvo/hv_TEXT_events_rules.loc
Locks Virtue Royal Guard units,1,,,text/_hvo/hv_TEXT_events_rules.loc
"Long Range, Anti-Cavalry",3,遠距，反騎兵,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
"Long Range, High Armour-Piercing Damage, Slow Reload",19,遠距，穿甲傷害高，射擊速率慢,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
"Long Range, Low Armour-Piercing Damage, Fast Reload",21,遠距，穿甲傷害低，射擊速率快,,text/_hvo/hv_TEXT_unit_ui_group_VM.loc
"Long Range, Siege",3,遠距，攻城,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Long Spear Infantry (Buqu),2,,長槍步兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Long Spear Infantry (Elite),2,,長槍步兵（精銳）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Long Spear Infantry (Militia),2,,長槍步兵（義勇）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Long Sword Infantry (Buqu),3,,長劍步兵（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Long Sword Infantry (Elite),3,,長劍步兵（精銳）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Long Sword Infantry (Militia),3,,長劍步兵（義勇）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Look up and you will see the sky; look inward and you will see heaven.,4,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
Looking for the monster...,1,尋覓怪獸……,,text/_hvo/hv_TEXT_events.loc
Loose and Charge,3,疏陣衝鋒,,text/_hvo/hv_TEXT_unit_abilities.loc
Loose and Charge (Cavalry),6,騎兵疏陣衝鋒,,text/_hvo/hv_TEXT_unit_abilities.loc
Lord of the Battlefield,1,戰場之王,,text/_hvo/hv_TEXT_etc.loc
Lost the throne!,1,,,text/_hvo/hv_TEXT_events_rules.loc
"Low Hit Rate, High Armour-Piercing Damage",9,命中率低，穿甲傷害高,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
"Low Hit Rate, High Armour-Piercing Damage, Break Enemy's Shield",20,命中率低，穿甲傷害高，破盾,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
"Low Hit Rate, Low Armour-Piercing Damage",3,命中率低，穿甲傷害低,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Lu Bu,1,呂布,,text/_hvo/hv_TEXT_cb_loadout.loc
Lu Bu's army follows your faction.,1,呂布之兵將追隨於您。,,text/_hvo/hv_TEXT_events.loc
Lu Zheng,1,陸政,,text/_hvo/hv_TEXT_cb_loadout.loc
Lucky Shot,3,幸運一擊,,text/_hvo/hv_TEXT_unit_abilities.loc
Luo Jun,1,駱俊,,text/_hvo/hv_TEXT_cb_loadout.loc
"Luxurious robes, fit for those who do not tread the battlefield.",1,,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Lü Bu's furious gaze causes all to cower!,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Ma Chao,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Ma Chao's internal strife manifests in bursts of rage; uncontrollable charges at the enemy!,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Ma Teng,1,,,text/_hvo/hv_TEXT_cb_loadout.loc
Make Calm Down,5,鎮靜,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Make the impossible possible!,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
Manage local products more thoroughly and convert wasted materials into stockpiles.,1,完善管理本地貨物，回收廢棄物品。,,text/_hvo/hv_TEXT_building.loc
"Many of the enemy troops would gladly join our forces; those who refuse will be put to the sword. This will replenish our troops, but may impact our relations with the enemy faction.",1,,,text/_hvo/hv_TEXT_pooled_resource.loc
Mark Target,6,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Marquis or Chancellor of State,1,勢力級別達到侯,,text/_hvo/hv_TEXT_etc.loc
Martial Prowess,3,精通武藝,,text/_hvo/hv_TEXT_unit_abilities.loc
Martial expertise from hard work. Practice. Preparation. Endless repetition.,2,,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Mastery of Defensive Melee,3,,,text/_hvo/hv_TEXT_unit_abilities.loc
Mastery of Ranged Defence,3,,,text/_hvo/hv_TEXT_unit_abilities.loc
Medium Cavalry,1,,,text/_hvo/hv_TEXT_unit_ground_type.loc
Medium Infantry,1,,,text/_hvo/hv_TEXT_unit_ground_type.loc
"Medium Range, Low Armour-Piercing Damage, Fast Reload",3,中距，穿甲傷害低，射擊速率快,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Melee Attack,6,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Melee Debuff,4,,,text/_hvo/hv_TEXT_unit_abilities_hit_effects.loc
Men of the Forest,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Mercenary Archers,1,,僱傭弓兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Mercenary Axemen,1,,僱傭斧兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Mercenary Captain,1,,僱傭校尉,text/_hvo/hv_TEXT_unit_text_replacements.loc
Mercenary Cavalry,1,,僱傭騎兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Messengers of Heaven,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Mettlesome Advance,6,突飛猛進,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Mighty Thrust,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
"Mighty, gnarled monoliths, the imposing peaks of China's south stand like sentinels against the unrelenting waters beyond. Amongst these hills and peaks, the Yue tribes eke out their continued existence; brought low from the once-proud past, they stand now against the threat of Han invasion from the north. Although they wield sword and shield, they are nothing like the professional warriors coming to face them. \\n\\n Yet, united behind one who purports to fight for their ideals, the Yue are able to summon themselves into something resembling their own strength – their legacy demands it!",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
Military Control,1,,,text/_hvo/hv_TEXT_effects_pooled_resource.loc
Military Support,1,軍事支援,,text/_hvo/z_dummy_hv_TEXT_non_deployable.loc
Military Talent,6,軍事才能,,text/_hvo/hv_TEXT_events.loc
Military supplies were consumed to stabilise the settlement.,1,,,text/_hvo/hv_TEXT_etc.loc
Militia Archers,1,,義勇弓兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Militia Ji Infantry,1,,義勇戟兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Militia Long Axemen,1,,義勇長斧兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Militia Sabre Infantry,1,,義勇持刀步兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Militia of Virtue,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
Missile Attack,2,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Missile Debuff,8,,,text/_hvo/hv_TEXT_unit_abilities_hit_effects.loc
Mob (Buqu),1,,暴民（部曲）,text/_hvo/hv_TEXT_unit_ui_group_t2.loc
Mob (Elite),1,,暴民（精銳）,text/_hvo/hv_TEXT_unit_ui_group_t3.loc
Mob (Militia),1,,暴民（義勇）,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Mobile Cavalry Formation,2,,,text/_hvo/hv_TEXT_unit_abilities.loc
Mobile Formation,1,,,text/_hvo/hv_TEXT_unit_abilities.loc
Mobile Infantry Formation,4,,,text/_hvo/hv_TEXT_unit_abilities.loc
Mobilisation,1,,,text/_hvo/hv_TEXT_skills_basic.loc
Mock,3,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Moment of Courage,3,一時之勇,,text/_hvo/hv_TEXT_unit_abilities.loc
Morale Shock Projectile,9,箭矢打擊士氣,,text/_hvo/hv_TEXT_unit_ui_group_t1.loc
Mortal Strike,6,致命一擊,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
Motivating men to fight is the essense of leadership.,1,激發鬥志乃是領軍的精髓。,,text/_hvo/hv_TEXT_skills_basic.loc
Mountains,4,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
"Move swift as the Wind and closely-formed as the Wood. Attack like the Fire and be still as the Mountain. \\n\\n These elite soldiers hail from Danyang province and are rapidly gaining renown with commanders in the crumbling Han empire. Armed with a glaive and heavy armor, they have gathered a reputation assaulting enemy strongpoints succesfully and routing their defenders. \\n\\n Already, enemies have learned to fear their expertise, as well as the gunpowder bombs they carry with them. When the Blue Turbans have been spotted on the field, the foe knows their days are numbered.",1,,,text/_hvo/hv_TEXT_unit_long_desc.loc
Multiple Bolt Crossbow,1,,,text/_hvo/hv_TEXT_unit_text_replacements.loc
NEXT REFORM IN [[b]]%n[[/b]],1,,,text/_hvo/hv_TEXT_effects_technology.loc
Nanman Axe Defectors,1,,南蠻叛逃斧兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Nanman Cavalry Defectors,1,,南蠻叛逃騎兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Nanman Crossbow Defectors,1,,南蠻叛逃弩兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Nanman Infill Development ,1,南蠻填地開發,,text/_hvo/hv_TEXT_building.loc
Nanman Long Spear Defectors,1,,南蠻叛逃長槍兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Nanman-Han Trading Post,3,南蠻交易所,,text/_hvo/hv_TEXT_building.loc
Nature itself provides a shield for its warriors.,1,,,text/_hvo/hv_TEXT_skills_skill_skill_name_desc.loc
Nature must be preserved and the world saved. These warriors will see it done.,1,,,text/_hvo/hv_TEXT_unit_desc.loc
Nature's Ally,11,,,text/_hvo/hv_TEXT_skills_skill_ability__historical.loc
No horseman shall pass these spearmen from the famed Xiliang army.,1,沒有任何騎兵能衝破赫赫有名的西涼軍槍陣。,,text/_hvo/hv_TEXT_unit_desc.loc
No one dares to challenge this warrior's skill with the blade.,3,,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
No one is faster than this one.,2,無人能快過飛燕的速度。,,text/_hvo/hv_TEXT_skills_skill_ability_name_desc.loc
No one wants troublemakers.,2,莫要惹是生非。,,text/_hvo/hv_TEXT_events.loc
"No one will follow a useless emperor. You know that, don't you?",1,沒人願意追隨一個無能皇帝，你可知否？,,text/_hvo/hv_TEXT_events_rules.loc
Nobility,1,,,text/_hvo/hv_TEXT_skills_basic.loc
Nomad,3,,,text/_hvo/hv_TEXT_building.loc
Nomad Gang,1,游牧馬賊,,text/_hvo/hv_TEXT_unit_text_replacements.loc
None of the other warlords in China are as noble or accomplished as you are. Bring order to chaos and officers who were once loyal to the Han Dynasty will flock to your banner. Defeat your rivals and accumulate wealth to expand your power.,1,,,text/_hvo/hv_TEXT_events.loc
Norther Army Captains,1,北軍校尉,,text/_hvo/hv_TEXT_events.loc
Northern Ji Infantry,1,,北軍戟兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Northern Lancer Cavalry,1,,北軍槍騎,text/_hvo/hv_TEXT_unit_text_replacements.loc
Northern Mounted Archers,1,,北軍弓騎兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Northern Sabre Cavalry,1,,北軍刀騎兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Northern Sabre Infantry,1,,北軍持刀步兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Northern Spearmen,1,,北軍長槍兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Northern Veteran Cataphracts,1,,北軍老練鐵甲騎兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
Northern Veteran Ji Infantry,1,,北軍老練戟兵,text/_hvo/hv_TEXT_unit_text_replacements.loc
