Text,Mapped,Count,Override (manual),Override (pattern),C1,Unit type,Unit name,Unit key,Old,File,Duplicated,zhtw
He Man,,0,,,,,,,,,FALSE,TRUE
He Yi,,0,,,,,,,,,FALSE,TRUE
He was also a bandit once.,平定江東之功臣。,0,平定江東之功臣。,,,,,,,,FALSE,TRUE
He was loved by everyone.,受众人喜爱。,0,受众人喜爱。,,,,,,,,FALSE,TRUE
Heart Seeker,,0,,,,,,,,,FALSE,TRUE
Heavenly Grace,,0,,,,,,,,,FALSE,TRUE
Heavenly Presence,,0,,,,,,,,,FALSE,TRUE
Heavily-armoured troops carrying iron bows that requires very strong tension. ,重裝部隊，携帶張力很强的鐵弓。,0,重裝部隊，携帶張力很强的鐵弓。,,,,,,,,FALSE,TRUE
Heavy Cavalry,,0,,,,,,,,,FALSE,TRUE
Heavy Infantry,,0,,,,,,,,,FALSE,TRUE
Heavy bow,,0,,,,,,,,,FALSE,TRUE
Hebei Spearmen,河北長槍兵,0,,,,,,,,,FALSE,TRUE
Hebei Sword Cavalry,河北劍騎兵,0,,,,,,,,,FALSE,TRUE
"Heirs of the old dynasty of Chu, the soldiers bred by this land share its temperament: fierce in battle and loyal to the end. They are a fitting fighting force for any warlord or would-be emperor. \\n\\n Long axes are intimidating to behold, especially in the hand of such a warlike people. Rending shields and armor alike, they are known to be good shock infantry that echo the glory of their ancient dynasty. ",,0,,,,,,,,,FALSE,TRUE
"Heirs of the old dynasty of Chu, the soldiers bred by this land share its temperament: fierce in battle and loyal to the end. They are a fitting fighting force for any warlord or would-be emperor. \\n\\n Skilled archers, these men provide covering fire for their army as they maneuver nimbly into the most advantageous positions. They should be protected from cavalry however, as they are lightly armoured.",,0,,,,,,,,,FALSE,TRUE
"Heirs of the old dynasty of Chu, the soldiers bred by this land share its temperament: fierce in battle and loyal to the end. They are a fitting fighting force for any warlord or would-be emperor. \\n\\n These warriors bring caltrops to battle, stunting any enemy advance as the foe perishes on the unseen traps. Any survivors are quickly dealt with by the blades these warriors wield. A skilled general would be wary of archers though: they are lightly armored and carry no shield.",,0,,,,,,,,,FALSE,TRUE
"Heirs of the old dynasty of Chu, the soldiers bred by this land share its temperament: fierce in battle and loyal to the end. They are a fitting fighting force for any warlord or would-be emperor. \\n\\n Wielding spear and shield, these soldiers form a defensive screen for their army against calvary charges. Their armor is lighter than most other armies, but this makes them more mobile: many horsemen have been taken off-guard by a sudden rush of Jingchu Spearmen!",,0,,,,,,,,,FALSE,TRUE
"Her elegance, determination, and beauty made her coveted by all the heroes of the age.",她的優雅、决心和美貌使她受到當時所有英雄的垂涎。,0,她的優雅、决心和美貌使她受到當時所有英雄的垂涎。,,,,,,,,FALSE,TRUE
Herald,先驅,0,先驅,,,,,,,,FALSE,TRUE
Heroic Outlaws,英勇匪徒,0,英勇匪徒,,,,,,,,FALSE,TRUE
Hidden Assaults,隱秘突擊兵,0,隱秘突擊兵,,,,,,,,FALSE,TRUE
Hidden Snakes,隱蛇兵,0,隱蛇兵,,,,,,,,FALSE,TRUE
Hidden Snakes and Rapid Tigers Tally,隱蛇兵與虎賁軍虎符,0,隱蛇兵與虎賁軍虎符,,,,,,,,FALSE,TRUE
Hidden Spear Assaults,隱槍突擊兵,0,隱槍突擊兵,,,,,,,,FALSE,TRUE
"High Hit Rate, Average Armour-Piercing Damage",命中率高，穿甲傷害一般,0,命中率高，穿甲傷害一般,,,,,,,,FALSE,TRUE
"High Hit Rate, High Armour-Piercing Damage",命中率高，穿甲傷害高,0,命中率高，穿甲傷害高,,,,,,,,FALSE,TRUE
Hire the Sogdian mercenaries,雇傭粟特傭兵,0,雇傭粟特傭兵,,,,,,,,FALSE,TRUE
His relentless attack makes foes cower before him!,,0,,,,,,,,,FALSE,TRUE
His spirit is like a tiger. It takes great courage to face him.,,0,,,,,,,,,FALSE,TRUE
Hit Bonus,命中率加成,0,命中率加成,,,,,,,,FALSE,TRUE
Hollowed Square (Ranged),中空方陣（遠程）,0,中空方陣（遠程）,,,,,,,,FALSE,TRUE
Home region of the Danyang army,丹陽軍起源地,0,丹陽軍起源地,,,,,,,,FALSE,TRUE
Home region of the Ironfist cavalry,鐵拳騎兵起源地,0,鐵拳騎兵起源地,,,,,,,,FALSE,TRUE
Home region of the Jingchu army,荊楚軍起源地,0,荊楚軍起源地,,,,,,,,FALSE,TRUE
Home region of the Xiliang army,西涼軍起源地,0,西涼軍起源地,,,,,,,,FALSE,TRUE
Hooves of Rage,怒蹄,0,怒蹄,,,,,,,,FALSE,TRUE
Horse Breeding,養馬,0,養馬,,,,,,,,FALSE,TRUE
Horse Breeding / Foraging & Supplies,養馬 / 自行覓食與補給,0,養馬 / 自行覓食與補給,,,,,,,,FALSE,TRUE
Horse Breeding: Abundant,養馬：充裕,0,養馬：充裕,,,,,,,,FALSE,TRUE
Horse Breeding: Heavenly,養馬：天助,0,養馬：天助,,,,,,,,FALSE,TRUE
Horse Breeding: Inadequate,養馬：不足,0,養馬：不足,,,,,,,,FALSE,TRUE
Horse Breeding: Ordinary,養馬：普通,0,養馬：普通,,,,,,,,FALSE,TRUE
Horse Breeding: Sufficient,養馬：有餘,0,養馬：有餘,,,,,,,,FALSE,TRUE
Horseback Huntsmen,,0,,,,,,,,,FALSE,TRUE
Hostess,女主人,0,女主人,,,,,,,,FALSE,TRUE
House Servant Archers,家僕弓兵,0,,,,,,,,,FALSE,TRUE
House Servant Axemen,家僕斧兵,0,,,,,,,,,FALSE,TRUE
House Servant Long Spearmen,家僕長槍兵,0,,,,,,,,,FALSE,TRUE
House Servant Riders,家僕騎手,0,,,,,,,,,FALSE,TRUE
House Yuan's Officer,袁氏士官,0,袁氏士官,,,,,,,,FALSE,TRUE
Household Ji Guards of Yuan,袁氏家族戟衛,0,袁氏家族戟衛,,,,,,,,FALSE,TRUE
Hua Lanli,華蘭麗,0,華蘭麗,,,,,,,,FALSE,TRUE
Huang Shao,,0,,,,,,,,,FALSE,TRUE
Huang Zhong,,0,,,,,,,,,FALSE,TRUE
Huanglao's Paragons,,0,,,,,,,,,FALSE,TRUE
Hunting Area,狩獵區,0,狩獵區,,,,,,,,FALSE,TRUE
Hurl a bundle of explosive fire bombs to knock down the enemy.,扔擲爆裂火油彈來擊倒敵人。,0,扔擲爆裂火油彈來擊倒敵人。,,,,,,,,FALSE,TRUE
I have no choice but to pretend that I am a warrior who knows no fear.,我别无选择，只能假装自己是一個無畏战士,0,我别无选择，只能假装自己是一個無畏战士,,,,,,,,FALSE,TRUE
"If only strength can rule, then strength must be displayed often and in great abundance. And it must be used to make an example of fools who would believe otherwise. \\n\\n Trained in the Xiliang style of warfare, these disciplined warriors form the backbone of the ironfisted rule that Dong Zhuo and Lu Bu impose upon the Han. Skilled with both the bow and the sword, they habitually patrol the streets to put down any unrest. ",,0,,,,,,,,,FALSE,TRUE
"If only strength can rule, then strength must be displayed often and in great abundance. And it must be used to make example of fools who would believe otherwise. \\n\\n Trained in the Xiliang style of warfare, these disciplined warriors form the backbone of the ironfisted rule that Dong Zhuo and Lu Bu impose upon the Han. Atop their steeds, they patrol the countryside, putting down any opposition with bow and sword. ",,0,,,,,,,,,FALSE,TRUE
"If the year is beyond 195 CE and the emperor token is still in play, then the Imperial Intrigue panel will become unlocked.",假如公元195年後象徵性的皇帝依然在位，到時候朝廷權謀面板將會解除鎖定。,0,假如公元195年後象徵性的皇帝依然在位，到時候朝廷權謀面板將會解除鎖定。,,,,,,,,FALSE,TRUE
If you can conquer the mind of the enemy then half the battle is won.,,0,,,,,,,,,FALSE,TRUE
Ignore,,0,,,,,,,,,FALSE,TRUE
Ignore them,,0,,,,,,,,,FALSE,TRUE
Immature but passionate.,不經世故但鬥志昂揚。,0,不經世故但鬥志昂揚。,,,,,,,,FALSE,TRUE
Impenetrable Redoubt,,0,,,,,,,,,FALSE,TRUE
Imperial Favour: A Gift from the Emperor,,0,,,,,,,,,FALSE,TRUE
Imperial Favour: Ancestral Rite,皇帝寵信：祭祀儀式 ,0,皇帝寵信：祭祀儀式 ,,,,,,,,FALSE,TRUE
Imperial Favour: Banquet,皇帝寵信：皇家宴會 ,0,皇帝寵信：皇家宴會 ,,,,,,,,FALSE,TRUE
Imperial Sword Guards,禁軍劍衛,0,禁軍劍衛,,,,,,,,FALSE,TRUE
Imperial ancestral rite ended,皇家祭祀儀式結束,0,皇家祭祀儀式結束,,,,,,,,FALSE,TRUE
Imperial banquet ended without incident,皇家宴會結束，並無意外發生 ,0,皇家宴會結束，並無意外發生 ,,,,,,,,FALSE,TRUE
Impetuous Charge,,0,,,,,,,,,FALSE,TRUE
Importunity,堅韌不屈,0,堅韌不屈,,,,,,,,FALSE,TRUE
"In an [[b]]ambush[[/b]], the defending force is attacked from both sides while marching in column, leaving the attacker to choose the best time to strike.",,0,,,,,,,,,FALSE,TRUE
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. Armed with the two-handed zhanmadao, these warriors can bring any cavalry charge to a brutal standstill and make short work of their foes afterwards.",,0,,,,,,,,,FALSE,TRUE
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These crossbowmen are anti-cavalry specialists. Even the powerful nomadic cataphracts shun them.",,0,,,,,,,,,FALSE,TRUE
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These spearmen, clad in iron armor and wielding great shields, will hold the frontline of any army and drive the enemy back. ",,0,,,,,,,,,FALSE,TRUE
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These warriors, clad in heavy armor and riding equally armoured steeds, are the best the Xiliang have to offer. Though slow in maneuvers, almost none can oppose them as they charge into enemy ranks, trampling and goring their enemies on their spears.",,0,,,,,,,,,FALSE,TRUE
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. After having thrown a spare hand-ji, these men will charge the enemy line, swinging their dagger-axes in one hand while the other holds a shield to parry retaliatory blows.",,0,,,,,,,,,FALSE,TRUE
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. Skilled horsemen such as these will ride the enemy down in a devastating charge and retreat before the enemy can launch a counterattack, or pepper them with arrows.",,0,,,,,,,,,FALSE,TRUE
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Armed with crossbows, these soldiers rain down a hail of armour-piercing missiles on their foes. A wise general will support them with spearmen, as they are a prime target for enemy horsemen.",,0,,,,,,,,,FALSE,TRUE
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Imitating the tactics of the tribes they often face, these horse archers are proficient hit-and-run combatants. They will strike where the enemies are weakest, while remaining out of reach of all weapons, save arrows or crossbow bolts.",,0,,,,,,,,,FALSE,TRUE
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Swift horsemen, they can easily catch any enemy left out in the open, while their swords and shields will allow them to stay in melee for a while before having to retreat.",,0,,,,,,,,,FALSE,TRUE
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n These soldiers, armed with the long Ji, will brace and hold against cavalry charges, letting the horse impale itself on their blades. Wearing iron armour, they will wade into the melee confidently and take on all comers.",,0,,,,,,,,,FALSE,TRUE
"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n These spearmen protect the flanks by pre-empting charges and bracing their qiang spears at an angle, so only the most foolish or brave cavalry dare charge them. This makes them a target for missile attacks, so they are outfitted in leather armour and carry large shields to protect themselves from the expected rain of arrows.",,0,,,,,,,,,FALSE,TRUE
"In the face of adversity, those left standing will close ranks and bolster their resolve.",面對逆境，所剩兵士只能集結起來坚定决心。,0,面對逆境，所剩兵士只能集結起來坚定决心。,,,,,,,,FALSE,TRUE
"In the hills and mountains of the Southlands, the desperate will lay down their lives to escape the Han.",,0,,,,,,,,,FALSE,TRUE
"In the midst of a bloodbath, it's nice to know that someone has your back.",在腥風血雨中你仍有所依靠。,0,在腥風血雨中你仍有所依靠。,,,,,,,,FALSE,TRUE
Increase,,0,,,,,,,,,FALSE,TRUE
"Increase your [[b]]fortitude[[/b]] through [[b]]winning battles[[/b]], and by inflicting greater [[b]]casualties[[/b]] upon [[b]]enemy forces[[/b]] than they inflict upon yours.",,0,,,,,,,,,FALSE,TRUE
"Indeed, the goods brought by the western merchants are diverse, with many rare and valuable items. Furthermore, the mercenaries escorting them look like natural warriors.",的確，西域商人帶來的貨物種類繁多，其中不乏珍惜名貴之物。而且，護送他們的傭兵看起來就像是天生的戰士。,0,的確，西域商人帶來的貨物種類繁多，其中不乏珍惜名貴之物。而且，護送他們的傭兵看起來就像是天生的戰士。,,,,,,,,FALSE,TRUE
Indomitable Warrior,無畏之士,0,無畏之士,,,,,,,,FALSE,TRUE
Infill Development ,填地開發,0,填地開發,,,,,,,,FALSE,TRUE
Inflicts less damage and has reduced accuracy but suppresses targets.,造成傷害較低，準確率也降低，但可壓制目標。,0,造成傷害較低，準確率也降低，但可壓制目標。,,,,,,,,FALSE,TRUE
Ingenuity and craftsmanship can turn even a lowly militiaman into a daunting foe.,,0,,,,,,,,,FALSE,TRUE
Inner Fire,,0,,,,,,,,,FALSE,TRUE
Inner Vitality,内在活力,0,内在活力,,,,,,,,FALSE,TRUE
Inspection,審查,0,審查,,,,,,,,FALSE,TRUE
Inspirational deeds spur forces to swifter action!,,0,,,,,,,,,FALSE,TRUE
Inspiring Surge,,0,,,,,,,,,FALSE,TRUE
Inspiring Words,,0,,,,,,,,,FALSE,TRUE
Instinct,本能,0,本能,,,,,,,,FALSE,TRUE
Internal Blaze,,0,,,,,,,,,FALSE,TRUE
Into the Breach,,0,,,,,,,,,FALSE,TRUE
Investigate,調查,0,調查,,,,,,,,FALSE,TRUE
Inward Focus,,0,,,,,,,,,FALSE,TRUE
Iron Walls,鐵壁兵,0,鐵壁兵,,,,,,,,FALSE,TRUE
Ironfist Cavalry can be recruited when occupied,占據時可獲得鐵拳騎兵,0,占據時可獲得鐵拳騎兵,,,,,,,,FALSE,TRUE
Ironfist Lancer Cataphracts,鐵拳長槍鐵甲騎兵,0,,,,,,,,,FALSE,TRUE
Is heaven helping him?,,0,,,,,,,,,FALSE,TRUE
It causes fear.,引發恐慌。,0,引發恐慌。,,,,,,,,FALSE,TRUE
"It is a central tenet of Taoism that the land must be revered and nurtured; it, in turn, will return to us its bounties. Those chosen warriors who receive of nature's boons must use its gifts to pursue those who have contributed to the corruption and destruction plaguing the land. \\n\\n From the boughs of the trees, arrows and crossbows are fashioned and handled by warriors who wield them with greater expertise than most of their contemporaries.",,0,,,,,,,,,FALSE,TRUE
"It is not always the command that motivates, but the way it is given.",,0,,,,,,,,,FALSE,TRUE
It is the bear's teeth that the salmon faces at the end of the falls.,,0,,,,,,,,,FALSE,TRUE
It must be bullshit.,無稽之談。,0,無稽之談。,,,,,,,,FALSE,TRUE
It seems you've offended the imperial court...,看來你得罪了朝廷…… ,0,看來你得罪了朝廷…… ,,,,,,,,FALSE,TRUE
It's best to ignore these annoying preachers.,不應理睬這些煩人的佈道僧侶。,0,不應理睬這些煩人的佈道僧侶。,,,,,,,,FALSE,TRUE
It's getting harder to find anyone who isn't a Black Mountain bandit.,四海之内，莫非黑山。,0,四海之内，莫非黑山。,,,,,,,,FALSE,TRUE
"It's hard to believe, but it might be worth investigating personally.",難以置信，但不妨親自調查一番。,0,難以置信，但不妨親自調查一番。,,,,,,,,FALSE,TRUE
It's not a good place for a beautiful woman to stay.,,0,,,,,,,,,FALSE,TRUE
Jade Dragons,,0,,,,,,,,,FALSE,TRUE
Jaizi Raiders,,0,,,,,,,,,FALSE,TRUE
Javelin Throwers (Buqu),擲鋋兵（部曲）,0,,,,,,,,,FALSE,TRUE
Javelin Throwers (Elite),擲鋋兵（精銳）,0,,,,,,,,,FALSE,TRUE
Javelin Throwers (Militia),擲鋋兵（義勇）,0,,,,,,,,,FALSE,TRUE
Jei Fan Infantry,解煩兵,0,解煩兵,,,,,,,,FALSE,TRUE
Ji Cavalry (Buqu),持戟騎兵（部曲）,0,,,,,,,,,FALSE,TRUE
Ji Cavalry (Captain),持戟騎兵（校尉）,0,,,,,,,,,FALSE,TRUE
Ji Cavalry (Elite),持戟騎兵（精銳）,0,,,,,,,,,FALSE,TRUE
Ji Cavalry (Militia),持戟騎兵（義勇）,0,,,,,,,,,FALSE,TRUE
Ji Guards of the Eight Talents,八才戟衛,0,八才戟衛,,,,,,,,FALSE,TRUE
Ji Infantry (Buqu),持戟步兵（部曲）,0,,,,,,,,,FALSE,TRUE
Ji Infantry (Captain),持戟步兵（校尉）,0,,,,,,,,,FALSE,TRUE
Ji Infantry (Elite),持戟步兵（精銳）,0,,,,,,,,,FALSE,TRUE
Ji Infantry (Militia),持戟步兵（義勇）,0,,,,,,,,,FALSE,TRUE
Jia Xu,,0,,,,,,,,,FALSE,TRUE
Jianan Vigilante Archers,建安巡守弓兵,0,,,,,,,,,FALSE,TRUE
Jianan Vigilante Crossbowmen,建安巡守弩兵,0,,,,,,,,,FALSE,TRUE
Jianan Vigilante Crossbowmen Cavalry,建安巡守弩騎兵,0,,,,,,,,,FALSE,TRUE
Jianan Vigilante Hand-Ji Infantry,建安巡守手戟兵,0,,,,,,,,,FALSE,TRUE
Jianan Vigilante Repeating Crossbowmen,建安巡守連弩兵,0,,,,,,,,,FALSE,TRUE
Jiang Qin's Armour,蔣欽的護甲,0,蔣欽的護甲,,,,,,,,FALSE,TRUE
Jingchu Buqu Archers,荊楚部曲弓兵,0,,,,,,,,,FALSE,TRUE
Jingchu Buqu Axemen,荊楚部曲斧兵,0,,,,,,,,,FALSE,TRUE
Jingchu Buqu Caltrop Throwers,荊楚部曲蒺藜兵,0,,,,,,,,,FALSE,TRUE
Jingchu Buqu Lancer Cavalry,荊楚部曲槍騎,0,,,,,,,,,FALSE,TRUE
Jingchu Buqu Long Axemen,荊楚部曲長斧兵,0,,,,,,,,,FALSE,TRUE
Jingchu Buqu Sabre Cavalry,荊楚部曲刀騎兵,0,,,,,,,,,FALSE,TRUE
Jingchu Buqu Spearmen,荊楚部曲長槍兵,0,,,,,,,,,FALSE,TRUE
Jingchu Troop Tally,荊楚虎符,0,荊楚虎符,,,,,,,,FALSE,TRUE
Jingchu troop tally can be earned when occupied,占據時可獲得荊楚虎符,0,占據時可獲得荊楚虎符,,,,,,,,FALSE,TRUE
Judgement,,0,,,,,,,,,FALSE,TRUE
Juggernaut,,0,,,,,,,,,FALSE,TRUE
Juggernaut (Buqu),火獸車（部曲）,0,,,,,,,,,FALSE,TRUE
Juggernaut (Elite),火獸車（精銳）,0,,,,,,,,,FALSE,TRUE
Juggernaut (Militia),火獸車（義勇）,0,,,,,,,,,FALSE,TRUE
Khanda,坎達直劍,0,坎達直劍,,,,,,,,FALSE,TRUE
King Duosi,,0,,,,,,,,,FALSE,TRUE
King Duosi [[img:unit_elephant]][[/img]],朵思大王 [[img:unit_elephant]][[/img]],0,朵思大王 [[img:unit_elephant]][[/img]],,,,,,,,FALSE,TRUE
King Meng Huo,,0,,,,,,,,,FALSE,TRUE
King Meng Huo [[img:unit_elephant]][[/img]],孟獲大王 [[img:unit_elephant]][[/img]],0,孟獲大王 [[img:unit_elephant]][[/img]],,,,,,,,FALSE,TRUE
King Mulu,,0,,,,,,,,,FALSE,TRUE
King Mulu [[img:unit_elephant]][[/img]],木鹿大王 [[img:unit_elephant]][[/img]],0,木鹿大王 [[img:unit_elephant]][[/img]],,,,,,,,FALSE,TRUE
King Shamoke,,0,,,,,,,,,FALSE,TRUE
King Shamoke [[img:unit_elephant]][[/img]],沙摩柯大王 [[img:unit_elephant]][[/img]],0,沙摩柯大王 [[img:unit_elephant]][[/img]],,,,,,,,FALSE,TRUE
King Wutugu,,0,,,,,,,,,FALSE,TRUE
King Wutugu [[img:unit_elephant]][[/img]],兀突骨大王 [[img:unit_elephant]][[/img]],0,兀突骨大王 [[img:unit_elephant]][[/img]],,,,,,,,FALSE,TRUE
King of Chen,,0,,,,,,,,,FALSE,TRUE
King of Shu,,0,,,,,,,,,FALSE,TRUE
King of Wei,,0,,,,,,,,,FALSE,TRUE
King of the Black Mountain,,0,,,,,,,,,FALSE,TRUE
Kingmaker,,0,,,,,,,,,FALSE,TRUE
Knowing when best to shoot is most effective when you are the one being shot at.,,0,,,,,,,,,FALSE,TRUE
Knowledge of the Body,,0,,,,,,,,,FALSE,TRUE
Knowledge of the Mind,,0,,,,,,,,,FALSE,TRUE
Knowledge of the Spirit,,0,,,,,,,,,FALSE,TRUE
Knowledge of the enemy weakens their defences.,,0,,,,,,,,,FALSE,TRUE
Knowledge that your comrades will never abandon you brings tremendous comfort.,,0,,,,,,,,,FALSE,TRUE
Lady Liu,劉氏,0,劉氏,,,,,,,,FALSE,TRUE
Lady Liu always cares about her family.,劉夫人總是關心他的家人。,0,劉夫人總是關心他的家人。,,,,,,,,FALSE,TRUE
Lady Liu's Robes,劉夫人的長袍 ,0,劉夫人的長袍 ,,,,,,,,FALSE,TRUE
Lady Liu’s Embroidered Garment,劉夫人繡衣 ,0,劉夫人繡衣 ,,,,,,,,FALSE,TRUE
Lady Zhurong,,0,,,,,,,,,FALSE,TRUE
Lady Zhurong [[img:unit_elephant]][[/img]],祝融夫人 [[img:unit_elephant]][[/img]],0,祝融夫人 [[img:unit_elephant]][[/img]],,,,,,,,FALSE,TRUE
Landlord,地主,0,地主,,,,,,,,FALSE,TRUE
Large Warehouse,大型倉庫,0,大型倉庫,,,,,,,,FALSE,TRUE
"Lead the Fight, Encourage, Support",身先士卒，鼓舞軍心,0,身先士卒，鼓舞軍心,,,,,,,,FALSE,TRUE
Leads and commands the retinues.,領導及指揮隨從。,0,領導及指揮隨從。,,,,,,,,FALSE,TRUE
Legacy of Lu Bu,呂布餘部,0,呂布餘部,,,,,,,,FALSE,TRUE
Legacy of Tao Qian,陶謙餘部,0,陶謙餘部,,,,,,,,FALSE,TRUE
Legacy of Yuan Shu,袁術餘部,0,袁術餘部,,,,,,,,FALSE,TRUE
Li Ru,,0,,,,,,,,,FALSE,TRUE
Light Infantry,,0,,,,,,,,,FALSE,TRUE
"Like the weather, one's fortune may change by the evening.",,0,,,,,,,,,FALSE,TRUE
Little Conqueror,,0,,,,,,,,,FALSE,TRUE
Liu Bei,,0,,,,,,,,,FALSE,TRUE
Liu Bei's words drive his men to greatness!,,0,,,,,,,,,FALSE,TRUE
Liu Biao,,0,,,,,,,,,FALSE,TRUE
Liu Chong,,0,,,,,,,,,FALSE,TRUE
"Liu Zhang calls a ceasefire for all nearby units, delaying the enemy while his allies work on a counter-attack.",,0,,,,,,,,,FALSE,TRUE
Local Celebrity,名士,0,名士,,,,,,,,FALSE,TRUE
Local Noble Archers,地方豪强弓兵,0,,,,,,,,,FALSE,TRUE
Local Noble's Estate,地方豪强莊園,0,地方豪强莊園,,,,,,,,FALSE,TRUE
Local Noble's Household,,0,,,,,,,,,FALSE,TRUE
Local Noble's Manor,,0,,,,,,,,,FALSE,TRUE
Locks Might Royal Guard units,,0,,,,,,,,,FALSE,TRUE
Locks Virtue Royal Guard units,,0,,,,,,,,,FALSE,TRUE
"Long Range, Anti-Cavalry",遠距，反騎兵,0,遠距，反騎兵,,,,,,,,FALSE,TRUE
"Long Range, High Armour-Piercing Damage, Slow Reload",遠距，穿甲傷害高，射擊速率慢,0,遠距，穿甲傷害高，射擊速率慢,,,,,,,,FALSE,TRUE
"Long Range, Low Armour-Piercing Damage, Fast Reload",遠距，穿甲傷害低，射擊速率快,0,遠距，穿甲傷害低，射擊速率快,,,,,,,,FALSE,TRUE
"Long Range, Siege",遠距，攻城,0,遠距，攻城,,,,,,,,FALSE,TRUE
Long Spear Infantry (Buqu),長槍步兵（部曲）,0,,,,,,,,,FALSE,TRUE
Long Spear Infantry (Elite),長槍步兵（精銳）,0,,,,,,,,,FALSE,TRUE
Long Spear Infantry (Militia),長槍步兵（義勇）,0,,,,,,,,,FALSE,TRUE
Long Sword Infantry (Buqu),長劍步兵（部曲）,0,,,,,,,,,FALSE,TRUE
Long Sword Infantry (Elite),長劍步兵（精銳）,0,,,,,,,,,FALSE,TRUE
Long Sword Infantry (Militia),長劍步兵（義勇）,0,,,,,,,,,FALSE,TRUE
Look up and you will see the sky; look inward and you will see heaven.,,0,,,,,,,,,FALSE,TRUE
Looking for the monster...,尋覓怪獸……,0,尋覓怪獸……,,,,,,,,FALSE,TRUE
Loose and Charge,疏陣衝鋒,0,疏陣衝鋒,,,,,,,,FALSE,TRUE
Loose and Charge (Cavalry),騎兵疏陣衝鋒,0,騎兵疏陣衝鋒,,,,,,,,FALSE,TRUE
Lord of the Battlefield,戰場之王,0,戰場之王,,,,,,,,FALSE,TRUE
Lost the throne!,,0,,,,,,,,,FALSE,TRUE
"Low Hit Rate, High Armour-Piercing Damage",命中率低，穿甲傷害高,0,命中率低，穿甲傷害高,,,,,,,,FALSE,TRUE
"Low Hit Rate, High Armour-Piercing Damage, Break Enemy's Shield",命中率低，穿甲傷害高，破盾,0,命中率低，穿甲傷害高，破盾,,,,,,,,FALSE,TRUE
"Low Hit Rate, Low Armour-Piercing Damage",命中率低，穿甲傷害低,0,命中率低，穿甲傷害低,,,,,,,,FALSE,TRUE
Lu Bu,呂布,0,呂布,,,,,,,,FALSE,TRUE
Lu Bu's army follows your faction.,呂布之兵將追隨於您。,0,呂布之兵將追隨於您。,,,,,,,,FALSE,TRUE
Lu Zheng,陸政,0,陸政,,,,,,,,FALSE,TRUE
Lucky Shot,幸運一擊,0,幸運一擊,,,,,,,,FALSE,TRUE
Luo Jun,駱俊,0,駱俊,,,,,,,,FALSE,TRUE
"Luxurious robes, fit for those who do not tread the battlefield.",,0,,,,,,,,,FALSE,TRUE
Lü Bu's furious gaze causes all to cower!,,0,,,,,,,,,FALSE,TRUE
Ma Chao,,0,,,,,,,,,FALSE,TRUE
Ma Chao's internal strife manifests in bursts of rage; uncontrollable charges at the enemy!,,0,,,,,,,,,FALSE,TRUE
Ma Teng,,0,,,,,,,,,FALSE,TRUE
Make Calm Down,鎮靜,0,鎮靜,,,,,,,,FALSE,TRUE
Make the impossible possible!,,0,,,,,,,,,FALSE,TRUE
Manage local products more thoroughly and convert wasted materials into stockpiles.,完善管理本地貨物，回收廢棄物品。,0,完善管理本地貨物，回收廢棄物品。,,,,,,,,FALSE,TRUE
