Key,Text,Tooltip,English,OverrideByKey,MappedByText,MappedByPattern,Vanilla,PikaMan,Source,File
ceo_nodes_description_3k_mtu_ancillary_armour_jian_yongs_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_armour_lady_cai_yans_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_armour_zhao_yuns_armour_unique,此甲輕重得當，寬緊合身，非名將不可披戴。,True,"The perfect weight and fit, suitable for the famed Tiger General.",,,,,,Mtu,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_chen_jius_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_chunyu_qiongs_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_dong_mins_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_eminent_calligrapher_armour_water_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_empty_lunchpail,空空如也,True,It is empty.,,,,,,Mtu,[02]__MTU_items__Accessory.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_gao_shuns_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_hidden_flow,此劍寒氣逼人，可如兩股暗流般襲向敵手。,True,Her swords are fast and unpredictable like two rogue waves sweeping across the ocean.,,,,,,Mtu,[02]__MTU_items__Weapons.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_hua_xins_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_huang_zus_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_bian_huilans_armour_unique,此甲輕重得當，寬緊合身，非名將不可披戴。,True,Her beauty and extraordinary taste put a thousand men on their knee.,,,,,,Mtu,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_da_qiaos_armour_unique,此甲輕重得當，寬緊合身，非名將不可披戴。,True,A beautifully embroidered dress in gold to accent Lady Feng’s overwhelming beauty.,,,,,,Mtu,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_dong_bais_armour_unique,此甲輕重得當，寬緊合身，非名將不可披戴。,True,"A luxurious, embroidered onyx dress fit for even an Empress.",,,,,,Mtu,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_dong_peishans_armour_unique,此甲輕重得當，寬緊合身，非名將不可披戴。,True,"A luxurious, embroidered onyx dress fit for even an Empress.",,,,,,Mtu,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_gongsun_jintings_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_guan_yinpings_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_lu_jis_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_lu_zhengs_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_ma_lanlis_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_ma_yunlus_armour_unique,此甲輕重得當，寬緊合身，非名將不可披戴。,True,"Armour of the West provides not only warmth, but also better protection with its masterful use of leather.",,,,,,Mtu,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_trieus_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_wang_litings_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_wu_minyus_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_xiao_qiaos_armour_unique,此甲輕重得當，寬緊合身，非名將不可披戴。,True,A magnificently embroidered dress in silver to match the young beauty’s look.,,,,,,Mtu,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_zhang_jinglans_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_zhang_xingcais_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_lady_zou_yuans_armour_unique,此甲輕重得當，寬緊合身，非名將不可披戴。,True,Zou Yuan's clothes are thin but soft and sturdy.,,,,,,Mtu,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_line_breaker,此戟的重量與平衡恰到好處，是一把善於瓦解敵陣的利器。,True,"This Ji, perfectly balanced and heavy, crushes its enemies and sees them driven before you.",,,,,,Mtu,[02]__MTU_items__Weapons.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_luo_juns_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_mount_lady_trieus_elephant_unique,趙嫗親手馴服的巨象，來去如響雷地震般驚天動地,True,"Lady Trieu comes and, with her, a thunder that shakes the very Earth.",,,,,,Mtu,[02]__MTU_items__Accessory.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_phoenix_beak,這把武器猶如鳳喙一般尖銳，鋒芒逼人。,True,"The phoenix beak strikes with a ferocity that has put many a man to ashes, never to rise again.",,,,,,Mtu,[02]__MTU_items__Weapons.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_qu_gongs_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_shen_peis_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_comet_spear,此矛銳不可擋，如彗星劃過星空一般刺穿敵腹。,True,A splendid spear with a sharpness that could cut the sky.,,,,,,Mtu,[02]__MTU_items__Weapons.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_dachui,巨大沉重，堅固有力,True,"As big as it is, heavy but strong",,巨大沉重，堅固有力,,,,MappedByText,[02]__MTU_items__Weapons.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_diplomat,就算是說客也需要防身之物。,True,A self-defense sword that Jian Yong used to carry in his travels.,,,,,,Mtu,[02]__MTU_items__Weapons.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_goshawk,此弓僅配鷹覷鶻望之人。,True,"It's small and light, but its power is enormous.",,,,,,Mtu,[02]__MTU_items__Bow.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_hawk,此弓就如飛隼一般，看似小巧，實則力大無窮。,True,The Falcon’s arrows soar through the sky much like the bird of prey it’s named after.,,,,,,Mtu,[02]__MTU_items__Bow.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_hometowns_bow,此弓鑄造的鑄造者與你同鄉，真是令人欣慰。,True,A prominent bowyer from your hometown crafted this masterpiece.,,,,,,Mtu,[02]__MTU_items__Bow.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_invincible,所向披靡,True,A weapon of which there exists no rival.,,,,,,Mtu,[02]__MTU_items__Weapons.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_juque,穿銅釜，絕鐵礪 ，胥中決如粢米。,True,"There existed no finer swordsmith than Ou Yezi, no greater sword than his Juque.",,,,,,Mtu,[02]__MTU_items__Weapons.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_mothers_bow,慈母所贈，豈可不用乎？,True,Mother’s Bow shall forever protect the daughter.,,,,,,Mtu,[02]__MTU_items__Bow.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_point_piercer,此矛猶如蝰蛇的毒牙一般致命。,False,As accurate and deadly as a viper’s strike.,,,,,,Mtu,[02]__MTU_items__Weapons.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_sharp_light,銳利得發光，此戟不遜於方天畫戟。,False,A weapon befitting a warrior destined for great things.,,,,,,Procrastinator,[02]__MTU_items__Weapons.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_shengxie,吳主孫權有六劍，三曰辟邪。,True,Legend has it that the great swords forged by Ou Yezi protect the sword-handler.,,,,,,Mtu,[02]__MTU_items__Weapons.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_wind_of_north,此弓射出的箭矢疾如狂風，眨眼間就能破軍殺將。,True,The frigid North Wind brings with it the cold grip of death.,,,,,,Mtu,[02]__MTU_items__Bow.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_wind_of_taiyuan,此弓射出的箭矢風捲殘雲，竟然會發出如同太原狂風一般的聲音。,True,The sound of its arrow cutting through the air resembles the fierce winds of Taiyuan.,,,,,,Mtu,[02]__MTU_items__Bow.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_weapon_young_dragon,雛龍雖尚且稚嫩，卻也是龍。,True,"Albeit young, a dragon is a dragon.",,,,,,Mtu,[02]__MTU_items__Weapons.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_wu_anguos_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_yan_xiangs_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ancillary_zhang_baos_armour_unique,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,True,"The perfect weight and fit, tailored for this warrior of class and distinction.",,,,重量適中且恰好合身，專為這名有頭有臉的戰士量身打造。,,Vanilla,[02]__MTU_items__Armour.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_chen_jiu_01,龐德不知退讓為何物，敵人皆知總有一日須在沙場上與他一較高下。,True,"Pang De is an unrelenting force, whose avowed enemies know they must face him sooner or later.",,,,龐德不知退讓為何物，敵人皆知總有一日須在沙場上與他一較高下。,,Vanilla,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_chunyu_qiong_reborn,淳于瓊氣節剛烈，曾被漢靈帝冊封爲西園八校尉之一。,True,"Once, Chunyu Qiong was a colonel of the Emperor’s own army. He will regain that pride.",,,,,,Procrastinator,[01]__MTU_generals__Fire_vanguard.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_dong_min_01,貪暴成性，荼毒關中。,True,Dong Min understands the unwritten rules of politics - one can never possess too much power.,,,,,,Mtu,[01]__MTU_generals__Earth_commander.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_gao_shun_01,仲氏大將軍張勳號令三軍誰敢不從？,True,"As the leading general of the Kingdom of Zhong, Zhang Xun commands the formidable army of the Yuan family.",,,,,,Mtu,[01]__MTU_generals__Earth_commander.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_hua_xin_01,「華歆清純德素，誠一時之俊偉也。」,True,"A man of measured approach, but also a keen opportunist that does not let go by a chance to climb higher.",,,,,,Mtu,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_huang_zu_01,「祖宿狡猾，爲表腹心，出作爪牙，表之鴟張，以祖氣息。」,True,"Famed for setting the ambush that killed Sun Jian, Huang Zu guards the Yangtze, lying in wait and striking at the most opportune moment.",,,,,,Procrastinator,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_jian_yong_01,簡雍擅於辯論、議事，但也閒暇自得，行爲不檢。,True,"A childhood friend of Liu Bei, Jian Yong is carefree and informal, but also a superior orator.",,,,,,Procrastinator,[01]__MTU_generals__Metal_sentienl.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_bian_huilan_01,她的優雅、决心和美貌使她受到當時所有英雄的垂涎。,True,"Her elegance, determination, and beauty made her coveted by all the heroes of the age.",,她的優雅、决心和美貌使她受到當時所有英雄的垂涎。,,,,MappedByText,[01]__MTU_generals__Earth_commander.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_cai_yan_01,「婉娩淑女，與士並列。至柔動剛，彤管煒節。」,True,She never gave up in life - her art and her will were passed on from generation to generation.,,,,,,Mtu,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_da_qiao_01,馮氏不僅天姿國色，還因胸懷大志而深受袁術寵愛。,True,"Jealous of Lady Feng’s preferential treatment and beauty, the concubines have made her cry in front of Yuan Shu numerous times.",,,,,,Mtu,[01]__MTU_generals__Earth_commander.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_dong_bai_01,董卓遍封其宗族，董白尚未及笄，便被封爲渭陽君，在郿城東起壇。,True,"At an early age, Dong Zhuo gave Dong Bai his land to her. For some reason, her personality and reputation are not very good, but no one has been treated recklessly because of Dong Zhuo who takes care of her.",,,,,,Procrastinator,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_dong_peishan_01,董卓髮妻，卓封郿侯。不僅生性貪婪，且行事作風十分謹慎狡猾。,True,"Dong Peishan is greedy, but ever cautious in her conduct. If it’s Dong Zhou you’re after, you must outwit the cunning Dong Peishan first.",,,,,,Mtu,[01]__MTU_generals__Earth_commander.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_gongsun_jinting_01,公孫瓚常年征戰在外，侯氏依靠着她的賢明與機警守護着家族的未來。,True,The stakes are raised on the fringes of the empire; Hou Jinting’s keen senses and vigilance safeguard the future of her family.,,,,,,Procrastinator,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_guan_yinping_01,「虎女安能配犬子乎？」,True,"A tiger does not father nor marry a dog. The Silver Treasure of the prideful Guan Yu is a tigress, and must be treated accordingly. ",,,,,,Mtu,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_lu_ji_01,虎父無犬女，呂布之女不僅美豔，也是戰場豪傑。,True,"Much is expected from the Warrior Without Equal’s daughter, but the ravishing Lü Ji fights with both the skill and ferocity to live up to the Lü name.",,,,,,Mtu,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_lu_zheng_01,狡黠之徒，矢不虛發，乃魁首之腕。,True,She transforms the sound of her bow and movement of her troops into a violent and beautiful song and dance.,,,,,,Mtu,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_ma_lanli_01,羌族女傑華氏精於騎射，武藝不在其夫之下。,True,"Hua Lanli’s archery skills are outstanding - drawing comparisons to the ancient hero Hou Yi, the Lord Archer himself.",,,,,,Mtu,[01]__MTU_generals__Metal_sentienl.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_ma_yunlu_01,馬雲祿深知兵在精而不在多，爲了部隊執銳披堅她總是不惜血本。,True,"Ma Yunlu selects only elite units of soldiers to fight alongside her. For these well-equipped and highly skilled troops, she spares no expense.",,,,,,Procrastinator,[01]__MTU_generals__Metal_sentienl.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_trieu_01,「橫戈當虎易，對面婆王難。」,True,An untamable woman of the Trieu Dynasty who fights to see her people free.,,,,,,Mtu,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_wang_liting_01,伊健麗婷眼觀六路，耳聽八方，對她的敵人瞭如指掌。,True,Yijian Liting’s eyes never rest. She is always aware of her enemy’s movements.,,,,,,Procrastinator,[01]__MTU_generals__Metal_sentienl.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_wu_minyu_01,氣質高雅，心胸寬廣。,True,"No matter how brave the warrior, they cannot hope to match the power of her dignity and generosity.",,,,,,Mtu,[01]__MTU_generals__Earth_commander.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_xiao_qiao_01,仲氏公主袁氏的美貌與賢良人盡皆知。,True,"The beauty and qualities of Yuan Anyang, a princess of the Kingdom of Zhong, are known throughout the land.",,,,,,Mtu,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_zhang_jinglan_01,雖爲女賊，其鴻鵠之志卻比肩世間梟雄。,True,"An ambitious woman, whose reasons to marry Zhang Yan are as mysterious as herself.",,,,,,Procrastinator,[01]__MTU_generals__Metal_sentienl.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_zhang_xingcai_01,繼其父虎將之勇及其母之貌，唯有行帝王之道者方可駕馭此女。,True,"Of energetic and bright personality, she inherited her mother’s feminine charms but her father’s resilience and constitution. With a tiger for a father, only an Emperor will be a worthy husband.",,,,,,Mtu,[01]__MTU_generals__Fire_vanguard.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_lady_zou_yuan_01,「吾爲夫人故，特納張繡之降；不然滅族矣。」,False,"Zou Yuan, the beauty everyone coveted, was widely known for her beauty. So many heroes wanted to keep her next to them at all costs. To the extent that Cao Cao lost his son and his general during the secret meeting with her at night.",,,,,,Procrastinator,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_luo_jun_01,「施壓於民，絕無益處。水能載舟，亦能覆舟。」,True,"There is nothing to be gained from oppressing the people; they, ultimately, will decide our legacy.",,,,,,Mtu,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_qu_gong_01,只有一隻眼睛都可以如此爲非作歹，難道還需要另外一隻不成？,True,"When your eye for banditry and mischief is this good, you don’t need both eyes.",,,,,,Procrastinator,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_wu_anguo_01,,True,"Although he lost one hand, he was one of the few who survived from duel with Lubu.",,,,,,Missing,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_yan_xiang_01,閻象深圖遠慮，總是危機到來之前就做好了準備。,True,"Blessed with prodigious foresight, Yan Xiang forsees perils and pitfalls long before they arise.",,,,,,Mtu,[01]__MTU_generals__Water_strategist.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_zhang_bao_01,「虎父無犬子也！」,True,"Inheriting his father’s spirit and ferocity, Zhang Bao revels in the rush of the battlefield, again and again proving himself to be worthy of his father’s legacy.",,,,,,Mtu,[01]__MTU_generals__Fire_vanguard.loc.tsv
ceo_nodes_description_3k_mtu_ceo_node_career_historical_zhu_beng_01,「二逆不誅，亂臣賊子，行將接踵於天下矣！」,True,"Thirsting for vengeance, she rebelled against the Bandit Queen.",,,,,,Mtu,[01]__MTU_generals__Wood_champion.loc.tsv
ceo_nodes_description_hv_ancillary_accessory_danyang_military_talisman,持此令牌者可以指揮丹陽單位。,True,Proof that the bearer has the authority to command Danyang troops.,,,持此令牌者可以指揮丹陽單位。,,,MappedByPattern,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_accessory_jingchou_military_talisman,持此令牌者可以指揮荊楚單位。,True,Proof that the bearer has the authority to command Jingchu troops.,,,持此令牌者可以指揮荊楚單位。,,,MappedByPattern,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_accessory_lu_bu_legacy_military_talisman,持此令牌者可以指揮捕掾隊單位。,False,Proof that the bearer has the authority to command Enforcer troops.,,,持此令牌者可以指揮捕掾隊單位。,,,MappedByPattern,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_accessory_yuan_shu_legacy_military_talisman,持此令牌者可以指揮隱蛇兵與虎賁軍。,False,Proof that the bearer has the authority to command Hidden Snakes and Rapid Tigers.,,,持此令牌者可以指揮隱蛇兵與虎賁軍。,,,MappedByPattern,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_danyang_officer,指揮丹陽部隊的士官。,True,The officer in charge of Danyang units.,,指揮丹陽部隊的士官。,,,,MappedByText,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_follower_sogd_army_captain,指揮粟特部隊的士官。,True,The officer in charge of Sogdian mercenary units.,,指揮粟特部隊的士官。,,,,MappedByText,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_follower_xiliang_army_captain,西涼軍爲您效命！每一位校尉都忠於自己所屬之人，誓死不離其側！,True,"The Xiliang Army is yours to command! Each colonel is loyal to whom they have been assigned, vowing never to leave their side!",,西涼軍爲您效命！每一位校尉都忠於自己所屬之人，誓死不離其側！,,,,MappedByText,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_liu_limin_huilans_armour_unique,此袍式樣豪奢，適合不涉沙場之人所穿。,True,"Luxurious robes, fit for those who do not tread the battlefield.",,,,此袍式樣豪奢，適合不涉沙場之人所穿。,,Vanilla,z_dummy_hv_TEXT_non_deployable.loc.tsv
ceo_nodes_description_hv_ancillary_sogd_officer,指揮粟特部隊的士官。,True,The officer in charge of Sogdian mercenary units.,,指揮粟特部隊的士官。,,,,MappedByText,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_weapon_khanda,西域而來的神秘寶劍。,True,A mysterious sword from the West. ,,西域而來的神秘寶劍。,,,,MappedByText,hv_TEXT_ceo_weapon.loc.tsv
ceo_nodes_description_hv_ancillary_white_horse_fellows_officer,指揮白馬部隊的士官。,True,The officer in charge of White Horse units.,,指揮白馬部隊的士官。,,,,MappedByText,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ancillary_yuan_officer,指揮袁氏部隊的士官。,True,The officer in charge of house Yuan units.,,指揮袁氏部隊的士官。,,,,MappedByText,hv_TEXT_effects_ceo.loc.tsv
ceo_nodes_description_hv_ceo_node_career_historical_chen_deng_01,有時候…真的只是有時候，權力不會使人腐敗，反而使人兼善天下。,True,"Sometimes, just sometimes, power fails to corrupt, and instead leads to altruism and charity.",,,,有時候…真的只是有時候，權力不會使人腐敗，反而使人兼善天下。,,Vanilla,hv_TEXT_ceo_career.loc.tsv
ceo_nodes_description_hv_ceo_node_career_historical_jiang_qin_01,「欽折節好學，以公滅私。」,True,He was also a bandit once.,,「欽折節好學，以公滅私。」,,,,MappedByText,hv_TEXT_ceo_career.loc.tsv
ceo_nodes_description_hv_ceo_node_career_historical_yuan_yao_01,飽讀詩書，人見人愛。,True,He was loved by everyone.,,飽讀詩書，人見人愛。,,,,MappedByText,hv_TEXT_ceo_career.loc.tsv
