Key,Text,Tooltip,Short key,All,Override by key,Mapped by text,Old,Vanilla,Exact,Eng-short,File
frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_yellow_turban_he_yi,[[b]]Yellow Turbans[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• {{tr:hv_unit_ytr_youxia}}\\n\\n[[col:flavour]][[i]]The wind of change that will transform China![[/col]][[/i]],FALSE,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_yellow_turban_he,[[b]]黄巾军[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•{{tr:hv_unit_ytr_youxia}}\\n\\n[[col:flavour]][[i]]苍天已死，黄天当立！[[/col]][[/i]],,,[[b]]黄巾军[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•{{tr:hv_unit_ytr_youxia}}\\n\\n[[col:flavour]][[i]]苍天已死，黄天当立！[[/col]][[/i]],,[[b]]黄巾军[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•{{tr:hv_unit_ytr_youxia}}\\n\\n[[col:flavour]][[i]]苍天已死，黄天当立！[[/col]][[/i]],,hv_TEXT_frontend_features.loc
frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_yellow_turban_gong_du,[[b]]Yellow Turbans[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• {{tr:hv_unit_ytr_guardians_of_the_land}}\\n\\n[[col:flavour]][[i]]The wind of change that will transform China![[/col]][[/i]],FALSE,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_yellow_turban_gong,[[b]]黄巾军[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•{{tr:hv_unit_ytr_guardians_of_the_land}}\\n\\n[[col:flavour]][[i]]苍天已死，黄天当立！[[/col]][[/i]],,,[[b]]黄巾军[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•{{tr:hv_unit_ytr_guardians_of_the_land}}\\n\\n[[col:flavour]][[i]]苍天已死，黄天当立！[[/col]][[/i]],,[[b]]黄巾军[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•{{tr:hv_unit_ytr_guardians_of_the_land}}\\n\\n[[col:flavour]][[i]]苍天已死，黄天当立！[[/col]][[/i]],,hv_TEXT_frontend_features.loc
frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_yellow_turban_huang_shao,[[b]]Yellow Turbans[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• {{tr:hv_unit_ytr_archery_masters}}\\n\\n[[col:flavour]][[i]]The wind of change that will transform China![[/col]][[/i]],FALSE,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_yellow_turban_huang,[[b]]黄巾军[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•{{tr:hv_unit_ytr_archery_masters}}\\n\\n[[col:flavour]][[i]]苍天已死，黄天当立！[[/col]][[/i]],,,[[b]]黄巾军[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•{{tr:hv_unit_ytr_archery_masters}}\\n\\n[[col:flavour]][[i]]苍天已死，黄天当立！[[/col]][[/i]],,[[b]]黄巾军[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•{{tr:hv_unit_ytr_archery_masters}}\\n\\n[[col:flavour]][[i]]苍天已死，黄天当立！[[/col]][[/i]],,hv_TEXT_frontend_features.loc
frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_nanman_meng_huo,"[[b]]Nanman[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• Nanzhong Spearmen\\n• Nanzhong Champions\\n• Nanzhong Elephants\\n\\n[[col:flavour]][[i]]Finally, the courageous warriors of Southern China are ready to carve out a their place in the world.[[/col]][[/i]]",FALSE,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_nanman_meng,[[b]]南蛮[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•南中矛兵\\n•南中精锐\\n•南中象兵\\n\\n[[col:flavour]][[i]]南中勇士各个袒臂挥拳，要去开疆辟土。[[/col]][[/i]],,,[[b]]南蛮[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•南中矛兵\\n•南中精锐\\n•南中象兵\\n\\n[[col:flavour]][[i]]南中勇士各个袒臂挥拳，要去开疆辟土。[[/col]][[/i]],,[[b]]南蛮[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•南中矛兵\\n•南中精锐\\n•南中象兵\\n\\n[[col:flavour]][[i]]南中勇士各个袒臂挥拳，要去开疆辟土。[[/col]][[/i]],,hv_TEXT_frontend_features.loc
frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_nanman_mulu,[[b]]Nanman[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• Ravine Warriors\\n• Southern Elephants\\n• War Elephants\\n\\n[[col:flavour]][[i]]The courageous warriors of Southern China are finally ready to carve out their place in the world.[[/col]][[/i]],FALSE,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_nanman,[[b]]南蛮[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•八纳洞兵\\n•南蛮象兵\\n•战象\\n\\n[[col:flavour]][[i]]南中勇士各个袒臂挥拳，要去开疆辟土。[[/col]][[/i]],,,[[b]]南蛮[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•八纳洞兵\\n•南蛮象兵\\n•战象\\n\\n[[col:flavour]][[i]]南中勇士各个袒臂挥拳，要去开疆辟土。[[/col]][[/i]],,[[b]]南蛮[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•八纳洞兵\\n•南蛮象兵\\n•战象\\n\\n[[col:flavour]][[i]]南中勇士各个袒臂挥拳，要去开疆辟土。[[/col]][[/i]],,hv_TEXT_frontend_features.loc
frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_nanman_shamoke,[[b]]Nanman[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• Wuling Fighters\\n• Wuling Slingers\\n• Might of the Valley\\n\\n[[col:flavour]][[i]]The courageous warriors of Southern China are finally ready to carve out their place in the world.[[/col]][[/i]],FALSE,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_nanman,[[b]]南蛮[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•武陵战士\\n•武陵投石兵\\n•五溪蛮兵\\n\\n[[col:flavour]][[i]]南中勇士各个袒臂挥拳，要去开疆辟土。[[/col]][[/i]],,,[[b]]南蛮[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•武陵战士\\n•武陵投石兵\\n•五溪蛮兵\\n\\n[[col:flavour]][[i]]南中勇士各个袒臂挥拳，要去开疆辟土。[[/col]][[/i]],,[[b]]南蛮[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•武陵战士\\n•武陵投石兵\\n•五溪蛮兵\\n\\n[[col:flavour]][[i]]南中勇士各个袒臂挥拳，要去开疆辟土。[[/col]][[/i]],,hv_TEXT_frontend_features.loc
frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_nanman_zhurong,[[b]]Nanman[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Initial unit available[[/col]]\\n• Followers of the Flame\\n• Tiger Slingers\\n• Tiger Warriors\\n\\n[[col:flavour]][[i]]The courageous warriors of Southern China are finally ready to carve out their place in the world.[[/col]][[/i]],FALSE,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_nanman,[[b]]南蛮[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•火神信徒\\n•猛虎投石兵\\n•猛虎战士\\n\\n[[col:flavour]][[i]]南中勇士各个袒臂挥拳，要去开疆辟土。[[/col]][[/i]] ,,,[[b]]南蛮[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•火神信徒\\n•猛虎投石兵\\n•猛虎战士\\n\\n[[col:flavour]][[i]]南中勇士各个袒臂挥拳，要去开疆辟土。[[/col]][[/i]] ,,[[b]]南蛮[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]起始可用兵种[[/col]]\\n•火神信徒\\n•猛虎投石兵\\n•猛虎战士\\n\\n[[col:flavour]][[i]]南中勇士各个袒臂挥拳，要去开疆辟土。[[/col]][[/i]] ,,hv_TEXT_frontend_features.loc
frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_liu_yan,[[b]]Buqu[[/b]]\\n[[col:scope_description]]Base army[[/col]]\\n\\n[[col:yellow]]Faction unique units[[/col]]\\n• {{tr:3k_dlc07_unit_wood_dongzhoubing_defenders}}\\n• {{tr:3k_dlc07_unit_water_dongzhoubing_marksmen}}\\n\\n[[col:flavour]][[i]]A warlord's private army. Well balanced and versatile.[[/col]][[/i]],FALSE,frontend_faction_leader_unique_features_localised_description_hv_frontend_base_units_liu,[[b]]部曲[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]派系独特兵种[[/col]]\\n• {{tr:3k_dlc07_unit_wood_dongzhoubing_defenders}}\\n• {{tr:3k_dlc07_unit_water_dongzhoubing_marksmen}}\\n\\n[[col:flavour]][[i]]群雄自备军队。属性平衡，能力广泛。[[/col]][[/i]],,,[[b]]部曲[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]派系独特兵种[[/col]]\\n• {{tr:3k_dlc07_unit_wood_dongzhoubing_defenders}}\\n• {{tr:3k_dlc07_unit_water_dongzhoubing_marksmen}}\\n\\n[[col:flavour]][[i]]群雄自备军队。属性平衡，能力广泛。[[/col]][[/i]],,[[b]]部曲[[/b]]\\n[[col:scope_description]]基本军队[[/col]]\\n\\n[[col:yellow]]派系独特兵种[[/col]]\\n• {{tr:3k_dlc07_unit_wood_dongzhoubing_defenders}}\\n• {{tr:3k_dlc07_unit_water_dongzhoubing_marksmen}}\\n\\n[[col:flavour]][[i]]群雄自备军队。属性平衡，能力广泛。[[/col]][[/i]],,hv_TEXT_frontend_features.loc
,,FALSE,#VALUE!,,,,,,,,hv_TEXT_frontend_features.loc
frontend_faction_leader_unique_features_localised_description_hv_frontend_sun_jian_local_nobles,[[b]]Local Nobles[[/b]]\\n[[col:scope_description]]Add-on building[[/col]]\\n\\n[[col:green]]+[[/col]] Available Local Noble units \\n [[col:green]]+[[/col]] Replenishment \\n [[col:red]]+[[/col]] Corruption \\n\\n [[col:flavour]][[i]]The local elites. They can be helpful or harmful to you.[[/col]][[/i]],TRUE,frontend_faction_leader_unique_features_localised_description_hv_frontend_sun_jian_local,[[b]]地方豪强[[/b]]\\n\\n [[col:flavour]][[i]]具强大影响力的地方世族。他们可能对你有所助益或伤害。 [[/col]][[/i]],,,[[b]]地方豪强[[/b]]\\n\\n [[col:flavour]][[i]]具强大影响力的地方世族。他们可能对你有所助益或伤害。 [[/col]][[/i]],,[[b]]地方豪强[[/b]]\\n\\n [[col:flavour]][[i]]具强大影响力的地方世族。他们可能对你有所助益或伤害。 [[/col]][[/i]],,hv_TEXT_frontend_features.loc
frontend_faction_leader_unique_features_localised_description_3k_main_unique_features_sun_jian_fealty,"[[b]]Mercenary Outpost[[/b]]\\n[[col:scope_description]]Add-on building[[/col]]\\n\\n[[col:yellow]]Grants access to Mercenaries[[/col]]\\n[[col:green]]+[[/col]] Income from commerce\\n[[col:green]]+[[/col]] Replenishment\\n\\n[[col:flavour]][[i]]Without inheriting authority, wealth's greatest use is for attaining power, so the brave can serve China regardless of their heritage.[[/col]][[/i]]",FALSE,frontend_faction_leader_unique_features_localised_description_3k_main_unique_features_sun_jian,[[b]]佣兵序列[[/b]]\\n[[col:scope_description]]附加建筑[[/col]]\\n\\n[[col:yellow]]可以招募佣兵[[/col]]\\n[[col:green]]提升[[/col]]商业产值\\n[[col:green]]增加[[/col]]补员\\n\\n[[col:flavour]][[i]]若不考虑权势传承，金钱最大的用途便是扩充兵力，如此一来勇士才能无牵无挂为天下效命[[/col]][[/i]],,,[[b]]佣兵序列[[/b]]\\n[[col:scope_description]]附加建筑[[/col]]\\n\\n[[col:yellow]]可以招募佣兵[[/col]]\\n[[col:green]]提升[[/col]]商业产值\\n[[col:green]]增加[[/col]]补员\\n\\n[[col:flavour]][[i]]若不考虑权势传承，金钱最大的用途便是扩充兵力，如此一来勇士才能无牵无挂为天下效命[[/col]][[/i]],,[[b]]佣兵序列[[/b]]\\n[[col:scope_description]]附加建筑[[/col]]\\n\\n[[col:yellow]]可以招募佣兵[[/col]]\\n[[col:green]]提升[[/col]]商业产值\\n[[col:green]]增加[[/col]]补员\\n\\n[[col:flavour]][[i]]若不考虑权势传承，金钱最大的用途便是扩充兵力，如此一来勇士才能无牵无挂为天下效命[[/col]][[/i]],,hv_TEXT_pooled_resource.loc
frontend_faction_leader_unique_features_localised_description_hv_frontend_yuan_shao_captain,"[[b]]Captain Retinues[[/b]]\\n\\nInstead of heroic characters, House of Yuan can employ lower-ranked officers and captains who lead retinues of various unit compositions.\\n\\n[[col:flavour]][[i]]Leading their men as first amongst equals, captains will follow your orders without hesitation.[[/col]][[/i]]",TRUE,frontend_faction_leader_unique_features_localised_description_hv_frontend_yuan_shao,[[b]]伯长部曲[[/b]]\\n\\n袁绍可以委任带领着不同兵种部队的低阶校尉或伯长，而不是英雄猛将。\\n\\n[[col:flavour]][[i]]伯长与手下平起平坐，会毫不犹豫地服从命令。[[/col]][[/i]],,,[[b]]伯长部曲[[/b]]\\n\\n袁绍可以委任带领着不同兵种部队的低阶校尉或伯长，而不是英雄猛将。\\n\\n[[col:flavour]][[i]]伯长与手下平起平坐，会毫不犹豫地服从命令。[[/col]][[/i]],,[[b]]伯长部曲[[/b]]\\n\\n袁绍可以委任带领着不同兵种部队的低阶校尉或伯长，而不是英雄猛将。\\n\\n[[col:flavour]][[i]]伯长与手下平起平坐，会毫不犹豫地服从命令。[[/col]][[/i]],,hv_TEXT_pooled_resource.loc
frontend_faction_leader_unique_features_localised_description_hv_frontend_qiang,[[b]]Friendly with Qiang tribe[[/b]]\\n\\n [[col:flavour]][[i]]This faction is friendly with the Qiang. The negative effects of Qiang settlements are mitigated.[[/col]][[/i]] ,TRUE,frontend_faction_leader_unique_features_localised_description_hv_frontend,[[b]]亲善羌人部落[[/b]]\\n\\n [[col:flavour]][[i]]此派系亲善羌人。羌人不会对此派系造成负面影响。 [[/col]][[/i]],,,[[b]]亲善羌人部落[[/b]]\\n\\n [[col:flavour]][[i]]此派系亲善羌人。羌人不会对此派系造成负面影响。 [[/col]][[/i]],,[[b]]亲善羌人部落[[/b]]\\n\\n [[col:flavour]][[i]]此派系亲善羌人。羌人不会对此派系造成负面影响。 [[/col]][[/i]],,hv_TEXT_pooled_resource.loc
frontend_faction_leader_unique_features_localised_description_hv_frontend_shan_yue,[[b]]Friendly with Shan Yue Tribes[[/b]]\\n\\n [[col:flavour]][[i]]This faction is friendly with the Shanyue. The negative effects of Shanyue settlements are mitigated.[[/col]][[/i]] ,TRUE,frontend_faction_leader_unique_features_localised_description_hv_frontend_shan,[[b]]亲善山越部落[[/b]]\\n\\n [[col:flavour]][[i]]此派系亲善山越。山越不会对此派系造成负面影响。 [[/col]][[/i]],,,[[b]]亲善山越部落[[/b]]\\n\\n [[col:flavour]][[i]]此派系亲善山越。山越不会对此派系造成负面影响。 [[/col]][[/i]],,[[b]]亲善山越部落[[/b]]\\n\\n [[col:flavour]][[i]]此派系亲善山越。山越不会对此派系造成负面影响。 [[/col]][[/i]],,hv_TEXT_pooled_resource.loc
frontend_faction_leader_unique_features_localised_description_hv_frontend_ambush_attack,[[b]]Can ambush when attacking[[/b]]\\n\\n [[col:flavour]][[i]]This faction can ambush when attacking.[[/col]][[/i]] ,TRUE,frontend_faction_leader_unique_features_localised_description_hv_frontend_ambush,[[b]]攻击时可以伏击[[/b]]\\n\\n [[col:flavour]][[i]]此派系攻击时可以伏击。[[/col]][[/i]] ,,,[[b]]攻击时可以伏击[[/b]]\\n\\n [[col:flavour]][[i]]此派系攻击时可以伏击。[[/col]][[/i]] ,,[[b]]攻击时可以伏击[[/b]]\\n\\n [[col:flavour]][[i]]此派系攻击时可以伏击。[[/col]][[/i]] ,,hv_TEXT_pooled_resource.loc
,,FALSE,#VALUE!,,,,,,,,hv_TEXT_pooled_resource.loc
effect_bundles_localised_title_hv_frontend_leader_gongsun_zan_specialisation,Stratocracy / Military Government,FALSE,effect_bundles_localised_title_hv_frontend_leader_gongsun_zan,军政/军事政府,,军政/军事政府,,,,,hv_TEXT_pooled_resource.loc
effect_bundles_localised_description_hv_frontend_leader_gongsun_zan_specialisation,[[b]]Stratocracy[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] An inevitable rule to stabilize the turmoil. [[/col]],FALSE,effect_bundles_localised_description_hv_frontend_leader_gongsun_zan,[[b]]军政[[/b]]是此派系的独特资源。\\n\\n[[i]][[col:flavour]]严政方能定乱。[[/col]],,,[[b]]军政[[/b]]是此派系的独特资源。\\n\\n[[i]][[col:flavour]]严政方能定乱。[[/col]],,[[b]]军政[[/b]]是此派系的独特资源。\\n\\n[[i]][[col:flavour]]严政方能定乱。[[/col]],,hv_TEXT_pooled_resource.loc
effects_description_hv_frontend_description_specialisation_gongsun_zan_1,Gain military benefits at the expense of the relations with other factions.,FALSE,effects_description_hv_frontend_description_specialisation_gongsun_zan,获得军事增益，但也会恶化与其他势力的关系。 ,,获得军事增益，但也会恶化与其他势力的关系。 ,,,,,hv_TEXT_pooled_resource.loc
effects_description_hv_frontend_description_specialisation_gongsun_zan_2,The [[b]]court[[/b]] consists of characters in special government posts that have important effects on your faction.,FALSE,effects_description_hv_frontend_description_specialisation_gongsun_zan,[[b]]宫府[[/b]]中的人物在官府中身居要职，会对派系产生重要影响,,,[[b]]宫府[[/b]]中的人物在官府中身居要职，会对派系产生重要影响,[[b]]宫府[[/b]]中的人物在官府中身居要职，会对派系产生重要影响,,,hv_TEXT_pooled_resource.loc
effects_description_hv_frontend_description_specialisation_gongsun_zan_3,[[b]]Administrator[[/b]] is a position within your government. An administrator oversees the local government in a commandery and provides certain bonuses to these lands.,FALSE,effects_description_hv_frontend_description_specialisation_gongsun_zan,[[b]]太守[[/b]]是官府中的职位。太守负责管理地方郡国，会为当地提供增益效果,,,[[b]]太守[[/b]]是官府中的职位。太守负责管理地方郡国，会为当地提供增益效果,[[b]]太守[[/b]]是官府中的职位。太守负责管理地方郡国，会为当地提供增益效果,,,hv_TEXT_pooled_resource.loc
effects_description_hv_frontend_description_specialisation_gongsun_zan_4,[[b]]Garrisoned armies[[/b]] are armies stationed in a settlement. These will be defending the city in case of an attack and join the local garrison.,FALSE,effects_description_hv_frontend_description_specialisation_gongsun_zan,[[b]]驻防军队[[/b]]是驻扎在城镇内的军队。在遭到攻击时，他们将加入当地驻军一起保卫城镇。,,,[[b]]驻防军队[[/b]]是驻扎在城镇内的军队。在遭到攻击时，他们将加入当地驻军一起保卫城镇。,[[b]]驻防军队[[/b]]是驻扎在城镇内的军队。在遭到攻击时，他们将加入当地驻军一起保卫城镇。,,,hv_TEXT_pooled_resource.loc
effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_gongsun_zan_1,• Military Improvements,FALSE,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_gongsun_zan,• 改善军事,,• 改善军事,,,,,hv_TEXT_pooled_resource.loc
effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_gongsun_zan_2,• Unique military inspector court positions,FALSE,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_gongsun_zan,• 拥有独特的督军监御史职位,,,• 拥有独特的督军监御史职位,• 拥有独特的督军监御史职位,,,hv_TEXT_pooled_resource.loc
effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_gongsun_zan_3,• Limits the availability of administrators,FALSE,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_gongsun_zan,• 太守职位数量有限,,,• 太守职位数量有限,• 太守职位数量有限,,,hv_TEXT_pooled_resource.loc
effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_gongsun_zan_4,• Garrisoned armies provide construction bonus and income bonus,FALSE,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_gongsun_zan,• 驻军提供建筑和收入加成,,• 驻军提供建筑和收入加成,,,,,hv_TEXT_pooled_resource.loc
effects_description_3k_dlc05_frontend_description_specialisation_white_tiger_yan_4,Yan Baihu can recruit generic [[b]]Han units[[/b]] with Bandit Network.,FALSE,effects_description_3k_dlc05_frontend_description_specialisation_white_tiger_yan,严白虎可通过匪盗网招募普通[[b]]汉兵种单位[[/b]]。,,严白虎可通过匪盗网招募普通[[b]]汉兵种单位[[/b]]。,,,,,hv_TEXT_pooled_resource.loc
effects_generalised_descriptions_localised_description_3k_dlc05_frontend_generalised_description_specialisation_white_tiger_yan_4,• Can recruit generic Han units,FALSE,effects_generalised_descriptions_localised_description_3k_dlc05_frontend_generalised_description_specialisation_white_tiger_yan,• 可以招募大汉单位,,• 可以招募大汉单位,,,,,hv_TEXT_pooled_resource.loc
,,FALSE,#VALUE!,,,,,,,,hv_TEXT_pooled_resource.loc
effect_bundles_localised_title_hv_frontend_leader_liu_chong_specialisation,Fortitude / Trophy Cabinet,FALSE,effect_bundles_localised_title_hv_frontend_leader_liu_chong,坚韧度 / 战利品宝库,,坚韧度 / 战利品宝库,,,,,hv_TEXT_pooled_resource.loc
effect_bundles_localised_description_hv_frontend_leader_liu_chong_specialisation,"[[b]]Fortitude[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]] With bravery and discipline, Liu Chong inspires his men and puts fear into the enemies of the imperial palace. [[/col]][[/i]] \\n\\n",FALSE,effect_bundles_localised_description_hv_frontend_leader_liu_chong,[[b]]坚韧[[/b]]是此派系的独特资源。\\n\\n[[i]][[col:flavour]]刘宠勇武过人，军纪严明，使胆敢与大汉为敌的人闻风丧胆。[[/col]][[/i]] \\n\\n,,,[[b]]坚韧[[/b]]是此派系的独特资源。\\n\\n[[i]][[col:flavour]]刘宠勇武过人，军纪严明，使胆敢与大汉为敌的人闻风丧胆。[[/col]][[/i]] \\n\\n,,[[b]]坚韧[[/b]]是此派系的独特资源。\\n\\n[[i]][[col:flavour]]刘宠勇武过人，军纪严明，使胆敢与大汉为敌的人闻风丧胆。[[/col]][[/i]] \\n\\n,,hv_TEXT_pooled_resource.loc
effects_description_hv_frontend_description_specialisation_liu_chong_1,"Increase your [[b]]fortitude[[/b]] through [[b]]winning battles[[/b]], and by inflicting greater [[b]]casualties[[/b]] upon [[b]]enemy forces[[/b]] than they inflict upon yours.",FALSE,effects_description_hv_frontend_description_specialisation_liu_chong,通过[[b]]赢得战役[[/b]]以及对[[b]]敌人[[/b]]造成比我方更大的[[b]]伤亡[[/b]]来提升你的[[b]]刚毅[[/b]]。,,,通过[[b]]赢得战役[[/b]]以及对[[b]]敌人[[/b]]造成比我方更大的[[b]]伤亡[[/b]]来提升你的[[b]]刚毅[[/b]]。,通过[[b]]赢得战役[[/b]]以及对[[b]]敌人[[/b]]造成比我方更大的[[b]]伤亡[[/b]]来提升你的[[b]]刚毅[[/b]]。,,,hv_TEXT_pooled_resource.loc
effects_description_hv_frontend_description_specialisation_liu_chong_2,"Whether from the bodies of fallen enemies, or awarded for gallant behaviour, these [[b]]trophies[[/b]] reward an [[b]]aggressive approach[[/b]] to this faction.",FALSE,effects_description_hv_frontend_description_specialisation_liu_chong,无论是从敌人倒下的尸体上获取，还是因英勇的行为被授予，这些[[b]]战利品[[/b]]都会给这一派系带来一项 [[b]]进攻策略[[/b]] 。,,,无论是从敌人倒下的尸体上获取，还是因英勇的行为被授予，这些[[b]]战利品[[/b]]都会给这一派系带来一项 [[b]]进攻策略[[/b]] 。,无论是从敌人倒下的尸体上获取，还是因英勇的行为被授予，这些[[b]]战利品[[/b]]都会给这一派系带来一项 [[b]]进攻策略[[/b]] 。,,,hv_TEXT_pooled_resource.loc
effects_description_hv_frontend_description_specialisation_liu_chong_3,[[b]]Trophies[[/b]] can be displayed in the [[b]]trophy cabinet[[/b]]. Each [[b]]trophy[[/b]] provides a bonus whilst it is on display.,FALSE,effects_description_hv_frontend_description_specialisation_liu_chong,[[b]]战利品[[/b]]可以陈列在[[b]]战利品宝库[[/b]]。每个[[b]]战利品[[/b]]在陈列时都会提供一种加成。,,,[[b]]战利品[[/b]]可以陈列在[[b]]战利品宝库[[/b]]。每个[[b]]战利品[[/b]]在陈列时都会提供一种加成。,[[b]]战利品[[/b]]可以陈列在[[b]]战利品宝库[[/b]]。每个[[b]]战利品[[/b]]在陈列时都会提供一种加成。,,,hv_TEXT_pooled_resource.loc
effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_liu_chong_1,• Increases unit morale and Decreases enemy unit morale,FALSE,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_liu_chong,• 提升己方士气，降低敌方士气,,• 提升己方士气，降低敌方士气,,,,,hv_TEXT_pooled_resource.loc
effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_liu_chong_2,• Acquires trophies from achievements,FALSE,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_liu_chong,• 通过成就获得战利品,,,• 通过成就获得战利品,• 通过成就获得战利品,,,hv_TEXT_pooled_resource.loc
effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_liu_chong_3,• Can place trophies on display for unique effects ,FALSE,effects_generalised_descriptions_localised_description_hv_frontend_generalised_description_specialisation_liu_chong,• 可以放置展示战利品获得独特效果 ,,,• 可以放置展示战利品获得独特效果 ,• 可以放置展示战利品获得独特效果 ,,,hv_TEXT_pooled_resource.loc
campaign_post_battle_captive_options_description_enslavehv_campaign_group_captive_option_recruit_zhang_yan,"Many of the enemy troops would gladly join our forces; those who refuse will be put to the sword. This will replenish our troops, but may impact our relations with the enemy faction.",FALSE,campaign_post_battle_captive_options_description_enslavehv_campaign_group_captive_option_recruit_zhang,敌军中许多士卒愿意向我方投诚，并将不从者处以极刑。这将为我军提供有生力量，但也可能动摇我方与敌方派系的关系,,,敌军中许多士卒愿意向我方投诚，并将不从者处以极刑。这将为我军提供有生力量，但也可能动摇我方与敌方派系的关系,敌军中许多士卒愿意向我方投诚，并将不从者处以极刑。这将为我军提供有生力量，但也可能动摇我方与敌方派系的关系,,,hv_TEXT_pooled_resource.loc
