Short Key,Key,Text,Tooltip,File
,dilemmas_localised_title_hv_dilemma_budda,The arrival of Buddhism,FALSE,text/_hvo/hv_TEXT_events.loc
,campaign_payload_ui_details_description_hv_event_budda_unlock,You may now recruit {{tr:hv_unit_warrior_monks}},FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_event_follower_officer,Commission,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_event_follower_officer,This age of strife breeds men with a talent for warfare. A follower who has recently joined the faction can assume the role of managing an exclusive unit.,FALSE,text/_hvo/hv_TEXT_events.loc
#VALUE!,,,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_incident_sogd,Sogidan Merchants Approach,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_incident_sogd,Sogdians from the west has been spotted entering our borders. We will be able to purchase fine goods or hire Sogd mercenaries soon.,FALSE,text/_hvo/hv_TEXT_events.loc
,dilemmas_localised_title_hv_dilemma_sogd,Sogdian Merchants,FALSE,text/_hvo/hv_TEXT_events.loc
,dilemmas_localised_description_hv_dilemma_sogd,"Indeed, the goods brought by the western merchants are diverse, with many rare and valuable items. Furthermore, the mercenaries escorting them look like natural warriors.",FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_title_hv_dilemma_sogdTHIRD,You decide not to avail yourself of their wares.,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_title_hv_dilemma_sogdFOURTH,You are rather taken with a peculiar sword.,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_title_hv_dilemma_sogdSECOND,You are rather taken with a fine steed.,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_title_hv_dilemma_sogdFIRST,You hire a Sogdian mercenary group.,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_label_hv_dilemma_sogdTHIRD,Buy nothing,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_label_hv_dilemma_sogdFOURTH,Purchase a western sword,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_label_hv_dilemma_sogdSECOND,Purchase a horse,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_label_hv_dilemma_sogdFIRST,Hire the Sogdian mercenaries,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_incident_cai_yan,The Kidnapped Girl,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_incident_cai_yan,"Your messengers report a remarkable story. A trader spotted a Han woman living amongst the Xiongnu and identified her as Cai Yan, the daughter of the grand scholar Cai Yong. It seems she was forced to marry a chieftain of the Xiongnu. Perhaps someone could convince this chieftain to free Cai Yan. One of your scouts has already left to investigate...",FALSE,text/_hvo/hv_TEXT_events.loc
,dilemmas_localised_title_hv_dilemma_cai_yan,Prisoner Negotiation,FALSE,text/_hvo/hv_TEXT_events.loc
,dilemmas_localised_description_hv_dilemma_cai_yan,"We have contacted the Xiongnu and verified that the kidnapped woman is indeed Cai Yan. She has become the concubine of a Xiongnu chieftain. However, the Xiongnu offer to release Cai Yan for a significant sum of gold.",FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_title_hv_dilemma_cai_yanSECOND,You do not make deals with barbarians.,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_title_hv_dilemma_cai_yanFIRST,Cai Yan is free once more.,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_label_hv_dilemma_cai_yanSECOND,Refuse,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_label_hv_dilemma_cai_yanFIRST,Accept,FALSE,text/_hvo/hv_TEXT_events.loc
#VALUE!,,,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_incident_xiliang_army,Warriors of Xiliang,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_incident_xiliang_army,A Xiliang colonel has joined your faction.,FALSE,text/_hvo/hv_TEXT_events.loc
,campaign_payload_ui_details_description_hv_incident_xiliang_army,You may now recruit Xiliang units,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_incident_jingchou_army,Warriors of Jingchu,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_incident_jingchou_army,You have acquired a tally that grants its bearer the authority to command Jingchu troops.,FALSE,text/_hvo/hv_TEXT_events.loc
,campaign_payload_ui_details_description_hv_incident_jingchou_army,You may now recruit Jingchu units,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_incident_danyang_army,Warriors of Danyang,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_incident_danyang_army,You have acquired a tally that grants its bearer the authority to command Danyang troops.,FALSE,text/_hvo/hv_TEXT_events.loc
,campaign_payload_ui_details_description_hv_incident_danyang_army,You may now recruit Danyang units,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_incident_ironfist_army,Fearsome Cavalry,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_incident_ironfist_army,We have gathered warriors from nearby nomadic peoples to form a powerful cavalry unit. These formidable cataphracts will crush your enemies.,FALSE,text/_hvo/hv_TEXT_events.loc
,campaign_payload_ui_details_description_hv_incident_ironfist_army,You may now recruit Ironfist Cavalry,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_incident_education,Academic Advancement,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_incident_education,"Thanks to your patronage of scholars and men of talent, your officers have made progress on the path to enlightenment.",FALSE,text/_hvo/hv_TEXT_events.loc
,campaign_payload_ui_details_description_hv_incident_education,A few of your officers have gained additional experience.,FALSE,text/_hvo/hv_TEXT_events.loc
#VALUE!,,,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_event_follower_officer_yuan,Commission,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_event_follower_officer_yuan,This age of strife breeds men with a talent for warfare. A follower who has recently joined the faction can assume the role of managing an exclusive unit.,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_event_follower_officer_white_horse,Commission,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_event_follower_officer_white_horse,This age of strife breeds men with a talent for warfare. A follower who has recently joined the faction can assume the role of managing an exclusive unit.,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_event_follower_officer_yuan_1_forced,Commission,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_event_follower_officer_yuan_1_forced,This age of strife breeds men with a talent for warfare. A follower who has recently joined the faction can assume the role of managing an exclusive unit.,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_event_follower_officer_white_horse_forced,Commission,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_event_follower_officer_white_horse_forced,This age of strife breeds men with a talent for warfare. A follower who has recently joined the faction can assume the role of managing an exclusive unit.,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_event_follower_officer_yuan_2_forced,Commission,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_event_follower_officer_yuan_2_forced,This age of strife breeds men with a talent for warfare. A follower who has recently joined the faction can assume the role of managing an exclusive unit.,FALSE,text/_hvo/hv_TEXT_events.loc
#VALUE!,,,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_incident_chunyu_qiong,Chunyu Qiong sobers up,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_incident_chunyu_qiong,Chunyu Qiong finally came to his senses! He is no longer a drunkard but a general who can lead an army.,FALSE,text/_hvo/hv_TEXT_events.loc
,effect_bundles_localised_title_hv_script_effect_bundle_yuan_northern,Norther Army Captains,FALSE,text/_hvo/hv_TEXT_events.loc
,effect_bundles_localised_description_hv_script_effect_bundle_yuan_northern,Unlocks elite Northern Army Captain Retinues,FALSE,text/_hvo/hv_TEXT_events.loc
#VALUE!,,,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_gongsun_zan,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_gongsun_zan_ai,"The captain of the centre, inspector of the professional Northern Army, has pledged his allegiance to Gongsun Zan. He now has a formidable force at his disposal.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_dong_zhuo,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_dong_zhuo_ai,"The captain of the centre, inspector of the professional Northern Army, has pledged his allegiance to Dong Zhuo. He now has a formidable force at his disposal.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_yuan_shu,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_yuan_shu_ai,"The captain of the centre, inspector of the professional Northern Army, has pledged his allegiance to Yuan Shu. He now has a formidable force at his disposal.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_gongsun_zan,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_gongsun_zan_ai,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_dong_zhuo,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_dong_zhuo_ai,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_yuan_shu,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_yuan_shu_ai,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
#VALUE!,,,FALSE,text/_hvo/hv_TEXT_events.loc
,dilemmas_localised_title_hv_dilemma_lu_ji_dlc07,The Wandering Survivors,FALSE,text/_hvo/hv_TEXT_events.loc
,dilemmas_localised_description_hv_dilemma_lu_ji_dlc07,"A shabby warband requests to join your faction. After Lu Bu's defeat, his daughter Lu Ji seems to have been leading the survivors. However, granting them sanctuary may cause their enemies to come after us.",FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_label_hv_dilemma_lu_ji_dlc07SECOND,Refuse,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_label_hv_dilemma_lu_ji_dlc07FIRST,Accept,FALSE,text/_hvo/hv_TEXT_events.loc
,dilemmas_localised_title_hv_dilemma_ji_ling_zhang_xun_dlc07,The Wandering Survivors,FALSE,text/_hvo/hv_TEXT_events.loc
,dilemmas_localised_description_hv_dilemma_ji_ling_zhang_xun_dlc07,"A shabby warband requests to join your faction. After Yuan Shu's defeat, his generals Zhang Xun, Ji Ling and Yan Xiang to have been leading the survivors. However, granting them sanctuary may cause their enemies to come after us.",FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_label_hv_dilemma_ji_ling_zhang_xun_dlc07SECOND,Refuse,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_label_hv_dilemma_ji_ling_zhang_xun_dlc07FIRST,Accept,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_title_hv_dilemma_lu_ji_dlc07SECOND,No one wants troublemakers.,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_title_hv_dilemma_lu_ji_dlc07FIRST,You allow them to join your cause. ,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_title_hv_dilemma_ji_ling_zhang_xun_dlc07SECOND,No one wants troublemakers.,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_title_hv_dilemma_ji_ling_zhang_xun_dlc07FIRST,You allow them to join your cause. ,FALSE,text/_hvo/hv_TEXT_events.loc
#VALUE!,,,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_yuan_shao_last,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_yuan_shao_last,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,campaign_payload_ui_details_description_dummy_hv_mission_northern_mission,A regiment of the Northern Army will join your faction.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_yuan_shao_01,The path to prominence in these turbulent times is by the sword! Win battles to demonstrate your capability.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_yuan_shao_01,Military Talent,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_yuan_shao_02,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_yuan_shao_02,Accumulating Wealth,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_yuan_shao_03,Cement your rule with legitimacy! Build an Imperial City that will be the envy of other warlords. All under heaven will look to you for leadership.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_yuan_shao_03,Towards Supremacy,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_yuan_shu_01,The path to prominence in these turbulent times is by the sword! Win battles to demonstrate your capability.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_yuan_shu_01,Military Talent,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_yuan_shu_02,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_yuan_shu_02,Accumulating Wealth,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_yuan_shu_03,Cement your rule with legitimacy! Build an Imperial City that will be the envy of other warlords. All under heaven will look to you for leadership.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_yuan_shu_03,Towards Supremacy,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_cao_cao_01,The path to prominence in these turbulent times is by the sword! Win battles to demonstrate your capability.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_cao_cao_01,Military Talent,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_cao_cao_02,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_cao_cao_02,Accumulating Wealth,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_cao_cao_03,Cement your rule with legitimacy! Build an Imperial City that will be the envy of other warlords. All under heaven will look to you for leadership.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_cao_cao_03,Towards Supremacy,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_gongsun_zan_01,The path to prominence in these turbulent times is by the sword! Win battles to demonstrate your capability.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_gongsun_zan_01,Military Talent,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_gongsun_zan_02,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_gongsun_zan_02,Accumulating Wealth,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_gongsun_zan_03,Cement your rule with legitimacy! Build an Imperial City that will be the envy of other warlords. All under heaven will look to you for leadership.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_gongsun_zan_03,Towards Supremacy,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_dong_zhuo_01,The path to prominence in these turbulent times is by the sword! Win battles to demonstrate your capability.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_dong_zhuo_01,Military Talent,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_dong_zhuo_02,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_dong_zhuo_02,Accumulating Wealth,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_dong_zhuo_03,Cement your rule with legitimacy! Build an Imperial City that will be the envy of other warlords. All under heaven will look to you for leadership.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_dong_zhuo_03,Towards Supremacy,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_liu_chong,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_liu_chong,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_liu_chong_01,The path to prominence in these turbulent times is by the sword! Win battles to demonstrate your capability.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_liu_chong_01,Military Talent,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_liu_chong_02,Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_liu_chong_02,Accumulating Wealth,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_description_hv_mission_northern_liu_chong_03,Cement your rule with legitimacy! Build an Imperial City that will be the envy of other warlords. All under heaven will look to you for leadership.,FALSE,text/_hvo/hv_TEXT_events.loc
,missions_localised_title_hv_mission_northern_liu_chong_03,Towards Supremacy,FALSE,text/_hvo/hv_TEXT_events.loc
#VALUE!,,,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_event_coin_confuse_1,The New Coin Causes Confusion!,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_event_coin_confuse_2,The New Coin Causes Confusion!,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_event_coin_confuse_3,The New Coin Causes Confusion!,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_event_coin_confuse_1,All economic activities have been hampered by the minting of a new coin. We have no choice but to wait for merchants to adjust to the new standard.,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_event_coin_confuse_2,We've run into problems purchasing grain with the new coin. We have no choice but to wait for farmers to adjust to the new standard.,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_event_coin_confuse_3,We've run into problems paying the troops with the new coin. We have no choice but to wait for soldiers to adjust to the new standard.,FALSE,text/_hvo/hv_TEXT_events.loc
#VALUE!,,,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_yuan_shao_mid,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_cao_cao_mid,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_gongsun_zan_mid,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_dong_zhuo_mid,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_yuan_shu_mid,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_liu_chong_mid,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_gongsun_zan_last,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_dong_zhuo_last,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_yuan_shu_last,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_liu_chong_last,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_title_hv_northern_army_unlocked_cao_cao_last,The Northern Army,FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_yuan_shao_mid,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_cao_cao_mid,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_gongsun_zan_mid,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_dong_zhuo_mid,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_yuan_shu_mid,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_liu_chong_mid,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_gongsun_zan_last,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_dong_zhuo_last,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_yuan_shu_last,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_liu_chong_last,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
,incidents_localised_description_hv_northern_army_unlocked_cao_cao_last,"Following your recent success, the captain of the Northern Army has come to pledge his devotion to you. He brings with him the might of the professional soldiers he commands.",FALSE,text/_hvo/hv_TEXT_events.loc
#VALUE!,,,FALSE,text/_hvo/hv_TEXT_events.loc
,dilemmas_localised_title_hv_dilemma_northern_army_intro,Army of the Great Banner,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_title_hv_dilemma_northern_army_introFIRST,Completing these missions will gather northern colonels to your cause.,FALSE,text/_hvo/hv_TEXT_events.loc
,dilemmas_localised_description_hv_dilemma_northern_army_intro,None of the other warlords in China are as noble or accomplished as you are. Bring order to chaos and officers who were once loyal to the Han Dynasty will flock to your banner. Defeat your rivals and accumulate wealth to expand your power.,FALSE,text/_hvo/hv_TEXT_events.loc
,cdir_events_dilemma_choice_details_localised_choice_label_hv_dilemma_northern_army_introFIRST,Raise your reputation! ,FALSE,text/_hvo/hv_TEXT_events.loc
,campaign_payload_ui_details_description_hv_dilemma_northern_army_intro,Complete missions to bolster your faction!,FALSE,text/_hvo/hv_TEXT_events.loc
,campaign_payload_ui_details_description_hv_dilemma_lu_bu_legacy,Lu Bu's army follows your faction.,FALSE,text/_hvo/hv_TEXT_events.loc
,campaign_payload_ui_details_description_hv_dilemma_yuan_shu_legacy,Yuan Shu's army follows your faction.,FALSE,text/_hvo/hv_TEXT_events.loc
,campaign_payload_ui_details_description_hv_event_white_tiger,Yan Baihu may now recruit {{tr:hv_unit_white_tiger_warriors}}.,TRUE,text/_hvo/hv_TEXT_events.loc
,effect_bundles_localised_title_hv_script_effect_bundle_rule_of_virtue,The Rule of Virtue,TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effect_bundles_localised_description_hv_script_effect_bundle_rule_of_virtue,"Enabling the people to nourish their living and mourn their dead, without any feeling against any, is the first step of the rule of virtue.",TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effect_bundles_localised_title_hv_script_effect_bundle_rule_of_might,The Rule of Might,TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effect_bundles_localised_description_hv_script_effect_bundle_rule_of_might,"...dividing up the empire, parcelling it out in fiefs to the various kings and marquises, he was hailed as the mighty conqueror...",TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effect_bundles_localised_description_hv_script_effect_bundle_rule_yet,Lost the throne!,TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effect_bundles_localised_description_hv_script_effect_bundle_rule_yet,"No one will follow a useless emperor. You know that, don't you?",TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effects_description_hv_effect_dummy_protectors_recruitable,Unlocks Virtue Royal Guard units,TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effects_description_hv_effect_dummy_imperial_recruitable,Unlocks Might Royal Guard units,TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effects_description_hv_effect_dummy_protectors_not_recruitable,Locks Virtue Royal Guard units,TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effects_description_hv_effect_dummy_imperial_not_recruitable,Locks Might Royal Guard units,TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effects_description_hv_effect_rule_of_virtue_province_public_order_faction,[[b]]%+n[[/b]] {{tr:public_order}},TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effects_description_hv_effect_rule_of_virtue_economy_trade_power,[[b]]%+n%[[/b]] trade influence,TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effects_description_hv_effect_rule_of_virtue_faction_diplomacy_mod,[[b]]%+n[[/b]] diplomatic relation with all factions,TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effects_description_hv_effect_rule_of_might_character_salary,[[b]]%+n%[[/b]] character salary,TRUE,text/_hvo/hv_TEXT_events_rules.loc
,effects_description_hv_effect_rule_of_might_province_food_mod,[[b]]%+n%[[/b]] food production,TRUE,text/_hvo/hv_TEXT_events_rules.loc
