Key,Short Key,Text,Tooltip,,,
effects_description_hv_effect_unlock_oil_bomb,,技能：油罐,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_oil_bomb,,油罐,TRUE,,,
unit_abilities_onscreen_name_hv_ability_oil_bomb,,油罐,TRUE,,,
unit_abilities_tooltip_text_hv_ability_oil_bomb,,扔擲黏糊糊油罐至目標敵人。,TRUE,,,
unit_ability_types_localised_description_hv_ability_oil_bomb,,油罐,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_oil_bomb,,遠程攻擊,TRUE,,,
character_skills_localised_description_hv_skill_ability_veil_of_the_night,,詭計，使他人喪其專注力。,TRUE,,,
character_skills_localised_name_hv_skill_ability_veil_of_the_night,,專注動搖,TRUE,,,
effects_description_hv_effect_unlock_veil_of_the_night,,技能：專注動搖,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_veil_of_the_night,,專注動搖,TRUE,,,
unit_abilities_onscreen_name_hv_ability_veil_of_the_night,,專注動搖,TRUE,,,
unit_abilities_tooltip_text_hv_ability_veil_of_the_night,,詭計，使他人喪其專注力。,TRUE,,,
unit_ability_types_localised_description_hv_ability_veil_of_the_night,,專注動搖,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_veil_of_the_night,,主動削弱效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_field_recovery,,如情況允許，傷者可接獲照料。,TRUE,,,
character_skills_localised_name_hv_skill_ability_field_recovery,,野外救治,TRUE,,,
effects_description_hv_effect_unlock_field_recovery,,技能：野外救治,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_field_recovery,,野外救治,TRUE,,,
unit_abilities_onscreen_name_hv_ability_field_recovery,,野外救治,TRUE,,,
unit_abilities_tooltip_text_hv_ability_field_recovery,,如情況允許，傷者可接獲照料。,TRUE,,,
unit_ability_types_localised_description_hv_ability_field_recovery,,野外救治,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_field_recovery,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_fire_control,,依序射擊更為有效。,TRUE,,,
character_skills_localised_name_hv_skill_ability_fire_control,,射擊管控,TRUE,,,
effects_description_hv_effect_unlock_fire_control,,技能：射擊管控,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_fire_control,,射擊管控,TRUE,,,
unit_abilities_onscreen_name_hv_ability_fire_control,,射擊管控,TRUE,,,
unit_abilities_tooltip_text_hv_ability_fire_control,,依序射擊更為有效。,TRUE,,,
unit_ability_types_localised_description_hv_ability_fire_control,,射擊管控,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_fire_control,,主動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_supporting_fire,,指示後衛射手進行援護射擊。,TRUE,,,
character_skills_localised_name_hv_skill_ability_supporting_fire,,援護射擊,TRUE,,,
effects_description_hv_effect_unlock_supporting_fire,,技能：援護射擊,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_supporting_fire,,援護射擊,TRUE,,,
unit_abilities_onscreen_name_hv_ability_supporting_fire,,援護射擊,TRUE,,,
unit_abilities_tooltip_text_hv_ability_supporting_fire,,指示後衛射手進行援護射擊。,TRUE,,,
unit_ability_types_localised_description_hv_ability_supporting_fire,,援護射擊,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_supporting_fire,,主動技能,TRUE,,,
character_skills_localised_description_hv_skill_ability_advise,,有時言語能拯救生命。,TRUE,,,
character_skills_localised_name_hv_skill_ability_advise,,誠摯建言,TRUE,,,
effects_description_hv_effect_unlock_advise,,技能：誠摯建言,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_advise,,誠摯建言,TRUE,,,
unit_abilities_onscreen_name_hv_ability_advise,,誠摯建言,TRUE,,,
unit_abilities_tooltip_text_hv_ability_advise,,有時言語能拯救生命。,TRUE,,,
unit_ability_types_localised_description_hv_ability_advise,,誠摯建言,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_advise,,主動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_maxim,,古詩強化其聽眾。,TRUE,,,
character_skills_localised_name_hv_skill_ability_maxim,,格言,TRUE,,,
effects_description_hv_effect_unlock_maxim,,技能：格言,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_maxim,,格言,TRUE,,,
unit_abilities_onscreen_name_hv_ability_maxim,,格言,TRUE,,,
unit_abilities_tooltip_text_hv_ability_maxim,,古詩強化其聽眾。,TRUE,,,
unit_ability_types_localised_description_hv_ability_maxim,,格言,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_maxim,,主動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_inspection,,以非凡的觀察力縱觀戰場。,TRUE,,,
character_skills_localised_name_hv_skill_ability_inspection,,前線查探,TRUE,,,
effects_description_hv_effect_unlock_inspection,,技能：前線查探,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_inspection,,前線查探,TRUE,,,
unit_abilities_onscreen_name_hv_ability_inspection,,前線查探,TRUE,,,
unit_abilities_tooltip_text_hv_ability_inspection,,以非凡的觀察力縱觀戰場。,TRUE,,,
unit_ability_types_localised_description_hv_ability_inspection,,前線查探,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_inspection,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_push_harder,,知會盟軍，敵軍弱點。,TRUE,,,
character_skills_localised_name_hv_skill_ability_push_harder,,推進,TRUE,,,
effects_description_hv_effect_unlock_push_harder,,技能：推進,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_push_harder,,推進,TRUE,,,
unit_abilities_onscreen_name_hv_ability_push_harder,,推進,TRUE,,,
unit_abilities_tooltip_text_hv_ability_push_harder,,知會盟軍，敵軍弱點。,TRUE,,,
unit_ability_types_localised_description_hv_ability_push_harder,,推進,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_push_harder,,主動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_anti_cavalry_tactics,,雖然簡單，但有效。,TRUE,,,
character_skills_localised_name_hv_skill_ability_anti_cavalry_tactics,,反騎兵戰術,TRUE,,,
effects_description_hv_effect_unlock_anti_cavalry_tactics,,技能：反騎兵戰術,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_anti_cavalry_tactics,,反騎兵戰術,TRUE,,,
unit_abilities_onscreen_name_hv_ability_anti_cavalry_tactics,,反騎兵戰術,TRUE,,,
unit_abilities_tooltip_text_hv_ability_anti_cavalry_tactics,,雖然簡單，但有效。,TRUE,,,
unit_ability_types_localised_description_hv_ability_anti_cavalry_tactics,,反騎兵戰術,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_anti_cavalry_tactics,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_wisdom_of_the_river_authority,,了解敵人，就能減弱他們的防禦。,TRUE,,,
character_skills_localised_name_hv_skill_ability_wisdom_of_the_river_authority,,河之智慧,TRUE,,,
character_skills_localised_description_hv_skill_ability_wisdom_of_the_waterfall_authority,,鮭魚在瀑布盡頭時所面對的就是熊的牙齒。,TRUE,,,
character_skills_localised_name_hv_skill_ability_wisdom_of_the_waterfall_authority,,飛泉之智,TRUE,,,
character_skills_localised_description_hv_skill_ability_inspection_authority,,以非凡的觀察力縱觀戰場。,TRUE,,,
character_skills_localised_name_hv_skill_ability_inspection_authority,,前線查探,TRUE,,,
character_skills_localised_description_hv_skill_ability_push_harder_authority,,知會盟軍，敵軍弱點。,TRUE,,,
character_skills_localised_name_hv_skill_ability_push_harder_authority,,推進,TRUE,,,
character_skills_localised_description_hv_skill_ability_anti_cavalry_tactics_authority,,雖然簡單，但有效。,TRUE,,,
character_skills_localised_name_hv_skill_ability_anti_cavalry_tactics_authority,,反騎兵戰術,TRUE,,,
character_skills_localised_description_hv_skill_ability_anti_cavalry_tactics_resolve,,雖然簡單，但有效。,TRUE,,,
character_skills_localised_name_hv_skill_ability_anti_cavalry_tactics_resolve,,反騎兵戰術,TRUE,,,
character_skills_localised_description_hv_skill_ability_rain_of_fire_instinct,,對目標範圍內進行毀滅性射擊。,TRUE,,,
character_skills_localised_name_hv_skill_ability_rain_of_fire_instinct,,天降箭雨,TRUE,,,
character_skills_localised_description_hv_skill_ability_analyse_weakness,,只有透過審慎周詳的分析，才能化弱為強。,TRUE,,,
character_skills_localised_name_hv_skill_ability_analyse_weakness,,分析弱點,TRUE,,,
effects_description_hv_effect_unlock_analyse_weakness,,技能：分析弱點,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_analyse_weakness,,分析弱點,TRUE,,,
unit_abilities_onscreen_name_hv_ability_analyse_weakness,,分析弱點,TRUE,,,
unit_abilities_tooltip_text_hv_ability_analyse_weakness,,只有透過審慎周詳的分析，才能化弱為強。,TRUE,,,
unit_ability_types_localised_description_hv_ability_analyse_weakness,,分析弱點,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_analyse_weakness,,被動削弱效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_two_qiaos,,二喬的風姿使盟軍對即將來臨的戰鬥有了充分準備。,TRUE,,,
character_skills_localised_name_hv_skill_ability_two_qiaos,,二喬,TRUE,,,
effects_description_hv_effect_unlock_two_qiaos,,技能：二喬,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_two_qiaos,,二喬,TRUE,,,
unit_abilities_onscreen_name_hv_ability_two_qiaos,,二喬,TRUE,,,
unit_abilities_tooltip_text_hv_ability_two_qiaos,,二喬的風姿使盟軍對即將來臨的戰鬥有了充分準備。,TRUE,,,
unit_ability_types_localised_description_hv_ability_two_qiaos,,二喬,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_two_qiaos,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_stalker,,對此人而言，森林是他的堡壘。,TRUE,,,
character_skills_localised_name_hv_skill_ability_stalker,,密林精要,TRUE,,,
effects_description_hv_effect_unlock_stalker,,技能：密林精要,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_stalker,,密林精要,TRUE,,,
unit_abilities_onscreen_name_hv_ability_stalker,,密林精要,TRUE,,,
unit_abilities_tooltip_text_hv_ability_stalker,,對此人而言，森林是他的堡壘。,TRUE,,,
unit_ability_types_localised_description_hv_ability_stalker,,密林精要,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_stalker,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_two_zhangs,,對友人而言此為一個既定事實，二張比一個來的好，但敵人對此一無所悉。,TRUE,,,
character_skills_localised_name_hv_skill_ability_two_zhangs,,二張,TRUE,,,
effects_description_hv_effect_unlock_two_zhangs,,技能：二張,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_two_zhangs,,二張,TRUE,,,
unit_abilities_onscreen_name_hv_ability_two_zhangs,,二張,TRUE,,,
unit_abilities_tooltip_text_hv_ability_two_zhangs,,對友人而言此為一個既定事實，二張比一個來的好，但敵人對此一無所悉。,TRUE,,,
unit_ability_types_localised_description_hv_ability_two_zhangs,,二張,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_two_zhangs,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_stalker_expertise,,對此人而言，森林是他的堡壘。,TRUE,,,
character_skills_localised_name_hv_skill_ability_stalker_expertise,,密林精要,TRUE,,,
character_skills_localised_description_hv_skill_ability_inspection_healer,,以非凡的觀察力縱觀戰場。,TRUE,,,
character_skills_localised_name_hv_skill_ability_inspection_healer,,前線查探,TRUE,,,
character_skills_localised_description_hv_skill_ability_wisdom_of_the_river_veteran,,了解敵人，就能減弱他們的防禦。,TRUE,,,
character_skills_localised_name_hv_skill_ability_wisdom_of_the_river_veteran,,河之智慧,TRUE,,,
character_skills_localised_description_hv_skill_ability_wisdom_of_the_waterfall_veteran,,鮭魚在瀑布盡頭時所面對的就是熊的牙齒。,TRUE,,,
character_skills_localised_name_hv_skill_ability_wisdom_of_the_waterfall_veteran,,飛泉之智,TRUE,,,
character_skills_localised_description_hv_skill_ability_gas_shot,,射出的箭矢散佈著毒氣。,TRUE,,,
character_skills_localised_name_hv_skill_ability_gas_shot,,毒氣飛矢,TRUE,,,
effects_description_hv_effect_unlock_gas_shot,,技能：毒氣飛矢,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_gas_shot,,毒氣飛矢,TRUE,,,
unit_abilities_onscreen_name_hv_ability_gas_shot,,毒氣飛矢,TRUE,,,
unit_abilities_tooltip_text_hv_ability_gas_shot,,射出的箭矢散佈著毒氣。,TRUE,,,
unit_ability_types_localised_description_hv_ability_gas_shot,,毒氣飛矢,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_gas_shot,,遠程攻擊,TRUE,,,
character_skills_localised_description_hv_skill_ability_god_of_war,,關羽一擊便能讓敵人手足異處！,TRUE,,,
character_skills_localised_name_hv_skill_ability_god_of_war,,武聖,TRUE,,,
effects_description_hv_effect_unlock_god_of_war,,技能：武聖,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_god_of_war,,武聖,TRUE,,,
unit_abilities_onscreen_name_hv_ability_god_of_war,,武聖,TRUE,,,
unit_abilities_tooltip_text_hv_ability_god_of_war,,關羽一擊便能讓敵人手足異處！,TRUE,,,
unit_ability_types_localised_description_hv_ability_god_of_war,,武聖,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_god_of_war,,近戰攻擊,TRUE,,,
character_skills_localised_description_hv_skill_ability_unstoppable,,他無止息的瘋狂攻勢令敵人心驚膽寒！,TRUE,,,
character_skills_localised_name_hv_skill_ability_unstoppable,,無人可擋,TRUE,,,
effects_description_hv_effect_unlock_unstoppable,,技能：無人可擋,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_unstoppable,,無人可擋,TRUE,,,
unit_abilities_onscreen_name_hv_ability_unstoppable,,無人可擋,TRUE,,,
unit_abilities_tooltip_text_hv_ability_unstoppable,,他無止息的瘋狂攻勢令敵人心驚膽寒！,TRUE,,,
unit_ability_types_localised_description_hv_ability_unstoppable,,無人可擋,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_unstoppable,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_condemned_howl,,許褚挾滔天怒火奮戰，攻勢狂暴猛烈！,TRUE,,,
character_skills_localised_name_hv_skill_ability_condemned_howl,,天譴之嘯,TRUE,,,
effects_description_hv_effect_unlock_condemned_howl,,技能：天譴之嘯,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_condemned_howl,,天譴之嘯,TRUE,,,
unit_abilities_onscreen_name_hv_ability_condemned_howl,,天譴之嘯,TRUE,,,
unit_abilities_tooltip_text_hv_ability_condemned_howl,,許褚挾滔天怒火奮戰，攻勢狂暴猛烈！,TRUE,,,
unit_ability_types_localised_description_hv_ability_condemned_howl,,天譴之嘯,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_condemned_howl,,被動削弱效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_crash,,飽含怒火的一擊，令周遭敵人無不搖晃欲倒。,TRUE,,,
character_skills_localised_name_hv_skill_ability_crash,,天崩地裂,TRUE,,,
effects_description_hv_effect_unlock_crash,,技能：天崩地裂,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_crash,,天崩地裂,TRUE,,,
unit_abilities_onscreen_name_hv_ability_crash,,天崩地裂,TRUE,,,
unit_abilities_tooltip_text_hv_ability_crash,,飽含怒火的一擊，令周遭敵人無不搖晃欲倒。,TRUE,,,
unit_ability_types_localised_description_hv_ability_crash,,天崩地裂,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_crash,,近戰攻擊,TRUE,,,
character_skills_localised_description_hv_skill_ability_stalwart_defender,,此人是天生的護衛將才，所有攻擊對他來說都不痛不癢！,TRUE,,,
character_skills_localised_name_hv_skill_ability_stalwart_defender,,步步為營,TRUE,,,
effects_description_hv_effect_unlock_stalwart_defender,,技能：步步為營,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_stalwart_defender,,步步為營,TRUE,,,
unit_abilities_onscreen_name_hv_ability_stalwart_defender,,步步為營,TRUE,,,
unit_abilities_tooltip_text_hv_ability_stalwart_defender,,此人是天生的護衛將才，所有攻擊對他來說都不痛不癢！,TRUE,,,
unit_ability_types_localised_description_hv_ability_stalwart_defender,,步步為營,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_stalwart_defender,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_cry_of_the_forest,,英雄在傷得最重時，才會顯露出真正的實力！,TRUE,,,
character_skills_localised_name_hv_skill_ability_cry_of_the_forest,,森林戰嚎,TRUE,,,
effects_description_hv_effect_unlock_cry_of_the_forest,,技能：森林戰嚎,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_cry_of_the_forest,,森林戰嚎,TRUE,,,
unit_abilities_onscreen_name_hv_ability_cry_of_the_forest,,森林戰嚎,TRUE,,,
unit_abilities_tooltip_text_hv_ability_cry_of_the_forest,,英雄在傷得最重時，才會顯露出真正的實力！,TRUE,,,
unit_ability_types_localised_description_hv_ability_cry_of_the_forest,,森林戰嚎,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_cry_of_the_forest,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_vengeance,,夏侯惇在情況危急時反而能發揮最強實力，不過他也容易因此失去理智。,TRUE,,,
character_skills_localised_name_hv_skill_ability_vengeance,,報仇雪恨,TRUE,,,
effects_description_hv_effect_unlock_vengeance,,技能：報仇雪恨,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_vengeance,,報仇雪恨,TRUE,,,
unit_abilities_onscreen_name_hv_ability_vengeance,,報仇雪恨,TRUE,,,
unit_abilities_tooltip_text_hv_ability_vengeance,,夏侯惇在情況危急時反而能發揮最強實力，不過他也容易因此失去理智。,TRUE,,,
unit_ability_types_localised_description_hv_ability_vengeance,,報仇雪恨,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_vengeance,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_poisioned_blade,,毒性使戰士步履蹣跚，生命力逐漸耗盡。,TRUE,,,
character_skills_localised_name_hv_skill_ability_poisioned_blade,,淬毒刀刃,TRUE,,,
effects_description_hv_effect_unlock_poisioned_blade,,技能：淬毒刀刃,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_poisioned_blade,,淬毒刀刃,TRUE,,,
unit_abilities_onscreen_name_hv_ability_poisioned_blade,,淬毒刀刃,TRUE,,,
unit_abilities_tooltip_text_hv_ability_poisioned_blade,,毒性使戰士步履蹣跚，生命力逐漸耗盡。,TRUE,,,
unit_ability_types_localised_description_hv_ability_poisioned_blade,,淬毒刀刃,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_poisioned_blade,,遠程攻擊,TRUE,,,
character_skills_localised_description_hv_skill_ability_wolf,,謹慎向前，緊咬其咽喉。,TRUE,,,
character_skills_localised_name_hv_skill_ability_wolf,,戰狼,TRUE,,,
effects_description_hv_effect_unlock_wolf,,技能：戰狼,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_wolf,,戰狼,TRUE,,,
unit_abilities_onscreen_name_hv_ability_wolf,,戰狼,TRUE,,,
unit_abilities_tooltip_text_hv_ability_wolf,,謹慎向前，緊咬其咽喉。,TRUE,,,
unit_ability_types_localised_description_hv_ability_wolf,,戰狼,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_wolf,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_sparrow,,無人能快過這吞嚥的速度。,TRUE,,,
character_skills_localised_name_hv_skill_ability_sparrow,,吞噬,TRUE,,,
effects_description_hv_effect_unlock_sparrow,,技能：吞噬,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_sparrow,,吞噬,TRUE,,,
unit_abilities_onscreen_name_hv_ability_sparrow,,吞噬,TRUE,,,
unit_abilities_tooltip_text_hv_ability_sparrow,,無人能快過這吞嚥的速度。,TRUE,,,
unit_ability_types_localised_description_hv_ability_sparrow,,吞噬,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_sparrow,,被動削弱效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_inner_vitality,,在戰鬥中找到生活的方式。,TRUE,,,
character_skills_localised_name_hv_skill_ability_inner_vitality,,內在活力,TRUE,,,
effects_description_hv_effect_unlock_inner_vitality,,技能：內在活力,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_inner_vitality_1,,內在活力,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_inner_vitality_2,,內在活力,TRUE,,,
unit_abilities_onscreen_name_hv_ability_inner_vitality,,內在活力,TRUE,,,
unit_abilities_tooltip_text_hv_ability_inner_vitality,,在戰鬥中找到生活的方式。,TRUE,,,
unit_ability_types_localised_description_hv_ability_inner_vitality,,內在活力,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_inner_vitality,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_binding_fury,,集結全森林之力對付一個敵人。,TRUE,,,
character_skills_localised_name_hv_skill_ability_binding_fury,,怒不可抑,TRUE,,,
effects_description_hv_effect_unlock_binding_fury,,技能：怒不可抑,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_binding_fury,,怒不可抑,TRUE,,,
unit_abilities_onscreen_name_hv_ability_binding_fury,,怒不可抑,TRUE,,,
unit_abilities_tooltip_text_hv_ability_binding_fury,,集結全森林之力對付一個敵人。,TRUE,,,
unit_ability_types_localised_description_hv_ability_binding_fury,,怒不可抑,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_binding_fury,,近戰攻擊,TRUE,,,
character_skills_localised_description_hv_skill_ability_hamstring,,精心策劃的襲擊，讓不幸的敵人措手不及。,TRUE,,,
character_skills_localised_name_hv_skill_ability_hamstring,,削斷腿筋,TRUE,,,
effects_description_hv_effect_unlock_hamstring,,技能：削斷腿筋,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_hamstring,,削斷腿筋,TRUE,,,
unit_abilities_onscreen_name_hv_ability_hamstring,,削斷腿筋,TRUE,,,
unit_abilities_tooltip_text_hv_ability_hamstring,,精心策劃的襲擊，讓不幸的敵人措手不及。,TRUE,,,
unit_ability_types_localised_description_hv_ability_hamstring,,削斷腿筋,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_hamstring,,近戰攻擊,TRUE,,,
character_skills_localised_description_hv_skill_ability_sandback,,此人如木造障礙。,TRUE,,,
character_skills_localised_name_hv_skill_ability_sandback,,硬皮,TRUE,,,
effects_description_hv_effect_unlock_sandback,,技能：硬皮,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_sandback,,硬皮,TRUE,,,
unit_abilities_onscreen_name_hv_ability_sandback,,硬皮,TRUE,,,
unit_abilities_tooltip_text_hv_ability_sandback,,此人如木造障礙。,TRUE,,,
unit_ability_types_localised_description_hv_ability_sandback,,硬皮,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_sandback,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_lightbomb,,製造大噪音分散敵人的注意力。,TRUE,,,
character_skills_localised_name_hv_skill_ability_lightbomb,,閃光彈,TRUE,,,
effects_description_hv_effect_unlock_lightbomb,,技能：閃光彈,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_lightbomb,,閃光彈,TRUE,,,
unit_abilities_onscreen_name_hv_ability_lightbomb,,閃光彈,TRUE,,,
unit_abilities_tooltip_text_hv_ability_lightbomb,,製造大噪音分散敵人的注意力。,TRUE,,,
unit_ability_types_localised_description_hv_ability_lightbomb,,閃光彈,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_lightbomb,,遠程攻擊,TRUE,,,
character_skills_localised_description_hv_skill_ability_indomitable_warrior,,此人屢敗屢戰。,TRUE,,,
character_skills_localised_name_hv_skill_ability_indomitable_warrior,,百折不撓,TRUE,,,
effects_description_hv_effect_unlock_indomitable_warrior,,技能：百折不撓,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_indomitable_warrior,,百折不撓,TRUE,,,
unit_abilities_onscreen_name_hv_ability_indomitable_warrior,,百折不撓,TRUE,,,
unit_abilities_tooltip_text_hv_ability_indomitable_warrior,,此人屢敗屢戰。,TRUE,,,
unit_ability_types_localised_description_hv_ability_indomitable_warrior,,百折不撓,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_indomitable_warrior,,被動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_indomitable_warrior_instinct,,此人屢敗屢戰。,TRUE,,,
character_skills_localised_name_hv_skill_ability_indomitable_warrior_instinct,,百折不撓,TRUE,,,
character_skills_localised_description_hv_skill_ability_wolf_cunning,,謹慎向前，緊咬其咽喉。,TRUE,,,
character_skills_localised_name_hv_skill_ability_wolf_cunning,,戰狼,TRUE,,,
character_skills_localised_description_hv_skill_ability_into_the_breach,,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,TRUE,,,
character_skills_localised_name_hv_skill_ability_into_the_breach,,乘隙而入,TRUE,,,
effects_description_hv_effect_unlock_into_the_breach,,技能：乘隙而入,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_into_the_breach,,乘隙而入,TRUE,,,
unit_abilities_onscreen_name_hv_ability_into_the_breach,,乘隙而入,TRUE,,,
unit_abilities_tooltip_text_hv_ability_into_the_breach,,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,TRUE,,,
unit_ability_types_localised_description_hv_ability_into_the_breach,,乘隙而入,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_into_the_breach,,主動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_mending,,大多時候，易壞的東西可以修補到跟新品一樣，而人就不行了。,TRUE,,,
character_skills_localised_name_hv_skill_ability_mending,,修補,TRUE,,,
effects_description_hv_effect_unlock_mending,,技能：修補,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_mending,,修補,TRUE,,,
unit_abilities_onscreen_name_hv_ability_mending,,修補,TRUE,,,
unit_abilities_tooltip_text_hv_ability_mending,,大多時候，易壞的東西可以修補到跟新品一樣，而人就不行了。,TRUE,,,
unit_ability_types_localised_description_hv_ability_mending,,修補,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_mending,,主動增強效果,TRUE,,,
character_skills_localised_description_hv_skill_ability_bleed,,當受害者有所意識，情勢早已難以挽回。,TRUE,,,
character_skills_localised_name_hv_skill_ability_bleed,,剔骨,TRUE,,,
effects_description_hv_effect_unlock_bleed,,技能：剔骨,TRUE,,,
special_ability_phases_onscreen_name_hv_ability_bleed,,剔骨,TRUE,,,
unit_abilities_onscreen_name_hv_ability_bleed,,剔骨,TRUE,,,
unit_abilities_tooltip_text_hv_ability_bleed,,當受害者有所意識，情勢早已難以挽回。,TRUE,,,
unit_ability_types_localised_description_hv_ability_bleed,,剔骨,TRUE,,,
unit_ability_types_onscreen_name_hv_ability_bleed,,近戰攻擊,TRUE,,,
character_skills_localised_description_hv_skill_ability_tiger,,此人精神如猛虎，在沒有偉大的勇氣支持下無人膽敢面對此人。,FALSE,,,
character_skills_localised_name_hv_skill_ability_tiger,,白虎,FALSE,,,
effects_description_hv_effect_unlock_tiger,,技能：白虎,FALSE,,,
special_ability_phases_onscreen_name_hv_ability_tiger,,白虎,FALSE,,,
unit_abilities_onscreen_name_hv_ability_tiger,,白虎,FALSE,,,
unit_abilities_tooltip_text_hv_ability_tiger,,此人精神如猛虎，在沒有偉大的勇氣支持下無人膽敢面對此人。,FALSE,,,
unit_ability_types_localised_description_hv_ability_tiger,,白虎,FALSE,,,
unit_ability_types_onscreen_name_hv_ability_tiger,,被動削弱效果,FALSE,,,
character_skills_localised_description_hv_skill_ability_into_the_breach_instinct,,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,FALSE,,,
character_skills_localised_name_hv_skill_ability_into_the_breach_instinct,,乘隙而入,FALSE,,,
